#       k             kp                 O11                    O12                    O21                    O22          
   0.001947       0.001947         5.663414e-27           -1.239170e-18          1.239170e-18           2.429380e-35      
   0.001947       0.010250         2.817223e-13           -2.100194e-16          1.228712e-17           -2.513905e-22     
   0.001947       0.025159         5.336600e-12           2.450233e-15           7.478804e-17           -2.884055e-20     
   0.001947       0.046627         3.941283e-11           1.548744e-13           3.905966e-16           -7.325453e-19     
   0.001947       0.074585         1.793817e-10           2.078316e-12           1.575965e-15           -8.478871e-18     
   0.001947       0.108938         6.052869e-10           1.561589e-11           4.987001e-15           -5.996651e-17     
   0.001947       0.149573         1.663528e-09           8.188600e-11           1.294132e-14           -3.003570e-16     
   0.001947       0.196355         3.931700e-09           3.322836e-10           2.855561e-14           -1.158459e-15     
   0.001947       0.249129         8.268943e-09           1.107631e-09           5.496935e-14           -3.623617e-15     
   0.001947       0.307719         1.583380e-08           3.152177e-09           9.405220e-14           -9.518176e-15     
   0.001947       0.371930         2.805499e-08           7.868095e-09           1.451721e-13           -2.153977e-14     
   0.001947       0.441550         4.654700e-08           1.757680e-08           2.047893e-13           -4.286864e-14     
   0.001947       0.516347         7.296516e-08           3.570755e-08           2.672039e-13           -7.636866e-14     
   0.001947       0.596072         1.087879e-07           6.684189e-08           3.260133e-13           -1.236935e-13     
   0.001947       0.680461         1.549998e-07           1.165808e-07           3.754428e-13           -1.846797e-13     
   0.001947       0.769234         2.116385e-07           1.912476e-07           4.109920e-13           -2.572163e-13     
   0.001947       0.862094         2.771734e-07           2.974687e-07           4.294002e-13           -3.375265e-13     
   0.001947       0.958735         3.477112e-07           4.416843e-07           4.282814e-13           -4.206801e-13     
   0.001947       1.058835         4.160773e-07           6.296289e-07           4.057822e-13           -5.011885e-13     
   0.001947       1.162061         4.709046e-07           8.657959e-07           3.604519e-13           -5.736166e-13     
   0.001947       1.268071         4.959677e-07           1.152845e-06           2.913487e-13           -6.331844e-13     
   0.001947       1.376513         4.701192e-07           1.490815e-06           1.983136e-13           -6.763150e-13     
   0.001947       1.487025         3.682768e-07           1.875877e-06           8.230176e-14           -7.010221e-13     
   0.001947       1.599241         1.639255e-07           2.298264e-06           -5.435077e-14          -7.069775e-13     
   0.001947       1.712789         -1.665228e-07          2.739060e-06           -2.078322e-13          -6.951010e-13     
   0.001947       1.827291         -6.375064e-07          3.166004e-06           -3.729868e-13          -6.666286e-13     
   0.001947       1.942367         -1.246871e-06          3.529580e-06           -5.436251e-13          -6.218828e-13     
   0.001947       2.057633         -1.968920e-06          3.762518e-06           -7.128252e-13          -5.593661e-13     
   0.001947       2.172709         -2.751030e-06          3.787584e-06           -8.729333e-13          -4.761290e-13     
   0.001947       2.287211         -3.517648e-06          3.538129e-06           -1.015031e-12          -3.702037e-13     
   0.001947       2.400759         -4.183878e-06          2.990378e-06           -1.128069e-12          -2.447905e-13     
   0.001947       2.512975         -4.675931e-06          2.195365e-06           -1.198714e-12          -1.119532e-13     
   0.001947       2.623487         -4.949774e-06          1.287510e-06           -1.213614e-12          7.808726e-15      
   0.001947       2.731929         -4.997997e-06          4.490686e-07           -1.164900e-12          9.247465e-14      
   0.001947       2.837939         -4.841631e-06          -1.642289e-07          -1.056524e-12          1.294175e-13      
   0.001947       2.941165         -4.515106e-06          -4.920979e-07          -9.060745e-13          1.225945e-13      
   0.001947       3.041265         -4.057550e-06          -5.802446e-07          -7.389272e-13          8.943059e-14      
   0.001947       3.137906         -3.513850e-06          -5.280025e-07          -5.783804e-13          4.987074e-14      
   0.001947       3.230766         -2.935515e-06          -4.245169e-07          -4.389112e-13          1.704912e-14      
   0.001947       3.319539         -2.373292e-06          -3.203155e-07          -3.256872e-13          -4.637439e-15     
   0.001947       3.403928         -1.866192e-06          -2.338333e-07          -2.378206e-13          -1.629117e-14     
   0.001947       3.483653         -1.435640e-06          -1.676094e-07          -1.717287e-13          -2.085972e-14     
   0.001947       3.558450         -1.086922e-06          -1.188892e-07          -1.231501e-13          -2.116036e-14     
   0.001947       3.628070         -8.144386e-07          -8.391153e-08          -8.806627e-14          -1.926878e-14     
   0.001947       3.692281         -6.071173e-07          -5.921573e-08          -6.305431e-14          -1.651342e-14     
   0.001947       3.750871         -4.523381e-07          -4.197028e-08          -4.537429e-14          -1.364846e-14     
   0.001947       3.803645         -3.382039e-07          -2.999766e-08          -3.292897e-14          -1.104267e-14     
   0.001947       3.850427         -2.545662e-07          -2.169200e-08          -2.416570e-14          -8.832259e-15     
   0.001947       3.891062         -1.932729e-07          -1.590320e-08          -1.796209e-14          -7.027370e-15     
   0.001947       3.925415         -1.480013e-07          -1.182192e-08          -1.351760e-14          -5.578068e-15     
