#        q              total               1              \delta U         \delta U^2    

     0.001185        1.904662e+04      1.904976e+04     -3.148581e+00      2.300513e-03   
     0.006239        9.285003e+03      9.288156e+03     -3.155195e+00      2.298170e-03   
     0.015318        6.002692e+03      6.005846e+03     -3.155952e+00      2.293293e-03   
     0.028399        4.206077e+03      4.209232e+03     -3.156937e+00      2.286102e-03   
     0.045447        3.189206e+03      3.192361e+03     -3.156602e+00      2.284913e-03   
     0.066417        2.573204e+03      2.576357e+03     -3.155915e+00      2.284089e-03   
     0.091251        2.042024e+03      2.045177e+03     -3.154898e+00      2.282921e-03   
     0.119882        1.761419e+03      1.764570e+03     -3.152662e+00      2.282299e-03   
     0.152235        1.428918e+03      1.432064e+03     -3.147616e+00      2.281614e-03   
     0.188220        1.209014e+03      1.212152e+03     -3.140823e+00      2.281316e-03   
     0.227742        1.075692e+03      1.078823e+03     -3.132903e+00      2.281089e-03   
     0.270694        9.525283e+02      9.556474e+02     -3.121305e+00      2.280935e-03   
     0.316959        8.391209e+02      8.422233e+02     -3.104702e+00      2.280800e-03   
     0.366414        7.350704e+02      7.381486e+02     -3.080458e+00      2.280650e-03   
     0.418925        6.399786e+02      6.430212e+02     -3.044907e+00      2.280497e-03   
     0.474351        5.534474e+02      5.564389e+02     -2.993779e+00      2.280332e-03   
     0.532541        5.132680e+02      5.162265e+02     -2.960790e+00      2.280171e-03   
     0.593339        4.388339e+02      4.417079e+02     -2.876291e+00      2.279997e-03   
     0.656582        4.044803e+02      4.073012e+02     -2.823173e+00      2.279817e-03   
     0.722098        3.412519e+02      3.439416e+02     -2.691919e+00      2.279612e-03   
     0.789711        2.849963e+02      2.875186e+02     -2.524499e+00      2.279390e-03   
     0.859239        2.593580e+02      2.617826e+02     -2.426955e+00      2.279144e-03   
     0.930495        2.128066e+02      2.150106e+02     -2.206269e+00      2.278878e-03   
     1.003286        1.722155e+02      1.741699e+02     -1.956716e+00      2.278575e-03   
     1.077416        1.371726e+02      1.388584e+02     -1.688042e+00      2.278228e-03   
     1.152685        1.072639e+02      1.086740e+02     -1.412346e+00      2.277813e-03   
