#       k             kp                  U           
   0.001185       0.001185         1.000000e+00      
   0.001185       0.006239         -9.755893e-11     
   0.001185       0.015318         -2.993016e-10     
   0.001185       0.028399         -6.430447e-10     
   0.001185       0.045447         -1.140341e-09     
   0.001185       0.066417         -1.782968e-09     
   0.001185       0.091251         -2.533429e-09     
   0.001185       0.119882         -3.313136e-09     
   0.001185       0.152235         -3.989877e-09     
   0.001185       0.188220         -4.366615e-09     
   0.001185       0.227742         -4.174043e-09     
   0.001185       0.270694         -3.069329e-09     
   0.001185       0.316959         -6.430241e-10     
   0.001185       0.366414         3.564756e-09      
   0.001185       0.418925         1.003886e-08      
   0.001185       0.474351         1.925521e-08      
   0.001185       0.532541         3.163977e-08      
   0.001185       0.593339         4.752197e-08      
   0.001185       0.656582         6.708426e-08      
   0.001185       0.722098         9.031034e-08      
   0.001185       0.789711         1.169360e-07      
   0.001185       0.859239         1.464074e-07      
   0.001185       0.930495         1.778540e-07      
   0.001185       1.003286         2.100826e-07      
   0.001185       1.077416         2.415982e-07      
   0.001185       1.152685         2.706566e-07      
   0.001185       1.228890         2.953498e-07      
   0.001185       1.305826         3.137195e-07      
   0.001185       1.383286         3.238931e-07      
   0.001185       1.461060         3.242302e-07      
   0.001185       1.538940         3.134644e-07      
   0.001185       1.616714         2.908264e-07      
   0.001185       1.694174         2.561326e-07      
   0.001185       1.771110         2.098293e-07      
   0.001185       1.847315         1.529830e-07      
   0.001185       1.922584         8.721953e-08      
   0.001185       1.996714         1.461623e-08      
   0.001185       2.069505         -6.244132e-08     
   0.001185       2.140761         -1.414211e-07     
   0.001185       2.210289         -2.198083e-07     
   0.001185       2.277902         -2.952547e-07     
   0.001185       2.343418         -3.656985e-07     
   0.001185       2.406661         -4.294491e-07     
   0.001185       2.467459         -4.852294e-07     
   0.001185       2.525649         -5.321819e-07     
   0.001185       2.581075         -5.698404e-07     
   0.001185       2.633586         -5.980775e-07     
   0.001185       2.683041         -6.170370e-07     
   0.001185       2.729306         -6.270587e-07     
   0.001185       2.772258         -6.286022e-07     
   0.001185       2.811780         -6.221752e-07     
   0.001185       2.847765         -6.082660e-07     
   0.001185       2.880118         -5.872810e-07     
   0.001185       2.908749         -5.594787e-07     
   0.001185       2.933583         -5.248902e-07     
   0.001185       2.954553         -4.831987e-07     
   0.001185       2.971601         -4.335135e-07     
   0.001185       2.984682         -3.738527e-07     
   0.001185       2.993761         -2.996303e-07     
   0.001185       2.998815         -1.968673e-07     
   0.001185       3.004739         -3.947724e-07     
   0.001185       3.024957         -6.067641e-07     
   0.001185       3.061273         -7.688898e-07     
   0.001185       3.113597         -9.081464e-07     
   0.001185       3.181789         -1.030456e-06     
   0.001185       3.265666         -1.134758e-06     
   0.001185       3.365002         -1.216969e-06     
   0.001185       3.479529         -1.272308e-06     
   0.001185       3.608938         -1.297059e-06     
