#       k             kp                 U11                    U12                    U21                    U22          
   0.001185       0.001185         1.000000e+00           1.682752e-18           3.544203e-18           1.000000e+00      
   0.001185       0.006239         -1.106219e-09          1.807385e-15           2.873980e-17           -1.489718e-22     
   0.001185       0.015318         -3.398959e-09          3.548233e-14           9.281898e-17           -2.784336e-21     
   0.001185       0.028399         -7.335203e-09          2.799250e-13           2.285354e-16           -2.064145e-20     
   0.001185       0.045447         -1.313664e-08          1.453085e-12           5.194304e-16           -9.455197e-20     
   0.001185       0.066417         -2.092606e-08          6.019162e-12           1.149920e-15           -3.209003e-19     
   0.001185       0.091251         -3.070437e-08          2.166980e-11           2.462716e-15           -8.851618e-19     
   0.001185       0.119882         -4.231632e-08          7.006103e-11           5.004312e-15           -2.091949e-18     
   0.001185       0.152235         -5.541140e-08          2.056528e-10           9.529487e-15           -4.374533e-18     
   0.001185       0.188220         -6.940643e-08          5.508546e-10           1.693453e-14           -8.259502e-18     
   0.001185       0.227742         -8.345666e-08          1.353180e-09           2.810454e-14           -1.425882e-17     
   0.001185       0.270694         -9.644246e-08          3.066466e-09           4.369459e-14           -2.266782e-17     
   0.001185       0.316959         -1.069772e-07          6.451120e-09           6.390623e-14           -6.435742e-15     
   0.001185       0.366414         -1.134400e-07          1.267950e-08           8.834298e-14           -1.197222e-14     
   0.001185       0.418925         -1.140350e-07          2.342511e-08           1.160108e-13           -2.060420e-14     
   0.001185       0.474351         -1.068767e-07          4.091186e-08           1.454669e-13           -3.308375e-14     
   0.001185       0.532541         -9.010226e-08          6.790362e-08           1.750535e-13           -4.994882e-14     
   0.001185       0.593339         -6.200899e-08          1.076230e-07           2.031869e-13           -7.139572e-14     
   0.001185       0.656582         -2.121553e-08          1.635980e-07           2.285161e-13           -9.723169e-14     
   0.001185       0.722098         3.315793e-08           2.394448e-07           2.499478e-13           -1.269054e-13     
   0.001185       0.789711         1.013025e-07           3.385964e-07           2.668180e-13           -1.595065e-13     
   0.001185       0.859239         1.825442e-07           4.639954e-07           2.787065e-13           -1.939029e-13     
   0.001185       0.930495         2.752033e-07           6.177656e-07           2.854169e-13           -2.288272e-13     
   0.001185       1.003286         3.765190e-07           8.008860e-07           2.869543e-13           -2.629646e-13     
   0.001185       1.077416         4.826671e-07           1.012892e-06           2.835234e-13           -2.950319e-13     
   0.001185       1.152685         5.888947e-07           1.251634e-06           2.598908e-15           -3.238659e-13     
   0.001185       1.228890         6.897820e-07           1.513138e-06           4.704751e-16           -4.127394e-15     
   0.001185       1.305826         7.796227e-07           1.791585e-06           -2.056223e-15          -6.623235e-15     
   0.001185       1.383286         8.528960e-07           2.079464e-06           -4.893946e-15          -9.977737e-15     
   0.001185       1.461060         9.047774e-07           2.367898e-06           -7.908863e-15          -1.425074e-14     
   0.001185       1.538940         9.316258e-07           2.647145e-06           -1.092855e-14          -1.942895e-14     
   0.001185       1.616714         9.313726e-07           2.907246e-06           -1.375766e-14          -2.541172e-14     
   0.001185       1.694174         9.037527e-07           3.138762e-06           -1.619942e-14          -3.200715e-14     
   0.001185       1.771110         8.503338e-07           3.333507e-06           -1.807968e-14          -3.894124e-14     
   0.001185       1.847315         7.743353e-07           3.485204e-06           -1.926917e-14          -4.587988e-14     
   0.001185       1.922584         6.802657e-07           3.589949e-06           -1.969995e-14          -5.246165e-14     
   0.001185       1.996714         5.734335e-07           3.646436e-06           -1.937283e-14          -5.833634e-14     
   0.001185       2.069505         4.594123e-07           3.655904e-06           -1.835439e-14          -6.320294e-14     
   0.001185       2.140761         3.435378e-07           3.621836e-06           -1.676472e-14          -6.684065e-14     
   0.001185       2.210289         2.305039e-07           3.549446e-06           -1.475856e-14          -6.912797e-14     
   0.001185       2.277902         1.240970e-07           3.445067e-06           -1.250377e-14          -7.004725e-14     
   0.001185       2.343418         2.708032e-08           3.315513e-06           -1.016137e-14          -6.967552e-14     
   0.001185       2.406661         -5.879134e-08          3.167509e-06           -7.869933e-15          -6.816449e-14     
   0.001185       2.467459         -1.326566e-07          3.007241e-06           -5.736298e-15          -6.571472e-14     
   0.001185       2.525649         -1.943767e-07          2.840057e-06           -3.832391e-15          -6.254863e-14     
   0.001185       2.581075         -2.443441e-07          2.670310e-06           -2.197274e-15          -5.888671e-14     
   0.001185       2.633586         -2.833002e-07          2.501326e-06           -8.425616e-16          -5.492939e-14     
   0.001185       2.683041         -3.121792e-07          2.335461e-06           2.405853e-16           -5.084555e-14     
   0.001185       2.729306         -3.319870e-07          2.174207e-06           1.074370e-15           -4.676723e-14     
   0.001185       2.772258         -3.437113e-07          2.018315e-06           1.688172e-15           -4.278924e-14     
   0.001185       2.811780         -3.482609e-07          1.867915e-06           2.113728e-15           -3.897206e-14     
   0.001185       2.847765         -3.464253e-07          1.722611e-06           2.381737e-15           -3.534628e-14     
   0.001185       2.880118         -3.388466e-07          1.581534e-06           2.519729e-15           -3.191738e-14     
   0.001185       2.908749         -3.259944e-07          1.443347e-06           2.550855e-15           -2.866953e-14     
   0.001185       2.933583         -3.081341e-07          1.306162e-06           2.493263e-15           -2.556764e-14     
   0.001185       2.954553         -2.852696e-07          1.167332e-06           2.359677e-15           -2.255618e-14     
   0.001185       2.971601         -2.570214e-07          1.022957e-06           2.156649e-15           -1.955208e-14     
   0.001185       2.984682         -2.223284e-07          8.666993e-07           1.882441e-15           -1.642374e-14     
   0.001185       2.993761         -1.785563e-07          6.862853e-07           1.519870e-15           -1.292606e-14     
   0.001185       2.998815         -1.174555e-07          4.479407e-07           1.002356e-15           -8.407874e-15     
   0.001185       3.004739         -2.357313e-07          8.909283e-07           2.018590e-15           -1.665765e-14     
   0.001185       3.024957         -3.634993e-07          1.332938e-06           3.140293e-15           -2.458067e-14     
   0.001185       3.061273         -4.632043e-07          1.612511e-06           4.034562e-15           -2.897586e-14     
   0.001185       3.113597         -5.509130e-07          1.787760e-06           4.791040e-15           -3.088599e-14     
   0.001185       3.181789         -6.297841e-07          1.878314e-06           5.367342e-15           -3.074371e-14     
   0.001185       3.265666         -6.986688e-07          1.895828e-06           5.685002e-15           -2.894766e-14     
   0.001185       3.365002         -7.545724e-07          1.850449e-06           5.675534e-15           -2.595738e-14     
   0.001185       3.479529         -7.940219e-07          1.752552e-06           5.309151e-15           -2.226288e-14     
   0.001185       3.608938         -8.140682e-07          1.613059e-06           4.606683e-15           -1.831463e-14     
   0.001185       3.752880         -8.130108e-07          1.443282e-06           3.637590e-15           -1.446784e-14     
   0.001185       3.910968         -7.907896e-07          1.254584e-06           2.507897e-15           -1.096381e-14     
   0.001185       4.082775         -7.490199e-07          1.057930e-06           1.340155e-15           -7.939281e-15     
   0.001185       4.267838         -6.907362e-07          8.633603e-07           2.501930e-16           -5.446456e-15     
   0.001185       4.465657         -6.199607e-07          6.794926e-07           -6.714300e-16          -3.475413e-15     
   0.001185       4.675701         -5.412052e-07          5.131116e-07           -1.368786e-15          -1.976076e-15     
   0.001185       4.897402         -4.589895e-07          3.689025e-07           -1.821625e-15          -8.775025e-16     
   0.001185       5.130163         -3.774438e-07          2.493698e-07           -2.040675e-15          -1.028968e-16     
   0.001185       5.373356         -3.000334e-07          1.549551e-07           -2.059469e-15          4.200464e-16      
   0.001185       5.626327         -2.294109e-07          8.433697e-08           -1.924817e-15          7.531979e-16      
   0.001185       5.888392         -1.673756e-07          3.486276e-08           -1.687787e-15          9.458097e-16      
   0.001185       6.158845         -1.149122e-07          3.047199e-09           -1.396490e-15          1.035120e-15      
   0.001185       6.436958         -7.228146e-08          -1.493486e-08          -1.091253e-15          1.048611e-15      
   0.001185       6.721980         -3.914022e-08          -2.282307e-08          -8.022234e-16          1.006821e-15      
   0.001185       7.013143         -1.467973e-08          -2.395553e-08          -5.489703e-16          9.258721e-16      
   0.001185       7.309662         2.229846e-09           -2.107810e-08          -3.415346e-16          8.192340e-16      
   0.001185       7.610739         1.289697e-08           -1.627312e-08          -1.823100e-16          6.986044e-16      
   0.001185       7.915560         1.867564e-08           -1.098488e-08          -6.824388e-17          5.740916e-16      
   0.001185       8.223305         2.085581e-08           -6.106826e-09          7.031176e-18           4.540056e-16      
   0.001185       8.533144         2.058043e-08           -2.101005e-09          5.138341e-17           3.445733e-16      
   0.001185       8.844241         1.879608e-08           8.768282e-10           7.280921e-17           2.497985e-16      
   0.001185       9.155759         1.623458e-08           2.866729e-09           7.852555e-17           1.715614e-16      
   0.001185       9.466856         1.342066e-08           4.014875e-09           7.448165e-17           1.099413e-16      
   0.001185       9.776695         1.069747e-08           4.508892e-09           6.520261e-17           6.368164e-17      
   0.001185       10.084440        8.262345e-09           4.536541e-09           5.386276e-17           3.069500e-17      
   0.001185       10.389261        6.204772e-09           4.262393e-09           4.249179e-17           8.522198e-18      
   0.001185       10.690338        4.541255e-09           3.817805e-09           3.223424e-17           -5.308177e-18     
   0.001185       10.986857        3.244248e-09           3.299589e-09           2.360636e-17           -1.303885e-17     
   0.001185       11.278020        2.263876e-09           2.773572e-09           1.671790e-17           -1.655414e-17     
   0.001185       11.563042        1.542710e-09           2.280399e-09           1.144447e-17           -1.733848e-17     
   0.001185       11.841155        1.025066e-09           1.841916e-09           7.549868e-18           -1.649510e-17     
   0.001185       12.111608        6.619646e-10           1.466749e-09           4.765178e-18           -1.479862e-17     
   0.001185       12.373673        4.127982e-10           1.154835e-09           2.834392e-18           -1.276109e-17     
   0.001185       12.626644        2.455300e-10           9.014868e-10           1.536607e-18           -1.069770e-17     
   0.001185       12.869837        1.358309e-10           6.992893e-10           6.932197e-19           -8.784449e-18     
   0.001185       13.102598        6.572826e-11           5.402521e-10           1.666272e-19           -7.104425e-18     
   0.001185       13.324299        2.234081e-11           4.165314e-10           -1.451996e-19          -5.682647e-18     
   0.001185       13.534343        -3.389586e-12          3.211546e-10           -3.155513e-19          -4.510668e-18     
   0.001185       13.732162        -1.773497e-11          2.480084e-10           -3.955674e-19          -3.562986e-18     
   0.001185       13.917225        -2.483593e-11          1.922408e-10           -4.200440e-19          -2.807435e-18     
   0.001185       14.089032        -2.755154e-11          1.497399e-10           -4.120148e-19          -2.211189e-18     
   0.001185       14.247120        -2.766716e-11          1.173676e-10           -3.863216e-19          -1.743958e-18     
   0.001185       14.391062        -2.631069e-11          9.269668e-11           -3.522161e-19          -1.379398e-18     
   0.001185       14.520471        -2.421629e-11          7.379998e-11           -3.152044e-19          -1.095405e-18     
   0.001185       14.634998        -2.181799e-11          5.920390e-11           -2.783494e-19          -8.738706e-19     
   0.001185       14.734334        -1.933277e-11          4.781112e-11           -2.430874e-19          -7.001331e-19     
   0.001185       14.818211        -1.686320e-11          3.876043e-11           -2.098560e-19          -5.622850e-19     
   0.001185       14.886403        -1.443027e-11          3.135153e-11           -1.782446e-19          -4.503892e-19     
   0.001185       14.938727        -1.197744e-11          2.496619e-11           -1.471561e-19          -3.554845e-19     
   0.001185       14.975043        -9.339308e-12          1.893176e-11           -1.141489e-19          -2.677631e-19     
   0.001185       14.995261        -6.012456e-12          1.231074e-11           -5.885880e-20          -3.193697e-20     
   0.006239       0.001185         -1.106440e-09          1.323147e-17           2.177960e-15           -1.340602e-22     
   0.006239       0.006239         1.000000e+00           1.445081e-14           1.755047e-14           1.000000e+00      
   0.006239       0.015318         -2.729558e-08          2.837647e-13           5.493970e-14           -4.147918e-18     
   0.006239       0.028399         -5.890587e-08          2.239174e-12           1.249073e-13           -1.110308e-17     
   0.006239       0.045447         -1.054947e-07          1.162841e-11           2.484523e-13           -1.460496e-16     
   0.006239       0.066417         -1.680484e-07          4.819629e-11           4.682614e-13           -7.826038e-16     
   0.006239       0.091251         -2.465742e-07          1.736185e-10           8.614108e-13           -3.649009e-15     
   0.006239       0.119882         -3.398255e-07          5.616297e-10           1.549315e-12           -1.402989e-14     
   0.006239       0.152235         -4.449879e-07          1.649266e-09           2.698495e-12           -4.564211e-14     
   0.006239       0.188220         -5.573785e-07          4.419032e-09           4.505450e-12           -1.286400e-13     
   0.006239       0.227742         -6.702140e-07          1.085781e-08           7.162392e-12           -3.201241e-13     
   0.006239       0.270694         -7.745040e-07          2.460900e-08           1.080828e-11           -7.141626e-13     
   0.006239       0.316959         -8.591136e-07          5.177756e-08           1.547892e-11           -1.446038e-12     
   0.006239       0.366414         -9.110272e-07          1.017763e-07           2.107469e-11           -2.685365e-12     
   0.006239       0.418925         -9.158230e-07          1.880420e-07           2.736076e-11           -4.615711e-12     
   0.006239       0.474351         -8.583616e-07          3.284317e-07           3.400038e-11           -7.404247e-12     
   0.006239       0.532541         -7.236843e-07          5.451385e-07           4.060885e-11           -1.116944e-11     
   0.006239       0.593339         -4.981173e-07          8.640392e-07           4.681568e-11           -1.595344e-11     
   0.006239       0.656582         -1.705688e-07          1.313465e-06           5.230232e-11           -2.171075e-11     
   0.006239       0.722098         2.660266e-07           1.922453e-06           5.681590e-11           -2.831233e-11     
   0.006239       0.789711         8.132037e-07           2.718573e-06           6.019226e-11           -3.555107e-11     
   0.006239       0.859239         1.465551e-06           3.725453e-06           6.233224e-11           -4.316666e-11     
   0.006239       0.930495         2.209581e-06           4.960152e-06           6.318984e-11           -5.086792e-11     
   0.006239       1.003286         3.023126e-06           6.430531e-06           6.277084e-11           -5.835192e-11     
   0.006239       1.077416         3.875477e-06           8.132859e-06           6.112863e-11           -6.532371e-11     
   0.006239       1.152685         4.728471e-06           1.004989e-05           5.835800e-11           -7.151573e-11     
   0.006239       1.228890         5.538586e-06           1.214969e-05           5.460208e-11           -7.670072e-11     
   0.006239       1.305826         6.260004e-06           1.438556e-05           5.005011e-11           -8.070403e-11     
   0.006239       1.383286         6.848390e-06           1.669718e-05           4.489666e-11           -8.342227e-11     
   0.006239       1.461060         7.265007e-06           1.901326e-05           3.936539e-11           -8.481674e-11     
   0.006239       1.538940         7.480614e-06           2.125558e-05           3.380764e-11           -8.488258e-11     
   0.006239       1.616714         7.478600e-06           2.334418e-05           2.834820e-11           -8.373485e-11     
   0.006239       1.694174         7.256838e-06           2.520325e-05           2.330810e-11           -8.147823e-11     
   0.006239       1.771110         6.827911e-06           2.676707e-05           1.888337e-11           -7.827540e-11     
   0.006239       1.847315         6.217672e-06           2.798522e-05           1.515475e-11           -7.432594e-11     
   0.006239       1.922584         5.462323e-06           2.882636e-05           1.221177e-11           -6.981726e-11     
   0.006239       1.996714         4.604490e-06           2.927999e-05           1.006630e-11           -6.493442e-11     
   0.006239       2.069505         3.688928e-06           2.935607e-05           8.654674e-12           -5.985125e-11     
   0.006239       2.140761         2.758481e-06           2.908255e-05           7.890415e-12           -5.471421e-11     
   0.006239       2.210289         1.850842e-06           2.850132e-05           7.775444e-12           -4.961993e-11     
   0.006239       2.277902         9.964154e-07           2.766321e-05           7.953083e-12           -4.471753e-11     
   0.006239       2.343418         2.173891e-07           2.662294e-05           8.494440e-12           -4.003535e-11     
   0.006239       2.406661         -4.721451e-07          2.543452e-05           9.076317e-12           -3.567243e-11     
   0.006239       2.467459         -1.065270e-06          2.414762e-05           9.816379e-12           -3.161584e-11     
   0.006239       2.525649         -1.560872e-06          2.280518e-05           1.050140e-11           -2.791280e-11     
   0.006239       2.581075         -1.962102e-06          2.144214e-05           1.107969e-11           -2.456782e-11     
   0.006239       2.633586         -2.274912e-06          2.008524e-05           1.153331e-11           -2.157105e-11     
   0.006239       2.683041         -2.506805e-06          1.875338e-05           1.184723e-11           -1.890660e-11     
   0.006239       2.729306         -2.665857e-06          1.745854e-05           1.200801e-11           -1.655419e-11     
   0.006239       2.772258         -2.760000e-06          1.620676e-05           1.200381e-11           -1.449020e-11     
   0.006239       2.811780         -2.796530e-06          1.499907e-05           1.183937e-11           -1.268537e-11     
   0.006239       2.847765         -2.781789e-06          1.383230e-05           1.160699e-11           -4.991236e-12     
   0.006239       2.880118         -2.720930e-06          1.269948e-05           1.118580e-11           -4.409087e-12     
   0.006239       2.908749         -2.617726e-06          1.158986e-05           1.066020e-11           -3.874458e-12     
   0.006239       2.933583         -2.474308e-06          1.048829e-05           9.984457e-12           -3.383071e-12     
   0.006239       2.954553         -2.290706e-06          9.373505e-06           9.206955e-12           -2.927072e-12     
   0.006239       2.971601         -2.063873e-06          8.214197e-06           8.247326e-12           -2.494434e-12     
   0.006239       2.984682         -1.785290e-06          6.959467e-06           7.099155e-12           -2.066541e-12     
   0.006239       2.993761         -1.433801e-06          5.510770e-06           5.698546e-12           -1.610203e-12     
   0.006239       2.998815         -9.431636e-07          3.596898e-06           3.746709e-12           -1.041337e-12     
   0.006239       3.004739         -1.892913e-06          7.154023e-06           7.514921e-12           -2.049585e-12     
   0.006239       3.024957         -2.918886e-06          1.070329e-05           1.153860e-11           -2.952786e-12     
   0.006239       3.061273         -3.719512e-06          1.294823e-05           1.461206e-11           -3.316429e-12     
   0.006239       3.113597         -4.423807e-06          1.435545e-05           1.722905e-11           -3.253785e-12     
   0.006239       3.181789         -5.057136e-06          1.508259e-05           1.955001e-11           -2.821962e-12     
   0.006239       3.265666         -5.610275e-06          1.522323e-05           2.153301e-11           -2.095516e-12     
   0.006239       3.365002         -6.059176e-06          1.485884e-05           2.307085e-11           -1.176609e-12     
   0.006239       3.479529         -6.375951e-06          1.407275e-05           2.415931e-11           -1.829581e-13     
   0.006239       3.608938         -6.536920e-06          1.295264e-05           2.468223e-11           7.738272e-13      
   0.006239       3.752880         -6.528428e-06          1.158936e-05           2.455355e-11           1.607156e-12      
   0.006239       3.910968         -6.349992e-06          1.007414e-05           2.376655e-11           2.263832e-12      
   0.006239       4.082775         -6.014583e-06          8.495039e-06           2.234840e-11           2.722500e-12      
