#        q              proton           neutron      

     0.001185        9.281835e+03      9.015198e+03   
     0.006239        4.528278e+03      4.363385e+03   
     0.015318        2.805645e+03      2.805644e+03   
     0.028399        2.038585e+03      1.941972e+03   
     0.045447        1.504297e+03      1.425481e+03   
     0.066417        1.137626e+03      1.137623e+03   
     0.091251        8.911796e+02      8.911780e+02   
     0.119882        7.315955e+02      7.315942e+02   
     0.152235        5.921599e+02      5.921592e+02   
     0.188220        5.097238e+02      5.097238e+02   
     0.227742        4.008613e+02      4.008625e+02   
     0.270694        3.375710e+02      3.375733e+02   
     0.316959        3.085680e+02      3.085710e+02   
     0.366414        2.555855e+02      2.555900e+02   
     0.418925        2.089898e+02      2.089962e+02   
     0.474351        1.879755e+02      1.879828e+02   
     0.532541        1.502396e+02      1.502488e+02   
     0.593339        1.334412e+02      1.334513e+02   
     0.656582        1.036967e+02      1.037085e+02   
     0.722098        9.067338e+01      9.068578e+01   
     0.789711        6.801752e+01      6.803074e+01   
     0.859239        5.830396e+01      5.831720e+01   
     0.930495        4.177961e+01      4.179238e+01   
     1.003286        2.878769e+01      2.879912e+01   
     1.077416        1.887757e+01      1.888697e+01   
     1.152685        1.160296e+01      1.160996e+01   
     1.228890        4.679849e+00      4.683414e+00   
     1.305826        1.096750e-01      1.989894e-01   
     1.383286        9.779627e-02      9.786865e-02   
     1.461060        1.083417e-01      1.084231e-01   
     1.538940        1.186871e-01      1.187784e-01   
     1.616714        1.284627e-01      1.285647e-01   
     1.694174        1.373268e-01      1.374399e-01   
     1.771110        1.449850e-01      1.451090e-01   
     1.847315        1.512023e-01      1.513368e-01   
     1.922584        1.558201e-01      1.559642e-01   
     1.996714        1.587749e-01      1.589277e-01   
     2.069505        1.600853e-01      1.602456e-01   
     2.140761        1.598433e-01      1.600097e-01   
     2.210289        1.582008e-01      1.583721e-01   
     2.277902        1.553530e-01      1.555279e-01   
     2.343418        1.515216e-01      1.516990e-01   
     2.406661        1.469312e-01      1.471100e-01   
     2.467459        1.418102e-01      1.419894e-01   
     2.525649        1.363722e-01      1.365510e-01   
     2.581075        1.308047e-01      1.309824e-01   
     2.633586        1.252646e-01      1.254406e-01   
     2.683041        1.198779e-01      1.200518e-01   
     2.729306        1.147443e-01      1.149158e-01   
     2.772258        1.099385e-01      1.101074e-01   
     2.811780        1.055119e-01      1.056782e-01   
     2.847765        1.014985e-01      1.016622e-01   
     2.880118        9.791849e-02      9.807962e-02   
     2.908749        9.478142e-02      9.494019e-02   
     2.933583        9.209000e-02      9.224664e-02   
     2.954553        8.984217e-02      8.999695e-02   
     2.971601        8.803287e-02      8.818611e-02   
     2.984682        8.665672e-02      8.680876e-02   
     2.993761        8.570804e-02      8.585923e-02   
     2.998815        8.518209e-02      8.533280e-02   
     3.004739        8.456789e-02      8.471804e-02   
     3.024957        8.248902e-02      8.263724e-02   
     3.061273        7.882659e-02      7.897124e-02   
     3.113597        7.372506e-02      7.386438e-02   
     3.181789        6.741289e-02      6.754505e-02   
     3.265666        6.020059e-02      6.032374e-02   
     3.365002        5.245578e-02      5.256817e-02   
     3.479529        4.457302e-02      4.467323e-02   
     3.608938        3.692228e-02      3.700939e-02   
     3.752880        2.980584e-02      2.987952e-02   
     3.910968        2.343340e-02      2.349397e-02   
     4.082775        1.792307e-02      1.797141e-02   
     4.267838        1.331542e-02      1.335282e-02   
     4.465657        9.589625e-03      9.617632e-03   
     4.675701        6.679116e-03      6.699374e-03   
     4.897402        4.486004e-03      4.500123e-03   
     5.130163        2.895349e-03      2.904802e-03   
     5.373356        1.787771e-03      1.793826e-03   
     5.626327        1.049931e-03      1.053624e-03   
     5.888392        5.818136e-04      5.839427e-04   
     6.158845        3.007851e-04      3.019351e-04   
     6.436958        1.426481e-04      1.432223e-04   
     6.721980        6.048854e-05      6.074869e-05   
     7.013143        2.210193e-05      2.220654e-05   
     7.309662        6.832185e-06      6.869570e-06   
     7.610739        2.400713e-06      2.415055e-06   
     7.915560        2.154648e-06      2.164758e-06   
     8.223305        2.915689e-06      2.927372e-06   
     8.533144        3.449841e-06      3.463278e-06   
     8.844241        3.480225e-06      3.493899e-06   
     9.155759        3.112989e-06      3.125442e-06   
     9.466856        2.544456e-06      2.554838e-06   
     9.776695        1.938682e-06      1.946749e-06   
    10.084440        1.395396e-06      1.401315e-06   
    10.389261        9.575716e-07      9.617099e-07   
    10.690338        6.306322e-07      6.334082e-07   
    10.986857        4.004709e-07      4.022663e-07   
    11.278020        2.460575e-07      2.471814e-07   
    11.563042        1.466212e-07      1.473039e-07   
    11.841155        8.485955e-08      8.526269e-08   
    12.111608        4.773932e-08      4.797095e-08   
    12.373673        2.611201e-08      2.624152e-08   
    12.626644        1.389127e-08      1.396168e-08   
    12.869837        7.202115e-09      7.239278e-09   
    13.102598        3.667430e-09      3.686436e-09   
    13.324299        1.876088e-09      1.885501e-09   
    13.534343        1.016124e-09      1.020664e-09   
    13.732162        6.344370e-10      6.366297e-10   
    13.917225        4.861976e-10      4.873467e-10   
    14.089032        4.438472e-10      4.445941e-10   
    14.247120        4.439245e-10      4.445634e-10   
    14.391062        4.569751e-10      4.576275e-10   
    14.520471        4.708285e-10      4.715346e-10   
    14.634998        4.815281e-10      4.822932e-10   
    14.734334        4.887675e-10      4.895838e-10   
    14.818211        4.933268e-10      4.941830e-10   
    14.886403        4.959533e-10      4.968382e-10   
    14.938727        4.972283e-10      4.981326e-10   
    14.975043        4.977140e-10      4.986304e-10   
    14.995261        4.980540e-10      4.989769e-10   
