#        q              proton           neutron      

     0.001185        2.475052e+04      3.272664e+04   
     0.006239        1.324037e+04      1.695296e+04   
     0.015318        9.016060e+03      1.129802e+04   
     0.028399        6.842160e+03      8.247190e+03   
     0.045447        5.416447e+03      6.412383e+03   
     0.066417        4.529541e+03      5.230882e+03   
     0.091251        3.894032e+03      4.364910e+03   
     0.119882        3.320843e+03      3.745264e+03   
     0.152235        2.929944e+03      3.321105e+03   
     0.188220        2.570925e+03      2.930182e+03   
     0.227742        2.348634e+03      2.571165e+03   
     0.270694        2.139518e+03      2.242692e+03   
     0.316959        1.943172e+03      2.040004e+03   
     0.366414        1.759203e+03      1.849892e+03   
     0.418925        1.587208e+03      1.671954e+03   
     0.474351        1.426794e+03      1.587427e+03   
     0.532541        1.350802e+03      1.427004e+03   
     0.593339        1.207012e+03      1.277762e+03   
     0.656582        1.139112e+03      1.207210e+03   
     0.722098        1.011059e+03      1.073999e+03   
     0.789711        8.930018e+02      1.011239e+03   
     0.859239        8.375958e+02      8.931699e+02   
     0.930495        7.337839e+02      7.846979e+02   
     1.003286        6.389621e+02      6.854184e+02   
     1.077416        5.527211e+02      5.949244e+02   
     1.152685        4.385465e+02      5.128057e+02   
     1.228890        3.413526e+02      4.044287e+02   
     1.305826        5.933751e+01      2.598177e+02   
     1.383286        3.532431e-03      6.124994e+01   
     1.461060        3.876586e-03      4.133782e-03   
     1.538940        4.288774e-03      4.601152e-03   
     1.616714        4.751277e-03      5.106159e-03   
     1.694174        5.266653e-03      5.658173e-03   
     1.771110        5.837724e-03      6.271873e-03   
     1.847315        6.462755e-03      6.943707e-03   
     1.922584        7.139585e-03      7.671968e-03   
     1.996714        7.864869e-03      8.453365e-03   
     2.069505        8.634426e-03      9.283474e-03   
     2.140761        9.443037e-03      1.015678e-02   
     2.210289        1.028482e-02      1.106700e-02   
     2.277902        1.115229e-02      1.200599e-02   
     2.343418        1.203877e-02      1.296672e-02   
     2.406661        1.293585e-02      1.394002e-02   
     2.467459        1.383670e-02      1.491848e-02   
     2.525649        1.473216e-02      1.589203e-02   
     2.581075        1.561509e-02      1.685278e-02   
     2.633586        1.647790e-02      1.779233e-02   
     2.683041        1.731054e-02      1.869954e-02   
     2.729306        1.810655e-02      1.956733e-02   
     2.772258        1.885725e-02      2.038621e-02   
     2.811780        1.955795e-02      2.115108e-02   
     2.847765        2.020298e-02      2.185568e-02   
     2.880118        2.078941e-02      2.249667e-02   
     2.908749        2.131389e-02      2.307024e-02   
     2.933583        2.177386e-02      2.357341e-02   
     2.954553        2.216651e-02      2.400302e-02   
     2.971601        2.248905e-02      2.435593e-02   
     2.984682        2.273873e-02      2.462910e-02   
     2.993761        2.291300e-02      2.481975e-02   
     2.998815        2.301030e-02      2.492620e-02   
     3.004739        2.312390e-02      2.505050e-02   
     3.024957        2.350806e-02      2.547096e-02   
     3.061273        2.419277e-02      2.622073e-02   
     3.113597        2.516956e-02      2.729100e-02   
     3.181789        2.643871e-02      2.868231e-02   
     3.265666        2.801108e-02      3.040721e-02   
     3.365002        2.983809e-02      3.241588e-02   
     3.479529        3.183478e-02      3.461388e-02   
     3.608938        3.392451e-02      3.691875e-02   
     3.752880        3.597893e-02      3.919134e-02   
     3.910968        3.782286e-02      4.124018e-02   
     4.082775        3.925848e-02      4.284737e-02   
     4.267838        4.007604e-02      4.378183e-02   
     4.465657        4.007745e-02      4.382408e-02   
     4.675701        3.910859e-02      4.280256e-02   
     4.897402        3.709340e-02      4.063093e-02   
     5.130163        3.406362e-02      3.734119e-02   
     5.373356        3.017257e-02      3.309925e-02   
     5.626327        2.568505e-02      2.819427e-02   
     5.888392        2.094101e-02      2.299906e-02   
     6.158845        1.629945e-02      1.790854e-02   
     6.436958        1.207641e-02      1.327150e-02   
     6.721980        8.494743e-03      9.334928e-03   
     7.013143        5.659584e-03      6.216605e-03   
     7.309662        3.563710e-03      3.910439e-03   
     7.610739        2.116548e-03      2.318054e-03   
     7.915560        1.183550e-03      1.292024e-03   
     8.223305        6.226181e-04      6.760698e-04   
     8.533144        3.089849e-04      3.326657e-04   
     8.844241        1.467144e-04      1.559250e-04   
     9.155759        6.963642e-05      7.277111e-05   
     9.466856        3.633377e-05      3.748003e-05   
     9.776695        2.321760e-05      2.405304e-05   
    10.084440        1.814768e-05      1.916137e-05   
    10.389261        1.560845e-05      1.680023e-05   
    10.690338        1.352150e-05      1.475359e-05   
    10.986857        1.136632e-05      1.251090e-05   
    11.278020        9.192783e-06      1.017461e-05   
    11.563042        7.170663e-06      7.964373e-06   
    11.841155        5.425642e-06      6.039278e-06   
    12.111608        4.007670e-06      4.466355e-06   
    12.373673        2.907841e-06      3.242127e-06   
    12.626644        2.084579e-06      2.323724e-06   
    12.869837        1.484657e-06      1.653538e-06   
    13.102598        1.056049e-06      1.174349e-06   
    13.324299        7.540685e-07      8.366256e-07   
    13.534343        5.432039e-07      6.008272e-07   
    13.732162        3.966498e-07      4.370266e-07   
    13.917225        2.948973e-07      3.234020e-07   
    14.089032        2.241249e-07      2.444750e-07   
    14.247120        1.747546e-07      1.895083e-07   
    14.391062        1.402386e-07      1.511508e-07   
    14.520471        1.160676e-07      1.243395e-07   
    14.634998        9.918917e-08      1.056522e-07   
    14.734334        8.752060e-08      9.274836e-08   
    14.818211        7.950717e-08      8.389096e-08   
    14.886403        7.401551e-08      7.782373e-08   
    14.938727        7.030493e-08      7.372785e-08   
    14.975043        6.797286e-08      7.115780e-08   
    14.995261        6.687310e-08      6.994360e-08   
