#        q              proton           neutron      

     0.000790        3.921041e+04      6.348114e+04   
     0.004159        2.408267e+04      4.291915e+04   
     0.010212        1.803508e+04      3.081289e+04   
     0.018933        1.486816e+04      2.415719e+04   
     0.030298        1.241747e+04      1.940190e+04   
     0.044278        1.084068e+04      1.647284e+04   
     0.060834        9.677779e+03      1.420796e+04   
     0.079922        8.862155e+03      1.248708e+04   
     0.101490        8.093222e+03      1.121574e+04   
     0.125480        7.369304e+03      1.003156e+04   
     0.151828        6.909727e+03      9.198746e+03   
     0.180462        6.470077e+03      8.413318e+03   
     0.211306        6.048657e+03      7.673892e+03   
     0.244276        5.645796e+03      7.203785e+03   
     0.279283        5.449656e+03      6.753264e+03   
     0.316234        5.073676e+03      6.322525e+03   
     0.355027        4.891950e+03      5.909577e+03   
     0.395559        4.543893e+03      5.515806e+03   
     0.437721        4.375817e+03      5.323604e+03   
     0.481399        4.211652e+03      4.956551e+03   
     0.526474        3.898579e+03      4.781477e+03   
     0.572826        3.747750e+03      4.438988e+03   
     0.620330        3.602697e+03      4.277536e+03   
     0.668857        3.465055e+03      4.121093e+03   
     0.718277        3.196093e+03      3.967604e+03   
     0.768456        3.070521e+03      3.673665e+03   
     0.819260        2.950376e+03      3.535861e+03   
     0.870551        2.715115e+03      3.401098e+03   
     0.922191        2.605502e+03      3.139334e+03   
     0.974040        2.392506e+03      3.019469e+03   
     1.025960        2.193647e+03      2.901040e+03   
     1.077809        2.005879e+03      2.669097e+03   
     1.129449        1.830986e+03      2.451685e+03   
     1.180740        1.510208e+03      2.350077e+03   
     1.231544        3.601936e+02      2.052276e+03   
     1.281723        9.651497e+01      1.869503e+03   
     1.331143        9.208506e+01      1.462278e+03   
     1.379670        8.995078e+01      9.470250e+02   
     1.427174        8.697777e+01      8.883782e+01   
     1.473526        8.337681e+01      8.481928e+01   
     1.518601        7.936247e+01      8.044352e+01   
     1.562279        7.513412e+01      7.591554e+01   
     1.604441        7.086318e+01      7.140756e+01   
     1.644973        6.668649e+01      6.705322e+01   
     1.683766        6.270519e+01      6.294760e+01   
     1.720717        5.898803e+01      5.915160e+01   
     1.755724        5.557462e+01      5.569637e+01   
     1.788694        5.248435e+01      5.259298e+01   
     1.819538        4.971830e+01      4.983489e+01   
     1.848172        4.726874e+01      4.740779e+01   
     1.874520        4.511937e+01      4.528994e+01   
     1.898510        4.325250e+01      4.345935e+01   
     1.920078        4.164627e+01      4.189083e+01   
     1.939166        4.028313e+01      4.056438e+01   
     1.955722        3.914374e+01      3.945888e+01   
     1.969702        3.821273e+01      3.855770e+01   
     1.981067        3.747628e+01      3.784618e+01   
     1.989788        3.692349e+01      3.731286e+01   
     1.995841        3.654600e+01      3.694903e+01   
     1.999210        3.633799e+01      3.674868e+01   
     2.003160        3.609608e+01      3.651578e+01   
     2.016638        3.528578e+01      3.573649e+01   
     2.040848        3.388920e+01      3.439630e+01   
     2.075731        3.200466e+01      3.259326e+01   
     2.121193        2.975979e+01      3.045233e+01   
     2.177111        2.729255e+01      2.810524e+01   
     2.243335        2.473170e+01      2.567095e+01   
     2.319686        2.217998e+01      2.324003e+01   
     2.405959        1.970694e+01      2.086953e+01   
     2.501920        1.735195e+01      1.858810e+01   
     2.607312        1.513399e+01      1.640729e+01   
     2.721850        1.306214e+01      1.433303e+01   
     2.845225        1.114279e+01      1.237287e+01   
     2.977105        9.382678e+00      1.053841e+01   
     3.117134        7.788965e+00      8.844286e+00   
     3.264935        6.367724e+00      7.305291e+00   
     3.420109        5.122073e+00      5.933327e+00   
     3.582238        4.050758e+00      4.735035e+00   
     3.750884        3.147584e+00      3.710616e+00   
     3.925594        2.401695e+00      2.853844e+00   
     4.105897        1.798505e+00      2.152994e+00   
     4.291305        1.320973e+00      1.592319e+00   
     4.481320        9.509499e-01      1.153700e+00   
     4.675429        6.703914e-01      8.182009e-01   
     4.873108        4.623105e-01      5.673599e-01   
     5.073826        3.114328e-01      3.841264e-01   
     5.277040        2.045594e-01      2.534512e-01   
     5.482203        1.306851e-01      1.625649e-01   
     5.688763        8.093097e-02      1.010112e-01   
     5.896161        4.835213e-02      6.050636e-02   
     6.103839        2.767685e-02      3.469137e-02   
     6.311237        1.501904e-02      1.883214e-02   
     6.517797        7.597036e-03      9.510175e-03   
     6.722960        3.478525e-03      4.332270e-03   
     6.926174        1.362576e-03      1.676074e-03   
     7.126892        4.022878e-04      4.790604e-04   
     7.324571        6.657604e-05      7.146499e-05   
     7.518680        3.665079e-05      4.953588e-05   
     7.708695        1.313358e-04      1.830864e-04   
     7.894103        2.551372e-04      3.506090e-04   
     8.074406        3.634497e-04      4.954505e-04   
     8.249116        4.401378e-04      5.973750e-04   
     8.417762        4.836982e-04      6.549076e-04   
     8.579891        4.991417e-04      6.749198e-04   
     8.735065        4.935289e-04      6.668786e-04   
     8.882866        4.737375e-04      6.399602e-04   
     9.022895        4.455201e-04      6.018306e-04   
     9.154775        4.132579e-04      5.583289e-04   
     9.278150        3.800529e-04      5.135923e-04   
     9.392688        3.479535e-04      4.703558e-04   
     9.498080        3.182066e-04      4.302867e-04   
     9.594041        2.914870e-04      3.942887e-04   
     9.680314        2.680828e-04      3.627494e-04   
     9.756665        2.480382e-04      3.357296e-04   
     9.822889        2.312559e-04      3.131008e-04   
     9.878807        2.175690e-04      2.946408e-04   
     9.924269        2.054462e-04      2.727036e-04   
     9.959152        1.565664e-04      1.963597e-04   
     9.983362        6.355548e-05      7.657924e-05   
     9.996840        0.000000e+00      0.000000e+00   
