#        q                pp                pn                nn        

     0.001185        1.904405e+04      1.655181e+04      1.655443e+04   
     0.006239        9.285716e+03      8.248185e+03      8.250182e+03   
     0.015318        6.004297e+03      5.419195e+03      5.420518e+03   
     0.028399        4.208144e+03      3.897515e+03      3.898463e+03   
     0.045447        3.191531e+03      3.060534e+03      3.061276e+03   
     0.066417        2.575685e+03      2.462298e+03      2.462893e+03   
     0.091251        2.044642e+03      1.947587e+03      1.948057e+03   
     0.119882        1.764109e+03      1.676240e+03      1.676644e+03   
     0.152235        1.431690e+03      1.431345e+03      1.431690e+03   
     0.188220        1.211836e+03      1.211545e+03      1.211836e+03   
     0.227742        1.078542e+03      1.015483e+03      1.015726e+03   
     0.270694        9.553986e+02      8.972932e+02      8.975078e+02   
     0.316959        8.420045e+02      7.886494e+02      7.888374e+02   
     0.366414        7.379573e+02      6.891493e+02      6.893129e+02   
     0.418925        6.428550e+02      6.427031e+02      6.428550e+02   
     0.474351        5.562956e+02      5.561648e+02      5.562956e+02   
     0.532541        5.160941e+02      4.777654e+02      4.778770e+02   
     0.593339        4.415951e+02      4.414928e+02      4.415951e+02   
     0.656582        4.071978e+02      3.745480e+02      3.746340e+02   
     0.722098        3.438548e+02      3.437765e+02      3.438548e+02   
     0.789711        2.874465e+02      2.873818e+02      2.874465e+02   
     0.859239        2.617176e+02      2.616594e+02      2.617176e+02   
     0.930495        2.149576e+02      2.149105e+02      2.149576e+02   
     1.003286        1.741274e+02      1.740898e+02      1.741274e+02   
     1.077416        1.388249e+02      1.387953e+02      1.388249e+02   
     1.152685        1.086481e+02      1.086253e+02      1.086481e+02   
     1.228890        6.206326e+01      6.205053e+01      6.206326e+01   
     1.305826        2.022719e+01      2.022316e+01      2.550384e+01   
     1.383286        5.036337e-05      1.262278e-04      5.012970e-05   
     1.461060        5.291995e-05      1.390428e-04      5.266789e-05   
     1.538940        5.635471e-05      1.545717e-04      5.607934e-05   
     1.616714        6.076725e-05      1.730542e-04      6.046314e-05   
     1.694174        6.624433e-05      1.946238e-04      6.590551e-05   
     1.771110        7.286830e-05      2.193603e-04      7.248836e-05   
     1.847315        8.070515e-05      2.472649e-04      8.027728e-05   
     1.922584        8.980543e-05      2.782532e-04      8.932258e-05   
     1.996714        1.001946e-04      3.121691e-04      9.964959e-05   
     2.069505        1.118713e-04      3.487663e-04      1.112571e-04   
     2.140761        1.248015e-04      3.877438e-04      1.241112e-04   
     2.210289        1.389169e-04      4.287190e-04      1.381442e-04   
     2.277902        1.541149e-04      4.712846e-04      1.532540e-04   
     2.343418        1.702598e-04      5.149745e-04      1.693058e-04   
     2.406661        1.871859e-04      5.593057e-04      1.861348e-04   
     2.467459        2.047018e-04      6.037903e-04      2.035509e-04   
     2.525649        2.225974e-04      6.479377e-04      2.213450e-04   
     2.581075        2.406492e-04      6.912717e-04      2.392950e-04   
     2.633586        2.586267e-04      7.333425e-04      2.571716e-04   
     2.683041        2.763005e-04      7.737302e-04      2.747465e-04   
     2.729306        2.934460e-04      8.120700e-04      2.917966e-04   
     2.772258        3.098490e-04      8.480212e-04      3.081085e-04   
     2.811780        3.253109e-04      8.813020e-04      3.234850e-04   
     2.847765        3.396517e-04      9.116652e-04      3.377467e-04   
     2.880118        3.527105e-04      9.389206e-04      3.507338e-04   
     2.908749        3.643471e-04      9.628960e-04      3.623065e-04   
     2.933583        3.744444e-04      9.834768e-04      3.723486e-04   
     2.954553        3.829043e-04      1.000563e-03      3.807623e-04   
     2.971601        3.896516e-04      1.014106e-03      3.874728e-04   
     2.984682        3.946295e-04      1.024047e-03      3.924236e-04   
     2.993761        3.977995e-04      1.030372e-03      3.955763e-04   
     2.998815        3.991365e-04      1.033037e-03      3.969059e-04   
     3.004739        4.039743e-04      1.042436e-03      4.017177e-04   
     3.024957        4.171661e-04      1.067990e-03      4.148383e-04   
     3.061273        4.382977e-04      1.108428e-03      4.358561e-04   
     3.113597        4.678557e-04      1.163868e-03      4.652552e-04   
     3.181789        5.063223e-04      1.234084e-03      5.035162e-04   
     3.265666        5.540162e-04      1.318276e-03      5.509568e-04   
     3.365002        6.108680e-04      1.414726e-03      6.075091e-04   
     3.479529        6.761283e-04      1.520430e-03      6.724291e-04   
     3.608938        7.480295e-04      1.630737e-03      7.439600e-04   
     3.752880        8.234582e-04      1.739081e-03      8.190064e-04   
     3.910968        8.977339e-04      1.836956e-03      8.929139e-04   
     4.082775        9.646064e-04      1.914224e-03      9.594657e-04   
     4.267838        1.016620e-03      1.959927e-03      1.011245e-03   
     4.465657        1.045915e-03      1.963594e-03      1.040432e-03   
     4.675701        1.045474e-03      1.917013e-03      1.040042e-03   
     4.897402        1.010634e-03      1.816166e-03      1.005434e-03   
     5.130163        9.405232e-04      1.662862e-03      9.357332e-04   
     5.373356        8.389286e-04      1.465496e-03      8.347023e-04   
     5.626327        7.141878e-04      1.238454e-03      7.106314e-04   
     5.888392        5.779088e-04      1.000007e-03      5.750663e-04   
     6.158845        4.427507e-04      7.690984e-04      4.406014e-04   
     6.436958        3.199149e-04      5.618851e-04      3.183835e-04   
     6.721980        2.171374e-04      3.890981e-04      2.161137e-04   
     7.013143        1.377957e-04      2.549819e-04      1.371567e-04   
     7.309662        8.125480e-05      1.579488e-04      8.088503e-05   
     7.610739        4.410621e-05      9.243494e-05      4.390991e-05   
     7.915560        2.169206e-05      5.112144e-05      2.159822e-05   
     8.223305        9.385677e-06      2.678371e-05      9.346676e-06   
     8.533144        3.359597e-06      1.340253e-05      3.346554e-06   
     8.844241        8.499366e-07      6.551423e-06      8.471141e-07   
     9.155759        8.016846e-08      3.292605e-06      8.005924e-08   
     9.466856        3.049823e-08      1.847270e-06      3.018746e-08   
     9.776695        1.859853e-07      1.230700e-06      1.847928e-07   
    10.084440        3.298439e-07      9.484318e-07      3.279718e-07   
    10.389261        3.998290e-07      7.805049e-07      3.976857e-07   
    10.690338        4.007355e-07      6.450538e-07      3.986596e-07   
    10.986857        3.576942e-07      5.208016e-07      3.558843e-07   
    11.278020        2.951959e-07      4.077479e-07      2.937284e-07   
    11.563042        2.302784e-07      3.099901e-07      2.291498e-07   
    11.841155        1.722829e-07      2.299049e-07      1.714487e-07   
    12.111608        1.248984e-07      1.672794e-07      1.243000e-07   
    12.373673        8.842735e-08      1.201071e-07      8.800771e-08   
    12.626644        6.152131e-08      8.559699e-08      6.123196e-08   
    12.869837        4.227793e-08      6.089932e-08      4.208081e-08   
    13.102598        2.882641e-08      4.350045e-08      2.869314e-08   
    13.324299        1.957880e-08      3.137036e-08      1.948903e-08   
    13.534343        1.329509e-08      2.296157e-08      1.323465e-08   
    13.732162        9.057769e-09      1.714076e-08      9.016939e-09   
    13.917225        6.212314e-09      1.310218e-08      6.184550e-09   
    14.089032        4.303881e-09      1.028499e-08      4.284815e-09   
    14.247120        3.022380e-09      8.304174e-09      3.009113e-09   
    14.391062        2.159225e-09      6.897778e-09      2.149837e-09   
    14.520471        1.575358e-09      5.888759e-09      1.568574e-09   
    14.634998        1.178591e-09      5.158027e-09      1.173563e-09   
    14.734334        9.080147e-10      4.625657e-09      9.041745e-10   
    14.818211        7.234557e-10      4.238027e-09      7.204208e-10   
    14.886403        5.984822e-10      3.959147e-09      5.959894e-10   
    14.938727        5.158393e-10      3.764890e-09      5.137032e-10   
    14.975043        4.645197e-10      3.639326e-09      4.626044e-10   
    14.995261        4.379043e-10      3.572504e-09      4.361032e-10   
