#        q          3S1-3S1 init.     3S1-3D1 init.     3D1-3D1 init.      3S1-3S1 SRG       3S1-3D1 SRG       3D1-3D1 SRG    

     0.000790         100.000000         0.000000          0.000000         99.680574          0.319171          0.000255     
     0.004159         100.000000         0.000000          0.000000         99.680508          0.319237          0.000256     
     0.010212         100.000000         0.000000          0.000000         99.680004          0.319739          0.000257     
     0.018933         99.999997          0.000000          0.000003         99.678458          0.321280          0.000262     
     0.030298         99.999980          0.000000          0.000020         99.674999          0.324716          0.000285     
     0.044278         99.999907          0.000000          0.000093         99.668494          0.331139          0.000367     
     0.060834         99.999668          0.000000          0.000332         99.657537          0.341841          0.000622     
     0.079922         99.999011          0.000000          0.000989         99.640427          0.358272          0.001301     
     0.101490         99.997431          0.000000          0.002569         99.615119          0.381971          0.002909     
     0.125480         99.994008          0.000000          0.005992         99.579131          0.414502          0.006367     
     0.151828         99.987189          0.000000          0.012811         99.529408          0.457366          0.013225     
     0.180462         99.974516          0.000000          0.025484         99.462149          0.511917          0.025934     
     0.211306         99.952277          0.000000          0.047723         99.372572          0.579240          0.048188     
     0.244276         99.915137          0.000000          0.084863         99.254702          0.660027          0.085271     
     0.279283         99.855733          0.000000          0.144267         99.101163          0.754421          0.144417     
     0.316234         99.764260          0.000000          0.235740         98.903051          0.861817          0.235132     
     0.355027         99.628068          0.000000          0.371932         98.649958          0.980612          0.369430     
     0.395559         99.431308          0.000000          0.568692         98.330301          1.107805          0.561894     
     0.437721         99.154664          0.000000          0.845336         97.932065          1.238438          0.829497     
     0.481399         98.775190          0.000000          1.224810         97.444117          1.364822          1.191062     
     0.526474         98.266290          0.000000          1.733710         96.858217          1.475504          1.666280     
     0.572826         97.597892          0.000000          2.402108         96.171921          1.553833          2.274246     
     0.620330         96.736835          0.000000          3.263165         95.392428          1.575974          3.031598     
     0.668857         95.647549          0.000000          4.352451         94.541224          1.508387          3.950389     
     0.718277         94.293070          0.000000          5.706930         93.659114          1.304963          5.035923     
     0.768456         92.636450          0.000000          7.363550         92.811195          0.903885          6.284920     
     0.819260         90.642623          0.000000          9.357377         92.091416          0.224156          7.684428     
     0.870551         88.280721          0.000000         11.719279         90.116021          0.824290          9.059689     
     0.922191         85.526804          0.000000         14.473196         87.363175          2.302135         10.334689     
     0.974040         82.366871          0.000000         17.633129         84.296065          4.263260         11.440675     
     1.025960         78.799886          0.000000         21.200114         81.006384          6.723503         12.270112     
     1.077809         74.840463          0.000000         25.159537         77.633637          9.639519         12.726844     
     1.129449         70.520742          0.000000         29.479258         74.363323         12.893451         12.743226     
     1.180740         65.890983          0.000000         34.109017         71.416026         16.288901         12.295073     
     1.231544         61.018503          0.000000         38.981497         69.026032         19.563823         11.410145     
     1.281723         55.984767          0.000000         44.015233         67.411654         22.421577         10.166769     
