#        q          3S1-3S1 init.     3S1-3D1 init.     3D1-3D1 init.      3S1-3S1 SRG       3S1-3D1 SRG       3D1-3D1 SRG    

     1.331143         50.880797          0.000000         49.119203         66.742718         24.575362          8.681920     
     1.379670         45.801360          0.000000         54.198640         67.112298         25.796267          7.091435     
     1.427174         40.838681          0.000000         59.161319         68.519821         25.952719          5.527459     
     1.473526         36.076527          0.000000         63.923473         70.870398         25.030787          4.098815     
     1.518601         31.585429          0.000000         68.414571         73.990686         23.130584          2.878729     
     1.562279         27.419551          0.000000         72.580449         77.656873         20.441478          1.901649     
     1.604441         23.615408          0.000000         76.384592         81.627545         17.204520          1.167935     
     1.644973         20.192281          0.000000         79.807719         85.674151         13.672492          0.653356     
     1.683766         17.153975          0.000000         82.846025         89.603685         10.076376          0.319939     
     1.720717         14.491431          0.000000         85.508569         93.271162          6.603358          0.125480     
     1.755724         12.185728          0.000000         87.814272         96.582318          3.387373          0.030309     
     1.788694         10.211078          0.000000         89.788922         99.488992          0.509958          0.001050     
     1.819538          8.537540          0.000000         91.462460         98.072693          1.915827          0.011480     
     1.848172          7.133300          0.000000         92.866700         96.155625          3.803278          0.041098     
     1.874520          5.966468          0.000000         94.033532         94.658860          5.263919          0.077220     
     1.898510          5.006404          0.000000         94.993596         93.496342          6.390525          0.113133     
     1.920078          4.224637          0.000000         95.775363         92.598503          7.255900          0.145597     
     1.939166          3.595444          0.000000         96.404556         91.909933          7.916749          0.173318     
     1.955722          3.096185          0.000000         96.903815         91.387021          8.416942          0.196037     
     1.969702          2.707449          0.000000         97.292551         90.995869          8.790137          0.213994     
     1.981067          2.413084          0.000000         97.586916         90.710569          9.061806          0.227625     
     1.989788          2.200158          0.000000         97.799842         90.511834          9.250774          0.237392     
     1.995841          2.058885          0.000000         97.941115         90.386026          9.370284          0.243691     
     1.999210          1.982523          0.000000         98.017477         90.325394          9.427857          0.246749     
     2.003160          1.895088          0.000000         98.104912         90.214975          9.532568          0.252458     
     2.016638          1.613267          0.000000         98.386733         89.907336          9.823957          0.268707     
     2.040848          1.169790          0.000000         98.830210         89.477540         10.230028          0.292432     
     2.075731          0.665930          0.000000         99.334070         89.041306         10.640593          0.318101     
     2.121193          0.231505          0.000000         99.768495         88.720775         10.940278          0.338947     
     2.177111          0.007516          0.000000         99.992484         88.613843         11.037202          0.348955     
     2.243335          0.126533          0.000000         99.873467         88.772342         10.882750          0.344908     
     2.319686          0.694685          0.000000         99.305315         89.194233         10.478424          0.327343     
     2.405959          1.779707          0.000000         98.220293         89.830675          9.869399          0.299926     
     2.501920          3.408287          0.000000         96.591713         90.604273          9.127979          0.267749     
     2.607312          5.573371          0.000000         94.426629         91.432018          8.332427          0.235555     
     2.721850          8.249471          0.000000         91.750529         92.245940          7.547465          0.206595     
     2.845225         11.412738          0.000000         88.587262         93.005226          6.812442          0.182332     
     2.977105         15.063163          0.000000         84.936837         93.696953          6.140236          0.162811     
     3.117134         19.248419          0.000000         80.751581         94.328826          5.523902          0.147272     
     3.264935         24.091833          0.000000         75.908167         94.920842          4.944515          0.134643     
     3.420109         29.830212          0.000000         70.169788         95.500555          4.375682          0.123763     
     3.582238         36.869328          0.000000         63.130672         96.102546          3.784079          0.113375     
     3.750884         45.857901          0.000000         54.142099         96.770152          3.127910          0.101938     
     3.925594         57.721634          0.000000         42.278366         97.552923          2.359774          0.087303     
     4.105897         73.288613          0.000000         26.711387         98.472262          1.461246          0.066492     
     4.291305         90.955903          0.000000          9.044097         99.354989          0.607466          0.037545     
     4.481320         99.917260          0.000000          0.082740         99.450885          0.539329          0.009785     
     4.675429         82.754016          0.000000         17.245984         97.981013          2.008509          0.010478     
     4.873108         49.431378          0.000000         50.568622         96.105218          3.855982          0.038800     
     5.073826         24.235226          0.000000         75.764774         95.048650          4.885899          0.065451     
     5.277040         10.834259          0.000000         89.165741         94.678806          5.240194          0.081000     
     5.482203          4.460997          0.000000         95.539003         94.647526          5.264439          0.088036     
     5.688763          1.571579          0.000000         98.428421         94.770174          5.140204          0.089621     
     5.896161          0.371831          0.000000         99.628169         94.969922          4.942541          0.087537     
     6.103839          0.011817          0.000000         99.988183         95.218405          4.698918          0.082677     
     6.311237          0.088529          0.000000         99.911471         95.508961          4.415598          0.075440     
     6.517797          0.412924          0.000000         99.587076         95.846676          4.087379          0.065945     
     6.722960          0.907814          0.000000         99.092186         96.246309          3.699545          0.054146     
     6.926174          1.570438          0.000000         98.429562         96.735603          3.224442          0.039955     
     7.126892          2.482729          0.000000         97.517271         97.365887          2.610452          0.023661     
     7.324571          3.913506          0.000000         96.086494         98.237532          1.754387          0.008082     
     7.518680          6.833301          0.000000         93.166699         99.539325          0.446931          0.013743     
     7.708695         17.222397          0.000000         82.777603         98.707708          1.025031          0.267261     
     7.894103         98.389668          0.000000          1.610332         69.803955         26.960876          3.235169     
     8.074406          3.123418          0.000000         96.876582         84.963629         14.191702          0.844669     
     8.249116          0.029592          0.000000         99.970408         90.704003          8.907524          0.388473     
     8.417762          0.187501          0.000000         99.812499         92.930615          6.825415          0.243970     
     8.579891          0.593533          0.000000         99.406467         94.193221          5.634316          0.172463     
     8.735065          0.992901          0.000000         99.007099         95.076702          4.795485          0.127814     
     8.882866          1.355555          0.000000         98.644445         95.779708          4.124385          0.095907     
     9.022895          1.681835          0.000000         98.318165         96.387412          3.541366          0.071222     
     9.154775          1.975639          0.000000         98.024361         96.942293          3.006411          0.051296     
     9.278150          2.240011          0.000000         97.759989         97.467832          2.497184          0.034983     
     9.392688          2.476669          0.000000         97.523331         97.977822          2.000380          0.021798     
     9.498080          2.686295          0.000000         97.313705         98.480360          1.508018          0.011622     
     9.594041          2.868958          0.000000         97.131042         98.979522          1.015923          0.004555     
     9.680314          3.024528          0.000000         96.975472         99.475851          0.523347          0.000803     
     9.756665          3.153094          0.000000         96.846906         99.966177          0.033267          0.000557     
     9.822889          3.255332          0.000000         96.744668         99.553200          0.442987          0.003813     
     9.878807          3.332811          0.000000         96.667189         99.101115          0.888715          0.010171     
     9.924269          3.388128          0.000000         96.611872         98.692568          1.288699          0.018733     
     9.959152          3.424780          0.000000         96.575220         98.345484          1.626426          0.028090     
     9.983362          3.446702          0.000000         96.553298         98.070043          1.893375          0.036582     
     9.996840          3.457491          0.000000         96.542509         97.749240          2.206335          0.044425     
