#       k             kp                 O11                    O12                    O21                    O22          
   0.000973       0.000973         2.553070e-26           -5.060224e-18          5.060224e-18           -8.216769e-41     
   0.000973       0.005125         4.459219e-13           -1.291248e-15          4.117362e-17           -1.035734e-19     
   0.000973       0.012579         8.461125e-12           -2.243391e-14          1.352854e-16           -5.167846e-22     
   0.000973       0.023314         6.264459e-11           -1.348759e-13          3.469453e-16           -3.614944e-21     
   0.000973       0.037292         2.862246e-10           -3.014831e-13          8.361607e-16           -1.439782e-20     
   0.000973       0.054469         9.715780e-10           9.832302e-13           1.962516e-15           -3.520269e-20     
   0.000973       0.074787         2.693794e-09           1.203901e-11           4.404752e-15           -3.372047e-20     
   0.000973       0.098178         6.445901e-09           6.312752e-11           9.271915e-15           1.556161e-19      
   0.000973       0.124565         1.378330e-08           2.409837e-10           1.816131e-14           1.063878e-18      
   0.000973       0.153859         2.696025e-08           7.556709e-10           3.310994e-14           4.041757e-18      
   0.000973       0.185965         4.903735e-08           2.053144e-09           5.639642e-14           1.201964e-17      
   0.000973       0.220775         8.393679e-08           4.981864e-09           9.018672e-14           3.059895e-17      
   0.000973       0.258173         1.364219e-07           1.100950e-08           1.360750e-13           6.935405e-17      
   0.000973       0.298036         2.119800e-07           2.246694e-08           1.946285e-13           1.429669e-16      
   0.000973       0.340231         3.165907e-07           4.277554e-08           2.650750e-13           2.714527e-16      
   0.000973       0.384617         4.563682e-07           7.659621e-08           3.452184e-13           -5.223492e-14     
   0.000973       0.431047         6.370702e-07           1.298322e-07           4.316641e-13           -8.188554e-14     
   0.000973       0.479368         8.634747e-07           2.094245e-07           5.202116e-13           -1.215295e-13     
   0.000973       0.529418         1.138637e-06           3.228997e-07           6.063470e-13           -1.716772e-13     
   0.000973       0.581031         1.463064e-06           4.776613e-07           6.856894e-13           -2.319555e-13     
   0.000973       0.634036         1.833874e-06           6.800521e-07           7.542242e-13           -3.010918e-13     
   0.000973       0.688256         2.244056e-06           9.342629e-07           8.087381e-13           -3.769087e-13     
   0.000973       0.743512         2.681989e-06           1.241205e-06           8.467782e-13           -4.565545e-13     
   0.000973       0.799621         3.131413e-06           1.597516e-06           8.667138e-13           -5.367518e-13     
   0.000973       0.856395         3.572033e-06           1.994906e-06           8.676375e-13           -6.141330e-13     
   0.000973       0.913645         3.980883e-06           2.420053e-06           8.500508e-13           -9.691738e-15     
   0.000973       0.971183         4.334420e-06           2.855225e-06           8.151968e-13           -1.831013e-14     
   0.000973       1.028817         4.611145e-06           3.279686e-06           -7.644521e-14          -2.974410e-14     
   0.000973       1.086355         4.794347e-06           3.671794e-06           -9.807487e-14          -4.379347e-14     
   0.000973       1.143605         4.874407e-06           4.011507e-06           -1.188715e-13          -5.984937e-14     
   0.000973       1.200379         4.850155e-06           4.282821e-06           -1.371767e-13          -7.692017e-14     
   0.000973       1.256488         4.728900e-06           4.475675e-06           -1.515168e-13          -9.374919e-14     
   0.000973       1.311744         4.525116e-06           4.586876e-06           -1.608425e-13          -1.090059e-13     
