#        q              total               1              \delta U         \delta U^2    

     0.001185        9.278249e+03      9.288156e+03     -1.002208e+01      1.145887e-01   
     0.006239        4.525064e+03      4.534977e+03     -1.002773e+01      1.144828e-01   
     0.015318        2.802318e+03      2.812228e+03     -1.002427e+01      1.140232e-01   
     0.028399        2.035265e+03      2.045177e+03     -1.002502e+01      1.131142e-01   
     0.045447        1.500971e+03      1.510880e+03     -1.002062e+01      1.115638e-01   
     0.066417        1.134289e+03      1.144193e+03     -1.001442e+01      1.099047e-01   
     0.091251        8.878475e+02      8.977415e+02     -1.000177e+01      1.078018e-01   
     0.119882        7.282716e+02      7.381486e+02     -9.982775e+00      1.057803e-01   
     0.152235        5.888407e+02      5.986870e+02     -9.949732e+00      1.033619e-01   
     0.188220        5.064145e+02      5.162265e+02     -9.912942e+00      1.009374e-01   
     0.227742        3.975764e+02      4.073012e+02     -9.823246e+00      9.842184e-02   
     0.270694        3.343121e+02      3.439416e+02     -9.725248e+00      9.579844e-02   
     0.316959        3.053255e+02      3.148881e+02     -9.655826e+00      9.318398e-02   
     0.366414        2.523927e+02      2.617826e+02     -9.480329e+00      9.042487e-02   
     0.418925        2.058715e+02      2.150106e+02     -9.226974e+00      8.786323e-02   
     0.474351        1.849035e+02      1.938740e+02     -9.056094e+00      8.565377e-02   
     0.532541        1.472987e+02      1.558481e+02     -8.633839e+00      8.445456e-02   
     0.593339        1.305822e+02      1.388584e+02     -8.361055e+00      8.489674e-02   
     0.656582        1.010498e+02      1.086740e+02     -7.712128e+00      8.798665e-02   
     0.722098        8.815616e+01      9.537875e+01     -7.317322e+00      9.472423e-02   
     0.789711        6.580590e+01      7.213097e+01     -6.431388e+00      1.063180e-01   
     0.859239        5.627122e+01      6.207787e+01     -5.930112e+00      1.234592e-01   
     0.930495        4.012772e+01      4.486194e+01     -4.881407e+00      1.471882e-01   
     1.003286        2.753832e+01      3.116460e+01     -3.803799e+00      1.775187e-01   
     1.077416        1.802462e+01      2.058372e+01     -2.773341e+00      2.142471e-01   
     1.152685        1.111282e+01      1.271717e+01     -1.860990e+00      2.566474e-01   
     1.228890        4.604262e+00      5.127079e+00     -8.267612e-01      3.039440e-01   
     1.305826        3.754138e-01      2.513274e-02     -4.521098e-03      3.548022e-01   
     1.383286        4.087036e-01      0.000000e+00      0.000000e+00      4.087036e-01   
     1.461060        4.609201e-01      0.000000e+00      0.000000e+00      4.609201e-01   
     1.538940        4.330281e-01      0.000000e+00      0.000000e+00      4.330281e-01   
     1.616714        4.714761e-01      0.000000e+00      0.000000e+00      4.714761e-01   
     1.694174        5.505582e-01      0.000000e+00      0.000000e+00      5.505582e-01   
     1.771110        4.797691e-01      0.000000e+00      0.000000e+00      4.797691e-01   
     1.847315        4.408417e-01      0.000000e+00      0.000000e+00      4.408417e-01   
     1.922584        4.164277e-01      0.000000e+00      0.000000e+00      4.164277e-01   
     1.996714        3.929797e-01      0.000000e+00      0.000000e+00      3.929797e-01   
     2.069505        3.624817e-01      0.000000e+00      0.000000e+00      3.624817e-01   
     2.140761        3.249353e-01      0.000000e+00      0.000000e+00      3.249353e-01   
     2.210289        2.879960e-01      0.000000e+00      0.000000e+00      2.879960e-01   
     2.277902        2.565629e-01      0.000000e+00      0.000000e+00      2.565629e-01   
     2.343418        2.297526e-01      0.000000e+00      0.000000e+00      2.297526e-01   
     2.406661        2.066442e-01      0.000000e+00      0.000000e+00      2.066442e-01   
     2.467459        1.866857e-01      0.000000e+00      0.000000e+00      1.866857e-01   
     2.525649        1.695106e-01      0.000000e+00      0.000000e+00      1.695106e-01   
     2.581075        1.548533e-01      0.000000e+00      0.000000e+00      1.548533e-01   
     2.633586        1.424352e-01      0.000000e+00      0.000000e+00      1.424352e-01   
     2.683041        1.319496e-01      0.000000e+00      0.000000e+00      1.319496e-01   
     2.729306        1.230797e-01      0.000000e+00      0.000000e+00      1.230797e-01   
     2.772258        1.155467e-01      0.000000e+00      0.000000e+00      1.155467e-01   
     2.811780        1.091375e-01      0.000000e+00      0.000000e+00      1.091375e-01   
     2.847765        1.036907e-01      0.000000e+00      0.000000e+00      1.036907e-01   
     2.880118        9.907747e-02      0.000000e+00      0.000000e+00      9.907747e-02   
     2.908749        9.520011e-02      0.000000e+00      0.000000e+00      9.520011e-02   
     2.933583        9.198168e-02      0.000000e+00      0.000000e+00      9.198168e-02   
     2.954553        8.936187e-02      0.000000e+00      0.000000e+00      8.936187e-02   
     2.971601        8.729475e-02      0.000000e+00      0.000000e+00      8.729475e-02   
     2.984682        8.574547e-02      0.000000e+00      0.000000e+00      8.574547e-02   
     2.993761        8.468818e-02      0.000000e+00      0.000000e+00      8.468818e-02   
     2.998815        8.410586e-02      0.000000e+00      0.000000e+00      8.410586e-02   
     3.004739        8.342887e-02      0.000000e+00      0.000000e+00      8.342887e-02   
     3.024957        8.116329e-02      0.000000e+00      0.000000e+00      8.116329e-02   
     3.061273        7.725855e-02      0.000000e+00      0.000000e+00      7.725855e-02   
     3.113597        7.197694e-02      0.000000e+00      0.000000e+00      7.197694e-02   
     3.181789        6.564197e-02      0.000000e+00      0.000000e+00      6.564197e-02   
     3.265666        5.860054e-02      0.000000e+00      0.000000e+00      5.860054e-02   
     3.365002        5.118890e-02      0.000000e+00      0.000000e+00      5.118890e-02   
     3.479529        4.371872e-02      0.000000e+00      0.000000e+00      4.371872e-02   
     3.608938        3.646678e-02      0.000000e+00      0.000000e+00      3.646678e-02   
     3.752880        2.966757e-02      0.000000e+00      0.000000e+00      2.966757e-02   
     3.910968        2.350372e-02      0.000000e+00      0.000000e+00      2.350372e-02   
     4.082775        1.810118e-02      0.000000e+00      0.000000e+00      1.810118e-02   
     4.267838        1.352655e-02      0.000000e+00      0.000000e+00      1.352655e-02   
     4.465657        9.788086e-03      0.000000e+00      0.000000e+00      9.788086e-03   
     4.675701        6.842903e-03      0.000000e+00      0.000000e+00      6.842903e-03   
     4.897402        4.609199e-03      0.000000e+00      0.000000e+00      4.609199e-03   
     5.130163        2.981190e-03      0.000000e+00      0.000000e+00      2.981190e-03   
     5.373356        1.843565e-03      0.000000e+00      0.000000e+00      1.843565e-03   
     5.626327        1.083796e-03      0.000000e+00      0.000000e+00      1.083796e-03   
     5.888392        6.009429e-04      0.000000e+00      0.000000e+00      6.009429e-04   
     6.158845        3.107521e-04      0.000000e+00      0.000000e+00      3.107521e-04   
     6.436958        1.473558e-04      0.000000e+00      0.000000e+00      1.473558e-04   
     6.721980        6.243978e-05      0.000000e+00      0.000000e+00      6.243978e-05   
     7.013143        2.276522e-05      0.000000e+00      0.000000e+00      2.276522e-05   
     7.309662        6.988994e-06      0.000000e+00      0.000000e+00      6.988994e-06   
     7.610739        2.417870e-06      0.000000e+00      0.000000e+00      2.417870e-06   
     7.915560        2.173513e-06      0.000000e+00      0.000000e+00      2.173513e-06   
     8.223305        2.969938e-06      0.000000e+00      0.000000e+00      2.969938e-06   
     8.533144        3.531291e-06      0.000000e+00      0.000000e+00      3.531291e-06   
     8.844241        3.571066e-06      0.000000e+00      0.000000e+00      3.571066e-06   
     9.155759        3.198680e-06      0.000000e+00      0.000000e+00      3.198680e-06   
     9.466856        2.616870e-06      0.000000e+00      0.000000e+00      2.616870e-06   
     9.776695        1.995185e-06      0.000000e+00      0.000000e+00      1.995185e-06   
    10.084440        1.436840e-06      0.000000e+00      0.000000e+00      1.436840e-06   
    10.389261        9.864756e-07      0.000000e+00      0.000000e+00      9.864756e-07   
    10.690338        6.499480e-07      0.000000e+00      0.000000e+00      6.499480e-07   
    10.986857        4.129075e-07      0.000000e+00      0.000000e+00      4.129075e-07   
    11.278020        2.538014e-07      0.000000e+00      0.000000e+00      2.538014e-07   
    11.563042        1.512969e-07      0.000000e+00      0.000000e+00      1.512969e-07   
    11.841155        8.760211e-08      0.000000e+00      0.000000e+00      8.760211e-08   
    12.111608        4.930433e-08      0.000000e+00      0.000000e+00      4.930433e-08   
    12.373673        2.698214e-08      0.000000e+00      0.000000e+00      2.698214e-08   
    12.626644        1.436402e-08      0.000000e+00      0.000000e+00      1.436402e-08   
    12.869837        7.455018e-09      0.000000e+00      0.000000e+00      7.455018e-09   
    13.102598        3.803019e-09      0.000000e+00      0.000000e+00      3.803019e-09   
    13.324299        1.951718e-09      0.000000e+00      0.000000e+00      1.951718e-09   
    13.534343        1.062760e-09      0.000000e+00      0.000000e+00      1.062760e-09   
    13.732162        6.681207e-10      0.000000e+00      0.000000e+00      6.681207e-10   
    13.917225        5.148008e-10      0.000000e+00      0.000000e+00      5.148008e-10   
    14.089032        4.709484e-10      0.000000e+00      0.000000e+00      4.709484e-10   
    14.247120        4.709521e-10      0.000000e+00      0.000000e+00      4.709521e-10   
    14.391062        4.843547e-10      0.000000e+00      0.000000e+00      4.843547e-10   
    14.520471        4.985775e-10      0.000000e+00      0.000000e+00      4.985775e-10   
    14.634998        5.095440e-10      0.000000e+00      0.000000e+00      5.095440e-10   
    14.734334        5.169389e-10      0.000000e+00      0.000000e+00      5.169389e-10   
    14.818211        5.215713e-10      0.000000e+00      0.000000e+00      5.215713e-10   
    14.886403        5.242208e-10      0.000000e+00      0.000000e+00      5.242208e-10   
    14.938727        5.255051e-10      0.000000e+00      0.000000e+00      5.255051e-10   
    14.975043        5.260044e-10      0.000000e+00      0.000000e+00      5.260044e-10   
    14.995261        5.263470e-10      0.000000e+00      0.000000e+00      5.263470e-10   
