#        q              total               1              \delta U         \delta U^2    

     0.001185        1.306728e+08      1.306801e+08     -8.329570e+03      1.030200e+03   
     0.006239        3.404707e+07      3.405052e+07     -3.763187e+03      3.091314e+02   
     0.015318        2.197745e+07      2.198023e+07     -2.916770e+03      1.330273e+02   
     0.028399        1.469630e+07      1.469856e+07     -2.342540e+03      8.217187e+01   
     0.045447        8.209215e+06      8.210884e+06     -1.732617e+03      6.392928e+01   
     0.066417        5.094285e+06      5.095584e+06     -1.355573e+03      5.723253e+01   
     0.091251        3.623888e+06      3.624970e+06     -1.136515e+03      5.455271e+01   
     0.119882        2.525576e+06      2.526465e+06     -9.422630e+02      5.293317e+01   
     0.152235        1.897698e+06      1.898456e+06     -8.094542e+02      5.137142e+01   
     0.188220        1.405664e+06      1.406303e+06     -6.883457e+02      4.951147e+01   
     0.227742        1.140816e+06      1.141379e+06     -6.104148e+02      4.720600e+01   
     0.270694        8.222603e+05      8.227238e+05     -5.078615e+02      4.439146e+01   
     0.316959        6.541884e+05      6.545890e+05     -4.416668e+02      4.105809e+01   
     0.366414        5.157760e+05      5.161189e+05     -3.802071e+02      3.725015e+01   
     0.418925        4.026793e+05      4.029699e+05     -3.237274e+02      3.306921e+01   
     0.474351        3.544079e+05      3.546700e+05     -2.908226e+02      2.867605e+01   
     0.532541        2.722134e+05      2.724317e+05     -2.425753e+02      2.428993e+01   
     0.593339        2.375051e+05      2.376993e+05     -2.144414e+02      2.017443e+01   
     0.656582        1.790543e+05      1.792131e+05     -1.754389e+02      1.661388e+01   
     0.722098        1.546728e+05      1.548121e+05     -1.532299e+02      1.387531e+01   
     0.789711        1.141303e+05      1.142418e+05     -1.236720e+02      1.215735e+01   
     0.859239        9.745682e+04      9.755295e+04     -1.076644e+02      1.153680e+01   
     0.930495        7.013637e+04      7.021098e+04     -8.653031e+01      1.192139e+01   
     1.003286        4.952087e+04      4.957726e+04     -6.942012e+01      1.303071e+01   
     1.077416        3.422392e+04      3.426507e+04     -5.557331e+01      1.442178e+01   
     1.152685        2.308606e+04      2.311478e+04     -4.429234e+01      1.556883e+01   
     1.228890        1.501767e+04      1.503654e+04     -3.485606e+01      1.598701e+01   
     1.305826        5.147660e+03      5.152256e+03     -1.996206e+01      1.536634e+01   
     1.383286        1.366575e+01      0.000000e+00      0.000000e+00      1.366575e+01   
     1.461060        1.112465e+01      0.000000e+00      0.000000e+00      1.112465e+01   
     1.538940        8.181124e+00      0.000000e+00      0.000000e+00      8.181124e+00   
     1.616714        5.326897e+00      0.000000e+00      0.000000e+00      5.326897e+00   
     1.694174        2.960666e+00      0.000000e+00      0.000000e+00      2.960666e+00   
     1.771110        1.297426e+00      0.000000e+00      0.000000e+00      1.297426e+00   
     1.847315        3.581241e-01      0.000000e+00      0.000000e+00      3.581241e-01   
     1.922584        2.339576e-02      0.000000e+00      0.000000e+00      2.339576e-02   
     1.996714        1.117317e-01      0.000000e+00      0.000000e+00      1.117317e-01   
     2.069505        4.452116e-01      0.000000e+00      0.000000e+00      4.452116e-01   
     2.140761        8.853884e-01      0.000000e+00      0.000000e+00      8.853884e-01   
     2.210289        1.341503e+00      0.000000e+00      0.000000e+00      1.341503e+00   
     2.277902        1.762716e+00      0.000000e+00      0.000000e+00      1.762716e+00   
     2.343418        2.125576e+00      0.000000e+00      0.000000e+00      2.125576e+00   
     2.406661        2.423049e+00      0.000000e+00      0.000000e+00      2.423049e+00   
     2.467459        2.656977e+00      0.000000e+00      0.000000e+00      2.656977e+00   
     2.525649        2.833537e+00      0.000000e+00      0.000000e+00      2.833537e+00   
     2.581075        2.960689e+00      0.000000e+00      0.000000e+00      2.960689e+00   
     2.633586        3.046777e+00      0.000000e+00      0.000000e+00      3.046777e+00   
     2.683041        3.099781e+00      0.000000e+00      0.000000e+00      3.099781e+00   
     2.729306        3.126940e+00      0.000000e+00      0.000000e+00      3.126940e+00   
     2.772258        3.134592e+00      0.000000e+00      0.000000e+00      3.134592e+00   
     2.811780        3.128142e+00      0.000000e+00      0.000000e+00      3.128142e+00   
     2.847765        3.112109e+00      0.000000e+00      0.000000e+00      3.112109e+00   
     2.880118        3.090205e+00      0.000000e+00      0.000000e+00      3.090205e+00   
     2.908749        3.065439e+00      0.000000e+00      0.000000e+00      3.065439e+00   
     2.933583        3.040211e+00      0.000000e+00      0.000000e+00      3.040211e+00   
     2.954553        3.016407e+00      0.000000e+00      0.000000e+00      3.016407e+00   
     2.971601        2.995480e+00      0.000000e+00      0.000000e+00      2.995480e+00   
     2.984682        2.978521e+00      0.000000e+00      0.000000e+00      2.978521e+00   
     2.993761        2.966311e+00      0.000000e+00      0.000000e+00      2.966311e+00   
     2.998815        2.959363e+00      0.000000e+00      0.000000e+00      2.959363e+00   
     3.004739        2.951085e+00      0.000000e+00      0.000000e+00      2.951085e+00   
     3.024957        2.921786e+00      0.000000e+00      0.000000e+00      2.921786e+00   
     3.061273        2.865403e+00      0.000000e+00      0.000000e+00      2.865403e+00   
     3.113597        2.776854e+00      0.000000e+00      0.000000e+00      2.776854e+00   
     3.181789        2.651234e+00      0.000000e+00      0.000000e+00      2.651234e+00   
     3.265666        2.485726e+00      0.000000e+00      0.000000e+00      2.485726e+00   
     3.365002        2.281174e+00      0.000000e+00      0.000000e+00      2.281174e+00   
     3.479529        2.042862e+00      0.000000e+00      0.000000e+00      2.042862e+00   
     3.608938        1.780279e+00      0.000000e+00      0.000000e+00      1.780279e+00   
     3.752880        1.505937e+00      0.000000e+00      0.000000e+00      1.505937e+00   
     3.910968        1.233580e+00      0.000000e+00      0.000000e+00      1.233580e+00   
     4.082775        9.762360e-01      0.000000e+00      0.000000e+00      9.762360e-01   
     4.267838        7.445511e-01      0.000000e+00      0.000000e+00      7.445511e-01   
     4.465657        5.457175e-01      0.000000e+00      0.000000e+00      5.457175e-01   
     4.675701        3.830961e-01      0.000000e+00      0.000000e+00      3.830961e-01   
     4.897402        2.564841e-01      0.000000e+00      0.000000e+00      2.564841e-01   
     5.130163        1.628472e-01      0.000000e+00      0.000000e+00      1.628472e-01   
     5.373356        9.729615e-02      0.000000e+00      0.000000e+00      9.729615e-02   
     5.626327        5.408858e-02      0.000000e+00      0.000000e+00      5.408858e-02   
     5.888392        2.749113e-02      0.000000e+00      0.000000e+00      2.749113e-02   
     6.158845        1.239925e-02      0.000000e+00      0.000000e+00      1.239925e-02   
     6.436958        4.683671e-03      0.000000e+00      0.000000e+00      4.683671e-03   
     6.721980        1.289876e-03      0.000000e+00      0.000000e+00      1.289876e-03   
     7.013143        1.545408e-04      0.000000e+00      0.000000e+00      1.545408e-04   
     7.309662        1.661673e-05      0.000000e+00      0.000000e+00      1.661673e-05   
     7.610739        1.940573e-04      0.000000e+00      0.000000e+00      1.940573e-04   
     7.915560        3.773298e-04      0.000000e+00      0.000000e+00      3.773298e-04   
     8.223305        4.671886e-04      0.000000e+00      0.000000e+00      4.671886e-04   
     8.533144        4.638222e-04      0.000000e+00      0.000000e+00      4.638222e-04   
     8.844241        4.012054e-04      0.000000e+00      0.000000e+00      4.012054e-04   
     9.155759        3.145753e-04      0.000000e+00      0.000000e+00      3.145753e-04   
     9.466856        2.285430e-04      0.000000e+00      0.000000e+00      2.285430e-04   
     9.776695        1.559193e-04      0.000000e+00      0.000000e+00      1.559193e-04   
    10.084440        1.007431e-04      0.000000e+00      0.000000e+00      1.007431e-04   
    10.389261        6.197940e-05      0.000000e+00      0.000000e+00      6.197940e-05   
    10.690338        3.641753e-05      0.000000e+00      0.000000e+00      3.641753e-05   
    10.986857        2.045511e-05      0.000000e+00      0.000000e+00      2.045511e-05   
    11.278020        1.096781e-05      0.000000e+00      0.000000e+00      1.096781e-05   
    11.563042        5.589349e-06      0.000000e+00      0.000000e+00      5.589349e-06   
    11.841155        2.683153e-06      0.000000e+00      0.000000e+00      2.683153e-06   
    12.111608        1.193092e-06      0.000000e+00      0.000000e+00      1.193092e-06   
    12.373673        4.757287e-07      0.000000e+00      0.000000e+00      4.757287e-07   
    12.626644        1.586808e-07      0.000000e+00      0.000000e+00      1.586808e-07   
    12.869837        3.676388e-08      0.000000e+00      0.000000e+00      3.676388e-08   
    13.102598        2.523649e-09      0.000000e+00      0.000000e+00      2.523649e-09   
    13.324299        2.856472e-09      0.000000e+00      0.000000e+00      2.856472e-09   
    13.534343        1.341413e-08      0.000000e+00      0.000000e+00      1.341413e-08   
    13.732162        2.424873e-08      0.000000e+00      0.000000e+00      2.424873e-08   
    13.917225        3.214761e-08      0.000000e+00      0.000000e+00      3.214761e-08   
    14.089032        3.674933e-08      0.000000e+00      0.000000e+00      3.674933e-08   
    14.247120        3.869495e-08      0.000000e+00      0.000000e+00      3.869495e-08   
    14.391062        3.882134e-08      0.000000e+00      0.000000e+00      3.882134e-08   
    14.520471        3.785809e-08      0.000000e+00      0.000000e+00      3.785809e-08   
    14.634998        3.634990e-08      0.000000e+00      0.000000e+00      3.634990e-08   
    14.734334        3.466826e-08      0.000000e+00      0.000000e+00      3.466826e-08   
    14.818211        3.305022e-08      0.000000e+00      0.000000e+00      3.305022e-08   
    14.886403        3.163845e-08      0.000000e+00      0.000000e+00      3.163845e-08   
    14.938727        3.051344e-08      0.000000e+00      0.000000e+00      3.051344e-08   
    14.975043        2.972569e-08      0.000000e+00      0.000000e+00      2.972569e-08   
    14.995261        2.929149e-08      0.000000e+00      0.000000e+00      2.929149e-08   
