#        q                Q               total               1              \delta U         \delta U^2    

     0.001185          0.001762        1.236610e+08      1.236750e+08     -6.309514e+04      4.908410e+04   
     0.001185          0.009274        5.474122e+07      5.474642e+07     -4.020697e+04      3.500420e+04   
     0.001185          0.022740        2.531671e+07      2.531656e+07     -2.986583e+04      3.001223e+04   
     0.001185          0.042083        1.796608e+07      1.796575e+07     -2.512620e+04      2.544855e+04   
     0.001185          0.067187        1.174999e+07      1.174961e+07     -2.021613e+04      2.059446e+04   
     0.001185          0.097901        7.312852e+06      7.312401e+06     -1.596483e+04      1.641592e+04   
     0.001185          0.134040        4.930751e+06      4.930186e+06     -1.314805e+04      1.371264e+04   
     0.001185          0.175388        3.626023e+06      3.625598e+06     -1.146165e+04      1.188639e+04   
     0.001185          0.221694        2.771185e+06      2.770795e+06     -1.002068e+04      1.041076e+04   
     0.001185          0.272682        2.150861e+06      2.150381e+06     -8.705841e+03      9.185925e+03   
     0.001185          0.328043        1.720980e+06      1.720601e+06     -7.896505e+03      8.275255e+03   
     0.001185          0.387446        1.346844e+06      1.346327e+06     -6.834487e+03      7.351785e+03   
     0.001185          0.450533        1.082308e+06      1.081838e+06     -6.095961e+03      6.566260e+03   
     0.001185          0.516924        9.198049e+05      9.194182e+05     -5.772333e+03      6.159018e+03   
     0.001185          0.586221        7.350952e+05      7.346564e+05     -5.159849e+03      5.598729e+03   
     0.001185          0.658006        6.176380e+05      6.171909e+05     -4.592298e+03      5.039345e+03   
     0.001185          0.731848        5.165708e+05      5.161189e+05     -4.324837e+03      4.776737e+03   
     0.001185          0.807302        4.570670e+05      4.566309e+05     -4.067968e+03      4.504011e+03   
     0.001185          0.883916        4.034020e+05      4.029699e+05     -3.821476e+03      4.253610e+03   
     0.001185          0.961228        3.327932e+05      3.322749e+05     -3.358770e+03      3.877027e+03   
     0.001185          1.038772        2.916963e+05      2.912153e+05     -3.142126e+03      3.623170e+03   
     0.001185          1.116084        2.549919e+05      2.544736e+05     -2.935005e+03      3.453289e+03   
     0.001185          1.192698        2.222425e+05      2.216789e+05     -2.737191e+03      3.300861e+03   
     0.001185          1.268152        2.048635e+05      2.043227e+05     -2.705211e+03      3.246055e+03   
     0.001185          1.341994        1.797598e+05      1.792131e+05     -2.548471e+03      3.095227e+03   
     0.001185          1.413779        1.553317e+05      1.548121e+05     -2.368631e+03      2.888205e+03   
     0.001185          1.483076        1.337638e+05      1.332449e+05     -2.197456e+03      2.716359e+03   
     0.001185          1.549467        1.197237e+05      1.192128e+05     -2.034733e+03      2.545626e+03   
     0.001185          1.612554        1.146887e+05      1.142418e+05     -2.034733e+03      2.481580e+03   
