#        q              total               1              \delta U         \delta U^2    

     0.001185        4.125494e+04      4.152293e+04     -2.964672e+02      2.847361e+01   
     0.006239        3.003156e+04      3.029976e+04     -2.966667e+02      2.847380e+01   
     0.015318        1.766307e+04      1.793126e+04     -2.966636e+02      2.847488e+01   
     0.028399        8.753495e+03      9.021523e+03     -2.965047e+02      2.847665e+01   
     0.045447        7.737988e+03      8.006010e+03     -2.965010e+02      2.847918e+01   
     0.066417        6.579951e+03      6.847642e+03     -2.961746e+02      2.848426e+01   
     0.091251        5.539580e+03      5.806769e+03     -2.956827e+02      2.849325e+01   
     0.119882        4.787930e+03      5.054446e+03     -2.950236e+02      2.850763e+01   
     0.152235        4.269542e+03      4.534977e+03     -2.939631e+02      2.852849e+01   
     0.188220        3.788527e+03      4.052378e+03     -2.924113e+02      2.856071e+01   
     0.227742        3.488458e+03      3.750458e+03     -2.906059e+02      2.860555e+01   
     0.270694        3.204424e+03      3.463920e+03     -2.881656e+02      2.866910e+01   
     0.316959        2.936201e+03      3.192361e+03     -2.849165e+02      2.875673e+01   
     0.366414        2.683568e+03      2.935379e+03     -2.806876e+02      2.887702e+01   
     0.418925        2.446302e+03      2.692571e+03     -2.753066e+02      2.903787e+01   
     0.474351        2.335273e+03      2.576357e+03     -2.703353e+02      2.925101e+01   
     0.532541        2.121087e+03      2.354058e+03     -2.624958e+02      2.952476e+01   
     0.593339        1.921850e+03      2.144929e+03     -2.529489e+02      2.987039e+01   
     0.656582        1.830471e+03      2.045177e+03     -2.449964e+02      3.029110e+01   
     0.722098        1.653328e+03      1.855048e+03     -2.325101e+02      3.079085e+01   
     0.789711        1.490160e+03      1.677083e+03     -2.182779e+02      3.135486e+01   
     0.859239        1.340369e+03      1.510880e+03     -2.024862e+02      3.197513e+01   
     0.930495        1.273564e+03      1.432064e+03     -1.911171e+02      3.261748e+01   
     1.003286        1.142321e+03      1.282750e+03     -1.736638e+02      3.323525e+01   
     1.077416        9.631381e+02      1.078823e+03     -1.494453e+02      3.376043e+01   
     1.152685        8.067411e+02      8.977415e+02     -1.251400e+02      3.413965e+01   
     1.228890        6.276062e+02      6.894665e+02     -9.615626e+01      3.429598e+01   
     1.305826        6.960220e+01      4.149416e+01     -6.040836e+00      3.414888e+01   
     1.383286        3.364969e+01      0.000000e+00      0.000000e+00      3.364969e+01   
     1.461060        3.277309e+01      0.000000e+00      0.000000e+00      3.277309e+01   
     1.538940        3.150801e+01      0.000000e+00      0.000000e+00      3.150801e+01   
     1.616714        2.987858e+01      0.000000e+00      0.000000e+00      2.987858e+01   
     1.694174        2.793041e+01      0.000000e+00      0.000000e+00      2.793041e+01   
     1.771110        2.572675e+01      0.000000e+00      0.000000e+00      2.572675e+01   
     1.847315        2.335232e+01      0.000000e+00      0.000000e+00      2.335232e+01   
     1.922584        2.090736e+01      0.000000e+00      0.000000e+00      2.090736e+01   
     1.996714        1.848109e+01      0.000000e+00      0.000000e+00      1.848109e+01   
     2.069505        1.614752e+01      0.000000e+00      0.000000e+00      1.614752e+01   
     2.140761        1.396562e+01      0.000000e+00      0.000000e+00      1.396562e+01   
     2.210289        1.197694e+01      0.000000e+00      0.000000e+00      1.197694e+01   
     2.277902        1.020582e+01      0.000000e+00      0.000000e+00      1.020582e+01   
     2.343418        8.659807e+00      0.000000e+00      0.000000e+00      8.659807e+00   
     2.406661        7.336010e+00      0.000000e+00      0.000000e+00      7.336010e+00   
     2.467459        6.216898e+00      0.000000e+00      0.000000e+00      6.216898e+00   
     2.525649        5.279896e+00      0.000000e+00      0.000000e+00      5.279896e+00   
     2.581075        4.501836e+00      0.000000e+00      0.000000e+00      4.501836e+00   
     2.633586        3.859719e+00      0.000000e+00      0.000000e+00      3.859719e+00   
     2.683041        3.333043e+00      0.000000e+00      0.000000e+00      3.333043e+00   
     2.729306        2.901897e+00      0.000000e+00      0.000000e+00      2.901897e+00   
     2.772258        2.549094e+00      0.000000e+00      0.000000e+00      2.549094e+00   
     2.811780        2.261140e+00      0.000000e+00      0.000000e+00      2.261140e+00   
     2.847765        2.026828e+00      0.000000e+00      0.000000e+00      2.026828e+00   
     2.880118        1.836332e+00      0.000000e+00      0.000000e+00      1.836332e+00   
     2.908749        1.682621e+00      0.000000e+00      0.000000e+00      1.682621e+00   
     2.933583        1.559480e+00      0.000000e+00      0.000000e+00      1.559480e+00   
     2.954553        1.462608e+00      0.000000e+00      0.000000e+00      1.462608e+00   
     2.971601        1.388157e+00      0.000000e+00      0.000000e+00      1.388157e+00   
     2.984682        1.333623e+00      0.000000e+00      0.000000e+00      1.333623e+00   
     2.993761        1.297054e+00      0.000000e+00      0.000000e+00      1.297054e+00   
     2.998815        1.277109e+00      0.000000e+00      0.000000e+00      1.277109e+00   
     3.004739        1.254113e+00      0.000000e+00      0.000000e+00      1.254113e+00   
     3.024957        1.178674e+00      0.000000e+00      0.000000e+00      1.178674e+00   
     3.061273        1.054312e+00      0.000000e+00      0.000000e+00      1.054312e+00   
     3.113597        8.975484e-01      0.000000e+00      0.000000e+00      8.975484e-01   
     3.181789        7.272897e-01      0.000000e+00      0.000000e+00      7.272897e-01   
     3.265666        5.609641e-01      0.000000e+00      0.000000e+00      5.609641e-01   
     3.365002        4.116230e-01      0.000000e+00      0.000000e+00      4.116230e-01   
     3.479529        2.869968e-01      0.000000e+00      0.000000e+00      2.869968e-01   
     3.608938        1.897720e-01      0.000000e+00      0.000000e+00      1.897720e-01   
     3.752880        1.187227e-01      0.000000e+00      0.000000e+00      1.187227e-01   
     3.910968        7.004583e-02      0.000000e+00      0.000000e+00      7.004583e-02   
     4.082775        3.879920e-02      0.000000e+00      0.000000e+00      3.879920e-02   
     4.267838        2.006174e-02      0.000000e+00      0.000000e+00      2.006174e-02   
     4.465657        9.620926e-03      0.000000e+00      0.000000e+00      9.620926e-03   
