#        q              total               1              \delta U         \delta U^2    

     0.001185        1.901294e+04      1.904976e+04     -3.694261e+01      1.154567e-01   
     0.006239        1.066352e+04      1.070037e+04     -3.696416e+01      1.154503e-01   
     0.015318        7.259693e+03      7.296537e+03     -3.695989e+01      1.154255e-01   
     0.028399        5.575312e+03      5.612141e+03     -3.694493e+01      1.153646e-01   
     0.045447        4.498139e+03      4.534977e+03     -3.695286e+01      1.152540e-01   
     0.066417        3.713651e+03      3.750458e+03     -3.692222e+01      1.150679e-01   
     0.091251        3.155585e+03      3.192361e+03     -3.689031e+01      1.147657e-01   
     0.119882        2.775485e+03      2.812228e+03     -3.685773e+01      1.143264e-01   
     0.152235        2.426876e+03      2.463536e+03     -3.677446e+01      1.137034e-01   
     0.188220        2.108392e+03      2.144929e+03     -3.665000e+01      1.128711e-01   
     0.227742        1.912154e+03      1.948567e+03     -3.652405e+01      1.118034e-01   
     0.270694        1.728340e+03      1.764570e+03     -3.634031e+01      1.104792e-01   
     0.316959        1.556577e+03      1.592536e+03     -3.606788e+01      1.089026e-01   
     0.366414        1.396472e+03      1.432064e+03     -3.569854e+01      1.070798e-01   
     0.418925        1.320711e+03      1.356037e+03     -3.543094e+01      1.050584e-01   
     0.474351        1.177424e+03      1.212152e+03     -3.483141e+01      1.029024e-01   
     0.532541        1.109889e+03      1.144193e+03     -3.440443e+01      1.007274e-01   
     0.593339        9.826336e+02      1.015991e+03     -3.345614e+01      9.867217e-02   
     0.656582        8.656096e+02      8.977415e+02     -3.222887e+01      9.692737e-02   
     0.722098        8.108860e+02      8.422233e+02     -3.143298e+01      9.571335e-02   
     0.789711        7.085157e+02      7.381486e+02     -2.972819e+01      9.529691e-02   
     0.859239        6.609055e+02      6.894916e+02     -2.868205e+01      9.596180e-02   
     0.930495        5.722673e+02      5.986870e+02     -2.651776e+01      9.802706e-02   
     1.003286        4.922188e+02      5.162265e+02     -2.410947e+01      1.017902e-01   
     1.077416        3.871275e+02      4.073012e+02     -2.028124e+01      1.075669e-01   
     1.152685        2.986438e+02      3.148881e+02     -1.635994e+01      1.156476e-01   
     1.228890        1.835760e+02      1.938740e+02     -1.042423e+01      1.262721e-01   
     1.305826        1.959610e+01      2.058372e+01     -1.127242e+00      1.396230e-01   
     1.383286        1.558074e-01      0.000000e+00      0.000000e+00      1.558074e-01   
     1.461060        1.748694e-01      0.000000e+00      0.000000e+00      1.748694e-01   
     1.538940        1.967409e-01      0.000000e+00      0.000000e+00      1.967409e-01   
     1.616714        2.212636e-01      0.000000e+00      0.000000e+00      2.212636e-01   
     1.694174        2.481905e-01      0.000000e+00      0.000000e+00      2.481905e-01   
     1.771110        2.771835e-01      0.000000e+00      0.000000e+00      2.771835e-01   
     1.847315        3.078274e-01      0.000000e+00      0.000000e+00      3.078274e-01   
     1.922584        3.396382e-01      0.000000e+00      0.000000e+00      3.396382e-01   
     1.996714        3.720601e-01      0.000000e+00      0.000000e+00      3.720601e-01   
     2.069505        4.045270e-01      0.000000e+00      0.000000e+00      4.045270e-01   
     2.140761        4.364721e-01      0.000000e+00      0.000000e+00      4.364721e-01   
     2.210289        4.673665e-01      0.000000e+00      0.000000e+00      4.673665e-01   
     2.277902        4.967171e-01      0.000000e+00      0.000000e+00      4.967171e-01   
     2.343418        5.241259e-01      0.000000e+00      0.000000e+00      5.241259e-01   
     2.406661        5.492519e-01      0.000000e+00      0.000000e+00      5.492519e-01   
     2.467459        5.718744e-01      0.000000e+00      0.000000e+00      5.718744e-01   
     2.525649        5.918432e-01      0.000000e+00      0.000000e+00      5.918432e-01   
     2.581075        6.091252e-01      0.000000e+00      0.000000e+00      6.091252e-01   
     2.633586        6.237749e-01      0.000000e+00      0.000000e+00      6.237749e-01   
     2.683041        6.358901e-01      0.000000e+00      0.000000e+00      6.358901e-01   
     2.729306        6.456414e-01      0.000000e+00      0.000000e+00      6.456414e-01   
     2.772258        6.532646e-01      0.000000e+00      0.000000e+00      6.532646e-01   
     2.811780        6.590186e-01      0.000000e+00      0.000000e+00      6.590186e-01   
     2.847765        6.631689e-01      0.000000e+00      0.000000e+00      6.631689e-01   
     2.880118        6.660241e-01      0.000000e+00      0.000000e+00      6.660241e-01   
     2.908749        6.678552e-01      0.000000e+00      0.000000e+00      6.678552e-01   
     2.933583        6.689254e-01      0.000000e+00      0.000000e+00      6.689254e-01   
     2.954553        6.694537e-01      0.000000e+00      0.000000e+00      6.694537e-01   
     2.971601        6.696392e-01      0.000000e+00      0.000000e+00      6.696392e-01   
     2.984682        6.696371e-01      0.000000e+00      0.000000e+00      6.696371e-01   
     2.993761        6.695561e-01      0.000000e+00      0.000000e+00      6.695561e-01   
     2.998815        6.694836e-01      0.000000e+00      0.000000e+00      6.694836e-01   
     3.004739        6.693675e-01      0.000000e+00      0.000000e+00      6.693675e-01   
     3.024957        6.687238e-01      0.000000e+00      0.000000e+00      6.687238e-01   
     3.061273        6.666391e-01      0.000000e+00      0.000000e+00      6.666391e-01   
     3.113597        6.616922e-01      0.000000e+00      0.000000e+00      6.616922e-01   
     3.181789        6.520574e-01      0.000000e+00      0.000000e+00      6.520574e-01   
     3.265666        6.358044e-01      0.000000e+00      0.000000e+00      6.358044e-01   
     3.365002        6.105333e-01      0.000000e+00      0.000000e+00      6.105333e-01   
     3.479529        5.742898e-01      0.000000e+00      0.000000e+00      5.742898e-01   
     3.608938        5.265334e-01      0.000000e+00      0.000000e+00      5.265334e-01   
     3.752880        4.680653e-01      0.000000e+00      0.000000e+00      4.680653e-01   
     3.910968        4.013871e-01      0.000000e+00      0.000000e+00      4.013871e-01   
     4.082775        3.306546e-01      0.000000e+00      0.000000e+00      3.306546e-01   
