#        q              total               1              \delta U         \delta U^2    

     0.001185        5.356369e+08      5.356509e+08     -1.483234e+04      8.383054e+02   
     0.006239        1.437857e+08      1.437927e+08     -7.277823e+03      2.917667e+02   
     0.015318        6.387513e+07      6.387973e+07     -4.775752e+03      1.728268e+02   
     0.028399        3.404720e+07      3.405052e+07     -3.459157e+03      1.377360e+02   
     0.045447        2.058989e+07      2.059244e+07     -2.677747e+03      1.249292e+02   
     0.066417        1.370594e+07      1.370800e+07     -2.178848e+03      1.198832e+02   
     0.091251        9.547106e+06      9.548804e+06     -1.815220e+03      1.172798e+02   
     0.119882        7.031529e+06      7.032969e+06     -1.555443e+03      1.151025e+02   
     0.152235        5.530848e+06      5.532113e+06     -1.377289e+03      1.125772e+02   
     0.188220        4.307120e+06      4.308224e+06     -1.213147e+03      1.093601e+02   
     0.227742        3.317851e+06      3.318808e+06     -1.062432e+03      1.052581e+02   
     0.270694        2.525641e+06      2.526465e+06     -9.246580e+02      1.001524e+02   
     0.316959        2.090629e+06      2.091374e+06     -8.390217e+02      9.399190e+01   
     0.366414        1.719929e+06      1.720601e+06     -7.590262e+02      8.680408e+01   
     0.418925        1.405697e+06      1.406303e+06     -6.847392e+02      7.871229e+01   
     0.474351        1.267506e+06      1.268086e+06     -6.495591e+02      6.995412e+01   
     0.532541        1.024879e+06      1.025403e+06     -5.847057e+02      6.089278e+01   
     0.593339        8.222498e+05      8.227238e+05     -5.259793e+02      5.201063e+01   
     0.656582        7.341988e+05      7.346564e+05     -5.014907e+02      4.387876e+01   
     0.722098        5.815134e+05      5.819294e+05     -4.531409e+02      3.709987e+01   
     0.789711        5.157146e+05      5.161189e+05     -4.365858e+02      3.221633e+01   
     0.859239        4.026014e+05      4.029699e+05     -3.981003e+02      2.960105e+01   
     0.930495        3.109590e+05      3.112940e+05     -3.643447e+02      2.934754e+01   
     1.003286        2.373962e+05      2.376993e+05     -3.343428e+02      3.119707e+01   
     1.077416        1.789406e+05      1.792131e+05     -3.070481e+02      3.453764e+01   
     1.152685        1.330019e+05      1.332449e+05     -2.814865e+02      3.850105e+01   
     1.228890        8.275240e+04      8.294714e+04     -2.368816e+02      4.214817e+01   
     1.305826        3.414714e+04      3.426507e+04     -1.626294e+02      4.469365e+01   
     1.383286        1.909764e+03      1.905050e+03     -4.097649e+01      4.568982e+01   
     1.461060        4.509547e+01      0.000000e+00      0.000000e+00      4.509547e+01   
     1.538940        4.320460e+01      0.000000e+00      0.000000e+00      4.320460e+01   
     1.616714        4.047769e+01      0.000000e+00      0.000000e+00      4.047769e+01   
     1.694174        3.736186e+01      0.000000e+00      0.000000e+00      3.736186e+01   
     1.771110        3.417910e+01      0.000000e+00      0.000000e+00      3.417910e+01   
     1.847315        3.110939e+01      0.000000e+00      0.000000e+00      3.110939e+01   
     1.922584        2.823639e+01      0.000000e+00      0.000000e+00      2.823639e+01   
     1.996714        2.560250e+01      0.000000e+00      0.000000e+00      2.560250e+01   
     2.069505        2.323848e+01      0.000000e+00      0.000000e+00      2.323848e+01   
     2.140761        2.116547e+01      0.000000e+00      0.000000e+00      2.116547e+01   
     2.210289        1.938667e+01      0.000000e+00      0.000000e+00      1.938667e+01   
     2.277902        1.788362e+01      0.000000e+00      0.000000e+00      1.788362e+01   
     2.343418        1.662108e+01      0.000000e+00      0.000000e+00      1.662108e+01   
     2.406661        1.555643e+01      0.000000e+00      0.000000e+00      1.555643e+01   
     2.467459        1.464839e+01      0.000000e+00      0.000000e+00      1.464839e+01   
     2.525649        1.386216e+01      0.000000e+00      0.000000e+00      1.386216e+01   
     2.581075        1.317119e+01      0.000000e+00      0.000000e+00      1.317119e+01   
     2.633586        1.255660e+01      0.000000e+00      0.000000e+00      1.255660e+01   
     2.683041        1.200558e+01      0.000000e+00      0.000000e+00      1.200558e+01   
     2.729306        1.150973e+01      0.000000e+00      0.000000e+00      1.150973e+01   
     2.772258        1.106359e+01      0.000000e+00      0.000000e+00      1.106359e+01   
     2.811780        1.066359e+01      0.000000e+00      0.000000e+00      1.066359e+01   
     2.847765        1.030732e+01      0.000000e+00      0.000000e+00      1.030732e+01   
     2.880118        9.993050e+00      0.000000e+00      0.000000e+00      9.993050e+00   
     2.908749        9.719497e+00      0.000000e+00      0.000000e+00      9.719497e+00   
     2.933583        9.485622e+00      0.000000e+00      0.000000e+00      9.485622e+00   
     2.954553        9.290566e+00      0.000000e+00      0.000000e+00      9.290566e+00   
     2.971601        9.133611e+00      0.000000e+00      0.000000e+00      9.133611e+00   
     2.984682        9.014166e+00      0.000000e+00      0.000000e+00      9.014166e+00   
     2.993761        8.931769e+00      0.000000e+00      0.000000e+00      8.931769e+00   
     2.998815        8.886075e+00      0.000000e+00      0.000000e+00      8.886075e+00   
     3.004739        8.832689e+00      0.000000e+00      0.000000e+00      8.832689e+00   
     3.024957        8.651812e+00      0.000000e+00      0.000000e+00      8.651812e+00   
     3.061273        8.332095e+00      0.000000e+00      0.000000e+00      8.332095e+00   
     3.113597        7.883320e+00      0.000000e+00      0.000000e+00      7.883320e+00   
     3.181789        7.319983e+00      0.000000e+00      0.000000e+00      7.319983e+00   
     3.265666        6.661524e+00      0.000000e+00      0.000000e+00      6.661524e+00   
