#       k             kp                 V11                    V12                    V21                    V22          
   0.000973       0.000973         -1.671232e+00          -3.724558e-06          -3.724558e-06          0.000000e+00      
   0.000973       0.005125         -1.671196e+00          -1.032093e-04          -3.724040e-06          4.740484e-07      
   0.000973       0.012579         -1.670949e+00          -6.216165e-04          -3.721856e-06          -1.457590e-14     
   0.000973       0.023314         -1.670248e+00          -2.133423e-03          -3.714507e-06          -5.073452e-14     
   0.000973       0.037292         -1.668691e+00          -5.448685e-03          -3.698817e-06          -1.300357e-13     
   0.000973       0.054469         -1.665810e+00          -1.158428e-02          -3.669640e-06          -2.768195e-13     
   0.000973       0.074787         -1.661042e+00          -2.171482e-02          -3.621848e-06          -5.192247e-13     
   0.000973       0.098178         -1.653779e+00          -3.709932e-02          -3.549996e-06          -8.873994e-13     
   0.000973       0.124565         -1.643397e+00          -5.898013e-02          -3.449290e-06          -1.410950e-12     
   0.000973       0.153859         -1.629312e+00          -8.845790e-02          -3.316360e-06          -2.115545e-12     
   0.000973       0.185965         -1.611032e+00          -1.263531e-01          -3.150032e-06          -3.018688e-12     
   0.000973       0.220775         -1.588206e+00          -1.730730e-01          -2.951913e-06          -4.124835e-12     
   0.000973       0.258173         -1.560673e+00          -2.285087e-01          -2.726576e-06          -5.420155e-12     
   0.000973       0.298036         -1.528478e+00          -2.919862e-01          -2.481206e-06          -6.867432e-12     
   0.000973       0.340231         -1.491879e+00          -3.622865e-01          -2.224782e-06          -8.401724e-12     
   0.000973       0.384617         -1.451319e+00          -4.377374e-01          -1.966785e-06          2.926704e-07      
   0.000973       0.431047         -1.407375e+00          -5.163624e-01          -1.716222e-06          3.201550e-07      
   0.000973       0.479368         -1.360707e+00          -5.960575e-01          -1.480468e-06          3.405813e-07      
   0.000973       0.529418         -1.311997e+00          -6.747677e-01          -1.264759e-06          3.534642e-07      
   0.000973       0.581031         -1.261900e+00          -7.506333e-01          -1.072080e-06          3.589948e-07      
   0.000973       0.634036         -1.211012e+00          -8.220915e-01          -9.032881e-07          3.579241e-07      
   0.000973       0.688256         -1.159847e+00          -8.879291e-01          -7.579254e-07          3.512506e-07      
   0.000973       0.743512         -1.108837e+00          -9.472910e-01          -6.343939e-07          3.401421e-07      
   0.000973       0.799621         -1.058336e+00          -9.996566e-01          -5.304645e-07          3.257742e-07      
   0.000973       0.856395         -1.008629e+00          -1.044796e+00          -4.435724e-07          3.092575e-07      
   0.000973       0.913645         -9.599457e-01          -1.082720e+00          -3.714183e-07          2.914580e-07      
   0.000973       0.971183         -9.124747e-01          -1.113624e+00          -3.116725e-07          2.091841e-11      
   0.000973       1.028817         -8.663715e-01          -1.137842e+00          3.221990e-11           3.170588e-11      
   0.000973       1.086355         -8.217669e-01          -1.155806e+00          4.024143e-11           4.389957e-11      
   0.000973       1.143605         -7.787725e-01          -1.168013e+00          4.792688e-11           5.734650e-11      
   0.000973       1.200379         -7.374837e-01          -1.174997e+00          5.516459e-11           7.185565e-11      
   0.000973       1.256488         -6.979809e-01          -1.177312e+00          6.186468e-11           8.720835e-11      
   0.000973       1.311744         -6.603306e-01          -1.175514e+00          6.796058e-11           1.031694e-10      
   0.000973       1.365964         -6.245848e-01          -1.170153e+00          7.340897e-11           1.194978e-10      
   0.000973       1.418969         -5.907818e-01          -1.161762e+00          7.818842e-11           1.359565e-10      
   0.000973       1.470582         -5.589458e-01          -1.150856e+00          8.229745e-11           1.523208e-10      
   0.000973       1.520632         -5.290870e-01          -1.137921e+00          8.575191e-11           1.683843e-10      
   0.000973       1.568953         -5.012031e-01          -1.123418e+00          8.858222e-11           1.839644e-10      
   0.000973       1.615383         -4.752795e-01          -1.107773e+00          9.083047e-11           1.989043e-10      
   0.000973       1.659769         -4.512909e-01          -1.091385e+00          9.254768e-11           2.130753e-10      
   0.000973       1.701964         -4.292032e-01          -1.074615e+00          9.379100e-11           2.263762e-10      
   0.000973       1.741827         -4.089744e-01          -1.057796e+00          9.462135e-11           2.387324e-10      
   0.000973       1.779225         -3.905570e-01          -1.041224e+00          9.510120e-11           2.500938e-10      
   0.000973       1.814035         -3.738996e-01          -1.025166e+00          9.529265e-11           2.604322e-10      
   0.000973       1.846141         -3.589486e-01          -1.009857e+00          9.525589e-11           2.697381e-10      
   0.000973       1.875435         -3.456497e-01          -9.955034e-01          9.504789e-11           2.780171e-10      
   0.000973       1.901822         -3.339495e-01          -9.822834e-01          9.472148e-11           2.852869e-10      
   0.000973       1.925213         -3.237974e-01          -9.703497e-01          9.432454e-11           2.915730e-10      
   0.000973       1.945531         -3.151456e-01          -9.598312e-01          9.389959e-11           2.969061e-10      
   0.000973       1.962708         -3.079515e-01          -9.508344e-01          9.348345e-11           3.013189e-10      
   0.000973       1.976686         -3.021777e-01          -9.434459e-01          9.310705e-11           3.048431e-10      
   0.000973       1.987421         -2.977931e-01          -9.377334e-01          9.279541e-11           3.075076e-10      
   0.000973       1.994875         -2.947732e-01          -9.337471e-01          9.256759e-11           3.093362e-10      
   0.000973       1.999027         -2.931002e-01          -9.315205e-01          9.243669e-11           3.103468e-10      
   0.000973       2.001961         -2.919214e-01          -9.299437e-01          9.234244e-11           3.110578e-10      
