#       k             kp                 O11                    O12                    O21                    O22          
   0.000973       0.000973         7.110141e-29           -2.490037e-20          2.490037e-20           -1.784084e-44     
   0.000973       0.005125         9.342476e-15           -8.506395e-18          2.183213e-19           -2.362785e-21     
   0.000973       0.012579         1.776574e-13           -1.099628e-16          9.645118e-19           -5.586286e-24     
   0.000973       0.023314         1.318232e-12           2.544213e-16           3.921699e-18           -4.117176e-23     
   0.000973       0.037292         6.035804e-12           1.195655e-14           1.422367e-17           -1.863065e-22     
   0.000973       0.054469         2.052890e-11           1.091129e-13           4.383627e-17           -6.185072e-22     
   0.000973       0.074787         5.701943e-11           6.198096e-13           1.156547e-16           -1.643866e-21     
   0.000973       0.098178         1.366446e-10           2.650905e-12           2.673498e-16           -3.658410e-21     
   0.000973       0.124565         2.925250e-10           9.273037e-12           5.534123e-16           -6.948548e-21     
   0.000973       0.153859         5.726136e-10           2.780507e-11           1.043534e-15           -1.120751e-20     
   0.000973       0.185965         1.041856e-09           7.365745e-11           1.815811e-15           -1.464474e-20     
   0.000973       0.220775         1.783183e-09           1.760353e-10           2.944537e-15           -1.263231e-20     
   0.000973       0.258173         2.896950e-09           3.854142e-10           4.484434e-15           3.994398e-21      
   0.000973       0.298036         4.498595e-09           7.821207e-10           6.455209e-15           5.055833e-20      
   0.000973       0.340231         6.714530e-09           1.484730e-09           8.831421e-15           1.492267e-19      
   0.000973       0.384617         9.676512e-09           2.656553e-09           1.154075e-14           -1.790280e-15     
   0.000973       0.431047         1.351487e-08           4.508442e-09           1.447343e-14           -2.816330e-15     
   0.000973       0.479368         1.835101e-08           7.296554e-09           1.749770e-14           -4.199555e-15     
   0.000973       0.529418         2.428963e-08           1.131445e-08           2.047844e-14           -5.969641e-15     
   0.000973       0.581031         3.141092e-08           1.687984e-08           2.329349e-14           -8.131682e-15     
   0.000973       0.634036         3.976312e-08           2.431690e-08           2.584111e-14           -1.066621e-14     
   0.000973       0.688256         4.935588e-08           3.393580e-08           2.805307e-14           -1.352868e-14     
   0.000973       0.743512         6.015469e-08           4.601098e-08           2.988901e-14           -1.665602e-14     
   0.000973       0.799621         7.207708e-08           6.075985e-08           3.133247e-14           -1.997276e-14     
   0.000973       0.856395         8.499107e-08           7.832354e-08           3.237927e-14           -2.339970e-14     
   0.000973       0.913645         9.871627e-08           9.875074e-08           3.305540e-14           -2.685088e-14     
   0.000973       0.971183         1.130279e-07           1.219859e-07           3.338516e-14           -2.977422e-17     
   0.000973       1.028817         1.276640e-07           1.478627e-07           -1.825077e-17          -5.053690e-17     
   0.000973       1.086355         1.423347e-07           1.761024e-07           -4.850717e-17          -7.942847e-17     
   0.000973       1.143605         1.567344e-07           2.063193e-07           -8.430122e-17          -1.178754e-16     
   0.000973       1.200379         1.705547e-07           2.380304e-07           -1.252806e-16          -1.670756e-16     
   0.000973       1.256488         1.834978e-07           2.706717e-07           -1.708061e-16          -2.278610e-16     
   0.000973       1.311744         1.952891e-07           3.036174e-07           -2.199689e-16          -3.005750e-16     
   0.000973       1.365964         2.056889e-07           3.362031e-07           -2.716277e-16          -3.849765e-16     
   0.000973       1.418969         2.145003e-07           3.677501e-07           -3.244654e-16          -4.801819e-16     
   0.000973       1.470582         2.215757e-07           3.975899e-07           -3.770579e-16          -5.846510e-16     
   0.000973       1.520632         2.268188e-07           4.250869e-07           -4.279491e-16          -6.962198e-16     
   0.000973       1.568953         2.301842e-07           4.496575e-07           -4.757262e-16          -8.121751e-16     
   0.000973       1.615383         2.316734e-07           4.707860e-07           -5.190866e-16          -9.293653e-16     
   0.000973       1.659769         2.313287e-07           4.880344e-07           -5.568923e-16          -1.044337e-15     
   0.000973       1.701964         2.292249e-07           5.010464e-07           -5.882071e-16          -1.153479e-15     
   0.000973       1.741827         2.254598e-07           5.095463e-07           -6.123145e-16          -1.253176e-15     
   0.000973       1.779225         2.201435e-07           5.133313e-07           -6.287165e-16          -1.339931e-15     
   0.000973       1.814035         2.133885e-07           5.122593e-07           -6.371132e-16          -1.410480e-15     
   0.000973       1.846141         2.052978e-07           5.062303e-07           -6.373677e-16          -1.461859e-15     
   0.000973       1.875435         1.959545e-07           4.951632e-07           -6.294560e-16          -1.491440e-15     
   0.000973       1.901822         1.854091e-07           4.789648e-07           -6.134046e-16          -1.496903e-15     
   0.000973       1.925213         1.736647e-07           4.574885e-07           -5.892122e-16          -1.476158e-15     
   0.000973       1.945531         1.606561e-07           4.304736e-07           -5.567486e-16          -1.427168e-15     
   0.000973       1.962708         1.462151e-07           3.974452e-07           -5.156035e-16          -1.347609e-15     
   0.000973       1.976686         1.300037e-07           3.575235e-07           -4.648228e-16          -1.234212e-15     
   0.000973       1.987421         1.113592e-07           3.089899e-07           -4.023308e-16          -1.081218e-15     
   0.000973       1.994875         8.884384e-08           2.480287e-07           -3.232826e-16          -8.759402e-16     
   0.000973       1.999027         5.823019e-08           1.630996e-07           -2.127225e-16          -5.788604e-16     
   0.000973       2.001961         8.261880e-08           2.320420e-07           -3.026492e-16          -8.268604e-16     
   0.000973       2.010330         1.257953e-07           3.560410e-07           -4.644213e-16          -1.283181e-15     
   0.000973       2.025365         1.570625e-07           4.505353e-07           -5.879180e-16          -1.655832e-15     
   0.000973       2.047037         1.822451e-07           5.328375e-07           -6.955374e-16          -2.012757e-15     
   0.000973       2.075299         2.031702e-07           6.088848e-07           -7.945026e-16          -2.381328e-15     
   0.000973       2.110086         2.205182e-07           6.812531e-07           -8.872474e-16          -2.776976e-15     
   0.000973       2.151322         2.344665e-07           7.509250e-07           -9.736493e-16          -3.209233e-15     
   0.000973       2.198915         2.449236e-07           8.178729e-07           -1.051740e-15          -3.683221e-15     
   0.000973       2.252758         2.516512e-07           8.813027e-07           -1.118028e-15          -4.199623e-15     
   0.000973       2.312731         2.543514e-07           9.397885e-07           -1.167765e-15          -4.753972e-15     
   0.000973       2.378700         2.527454e-07           9.913883e-07           -1.195330e-15          -5.335682e-15     
   0.000973       2.450518         2.466488e-07           1.033785e-06           -1.194805e-15          -5.927159e-15     
   0.000973       2.528026         2.360441e-07           1.064474e-06           -1.160780e-15          -6.503364e-15     
   0.000973       2.611049         2.211402e-07           1.081008e-06           -1.089364e-15          -7.032244e-15     
   0.000973       2.699403         2.024107e-07           1.081289e-06           -9.792750e-16          -7.476425e-15     
   0.000973       2.792891         1.806009e-07           1.063879e-06           -8.328215e-16          -7.796416e-15     
   0.000973       2.891303         1.566936e-07           1.028291e-06           -6.564934e-16          -7.955293e-15     
   0.000973       2.994421         1.318362e-07           9.752013e-07           -4.609094e-16          -7.924384e-15     
   0.000973       3.102014         1.072338e-07           9.065301e-07           -2.599310e-16          -7.688996e-15     
   0.000973       3.213842         8.402455e-08           8.253496e-07           -6.894874e-17          -7.252869e-15     
   0.000973       3.329656         6.316087e-08           7.356132e-07           9.740780e-17           -6.639952e-15     
   0.000973       3.449197         4.531778e-08           6.417377e-07           2.276510e-16           -5.892530e-15     
   0.000973       3.572198         3.084692e-08           5.481115e-07           3.152984e-16           -5.065596e-15     
   0.000973       3.698386         1.978225e-08           4.586248e-07           3.596943e-16           -4.218524e-15     
   0.000973       3.827477         1.189087e-08           3.763144e-07           3.655525e-16           -3.406009e-15     
   0.000973       3.959186         6.752436e-09           3.031812e-07           3.413984e-16           -2.670595e-15     
   0.000973       4.093216         3.846049e-09           2.401894e-07           2.974368e-16           -2.038554e-15     
   0.000973       4.229270         2.626569e-09           1.874143e-07           2.435063e-16           -1.519688e-15     
   0.000973       4.367044         2.581090e-09           1.442725e-07           1.876438e-16           -1.110336e-15     
   0.000973       4.506230         3.263767e-09           1.097644e-07           1.354576e-16           -7.980371e-16     
   0.000973       4.646518         4.312529e-09           8.269172e-08           9.019425e-17           -5.662249e-16     
   0.000973       4.787595         5.453172e-09           6.181490e-08           5.321088e-17           -3.978533e-16     
   0.000973       4.929146         6.494918e-09           4.596118e-08           2.456378e-17           -2.775939e-16     
   0.000973       5.070854         7.320568e-09           3.408298e-08           3.531921e-18           -1.927810e-16     
   0.000973       5.212405         7.873412e-09           2.528468e-08           -1.099273e-17          -1.335263e-16     
   0.000973       5.353482         8.142717e-09           1.882748e-08           -2.024428e-17          -9.240629e-17     
   0.000973       5.493770         8.149548e-09           1.411956e-08           -2.542175e-17          -6.400052e-17     
   0.000973       5.632956         7.934158e-09           1.069909e-08           -2.759831e-17          -4.443061e-17     
   0.000973       5.770730         7.545731e-09           8.214094e-09           -2.767868e-17          -3.096371e-17     
   0.000973       5.906784         7.034761e-09           6.401885e-09           -2.638856e-17          -2.169619e-17     
   0.000973       6.040814         6.447948e-09           5.070051e-09           -2.428416e-17          -1.531300e-17     
   0.000973       6.172523         5.825243e-09           4.079935e-09           -2.177289e-17          -1.091065e-17     
   0.000973       6.301614         5.198581e-09           3.332981e-09           -1.913885e-17          -7.870024e-18     
   0.000973       6.427802         4.591798e-09           2.759888e-09           -1.656872e-17          -5.767009e-18     
   0.000973       6.550803         4.021338e-09           2.312276e-09           -1.417558e-17          -4.310582e-18     
   0.000973       6.670344         3.497380e-09           1.956492e-09           -1.201921e-17          -3.300430e-18     
   0.000973       6.786158         3.025057e-09           1.669085e-09           -1.012264e-17          -2.598249e-18     
   0.000973       6.897986         2.605645e-09           1.433581e-09           -8.484871e-18          -2.108147e-18     
   0.000973       7.005579         2.237796e-09           1.238288e-09           -7.090382e-18          -1.763580e-18     
   0.000973       7.108697         1.918399e-09           1.074760e-09           -5.915835e-18          -1.518314e-18     
   0.000973       7.207109         1.643222e-09           9.367246e-10           -4.934655e-18          -1.340280e-18     
   0.000973       7.300597         1.407657e-09           8.194699e-10           -4.119969e-18          -1.207316e-18     
   0.000973       7.388951         1.206877e-09           7.192978e-10           -3.446362e-18          -1.104192e-18     
   0.000973       7.471974         1.036310e-09           6.333014e-10           -2.890764e-18          -1.020516e-18     
   0.000973       7.549482         8.916101e-10           5.590916e-10           -2.433058e-18          -9.492569e-19     
   0.000973       7.621300         7.688781e-10           4.947111e-10           -2.055614e-18          -8.856942e-19     
   0.000973       7.687269         6.646072e-10           4.385076e-10           -1.743697e-18          -8.266722e-19     
   0.000973       7.747242         5.756886e-10           3.890653e-10           -1.484814e-18          -7.700615e-19     
   0.000973       7.801085         4.993984e-10           3.451522e-10           -1.268492e-18          -7.143683e-19     
   0.000973       7.848678         4.333100e-10           3.056559e-10           -1.085902e-18          -6.584354e-19     
   0.000973       7.889914         3.752147e-10           2.695221e-10           -9.294627e-19          -6.011973e-19     
   0.000973       7.924701         3.230165e-10           2.356790e-10           -7.924114e-19          -5.414357e-19     
   0.000973       7.952963         2.745460e-10           2.029113e-10           -6.682327e-19          -4.774569e-19     
   0.000973       7.974635         2.271987e-10           1.696044e-10           -5.496851e-19          -4.064746e-19     
   0.000973       7.989670         1.769827e-10           1.330446e-10           -4.264217e-19          -3.229345e-19     
   0.000973       7.998039         1.144674e-10           8.638649e-11           -2.751639e-19          -2.111701e-19     
   0.005125       0.000973         -9.342476e-15          -2.183213e-19          8.506395e-18           2.362785e-21      
   0.005125       0.005125         -6.980586e-27          -7.237388e-17          7.237388e-17           4.698557e-38      
   0.005125       0.012579         1.195726e-12           -9.584308e-16          2.875124e-16           -1.557885e-22     
   0.005125       0.023314         1.008459e-11           1.480209e-15           1.028712e-15           -9.775521e-22     
   0.005125       0.037292         4.755989e-11           9.339471e-14           3.439787e-15           -2.596499e-21     
   0.005125       0.054469         1.633687e-10           8.670419e-13           1.017825e-14           -2.651555e-17     
   0.005125       0.074787         4.556156e-10           4.950666e-12           2.632341e-14           -1.409537e-16     
   0.005125       0.098178         1.093978e-09           2.121982e-11           6.022782e-14           -5.751499e-16     
   0.005125       0.124565         2.344337e-09           7.430820e-11           1.239669e-13           -1.945340e-15     
