#       k             kp                 U11                    U12                    U21                    U22          
   0.001185       0.001185         1.000000e+00           5.166360e-19           1.206930e-18           1.000000e+00      
   0.001185       0.006239         -6.265725e-10          1.165743e-16           9.746298e-18           -2.670042e-23     
   0.001185       0.015318         -1.926030e-09          2.308463e-15           3.083774e-17           -7.041796e-22     
   0.001185       0.028399         -4.161716e-09          2.036375e-14           7.213545e-17           -9.760662e-21     
   0.001185       0.045447         -7.473672e-09          1.261634e-13           1.510249e-16           -9.041263e-20     
   0.001185       0.066417         -1.196596e-08          6.375214e-13           3.046366e-16           -5.948693e-19     
   0.001185       0.091251         -1.770724e-08          2.733797e-12           6.013283e-16           -2.959659e-18     
   0.001185       0.119882         -2.472769e-08          1.008887e-11           1.149848e-15           -1.176925e-17     
   0.001185       0.152235         -3.301446e-08          3.248238e-11           2.100379e-15           -3.901657e-17     
   0.001185       0.188220         -4.250699e-08          9.262462e-11           3.631343e-15           -1.111997e-16     
   0.001185       0.227742         -5.309386e-08          2.373456e-10           5.918897e-15           -2.786871e-16     
   0.001185       0.270694         -6.461213e-08          5.536040e-10           9.092988e-15           -6.247193e-16     
   0.001185       0.316959         -7.685018e-08          1.188419e-09           1.319220e-14           -1.269481e-15     
   0.001185       0.366414         -8.955448e-08          2.370133e-09           1.813431e-14           -2.364521e-15     
   0.001185       0.418925         -1.024400e-07          4.427056e-09           2.371579e-14           -4.075551e-15     
   0.001185       0.474351         -1.152043e-07          7.799136e-09           2.964192e-14           -6.556421e-15     
   0.001185       0.532541         -1.275440e-07          1.303922e-08           3.557648e-14           -9.921272e-15     
   0.001185       0.593339         -1.391743e-07          2.080223e-08           4.119291e-14           -1.422274e-14     
   0.001185       0.656582         -1.498509e-07          3.182273e-08           4.621232e-14           -1.944146e-14     
   0.001185       0.722098         -1.593928e-07          4.688262e-08           5.042173e-14           -2.548760e-14     
   0.001185       0.789711         -1.677067e-07          6.677187e-08           5.367523e-14           -3.221179e-14     
   0.001185       0.859239         -1.748089e-07          9.224491e-08           5.588473e-14           -3.942097e-14     
   0.001185       0.930495         -1.808440e-07          1.239754e-07           5.700759e-14           -4.689559e-14     
   0.001185       1.003286         -1.860962e-07          1.625118e-07           5.703585e-14           -5.440555e-14     
   0.001185       1.077416         -1.909914e-07          2.082358e-07           5.598893e-14           -6.172385e-14     
   0.001185       1.152685         -1.960874e-07          2.613254e-07           5.390986e-14           -6.863779e-14     
   0.001185       1.228890         -2.020509e-07          3.217259e-07           5.086374e-14           -7.495771e-14     
   0.001185       1.305826         -2.096220e-07          3.891292e-07           4.693716e-14           -8.052365e-14     
   0.001185       1.383286         -2.195682e-07          4.629640e-07           4.223744e-14           -8.520996e-14     
   0.001185       1.461060         -2.326301e-07          5.423987e-07           3.689093e-14           -8.892794e-14     
   0.001185       1.538940         -2.494636e-07          6.263559e-07           3.103994e-14           -9.162661e-14     
   0.001185       1.616714         -2.705835e-07          7.135411e-07           2.483841e-14           -9.329163e-14     
   0.001185       1.694174         -2.963148e-07          8.024826e-07           1.844653e-14           -9.394263e-14     
   0.001185       1.771110         -3.267536e-07          8.915816e-07           1.202464e-14           -9.362917e-14     
   0.001185       1.847315         -3.617446e-07          9.791707e-07           5.726943e-15           -9.242571e-14     
   0.001185       1.922584         -4.008755e-07          1.063576e-06           -3.044968e-16          -9.042596e-14     
   0.001185       1.996714         -4.434890e-07          1.143180e-06           -5.945019e-15          -8.773701e-14     
   0.001185       2.069505         -4.887125e-07          1.216483e-06           -1.109151e-14          -8.447350e-14     
   0.001185       2.140761         -5.355013e-07          1.282153e-06           -1.566520e-14          -8.075233e-14     
   0.001185       2.210289         -5.826914e-07          1.339073e-06           -1.961291e-14          -7.668798e-14     
   0.001185       2.277902         -6.290586e-07          1.386364e-06           -2.290688e-14          -7.238861e-14     
   0.001185       2.343418         -6.733767e-07          1.423405e-06           -2.554313e-14          -6.795310e-14     
   0.001185       2.406661         -7.144714e-07          1.449833e-06           -2.753876e-14          -6.346894e-14     
   0.001185       2.467459         -7.512654e-07          1.465526e-06           -2.892836e-14          -5.901104e-14     
   0.001185       2.525649         -7.828128e-07          1.470577e-06           -2.975994e-14          -5.464120e-14     
   0.001185       2.581075         -8.083195e-07          1.465263e-06           -3.009061e-14          -5.040818e-14     
   0.001185       2.633586         -8.271509e-07          1.449992e-06           -2.998247e-14          -4.634837e-14     
   0.001185       2.683041         -8.388270e-07          1.425263e-06           -2.949877e-14          -4.248659e-14     
   0.001185       2.729306         -8.430060e-07          1.391608e-06           -2.870061e-14          -3.883715e-14     
