#        q                Q               total               1              \delta U         \delta U^2    

     0.001185          0.001762        3.752603e+08      3.753400e+08     -8.069182e+04      9.237854e+02   
     0.001185          0.009274        1.414233e+08      1.414735e+08     -5.110059e+04      8.865350e+02   
     0.001185          0.022740        6.655833e+07      6.659294e+07     -3.541567e+04      8.005582e+02   
     0.001185          0.042083        3.797007e+07      3.799641e+07     -2.705862e+04      7.178648e+02   
     0.001185          0.067187        2.412260e+07      2.414372e+07     -2.177283e+04      6.506513e+02   
     0.001185          0.097901        1.639837e+07      1.641587e+07     -1.809654e+04      5.962160e+02   
     0.001185          0.134040        1.185759e+07      1.187264e+07     -1.559416e+04      5.510438e+02   
     0.001185          0.175388        8.829108e+06      8.842004e+06     -1.340888e+04      5.121498e+02   
     0.001185          0.221694        6.794795e+06      6.806229e+06     -1.191118e+04      4.775534e+02   
     0.001185          0.272682        5.300833e+06      5.310932e+06     -1.054435e+04      4.460634e+02   
     0.001185          0.328043        4.475484e+06      4.484738e+06     -9.670244e+03      4.169531e+02   
     0.001185          0.387446        3.614183e+06      3.622652e+06     -8.859169e+03      3.895099e+02   
     0.001185          0.450533        3.024716e+06      3.032448e+06     -8.094763e+03      3.632670e+02   
     0.001185          0.516924        2.517605e+06      2.524643e+06     -7.375641e+03      3.374379e+02   
     0.001185          0.586221        2.186661e+06      2.193379e+06     -7.032630e+03      3.139919e+02   
     0.001185          0.658006        1.890862e+06      1.896950e+06     -6.378844e+03      2.905853e+02   
     0.001185          0.731848        1.630882e+06      1.636680e+06     -6.067723e+03      2.692751e+02   
     0.001185          0.807302        1.399842e+06      1.405071e+06     -5.476161e+03      2.475107e+02   
     0.001185          0.883916        1.261967e+06      1.266935e+06     -5.195374e+03      2.268792e+02   
     0.001185          0.961228        1.084676e+06      1.089392e+06     -4.924353e+03      2.079924e+02   
     0.001185          1.038772        9.664925e+05      9.709656e+05     -4.662925e+03      1.897935e+02   
     0.001185          1.116084        8.654905e+05      8.697283e+05     -4.410917e+03      1.731634e+02   
     0.001185          1.192698        7.734337e+05      7.774440e+05     -4.168157e+03      1.578180e+02   
     0.001185          1.268152        6.896770e+05      6.934681e+05     -3.934470e+03      1.434235e+02   
     0.001185          1.341994        6.136112e+05      6.171909e+05     -3.709685e+03      1.299929e+02   
     0.001185          1.413779        5.778695e+05      5.812450e+05     -3.493629e+03      1.180780e+02   
     0.001185          1.483076        5.446517e+05      5.480372e+05     -3.493629e+03      1.081131e+02   
     0.001185          1.549467        4.822767e+05      4.854646e+05     -3.286129e+03      9.823297e+01   
     0.001185          1.612554        4.259641e+05      4.289622e+05     -3.087011e+03      8.892564e+01   
     0.001185          1.671957        3.996188e+05      4.024342e+05     -2.896104e+03      8.064142e+01   
     0.001185          1.727318        3.752281e+05      3.780494e+05     -2.896104e+03      7.484234e+01   
     0.001185          1.778306        3.296300e+05      3.322749e+05     -2.713234e+03      6.829534e+01   
     0.001185          1.824612        3.186826e+05      3.212426e+05     -2.623148e+03      6.316776e+01   
     0.001185          1.865960        2.887361e+05      2.912153e+05     -2.538229e+03      5.904495e+01   
     0.001185          1.902099        2.792280e+05      2.816275e+05     -2.454661e+03      5.516351e+01   
     0.001185          1.932813        2.521547e+05      2.544736e+05     -2.370915e+03      5.198609e+01   
     0.001185          1.957917        2.521529e+05      2.544736e+05     -2.370915e+03      5.020323e+01   
     0.001185          1.977260        2.410101e+05      2.432283e+05     -2.266142e+03      4.800975e+01   
     0.001185          1.990726        2.351578e+05      2.373226e+05     -2.211119e+03      4.633362e+01   
     0.001185          1.998238        2.231632e+05      2.253286e+05     -2.211119e+03      4.565707e+01   
     0.006239          0.001762        1.115114e+08      1.115562e+08     -4.517627e+04      4.538542e+02   
     0.006239          0.009274        1.029453e+08      1.029866e+08     -4.173981e+04      4.472453e+02   
     0.006239          0.022740        6.356010e+07      6.359318e+07     -3.351145e+04      4.347949e+02   
     0.006239          0.042083        3.736975e+07      3.739593e+07     -2.660595e+04      4.210124e+02   
     0.006239          0.067187        2.397979e+07      2.400098e+07     -2.159489e+04      4.067461e+02   
     0.006239          0.097901        1.646270e+07      1.648037e+07     -1.805411e+04      3.912820e+02   
     0.006239          0.134040        1.187202e+07      1.188709e+07     -1.543920e+04      3.753261e+02   
     0.006239          0.175388        8.900878e+06      8.913976e+06     -1.345657e+04      3.588098e+02   
     0.006239          0.221694        6.899250e+06      6.910822e+06     -1.191413e+04      3.420080e+02   
     0.006239          0.272682        5.459129e+06      5.469446e+06     -1.064163e+04      3.248276e+02   
     0.006239          0.328043        4.402861e+06      4.412163e+06     -9.609640e+03      3.074468e+02   
     0.006239          0.387446        3.629451e+06      3.637936e+06     -8.774947e+03      2.896669e+02   
     0.006239          0.450533        3.024675e+06      3.032448e+06     -8.044031e+03      2.714931e+02   
     0.006239          0.516924        2.517567e+06      2.524643e+06     -7.329417e+03      2.532706e+02   
     0.006239          0.586221        2.175891e+06      2.182521e+06     -6.865151e+03      2.351495e+02   
     0.006239          0.658006        1.890828e+06      1.896950e+06     -6.338867e+03      2.170942e+02   
     0.006239          0.731848        1.636288e+06      1.642118e+06     -6.029696e+03      1.992664e+02   
     0.006239          0.807302        1.429567e+06      1.434942e+06     -5.557533e+03      1.820426e+02   
     0.006239          0.883916        1.255927e+06      1.260924e+06     -5.162814e+03      1.653259e+02   
     0.006239          0.961228        1.102028e+06      1.106772e+06     -4.893492e+03      1.494103e+02   
     0.006239          1.038772        9.715041e+05      9.760034e+05     -4.633702e+03      1.344268e+02   
     0.006239          1.116084        8.654652e+05      8.697283e+05     -4.383274e+03      1.202376e+02   
     0.006239          1.192698        7.734091e+05      7.774440e+05     -4.142034e+03      1.071369e+02   
     0.006239          1.268152        6.914718e+05      6.952865e+05     -3.909812e+03      9.510845e+01   
     0.006239          1.341994        6.265122e+05      6.301144e+05     -3.686436e+03      8.419120e+01   
     0.006239          1.413779        5.816578e+05      5.851166e+05     -3.533186e+03      7.432351e+01   
     0.006239          1.483076        5.417050e+05      5.450925e+05     -3.453080e+03      6.554969e+01   
     0.006239          1.549467        4.822569e+05      4.854646e+05     -3.265534e+03      5.783330e+01   
     0.006239          1.612554        4.259454e+05      4.289622e+05     -3.067665e+03      5.094085e+01   
     0.006239          1.671957        3.934953e+05      3.963468e+05     -2.896462e+03      4.492669e+01   
     0.006239          1.727318        3.752115e+05      3.780494e+05     -2.877954e+03      4.003587e+01   
     0.006239          1.778306        3.296143e+05      3.322749e+05     -2.696230e+03      3.561499e+01   
     0.006239          1.824612        3.188870e+05      3.214636e+05     -2.608501e+03      3.198105e+01   
     0.006239          1.865960        2.887220e+05      2.912153e+05     -2.522321e+03      2.900704e+01   
     0.006239          1.902099        2.791764e+05      2.815888e+05     -2.438942e+03      2.651612e+01   
     0.006239          1.932813        2.522192e+05      2.545507e+05     -2.356056e+03      2.454911e+01   
     0.006239          1.957917        2.521407e+05      2.544736e+05     -2.356056e+03      2.308980e+01   
     0.006239          1.977260        2.431152e+05      2.453650e+05     -2.271723e+03      2.193139e+01   
     0.006239          1.990726        2.312230e+05      2.333991e+05     -2.197262e+03      2.112432e+01   
     0.006239          1.998238        2.265084e+05      2.286849e+05     -2.197262e+03      2.075002e+01   
     0.015318          0.001762        5.096676e+07      5.099730e+07     -3.091594e+04      3.707025e+02   
     0.015318          0.009274        5.018771e+07      5.021799e+07     -3.065215e+04      3.698996e+02   
     0.015318          0.022740        4.657503e+07      4.660259e+07     -2.792536e+04      3.673142e+02   
     0.015318          0.042083        3.471896e+07      3.474271e+07     -2.411474e+04      3.635574e+02   
     0.015318          0.067187        2.325367e+07      2.327384e+07     -2.053545e+04      3.579168e+02   
     0.015318          0.097901        1.621310e+07      1.623035e+07     -1.760133e+04      3.494061e+02   
     0.015318          0.134040        1.176092e+07      1.177581e+07     -1.523667e+04      3.389608e+02   
     0.015318          0.175388        8.860133e+06      8.873183e+06     -1.337707e+04      3.269138e+02   
