#        q                Q               total               1              \delta U         \delta U^2    

     0.001185          0.002477        1.022528e+08      1.022567e+08     -4.192831e+03      3.356989e+02   
     0.001185          0.013035        2.881351e+07      2.881568e+07     -2.446893e+03      2.777892e+02   
     0.001185          0.031962        1.194714e+07      1.194853e+07     -1.611102e+03      2.132543e+02   
     0.001185          0.059149        6.107245e+06      6.108242e+06     -1.163494e+03      1.668564e+02   
     0.001185          0.094434        3.489115e+06      3.489851e+06     -8.706945e+02      1.345467e+02   
     0.001185          0.137603        2.113215e+06      2.113791e+06     -6.869529e+02      1.112253e+02   
     0.001185          0.188398        1.405834e+06      1.406303e+06     -5.633141e+02      9.386602e+01   
     0.001185          0.246513        9.325254e+05      9.329012e+05     -4.554783e+02      7.969718e+01   
     0.001185          0.311599        6.542738e+05      6.545890e+05     -3.843222e+02      6.914934e+01   
     0.001185          0.383263        5.158372e+05      5.161189e+05     -3.412605e+02      5.952749e+01   
     0.001185          0.461075        3.544397e+05      3.546700e+05     -2.828938e+02      5.255803e+01   
     0.001185          0.544568        2.722303e+05      2.724317e+05     -2.479362e+02      4.653173e+01   
     0.001185          0.633238        2.065628e+05      2.067381e+05     -2.159839e+02      4.069973e+01   
     0.001185          0.726554        1.546597e+05      1.548121e+05     -1.869018e+02      3.449608e+01   
     0.001185          0.823952        1.331040e+05      1.332449e+05     -1.733949e+02      3.247142e+01   
     0.001185          0.924849        9.743121e+04      9.755295e+04     -1.483650e+02      2.662532e+01   
     0.001185          1.028636        8.283491e+04      8.294714e+04     -1.368081e+02      2.458132e+01   
     0.001185          1.134690        5.905357e+04      5.914790e+04     -1.155263e+02      2.120089e+01   
     0.001185          1.242372        4.948948e+04      4.957726e+04     -1.057675e+02      1.798714e+01   
     0.001185          1.351036        4.125272e+04      4.133346e+04     -9.657440e+01      1.583680e+01   
     0.001185          1.460028        3.419102e+04      3.426507e+04     -8.792998e+01      1.387487e+01   
     0.001185          1.568692        2.305466e+04      2.311478e+04     -7.221975e+01      1.210115e+01   
     0.001185          1.676375        1.873858e+04      1.879356e+04     -6.512018e+01      1.014191e+01   
     0.001185          1.782429        1.511775e+04      1.516758e+04     -5.850180e+01      8.676121e+00   
     0.001185          1.886216        1.209981e+04      1.214432e+04     -5.234771e+01      7.833662e+00   
     0.001185          1.987112        7.548004e+03      7.583014e+03     -4.136491e+01      6.354864e+00   
     0.001185          2.084511        5.873554e+03      5.905016e+03     -3.650242e+01      5.040613e+00   
     0.001185          2.177826        4.521268e+03      4.548553e+03     -3.203670e+01      4.751245e+00   
     0.001185          2.266496        2.706086e+03      2.726891e+03     -2.422802e+01      3.422657e+00   
     0.001185          2.349989        1.908877e+03      1.926831e+03     -2.085129e+01      2.897202e+00   
     0.001185          2.427801        1.389285e+03      1.404762e+03     -1.780379e+01      2.326041e+00   
     0.001185          2.499466        6.960169e+02      7.068266e+02     -1.262896e+01      1.819203e+00   
     0.001185          2.564551        4.763702e+02      4.856161e+02     -1.046785e+01      1.221985e+00   
     0.001185          2.622666        2.058691e+02      2.118447e+02     -6.913849e+00      9.382959e-01   
     0.001185          2.673461        7.716458e+01      8.086317e+01     -4.271560e+00      5.729748e-01   
     0.001185          2.716631        3.539667e+01      3.767846e+01     -2.615885e+00      3.340896e-01   
     0.001185          2.751915        1.126995e+01      1.279105e+01     -1.675954e+00      1.548587e-01   
