  0.0000000000000000 -0.0306322344790753  0.0094817280570499
  0.1000000000000000 -0.0304979817466420  0.0096463310332439
  0.2000000000000000 -0.0301351266332343  0.0100736571729466
  0.3000000000000000 -0.0295436691388523  0.0107637064761580
  0.4000000000000000 -0.0287429313446431  0.0116844454916541
  0.5000000000000000 -0.0277587431361556  0.0127933790184295
  0.6000000000000001 -0.0266223065231817  0.0140397545272508
  0.7000000000000001 -0.0253688498481289  0.0153671931496208
  0.8000000000000000 -0.0240361453169352  0.0167166071453508
  0.9000000000000000 -0.0226629675259151  0.0180292463731380
  1.0000000000000000 -0.0212875696745143  0.0192497069585642
  1.1000000000000001 -0.0199462484570971  0.0203287351015545
  1.2000000000000002 -0.0186720590899922  0.0212256683658564
  1.3000000000000000 -0.0174937296585556  0.0219103758398687
  1.4000000000000001 -0.0164348101558929  0.0223645865679244
  1.5000000000000000 -0.0155130773754454  0.0225825312336824
  1.6000000000000001 -0.0147402032028372  0.0225708631821421
  1.7000000000000002 -0.0141216815895909  0.0223478689085065
  1.8000000000000000 -0.0136569990858713  0.0219420221919627
  1.9000000000000001 -0.0133400255131536  0.0213899770755421
  2.0000000000000000 -0.0131595952058368  0.0207341300024843
  2.1000000000000001 -0.0131002451131623  0.0200199081175987
  2.2000000000000002 -0.0131430736903412  0.0192929571247298
  2.3000000000000003 -0.0132666836248612  0.0185964069936561
  2.4000000000000004 -0.0134481717307306  0.0179683868848027
  2.5000000000000000 -0.0136641305069290  0.0174399423901325
  2.6000000000000001 -0.0138916276412813  0.0170334798335839
  2.7000000000000002 -0.0141091319436218  0.0167618258713229
  2.8000000000000003 -0.0142973566702046  0.0166279484559740
  2.9000000000000004 -0.0144399938817857  0.0166253402293062
  3.0000000000000000 -0.0145243163618101  0.0167390206287905
  3.1000000000000001 -0.0145416267840995  0.0169470714858350
  3.2000000000000002 -0.0144875374022427  0.0172225855235541
  3.3000000000000003 -0.0143620677211811  0.0175358804225329
  3.4000000000000004 -0.0141695526013994  0.0178568149552310
  3.5000000000000000 -0.0139183591979871  0.0181570393249031
  3.6000000000000001 -0.0136204181221424  0.0184120196822085
  3.7000000000000002 -0.0132905821624600  0.0186026963261794
  3.8000000000000003 -0.0129458345682794  0.0187166649084923
  3.9000000000000004 -0.0126043778299837  0.0187488077922105
  4.0000000000000000 -0.0122846424576616  0.0187013456193438
  4.1000000000000005 -0.0120042626855121  0.0185833237032785
  4.2000000000000002 -0.0117790714767438  0.0184095904926235
  4.2999999999999998 -0.0116221698717934  0.0181993626047724
  4.4000000000000004 -0.0115431249598668  0.0179744998148928
  4.5000000000000000 -0.0115473461639842  0.0177576316694389
  4.6000000000000005 -0.0116356810565464  0.0175702837930613
  4.7000000000000002 -0.0118042598968115  0.0174311462723532
  4.8000000000000007 -0.0120446032224618  0.0173546096117520
