   1      1p3/2   -54.52416451
   2      1s1/2   -52.78723213
   3      1p1/2   -48.56810121
   4      1d3/2   -45.16661614
   5      1d5/2   -44.55791268
   6      2s1/2   -38.15392288
   7      1f5/2   -34.42512145
   8      1f7/2   -34.25961281
   9      3s1/2   -32.81081528
  10      2p1/2   -32.59143818
  11      1g9/2   -28.43038555
  12      2p3/2   -25.20349701
  13      2d5/2   -23.99690986
  14      1g7/2   -23.91011083
  15      2d3/2   -19.56256500
  16     1h11/2   -18.90989349
  17      3p3/2   -16.34942604
  18      2f7/2   -15.64785889
  19      1h9/2   -12.56284365
  20      3p1/2   -11.75980090
  21     1i13/2    -9.59026500
  22      2f5/2    -9.46863440
  23     1i11/2    -1.05595577
  24     1j15/2    -0.32483812
  25      2g9/2    -0.05616618
  26      3d5/2     6.50054500
  27      4s1/2     8.40036816
  28     1k17/2     8.67636223
  29      5s1/2     9.53509931
  30      3g9/2     9.74835475
  31      2h9/2     9.90792852
  32     1j13/2    10.04746989
  33      4p1/2    10.26499705
  34      3d3/2    10.97789397
  35      3f7/2    11.95749348
  36      4p3/2    12.43095304
  37     2h11/2    12.66694281
  38     2i13/2    12.91754420
  39      4d5/2    13.29137912
  40     3h11/2    14.16562137
  41      3f5/2    14.20527962
  42      2g7/2    14.23530378
  43      5d5/2    14.27397363
  44      4d3/2    14.66754705
  45      5d3/2    16.38641238
  46      3g7/2    16.53694903
  47      5p1/2    16.58117512
  48      5p3/2    17.09857871
  49      4g7/2    17.50408704
  50      4f5/2    17.71066069
  51     1l19/2    17.78596291
  52      4f7/2    18.68545369
  53      6s1/2    18.93458042
  54     2i11/2    19.67818424
  55      7s1/2    20.15758807
  56     1k15/2    20.66843039
  57     3i13/2    22.86362644
  58     4i13/2    23.45885580
  59     2j15/2    23.58536506
  60     3j15/2    23.75096012
  61     2j13/2    24.22324259
  62      4g9/2    24.41079890
  63      5g7/2    24.45007755
  64      5f5/2    25.69620552
  65     2k17/2    25.72642923
  66     4h11/2    25.89102080
  67     2k15/2    26.29767572
  68      3h9/2    26.44797802
  69     3i11/2    26.47501594
  70     2l19/2    26.61953079
  71     1m21/2    26.80270216
  72     1l17/2    27.17265687
  73      6d3/2    27.57852817
  74     3j13/2    28.41343262
  75      5f7/2    28.72542549
  76      6p1/2    28.79347356
  77     5h11/2    28.97817207
  78     2m21/2    29.47717340
  79      4h9/2    29.56203053
  80     1m19/2    30.17829401
  81     2l17/2    30.61759430
  82     3k17/2    31.48624742
  83     1n23/2    31.52127965
  84      6g7/2    31.65563673
  85      6p3/2    32.19070839
  86     1n21/2    32.59551028
  87      6d5/2    33.06839855
  88      6f7/2    33.16037283
  89     4i11/2    34.23744331
  90     1o25/2    34.28647923
  91      7p3/2    34.93996711
  92      5g9/2    34.95652079
  93      7d3/2    35.22215350
  94     1o23/2    35.28949994
  95     2n23/2    35.81554406
  96      7d5/2    35.87480536
  97     3k15/2    37.06444191
  98      6g9/2    37.12339776
  99      5h9/2    37.57816493
 100      7p1/2    38.22558317
 101     4j15/2    38.31968452
 102     3l19/2    38.76519222
 103      6h9/2    39.04936698
 104      8p3/2    39.31399718
 105     1P27/2    39.46542100
