   1      1s1/2   -61.13757146
   2      1p3/2   -54.36227934
   3      1p1/2   -53.79134998
   4      1d5/2   -45.83556110
   5      1d3/2   -44.35716529
   6      2s1/2   -42.38132413
   7      1f7/2   -36.96785336
   8      1f5/2   -34.10258787
   9      2p3/2   -31.43618436
  10      2p1/2   -30.47889490
  11      1g9/2   -27.53330309
  12      1g7/2   -22.88855131
  13      2d5/2   -21.13644125
  14      2d3/2   -19.14661347
  15      3s1/2   -18.53334709
  16     1h11/2   -17.97339846
  17      1h9/2   -11.41295823
  18      2f7/2   -11.12017041
  19     1i13/2    -8.58398759
  20      2f5/2    -8.07414423
  21      3p3/2    -8.01774788
  22      3p1/2    -7.03590000
  23      2g9/2    -1.66985453
  24     1i11/2     0.26839693
  25     1j15/2     0.76808065
  26      3d5/2     1.88704036
  27      2g7/2     2.18512792
  28      4s1/2     2.89609980
  29      3d3/2     3.16716573
  30     2h11/2     7.71758298
  31     1k17/2     9.95910236
  32      3f7/2    10.74809826
  33      4p3/2    11.43554140
  34     1j13/2    11.55270523
  35      4p1/2    12.08272576
  36      2h9/2    12.19611758
  37      3f5/2    12.33833515
  38     2i13/2    17.04731038
  39      3g9/2    18.96562047
  40     1l19/2    19.30561669
  41      5s1/2    19.39911348
  42      4f7/2    20.31869641
  43      4d5/2    20.99014202
  44      4f5/2    21.08464103
  45      3g7/2    21.22285831
  46     3h11/2    21.60484116
  47     2i11/2    21.66134778
  48      4d3/2    21.76790184
  49      3h9/2    21.88622702
  50      5p3/2    22.30891600
  51     2j15/2    22.43867345
  52     1k15/2    22.50045239
  53      5p1/2    22.53321728
  54     2j13/2    22.70798839
  55      5d5/2    23.29228616
  56      5d3/2    23.34513358
  57      4g9/2    23.38872817
  58      4g7/2    23.49536682
  59     3i13/2    24.98937599
  60     2k17/2    25.09703968
  61     3i11/2    25.14807585
  62     2k15/2    25.48821547
  63      6p3/2    25.59350748
  64     3j15/2    25.74966654
  65      6p1/2    25.99624501
  66     2l19/2    26.00501408
  67     1l17/2    26.32636960
  68     4h11/2    26.86242276
  69      6s1/2    27.23408123
  70      5f7/2    27.89278185
  71      5f5/2    28.08263804
  72     1m21/2    28.63454410
  73     2m21/2    29.01464360
  74      4h9/2    29.26525268
  75     1m19/2    29.45988403
  76     3j13/2    30.74744680
  77     1n23/2    31.23118189
  78     1n21/2    31.93251680
  79      7s1/2    32.37100447
  80     2l17/2    32.81328299
  81     3k17/2    34.00856592
  82      5g9/2    34.10399057
  83     1o25/2    34.13385196
  84     4i13/2    34.27940657
  85      6d5/2    34.41561609
  86     1o23/2    34.80489539
  87      6d3/2    35.55158672
  88      5g7/2    35.96485526
  89     4i11/2    37.73353014
  90     2n23/2    37.89418950
  91      7d5/2    38.36914835
  92      6f7/2    38.44093834
  93      7d3/2    38.85225071
  94      7p3/2    39.28744534
  95      6f5/2    39.51825992
  96     5i13/2    39.68404220
  97     3k15/2    39.75617847
  98      6g9/2    39.78889766
  99     4j15/2    39.83602186
 100      7p1/2    39.85574959
 101     5h11/2    39.88389004
 102     1P27/2    39.92562760
 103      8s1/2    39.95540520
