  0.0000000000000000 -0.0000000000000000  0.0000000000000000  0.0000000000000000 -0.0000000000000000
  0.1000000000000000 -0.0000000000000000  0.0000000000000000  0.0000000000000000 -0.0000000000000000
  0.2000000000000000 -0.0000000000000000  0.0000000000000000  0.0000000000000000 -0.0000000000000000
  0.3000000000000000 -0.0000000000000000  0.0000000000000000  0.0000000000000000 -0.0000000000000000
  0.4000000000000000 -0.0000000000000000  0.0000000000000000  0.0000000000000000 -0.0000000000000000
  0.5000000000000000 -0.0000000000000001  0.0000000000000000  0.0000000000000000 -0.0000000000000000
  0.6000000000000001 -0.0000000000000010  0.0000000000000000  0.0000000000000000 -0.0000000000000000
  0.7000000000000001 -0.0000000000000081  0.0000000000000000  0.0000000000000000 -0.0000000000000000
  0.8000000000000000 -0.0000000000000519  0.0000000000000000  0.0000000000000002 -0.0000000000000000
  0.9000000000000000 -0.0000000000002656  0.0000000000000000  0.0000000000000012 -0.0000000000000000
  1.0000000000000000 -0.0000000000011393  0.0000000000000000  0.0000000000000066 -0.0000000000000000
  1.1000000000000001 -0.0000000000042372  0.0000000000000000  0.0000000000000297 -0.0000000000000000
  1.2000000000000002 -0.0000000000140014  0.0000000000000001  0.0000000000001174 -0.0000000000000000
  1.3000000000000000 -0.0000000000418818  0.0000000000000002  0.0000000000004137 -0.0000000000000001
  1.4000000000000001 -0.0000000001150597  0.0000000000000007  0.0000000000013238 -0.0000000000000002
  1.5000000000000000 -0.0000000002936609  0.0000000000000017  0.0000000000038963 -0.0000000000000006
  1.6000000000000001 -0.0000000007027643  0.0000000000000041  0.0000000000106613 -0.0000000000000016
  1.7000000000000002 -0.0000000015889045  0.0000000000000093  0.0000000000273551 -0.0000000000000041
  1.8000000000000000 -0.0000000034153091  0.0000000000000200  0.0000000000662902 -0.0000000000000098
  1.9000000000000001 -0.0000000070159110  0.0000000000000413  0.0000000001526341 -0.0000000000000226
  2.0000000000000000 -0.0000000138352266  0.0000000000000818  0.0000000003356212 -0.0000000000000498
  2.1000000000000001 -0.0000000262893726  0.0000000000001563  0.0000000007078221 -0.0000000000001050
  2.2000000000000002 -0.0000000482924644  0.0000000000002889  0.0000000014371258 -0.0000000000002132
  2.3000000000000003 -0.0000000860018791  0.0000000000005177  0.0000000028181513 -0.0000000000004181
  2.4000000000000004 -0.0000001488446106  0.0000000000009021  0.0000000053524962 -0.0000000000007942
  2.5000000000000000 -0.0000002508942016  0.0000000000015314  0.0000000098706269 -0.0000000000014646
  2.6000000000000001 -0.0000004126723204  0.0000000000025377  0.0000000177123750 -0.0000000000026281
  2.7000000000000002 -0.0000006634496244  0.0000000000041118  0.0000000309879342 -0.0000000000045979
  2.8000000000000003 -0.0000010441156896  0.0000000000065243  0.0000000529469081 -0.0000000000078561
  2.9000000000000004 -0.0000016106761222  0.0000000000101513  0.0000000884892077 -0.0000000000131297
  3.0000000000000000 -0.0000024384152539  0.0000000000155069  0.0000001448582347 -0.0000000000214935
  3.1000000000000001 -0.0000036267341220  0.0000000000232819  0.0000002325634822 -0.0000000000345069
  3.2000000000000002 -0.0000053046352317  0.0000000000343899  0.0000003665860339 -0.0000000000543927
  3.3000000000000003 -0.0000076367779404  0.0000000000500209  0.0000005679259026 -0.0000000000842668
  3.4000000000000004 -0.0000108299719167  0.0000000000717026  0.0000008655541097 -0.0000000001284278
  3.5000000000000000 -0.0000151399125170  0.0000000001013691  0.0000012988341701 -0.0000000001927163
  3.6000000000000001 -0.0000208778933861  0.0000000001414358  0.0000019204764632 -0.0000000002849533
  3.7000000000000002 -0.0000284171612497  0.0000000001948806  0.0000028000841098 -0.0000000004154663
  3.8000000000000003 -0.0000381985095639  0.0000000002653282  0.0000040283397123 -0.0000000005977105
  3.9000000000000004 -0.0000507346458906  0.0000000003571367  0.0000057218680555 -0.0000000008489901
  4.0000000000000000 -0.0000666128174536  0.0000000004754831  0.0000080287901527 -0.0000000011912828
  4.1000000000000005 -0.0000864951453524  0.0000000006264445  0.0000111349586132 -0.0000000016521649
  4.2000000000000002 -0.0001111161053174  0.0000000008170714  0.0000152708332402 -0.0000000022658310
  4.2999999999999998 -0.0001412766061811  0.0000000010554498  0.0000207189193927 -0.0000000030741983
  4.4000000000000004 -0.0001778341601436  0.0000000013507459  0.0000278216506649 -0.0000000041280758
  4.5000000000000000 -0.0002216887140671  0.0000000017132311  0.0000369895529410 -0.0000000054883760
  4.6000000000000005 -0.0002737638196677  0.0000000021542815  0.0000487094803264 -0.0000000072273364
  4.7000000000000002 -0.0003349829621725  0.0000000026863473  0.0000635526666543 -0.0000000094297147
  4.8000000000000007 -0.0004062410395448  0.0000000033228902  0.0000821822913480 -0.0000000121939109
  4.9000000000000004 -0.0004883711836081  0.0000000040782824  0.0001053602177399 -0.0000000156329678
  5.0000000000000000 -0.0005821073342971  0.0000000049676683  0.0001339525280396 -0.0000000198753913
  5.1000000000000005 -0.0006880432110508  0.0000000060067840  0.0001689334545357 -0.0000000250657346
