#       k             kp                 O11                    O12                    O21                    O22          
   0.001947       0.001947         -1.036229e-22          -1.269100e-15          1.269100e-15           2.426090e-37      
   0.001947       0.010250         1.751091e-11           -2.823836e-13          1.018962e-14           -2.527563e-22     
   0.001947       0.025159         3.342299e-10           -5.222079e-12          3.133733e-14           -2.899847e-20     
   0.001947       0.046627         2.488713e-09           -3.861892e-11          6.785373e-14           -7.366493e-19     
   0.001947       0.074585         1.142938e-08           -1.761715e-10          1.224598e-13           -8.528727e-18     
   0.001947       0.108938         3.895831e-08           -5.941012e-10          1.978598e-13           -6.034978e-17     
   0.001947       0.149573         1.083137e-07           -1.623936e-09          2.968711e-13           -3.025284e-16     
   0.001947       0.196355         2.593984e-07           -3.793023e-09          4.220647e-13           -1.168297e-15     
   0.001947       0.249129         5.537601e-07           -7.824402e-09          5.747080e-13           -3.660904e-15     
   0.001947       0.307719         1.078024e-06           -1.457785e-08          7.531523e-13           -9.639654e-15     
   0.001947       0.371930         1.944177e-06           -2.494111e-08          9.513578e-13           -2.188698e-14     
   0.001947       0.441550         3.285056e-06           -3.971626e-08          1.158469e-12           -4.375493e-14     
   0.001947       0.516347         5.243759e-06           -5.956582e-08          1.359882e-12           -7.842152e-14     
   0.001947       0.596072         7.956596e-06           -8.506613e-08          1.539355e-12           -1.280657e-13     
   0.001947       0.680461         1.153063e-05           -1.168664e-07          1.681256e-12           -1.933320e-13     
   0.001947       0.769234         1.601859e-05           -1.558984e-07          1.772226e-12           -2.732494e-13     
   0.001947       0.862094         2.139572e-05           -2.035477e-07          1.802161e-12           -3.655075e-13     
   0.001947       0.958735         2.754390e-05           -2.616962e-07          1.764691e-12           -4.668713e-13     
   0.001947       1.058835         3.424849e-05           -3.325667e-07          1.657380e-12           -5.735612e-13     
   0.001947       1.162061         4.121109e-05           -4.183392e-07          1.481687e-12           -6.815275e-13     
   0.001947       1.268071         4.807853e-05           -5.205618e-07          1.242659e-12           -7.866328e-13     
   0.001947       1.376513         5.448395e-05           -6.394372e-07          9.483278e-13           -8.847870e-13     
   0.001947       1.487025         6.009282e-05           -7.731160e-07          6.088753e-13           -9.720788e-13     
   0.001947       1.599241         6.464449e-05           -9.171609e-07          2.357073e-13           -1.044929e-12     
   0.001947       1.712789         6.798083e-05           -1.064338e-06          -1.593839e-13          -1.100270e-12     
   0.001947       1.827291         7.005661e-05           -1.204843e-06          -5.648382e-13          -1.135744e-12     
   0.001947       1.942367         7.093078e-05           -1.326980e-06          -9.696744e-13          -1.149890e-12     
   0.001947       2.057633         7.074275e-05           -1.418225e-06          -1.363612e-12          -1.142301e-12     
   0.001947       2.172709         6.968037e-05           -1.466508e-06          -1.737085e-12          -1.113699e-12     
