  1       10.926746873636336        1.000000000000001 p    3
  2       27.739919724731863        1.000000000000000 s    1
  3        4.877912049474375        1.000000000000000 p    1
  4       26.944679131842381        0.000000000000001 s    1
  5        5.430164302643709        0.000000000000000 d    5
  6       91.729407377836424        0.000000000000000 s    1
  7       23.056340947567833        0.000000000000000 p    1
  8       64.887477892027462        0.000000000000000 s    1
  9       13.629225136930440        0.000000000000000 p    1
 10       22.010285523305111        0.000000000000000 p    3
 11      115.813203903401842        0.000000000000000 p    3
 12       37.208188901284977        0.000000000000000 p    1
 13       57.860220334959671        0.000000000000000 p    1
 14       83.317586745946343        0.000000000000000 p    1
 15       43.197412195326613        0.000000000000000 s    1
 16       13.285270039921279        0.000000000000000 p    3
 17       27.088783967984106        0.000000000000000 d    5
 18      169.075387901877832        0.000000000000000 s    1
 19      125.364090925518013        0.000000000000000 d    5
 20       36.151093961300532        0.000000000000000 p    3
 21       56.459416038110618        0.000000000000000 p    3
 22       82.789006243140335        0.000000000000000 p    3
 23      164.620660843179280        0.000000000000000 f    5
 24      158.126688223145720        0.000000000000000 p    3
 25       12.074130367355604        0.000000000000000 d    3
 26       17.196108854619897        0.000000000000000 d    3
 27       29.359185260751516        0.000000000000000 d    3
 28       45.830574037159664        0.000000000000000 d    3
 29       67.731698726023282        0.000000000000000 d    3
 30       94.371970975579032        0.000000000000000 d    3
 31       15.760891628018772        0.000000000000000 d    5
 32      121.847819571800585        0.000000000000000 g    9
 33      158.823036459663399        0.000000000000000 p    1
 34       88.411113850678873        0.000000000000000 g    9
 35       59.191801172311742        0.000000000000000 h    9
 36       42.979113105592198        0.000000000000000 d    5
 37       64.004720435482170        0.000000000000000 d    5
 38       91.662630085991481        0.000000000000000 d    5
 39      109.425709022380303        0.000000000000000 h   11
 40      169.115322132839481        0.000000000000000 d    5
 41       17.555675972695706        0.000000000000000 f    5
 42       25.805482093231110        0.000000000000000 f    5
 43       39.298825365456629        0.000000000000000 f    5
 44       60.101460044596287        0.000000000000000 f    5
 45       86.633531347821318        0.000000000000000 f    5
 46      120.838340263891823        0.000000000000000 f    5
 47       81.759473676145390        0.000000000000000 j   13
 48       16.082349947420450        0.000000000000000 f    7
 49       21.153329188729572        0.000000000000000 f    7
 50       35.013720593795533        0.000000000000000 f    7
 51       54.504242579774193        0.000000000000000 f    7
 52       80.923129997404672        0.000000000000000 f    7
 53      113.312956090065626        0.000000000000000 f    7
 54      156.020154621535653        0.000000000000000 f    7
 55       20.614132836809965        0.000000000000000 g    7
 56       32.103968065366367        0.000000000000000 g    7
 57       46.757942841467425        0.000000000000000 g    7
 58       67.977894847567526        0.000000000000000 g    7
 59       96.081682455181578        0.000000000000000 g    7
 60      131.788599438489143        0.000000000000000 g    7
 61      178.761113724495004        0.000000000000000 g    7
 62       20.456411597529943        0.000000000000000 g    9
 63       61.192729047658496        0.000000000000000 g    9
 64      172.475713213199157        0.000000000000000 d    3
 65       41.743859124507537        0.000000000000000 g    9
 66      157.524784061859947        0.000000000000000 m   21
 67       68.532935330736365        0.000000000000000 o   23
 68      164.735109699688337        0.000000000000000 g    9
 69       25.269849288909480        0.000000000000000 h    9
 70       40.319282977768118        0.000000000000000 h    9
 71       85.153173052006622        0.000000000000000 p   27
 72       85.287099588449337        0.000000000000000 h    9
 73      120.017830514414698        0.000000000000000 h    9
 74      169.143314131074874        0.000000000000000 h    9
 75       25.179192037188319        0.000000000000000 h   11
 76       39.040730584914613        0.000000000000000 h   11
 77       54.128933683719012        0.000000000000000 h   11
 78       77.385633925434817        0.000000000000000 h   11
 79      116.376333608732551        0.000000000000000 m   21
 80      149.812925626747301        0.000000000000000 h   11
 81       28.589297213891843        0.000000000000000 i   11
 82       45.458080495643259        0.000000000000000 i   11
 83       66.124188246287247        0.000000000000000 i   11
 84       93.235260654341772        0.000000000000000 i   11
 85      128.860088770895288        0.000000000000000 i   11
 86      180.534496899331174        0.000000000000000 i   11
 87       28.543972721736129        0.000000000000000 i   13
 88       44.940489814923787        0.000000000000000 i   13
 89       63.017912828623324        0.000000000000000 i   13
 90       85.957125763477876        0.000000000000000 i   13
 91      118.464750100431090        0.000000000000000 i   13
 92      158.424662525870559        0.000000000000000 i   13
 93       34.920860521737048        0.000000000000000 j   13
 94       55.741730201036852        0.000000000000000 j   13
 95       29.639736859808888        0.000000000000000 g    9
 96      115.450796614328510        0.000000000000000 j   13
 97      165.998607187320999        0.000000000000000 j   13
 98       34.864218201990404        0.000000000000000 j   15
 99       55.272689024017701        0.000000000000000 j   15
100       78.565413433644508        0.000000000000000 j   15
