#        q              total               1              \delta U         \delta U^2    

     0.001185        5.451854e+03      5.454202e+03     -2.503117e+00      1.550925e-01   
     0.006239        5.451853e+03      5.454202e+03     -2.503844e+00      1.550884e-01   
     0.015318        5.451853e+03      5.454202e+03     -2.503828e+00      1.550599e-01   
     0.028399        3.601253e+03      3.603600e+03     -2.502368e+00      1.549696e-01   
     0.045447        2.315808e+03      2.318152e+03     -2.498715e+00      1.548427e-01   
     0.066417        1.548443e+03      1.550780e+03     -2.491331e+00      1.546085e-01   
     0.091251        1.051769e+03      1.054092e+03     -2.477709e+00      1.542255e-01   
     0.119882        7.584556e+02      7.607600e+02     -2.458065e+00      1.536424e-01   
     0.152235        5.426428e+02      5.449180e+02     -2.428007e+00      1.528205e-01   
     0.188220        3.999829e+02      4.022200e+02     -2.388802e+00      1.517106e-01   
     0.227742        2.962650e+02      2.984520e+02     -2.337297e+00      1.502904e-01   
     0.270694        2.216647e+02      2.237900e+02     -2.273868e+00      1.485473e-01   
     0.316959        1.607073e+02      1.627500e+02     -2.189241e+00      1.464957e-01   
     0.366414        1.247657e+02      1.267300e+02     -2.108520e+00      1.441830e-01   
     0.418925        9.459185e+01      9.646000e+01     -2.009839e+00      1.416909e-01   
     0.474351        7.427675e+01      7.604800e+01     -1.910392e+00      1.391388e-01   
     0.532541        5.708543e+01      5.874000e+01     -1.791241e+00      1.366731e-01   
     0.593339        4.609613e+01      4.764200e+01     -1.680337e+00      1.344644e-01   
     0.656582        3.962335e+01      4.108000e+01     -1.589338e+00      1.326886e-01   
     0.722098        3.109293e+01      3.241200e+01     -1.450572e+00      1.315003e-01   
     0.789711        2.616083e+01      2.737000e+01     -1.340169e+00      1.309974e-01   
     0.859239        1.978893e+01      2.083200e+01     -1.174316e+00      1.312465e-01   
     0.930495        1.619354e+01      1.711000e+01     -1.048658e+00      1.322027e-01   
     1.003286        1.307372e+01      1.386000e+01     -9.199788e-01      1.337036e-01   
     1.077416        1.039468e+01      1.105000e+01     -7.907990e-01      1.354790e-01   
     1.152685        8.121331e+00      8.648000e+00     -6.639330e-01      1.372637e-01   
     1.228890        6.218314e+00      6.622000e+00     -5.423741e-01      1.386878e-01   
     1.305826        4.650303e+00      4.940000e+00     -4.290575e-01      1.393607e-01   
     1.383286        2.846662e+00      2.992000e+00     -2.843245e-01      1.389862e-01   
     1.461060        1.966327e+00      2.030000e+00     -2.011030e-01      1.374298e-01   
     1.538940        1.039871e+00      1.012000e+00     -1.066907e-01      1.345619e-01   
     1.616714        4.934916e-01      4.080000e-01     -4.491615e-02      1.304077e-01   
     1.694174        1.498758e-01      2.800000e-02     -3.225045e-03      1.251008e-01   
     1.771110        1.188108e-01      0.000000e+00      0.000000e+00      1.188108e-01   
     1.847315        1.117711e-01      0.000000e+00      0.000000e+00      1.117711e-01   
     1.922584        1.042586e-01      0.000000e+00      0.000000e+00      1.042586e-01   
     1.996714        9.653826e-02      0.000000e+00      0.000000e+00      9.653826e-02   
     2.069505        8.884913e-02      0.000000e+00      0.000000e+00      8.884913e-02   
     2.140761        8.137860e-02      0.000000e+00      0.000000e+00      8.137860e-02   
     2.210289        7.427176e-02      0.000000e+00      0.000000e+00      7.427176e-02   
     2.277902        6.764166e-02      0.000000e+00      0.000000e+00      6.764166e-02   
     2.343418        6.155702e-02      0.000000e+00      0.000000e+00      6.155702e-02   
     2.406661        5.606247e-02      0.000000e+00      0.000000e+00      5.606247e-02   
     2.467459        5.115476e-02      0.000000e+00      0.000000e+00      5.115476e-02   
     2.525649        4.680817e-02      0.000000e+00      0.000000e+00      4.680817e-02   
     2.581075        4.298720e-02      0.000000e+00      0.000000e+00      4.298720e-02   
     2.633586        3.964941e-02      0.000000e+00      0.000000e+00      3.964941e-02   
     2.683041        3.675456e-02      0.000000e+00      0.000000e+00      3.675456e-02   
     2.729306        3.425218e-02      0.000000e+00      0.000000e+00      3.425218e-02   
     2.772258        3.209614e-02      0.000000e+00      0.000000e+00      3.209614e-02   
     2.811780        3.024789e-02      0.000000e+00      0.000000e+00      3.024789e-02   
     2.847765        2.867345e-02      0.000000e+00      0.000000e+00      2.867345e-02   
     2.880118        2.733861e-02      0.000000e+00      0.000000e+00      2.733861e-02   
     2.908749        2.622021e-02      0.000000e+00      0.000000e+00      2.622021e-02   
     2.933583        2.529382e-02      0.000000e+00      0.000000e+00      2.529382e-02   
     2.954553        2.454336e-02      0.000000e+00      0.000000e+00      2.454336e-02   
     2.971601        2.395266e-02      0.000000e+00      0.000000e+00      2.395266e-02   
