#       k             kp                  U           
   0.001185       0.001185         1.000000e+00      
   0.001185       0.006239         -1.173478e-12     
   0.001185       0.015318         -3.607873e-12     
   0.001185       0.028399         -7.800200e-12     
   0.001185       0.045447         -1.402506e-11     
   0.001185       0.066417         -2.250681e-11     
   0.001185       0.091251         -3.343245e-11     
   0.001185       0.119882         -4.696000e-11     
   0.001185       0.152235         -6.322507e-11     
   0.001185       0.188220         -8.234630e-11     
   0.001185       0.227742         -1.044300e-10     
   0.001185       0.270694         -1.295734e-10     
   0.001185       0.316959         -1.578672e-10     
   0.001185       0.366414         -1.893950e-10     
   0.001185       0.418925         -2.242310e-10     
   0.001185       0.474351         -2.624349e-10     
   0.001185       0.532541         -3.040430e-10     
   0.001185       0.593339         -3.490564e-10     
   0.001185       0.656582         -3.974267e-10     
   0.001185       0.722098         -4.490384e-10     
   0.001185       0.789711         -5.036918e-10     
   0.001185       0.859239         -5.610849e-10     
   0.001185       0.930495         -6.207986e-10     
   0.001185       1.003286         -6.822856e-10     
   0.001185       1.077416         -7.448653e-10     
   0.001185       1.152685         -8.077264e-10     
   0.001185       1.228890         -8.699391e-10     
   0.001185       1.305826         -9.304751e-10     
   0.001185       1.383286         -9.882381e-10     
   0.001185       1.461060         -1.042101e-09     
   0.001185       1.538940         -1.090951e-09     
   0.001185       1.616714         -1.133733e-09     
   0.001185       1.694174         -1.169500e-09     
   0.001185       1.771110         -1.197455e-09     
   0.001185       1.847315         -1.216989e-09     
   0.001185       1.922584         -1.227708e-09     
   0.001185       1.996714         -1.229451e-09     
   0.001185       2.069505         -1.222297e-09     
   0.001185       2.140761         -1.206556e-09     
   0.001185       2.210289         -1.182748e-09     
   0.001185       2.277902         -1.151579e-09     
   0.001185       2.343418         -1.113901e-09     
   0.001185       2.406661         -1.070670e-09     
   0.001185       2.467459         -1.022906e-09     
   0.001185       2.525649         -9.716420e-10     
   0.001185       2.581075         -9.178879e-10     
   0.001185       2.633586         -8.625911e-10     
   0.001185       2.683041         -8.066049e-10     
   0.001185       2.729306         -7.506620e-10     
   0.001185       2.772258         -6.953547e-10     
   0.001185       2.811780         -6.411179e-10     
   0.001185       2.847765         -5.882155e-10     
   0.001185       2.880118         -5.367258e-10     
   0.001185       2.908749         -4.865189e-10     
   0.001185       2.933583         -4.372194e-10     
   0.001185       2.954553         -3.881301e-10     
   0.001185       2.971601         -3.380716e-10     
   0.001185       2.984682         -2.849948e-10     
   0.001185       2.993761         -2.248394e-10     
   0.001185       2.998815         -1.464423e-10     
   0.001185       3.004739         -2.905188e-10     
   0.001185       3.024957         -4.306294e-10     
   0.001185       3.061273         -5.111730e-10     
   0.001185       3.113597         -5.484023e-10     
   0.001185       3.181789         -5.458495e-10     
   0.001185       3.265666         -5.048363e-10     
   0.001185       3.365002         -4.276399e-10     
   0.001185       3.479529         -3.194539e-10     
   0.001185       3.608938         -1.898800e-10     
   0.001185       3.752880         -5.370313e-11     
   0.001185       3.910968         6.974535e-11      
   0.001185       4.082775         -2.886445e-07     
   0.001185       4.267838         -2.673710e-07     
   0.001185       4.465657         -2.353627e-07     
   0.001185       4.675701         -1.957258e-07     
   0.001185       4.897402         -1.526442e-07     
   0.001185       5.130163         -1.104892e-07     
   0.001185       5.373356         -7.290135e-08     
   0.001185       5.626327         -4.217301e-08     
   0.001185       5.888392         -1.911311e-08     
   0.001185       6.158845         -3.328659e-09     
   0.001185       6.436958         6.305067e-09      
   0.001185       6.721980         1.120738e-08      
   0.001185       7.013143         1.278960e-08      
   0.001185       7.309662         1.228252e-08      
   0.001185       7.610739         1.065554e-08      
   0.001185       7.915560         8.600108e-09      
   0.001185       8.223305         6.555507e-09      
   0.001185       8.533144         4.760449e-09      
   0.001185       8.844241         3.310366e-09      
   0.001185       9.155759         2.211104e-09      
   0.001185       9.466856         1.420445e-09      
   0.001185       9.776695         8.772880e-10      
   0.001185       10.084440        5.195565e-10      
   0.001185       10.389261        2.932883e-10      
   0.001185       10.690338        1.558953e-10      
   0.001185       10.986857        7.604370e-11      
   0.001185       11.278020        3.193275e-11      
   0.001185       11.563042        9.120633e-12      
   0.001185       11.841155        -1.551395e-12     
   0.001185       12.111608        -5.679838e-12     
   0.001185       12.373673        -6.541149e-12     
   0.001185       12.626644        -5.929525e-12     
   0.001185       12.869837        -4.814940e-12     
   0.001185       13.102598        -3.650959e-12     
   0.001185       13.324299        -2.636260e-12     
   0.001185       13.534343        -1.824275e-12     
   0.001185       13.732162        -1.488340e-12     
   0.001185       13.917225        -9.376702e-13     
   0.001185       14.089032        -5.622710e-13     
   0.001185       14.247120        -3.109068e-13     
   0.001185       14.391062        -1.459836e-13     
   0.001185       14.520471        -4.064931e-14     
   0.001185       14.634998        2.396461e-14      
   0.001185       14.734334        6.093857e-14      
   0.001185       14.818211        7.975435e-14      
   0.001185       14.886403        1.046151e-13      
   0.001185       14.938727        1.418934e-13      
   0.001185       14.975043        -1.427139e-13     
   0.001185       14.995261        -5.352716e-14     
   0.006239       0.001185         -1.173482e-12     
   0.006239       0.006239         1.000000e+00      
   0.006239       0.015318         -2.897105e-11     
   0.006239       0.028399         -6.263524e-11     
   0.006239       0.045447         -1.126206e-10     
   0.006239       0.066417         -1.807287e-10     
   0.006239       0.091251         -2.684610e-10     
   0.006239       0.119882         -3.770866e-10     
   0.006239       0.152235         -5.076944e-10     
   0.006239       0.188220         -6.612369e-10     
   0.006239       0.227742         -8.385677e-10     
   0.006239       0.270694         -1.040469e-09     
   0.006239       0.316959         -1.267666e-09     
   0.006239       0.366414         -1.520833e-09     
   0.006239       0.418925         -1.800564e-09     
   0.006239       0.474351         -2.107340e-09     
   0.006239       0.532541         -2.441451e-09     
   0.006239       0.593339         -2.802907e-09     
   0.006239       0.656582         -3.191318e-09     
   0.006239       0.722098         -3.605758e-09     
   0.006239       0.789711         -4.044622e-09     
   0.006239       0.859239         -4.505486e-09     
   0.006239       0.930495         -4.984985e-09     
   0.006239       1.003286         -5.478723e-09     
   0.006239       1.077416         -5.981235e-09     
   0.006239       1.152685         -6.486007e-09     
   0.006239       1.228890         -6.985572e-09     
   0.006239       1.305826         -7.471674e-09     
   0.006239       1.383286         -7.935509e-09     
   0.006239       1.461060         -8.368029e-09     
   0.006239       1.538940         -8.760289e-09     
   0.006239       1.616714         -9.103828e-09     
   0.006239       1.694174         -9.391037e-09     
   0.006239       1.771110         -9.615515e-09     
   0.006239       1.847315         -9.772370e-09     
   0.006239       1.922584         -9.858441e-09     
   0.006239       1.996714         -9.872441e-09     
   0.006239       2.069505         -9.814998e-09     
   0.006239       2.140761         -9.688593e-09     
   0.006239       2.210289         -9.497418e-09     
   0.006239       2.277902         -9.247132e-09     
   0.006239       2.343418         -8.944579e-09     
   0.006239       2.406661         -8.597443e-09     
   0.006239       2.467459         -8.213897e-09     
   0.006239       2.525649         -7.802250e-09     
   0.006239       2.581075         -7.370607e-09     
   0.006239       2.633586         -6.926576e-09     
   0.006239       2.683041         -6.477009e-09     
   0.006239       2.729306         -6.027791e-09     
   0.006239       2.772258         -5.583675e-09     
   0.006239       2.811780         -5.148155e-09     
   0.006239       2.847765         -4.723352e-09     
   0.006239       2.880118         -4.309891e-09     
   0.006239       2.908749         -3.906732e-09     
   0.006239       2.933583         -3.510858e-09     
   0.006239       2.954553         -3.116673e-09     
   0.006239       2.971601         -2.714705e-09     
   0.006239       2.984682         -2.288500e-09     
   0.006239       2.993761         -1.805454e-09     
   0.006239       2.998815         -1.175927e-09     
   0.006239       3.004739         -2.332857e-09     
   0.006239       3.024957         -3.457942e-09     
   0.006239       3.061273         -4.104705e-09     
   0.006239       3.113597         -4.403656e-09     
   0.006239       3.181789         -4.383158e-09     
   0.006239       3.265666         -4.053825e-09     
   0.006239       3.365002         -3.433943e-09     
   0.006239       3.479529         -2.565214e-09     
   0.006239       3.608938         -1.524740e-09     
   0.006239       3.752880         -4.312449e-10     
   0.006239       3.910968         5.600429e-10      
   0.006239       4.082775         -2.317794e-06     
   0.006239       4.267838         -2.146971e-06     
   0.006239       4.465657         -1.889948e-06     
   0.006239       4.675701         -1.571668e-06     
   0.006239       4.897402         -1.225726e-06     
   0.006239       5.130163         -8.872257e-07     
   0.006239       5.373356         -5.853980e-07     
   0.006239       5.626327         -3.386514e-07     
   0.006239       5.888392         -1.534815e-07     
   0.006239       6.158845         -2.673280e-08     
   0.006239       6.436958         5.062605e-08      
