#       k             kp                  U           
   0.001185       0.001185         1.000000e+00      
   0.001185       0.006239         -4.200504e-16     
   0.001185       0.015318         -3.136521e-15     
   0.001185       0.028399         -1.216238e-14     
   0.001185       0.045447         -3.243320e-14     
   0.001185       0.066417         -6.497409e-14     
   0.001185       0.091251         -9.554269e-14     
   0.001185       0.119882         -7.386432e-14     
   0.001185       0.152235         1.176209e-13      
   0.001185       0.188220         7.026070e-13      
   0.001185       0.227742         2.048702e-12      
   0.001185       0.270694         4.689960e-12      
   0.001185       0.316959         9.318020e-12      
   0.001185       0.366414         1.673005e-11      
   0.001185       0.418925         2.773237e-11      
   0.001185       0.474351         4.301147e-11      
   0.001185       0.532541         6.299358e-11      
   0.001185       0.593339         8.771585e-11      
   0.001185       0.656582         1.167269e-10      
   0.001185       0.722098         1.490257e-10      
   0.001185       0.789711         1.830434e-10      
   0.001185       0.859239         2.166691e-10      
   0.001185       0.930495         2.473208e-10      
   0.001185       1.003286         2.720670e-10      
   0.001185       1.077416         2.878008e-10      
   0.001185       1.152685         2.914662e-10      
   0.001185       1.228890         2.803259e-10      
   0.001185       1.305826         2.522513e-10      
   0.001185       1.383286         2.060033e-10      
   0.001185       1.461060         1.414672e-10      
   0.001185       1.538940         5.978551e-11      
   0.001185       1.616714         -3.661736e-11     
   0.001185       1.694174         -1.441809e-10     
   0.001185       1.771110         -2.584628e-10     
   0.001185       1.847315         -3.745424e-10     
   0.001185       1.922584         -4.874568e-10     
   0.001185       1.996714         -5.926392e-10     
   0.001185       2.069505         -6.862893e-10     
   0.001185       2.140761         -7.656224e-10     
   0.001185       2.210289         -8.289933e-10     
   0.001185       2.277902         -8.758494e-10     
   0.001185       2.343418         -9.065875e-10     
   0.001185       2.406661         -9.223604e-10     
   0.001185       2.467459         -9.248082e-10     
   0.001185       2.525649         -9.158241e-10     
   0.001185       2.581075         -8.973695e-10     
   0.001185       2.633586         -8.713073e-10     
   0.001185       2.683041         -8.393022e-10     
   0.001185       2.729306         -8.027634e-10     
   0.001185       2.772258         -7.628181e-10     
   0.001185       2.811780         -7.203067e-10     
   0.001185       2.847765         -6.757975e-10     
   0.001185       2.880118         -6.295827e-10     
   0.001185       2.908749         -5.816690e-10     
   0.001185       2.933583         -5.317686e-10     
   0.001185       2.954553         -4.791881e-10     
   0.001185       2.971601         -4.226581e-10     
   0.001185       2.984682         -3.598394e-10     
   0.001185       2.993761         -2.858770e-10     
   0.001185       2.998815         -1.869313e-10     
   0.001185       3.004739         -3.725871e-10     
   0.001185       3.024957         -5.613859e-10     
   0.001185       3.061273         -6.873588e-10     
   0.001185       3.113597         -7.743393e-10     
   0.001185       3.181789         -8.288402e-10     
