#       k             kp                  U           
   0.001185       0.001185         1.000000e+00      
   0.001185       0.006239         -3.771989e-12     
   0.001185       0.015318         -1.159701e-11     
   0.001185       0.028399         -2.507256e-11     
   0.001185       0.045447         -4.508104e-11     
   0.001185       0.066417         -7.234292e-11     
   0.001185       0.091251         -1.074579e-10     
   0.001185       0.119882         -1.509312e-10     
   0.001185       0.152235         -2.031945e-10     
   0.001185       0.188220         -2.646221e-10     
   0.001185       0.227742         -3.355445e-10     
   0.001185       0.270694         -4.162579e-10     
   0.001185       0.316959         -5.070287e-10     
   0.001185       0.366414         -6.080894e-10     
   0.001185       0.418925         -7.196274e-10     
   0.001185       0.474351         -8.417628e-10     
   0.001185       0.532541         -9.745145e-10     
   0.001185       0.593339         -1.117757e-09     
   0.001185       0.656582         -1.271169e-09     
   0.001185       0.722098         -1.434173e-09     
   0.001185       0.789711         -1.605877e-09     
   0.001185       0.859239         -1.785023e-09     
   0.001185       0.930495         -1.969943e-09     
   0.001185       1.003286         -2.158537e-09     
   0.001185       1.077416         -2.348277e-09     
   0.001185       1.152685         -2.536243e-09     
   0.001185       1.228890         -2.719189e-09     
   0.001185       1.305826         -2.893645e-09     
   0.001185       1.383286         -3.056042e-09     
   0.001185       1.461060         -3.202869e-09     
   0.001185       1.538940         6.254646e-08      
   0.001185       1.616714         6.012928e-08      
   0.001185       1.694174         5.613936e-08      
   0.001185       1.771110         5.059916e-08      
   0.001185       1.847315         4.359231e-08      
   0.001185       1.922584         3.525987e-08      
   0.001185       1.996714         2.579335e-08      
   0.001185       2.069505         1.542508e-08      
   0.001185       2.140761         4.416610e-09      
   0.001185       2.210289         -6.953752e-09     
   0.001185       2.277902         -1.840360e-08     
   0.001185       2.343418         -2.965806e-08     
   0.001185       2.406661         -4.046005e-08     
   0.001185       2.467459         -5.057828e-08     
   0.001185       2.525649         -5.981301e-08     
   0.001185       2.581075         -6.799922e-08     
   0.001185       2.633586         -7.500736e-08     
   0.001185       2.683041         -8.074206e-08     
   0.001185       2.729306         -8.513883e-08     
   0.001185       2.772258         -8.815932e-08     
   0.001185       2.811780         -8.978537e-08     
   0.001185       2.847765         -9.001186e-08     
   0.001185       2.880118         -8.883854e-08     
   0.001185       2.908749         -8.625981e-08     
   0.001185       2.933583         -8.225130e-08     
   0.001185       2.954553         -7.674898e-08     
   0.001185       2.971601         -6.961096e-08     
   0.001185       2.984682         -6.053175e-08     
   0.001185       2.993761         -4.879482e-08     
   0.001185       2.998815         -3.216453e-08     
   0.001185       3.004739         -6.471318e-08     
   0.001185       3.024957         -1.006450e-07     
   0.001185       3.061273         -1.302910e-07     
   0.001185       3.113597         -1.586273e-07     
   0.001185       3.181789         -1.870367e-07     
   0.001185       3.265666         -2.154872e-07     
   0.001185       3.365002         -2.429799e-07     
   0.001185       3.479529         -2.677291e-07     
   0.001185       3.608938         -2.873638e-07     
   0.001185       3.752880         -2.992532e-07     
   0.001185       3.910968         -3.009846e-07     
   0.001185       4.082775         -2.909421e-07     
   0.001185       4.267838         -2.688563e-07     
   0.001185       4.465657         -2.361374e-07     
   0.001185       4.675701         -1.958177e-07     
   0.001185       4.897402         -1.520370e-07     
   0.001185       5.130163         -1.091854e-07     
   0.001185       5.373356         -7.098579e-08     
   0.001185       5.626327         -3.983915e-08     
   0.001185       5.888392         -1.663070e-08     
   0.001185       6.158845         -9.701319e-10     
   0.001185       6.436958         8.336407e-09      
   0.001185       6.721980         1.281051e-08      
   0.001185       7.013143         1.395521e-08      
   0.001185       7.309662         1.305984e-08      
   0.001185       7.610739         1.111975e-08      
   0.001185       7.915560         8.830764e-09      
   0.001185       8.223305         6.625030e-09      
   0.001185       8.533144         4.728866e-09      
   0.001185       8.844241         3.223665e-09      
   0.001185       9.155759         2.101811e-09      
   0.001185       9.466856         1.309521e-09      
   0.001185       9.776695         7.766449e-10      
   0.001185       10.084440        4.346317e-10      
   0.001185       10.389261        2.253087e-10      
   0.001185       10.690338        1.036653e-10      
   0.001185       10.986857        3.722219e-11      
   0.001185       11.278020        3.856315e-12      
   0.001185       11.563042        -1.072666e-11     
   0.001185       11.841155        -1.531688e-11     
   0.001185       12.111608        -1.507787e-11     
   0.001185       12.373673        -1.287563e-11     
   0.001185       12.626644        -1.015604e-11     
   0.001185       12.869837        -7.613550e-12     
   0.001185       13.102598        -5.494398e-12     
   0.001185       13.324299        -3.846978e-12     
   0.001185       13.534343        -2.618911e-12     
   0.001185       13.732162        -2.010719e-12     
   0.001185       13.917225        -1.282410e-12     
   0.001185       14.089032        -7.912091e-13     
   0.001185       14.247120        -4.644098e-13     
   0.001185       14.391062        -2.503240e-13     
   0.001185       14.520471        -1.125843e-13     
   0.001185       14.634998        -2.636228e-14     
   0.001185       14.734334        2.513336e-14      
   0.001185       14.818211        5.318516e-14      
   0.001185       14.886403        6.506299e-14      
   0.001185       14.938727        7.127004e-14      
   0.001185       14.975043        1.448805e-13      
   0.001185       14.995261        2.556178e-13      
   0.006239       0.001185         -3.771997e-12     
   0.006239       0.006239         1.000000e+00      
   0.006239       0.015318         -9.312329e-11     
   0.006239       0.028399         -2.013312e-10     
   0.006239       0.045447         -3.619981e-10     
   0.006239       0.066417         -5.809095e-10     
   0.006239       0.091251         -8.628804e-10     
   0.006239       0.119882         -1.211969e-09     
   0.006239       0.152235         -1.631640e-09     
   0.006239       0.188220         -2.124900e-09     
   0.006239       0.227742         -2.694403e-09     
   0.006239       0.270694         -3.342528e-09     
   0.006239       0.316959         -4.071411e-09     
   0.006239       0.366414         -4.882923e-09     
   0.006239       0.418925         -5.778568e-09     
   0.006239       0.474351         -6.759309e-09     
   0.006239       0.532541         -7.825298e-09     
   0.006239       0.593339         -8.975532e-09     
   0.006239       0.656582         -1.020742e-08     
   0.006239       0.722098         -1.151633e-08     
   0.006239       0.789711         -1.289511e-08     
   0.006239       0.859239         -1.433365e-08     
   0.006239       0.930495         -1.581855e-08     
   0.006239       1.003286         -1.733294e-08     
   0.006239       1.077416         -1.885655e-08     
   0.006239       1.152685         -2.036592e-08     
   0.006239       1.228890         -2.183497e-08     
   0.006239       1.305826         -2.323584e-08     
   0.006239       1.383286         -2.453989e-08     
   0.006239       1.461060         -2.571890e-08     
   0.006239       1.538940         5.022207e-07      
   0.006239       1.616714         4.828117e-07      
   0.006239       1.694174         4.507738e-07      
   0.006239       1.771110         4.062874e-07      
   0.006239       1.847315         3.500241e-07      
   0.006239       1.922584         2.831164e-07      
   0.006239       1.996714         2.071023e-07      
   0.006239       2.069505         1.238471e-07      
   0.006239       2.140761         3.545125e-08      
   0.006239       2.210289         -5.585063e-08     
   0.006239       2.277902         -1.477908e-07     
   0.006239       2.343418         -2.381621e-07     
   0.006239       2.406661         -3.249002e-07     
   0.006239       2.467459         -4.061478e-07     
   0.006239       2.525649         -4.803010e-07     
   0.006239       2.581075         -5.460348e-07     
   0.006239       2.633586         -6.023090e-07     
   0.006239       2.683041         -6.483575e-07     
   0.006239       2.729306         -6.836626e-07     
   0.006239       2.772258         -7.079164e-07     
   0.006239       2.811780         -7.209730e-07     
   0.006239       2.847765         -7.227913e-07     
   0.006239       2.880118         -7.133693e-07     
   0.006239       2.908749         -6.926619e-07     
   0.006239       2.933583         -6.604737e-07     
   0.006239       2.954553         -6.162902e-07     
   0.006239       2.971601         -5.589722e-07     
   0.006239       2.984682         -4.860666e-07     
   0.006239       2.993761         -3.918197e-07     
   0.006239       2.998815         -2.582793e-07     
   0.006239       3.004739         -5.196431e-07     
   0.006239       3.024957         -8.081735e-07     
   0.006239       3.061273         -1.046229e-06     
   0.006239       3.113597         -1.273767e-06     
   0.006239       3.181789         -1.501892e-06     
   0.006239       3.265666         -1.730348e-06     
   0.006239       3.365002         -1.951112e-06     
   0.006239       3.479529         -2.149846e-06     
   0.006239       3.608938         -2.307511e-06     
   0.006239       3.752880         -2.402983e-06     
   0.006239       3.910968         -2.416887e-06     
   0.006239       4.082775         -2.336247e-06     
   0.006239       4.267838         -2.158900e-06     
   0.006239       4.465657         -1.896170e-06     
   0.006239       4.675701         -1.572407e-06     
   0.006239       4.897402         -1.220852e-06     
   0.006239       5.130163         -8.767564e-07     
   0.006239       5.373356         -5.700162e-07     
   0.006239       5.626327         -3.199105e-07     
   0.006239       5.888392         -1.335478e-07     
   0.006239       6.158845         -7.793916e-09     
   0.006239       6.436958         6.693763e-08      
   0.006239       6.721980         1.028650e-07      
   0.006239       7.013143         1.120575e-07      
   0.006239       7.309662         1.048683e-07      
   0.006239       7.610739         8.928994e-08      
   0.006239       7.915560         7.090987e-08      
   0.006239       8.223305         5.319821e-08      
   0.006239       8.533144         3.797229e-08      
   0.006239       8.844241         2.588573e-08      
   0.006239       9.155759         1.687737e-08      
   0.006239       9.466856         1.051536e-08      
   0.006239       9.776695         6.236416e-09      
   0.006239       10.084440        3.490076e-09      
   0.006239       10.389261        1.809225e-09      
   0.006239       10.690338        8.324343e-10      
   0.006239       10.986857        2.988978e-10      
   0.006239       11.278020        3.096989e-11      
   0.006239       11.563042        -8.613201e-11     
   0.006239       11.841155        -1.229923e-10     
   0.006239       12.111608        -1.210738e-10     
   0.006239       12.373673        -1.033903e-10     
   0.006239       12.626644        -8.155245e-11     
   0.006239       12.869837        -6.113655e-11     
   0.006239       13.102598        -4.411994e-11     
   0.006239       13.324299        -3.089125e-11     
   0.006239       13.534343        -2.102994e-11     
   0.006239       13.732162        -1.614622e-11     
   0.006239       13.917225        -1.029790e-11     
   0.006239       14.089032        -6.353544e-12     
   0.006239       14.247120        -3.729334e-12     
   0.006239       14.391062        -2.010211e-12     
   0.006239       14.520471        -9.041489e-13     
   0.006239       14.634998        -2.117737e-13     
   0.006239       14.734334        2.017477e-13      
   0.006239       14.818211        4.270141e-13      
   0.006239       14.886403        5.224028e-13      
   0.006239       14.938727        5.722489e-13      
   0.006239       14.975043        1.163280e-12      
   0.006239       14.995261        2.052420e-12      
   0.015318       0.001185         -1.159715e-11     
   0.015318       0.006239         -9.312425e-11     
   0.015318       0.015318         1.000000e+00      
   0.015318       0.028399         -6.190006e-10     
   0.015318       0.045447         -1.112977e-09     
   0.015318       0.066417         -1.786029e-09     
   0.015318       0.091251         -2.652959e-09     
   0.015318       0.119882         -3.726246e-09     
   0.015318       0.152235         -5.016543e-09     
   0.015318       0.188220         -6.533090e-09     
   0.015318       0.227742         -8.284049e-09     
   0.015318       0.270694         -1.027674e-08     
   0.015318       0.316959         -1.251772e-08     
   0.015318       0.366414         -1.501275e-08     
   0.015318       0.418925         -1.776646e-08     
   0.015318       0.474351         -2.078180e-08     
   0.015318       0.532541         -2.405924e-08     
   0.015318       0.593339         -2.759570e-08     
   0.015318       0.656582         -3.138322e-08     
   0.015318       0.722098         -3.540756e-08     
   0.015318       0.789711         -3.964671e-08     
   0.015318       0.859239         -4.406959e-08     
   0.015318       0.930495         -4.863502e-08     
   0.015318       1.003286         -5.329116e-08     
   0.015318       1.077416         -5.797562e-08     
   0.015318       1.152685         -6.261628e-08     
   0.015318       1.228890         -6.713302e-08     
   0.015318       1.305826         -7.144013e-08     
   0.015318       1.383286         -7.544955e-08     
   0.015318       1.461060         -7.907453e-08     
   0.015318       1.538940         1.543717e-06      
   0.015318       1.616714         1.484055e-06      
   0.015318       1.694174         1.385568e-06      
   0.015318       1.771110         1.248811e-06      
   0.015318       1.847315         1.075847e-06      
   0.015318       1.922584         8.701589e-07      
   0.015318       1.996714         6.364736e-07      
   0.015318       2.069505         3.805262e-07      
   0.015318       2.140761         1.087738e-07      
   0.015318       2.210289         -1.719137e-07     
   0.015318       2.277902         -4.545644e-07     
   0.015318       2.343418         -7.323925e-07     
   0.015318       2.406661         -9.990513e-07     
   0.015318       2.467459         -1.248831e-06     
   0.015318       2.525649         -1.476801e-06     
   0.015318       2.581075         -1.678886e-06     
   0.015318       2.633586         -1.851889e-06     
   0.015318       2.683041         -1.993455e-06     
   0.015318       2.729306         -2.101991e-06     
   0.015318       2.772258         -2.176551e-06     
   0.015318       2.811780         -2.216686e-06     
   0.015318       2.847765         -2.222270e-06     
   0.015318       2.880118         -2.193297e-06     
   0.015318       2.908749         -2.129627e-06     
   0.015318       2.933583         -2.030659e-06     
   0.015318       2.954553         -1.894813e-06     
   0.015318       2.971601         -1.718585e-06     
   0.015318       2.984682         -1.494432e-06     
   0.015318       2.993761         -1.204666e-06     
   0.015318       2.998815         -7.940904e-07     
   0.015318       3.004739         -1.597664e-06     
   0.015318       3.024957         -2.484760e-06     
   0.015318       3.061273         -3.216666e-06     
   0.015318       3.113597         -3.916233e-06     
   0.015318       3.181789         -4.617604e-06     
   0.015318       3.265666         -5.319990e-06     
   0.015318       3.365002         -5.998729e-06     
   0.015318       3.479529         -6.609737e-06     
   0.015318       3.608938         -7.094480e-06     
   0.015318       3.752880         -7.388014e-06     
   0.015318       3.910968         -7.430770e-06     
   0.015318       4.082775         -7.182853e-06     
   0.015318       4.267838         -6.637612e-06     
   0.015318       4.465657         -5.829862e-06     
   0.015318       4.675701         -4.834461e-06     
   0.015318       4.897402         -3.753607e-06     
   0.015318       5.130163         -2.695686e-06     
   0.015318       5.373356         -1.752608e-06     
   0.015318       5.626327         -9.836491e-07     
   0.015318       5.888392         -4.106662e-07     
   0.015318       6.158845         -2.402384e-08     
   0.015318       6.436958         2.057503e-07      
   0.015318       6.721980         3.162205e-07      
   0.015318       7.013143         3.444929e-07      
   0.015318       7.309662         3.223980e-07      
   0.015318       7.610739         2.745092e-07      
   0.015318       7.915560         2.180046e-07      
   0.015318       8.223305         1.635536e-07      
   0.015318       8.533144         1.167437e-07      
   0.015318       8.844241         7.958486e-08      
   0.015318       9.155759         5.188937e-08      
   0.015318       9.466856         3.232967e-08      
   0.015318       9.776695         1.917415e-08      
   0.015318       10.084440        1.073051e-08      
   0.015318       10.389261        5.562685e-09      
   0.015318       10.690338        2.559479e-09      
   0.015318       10.986857        9.190643e-10      
   0.015318       11.278020        9.528068e-11      
   0.015318       11.563042        -2.647766e-10     
   0.015318       11.841155        -3.781228e-10     
   0.015318       12.111608        -3.722372e-10     
   0.015318       12.373673        -3.178742e-10     
   0.015318       12.626644        -2.507372e-10     
   0.015318       12.869837        -1.879696e-10     
   0.015318       13.102598        -1.356523e-10     
   0.015318       13.324299        -9.498029e-11     
   0.015318       13.534343        -6.466122e-11     
   0.015318       13.732162        -4.964637e-11     
   0.015318       13.917225        -3.166478e-11     
   0.015318       14.089032        -1.953712e-11     
   0.015318       14.247120        -1.146839e-11     
   0.015318       14.391062        -6.182468e-12     
   0.015318       14.520471        -2.781499e-12     
   0.015318       14.634998        -6.524869e-13     
   0.015318       14.734334        6.191303e-13      
   0.015318       14.818211        1.311914e-12      
   0.015318       14.886403        1.605358e-12      
   0.015318       14.938727        1.758674e-12      
   0.015318       14.975043        3.574908e-12      
   0.015318       14.995261        6.307431e-12      
   0.028399       0.001185         -2.507363e-11     
   0.028399       0.006239         -2.013394e-10     
   0.028399       0.015318         -6.190192e-10     
   0.028399       0.028399         1.000000e+00      
   0.028399       0.045447         -2.406313e-09     
   0.028399       0.066417         -3.861485e-09     
   0.028399       0.091251         -5.735834e-09     
   0.028399       0.119882         -8.056336e-09     
   0.028399       0.152235         -1.084603e-08     
   0.028399       0.188220         -1.412488e-08     
   0.028399       0.227742         -1.791056e-08     
