#       k             kp                  U           
   0.001185       0.001185         1.000000e+00      
   0.001185       0.006239         -2.146775e-12     
   0.001185       0.015318         -6.600327e-12     
   0.001185       0.028399         -1.427013e-11     
   0.001185       0.045447         -2.565931e-11     
   0.001185       0.066417         -4.118010e-11     
   0.001185       0.091251         -6.117824e-11     
   0.001185       0.119882         -8.594929e-11     
   0.001185       0.152235         -1.157518e-10     
   0.001185       0.188220         -1.508185e-10     
   0.001185       0.227742         -1.913664e-10     
   0.001185       0.270694         -2.376046e-10     
   0.001185       0.316959         -2.897392e-10     
   0.001185       0.366414         -3.479749e-10     
   0.001185       0.418925         -4.125119e-10     
   0.001185       0.474351         -4.835364e-10     
   0.001185       0.532541         -5.612061e-10     
   0.001185       0.593339         -6.456278e-10     
   0.001185       0.656582         -7.368300e-10     
   0.001185       0.722098         -8.347302e-10     
   0.001185       0.789711         -9.390997e-10     
   0.001185       0.859239         -1.049527e-09     
   0.001185       0.930495         -1.165385e-09     
   0.001185       1.003286         -1.285803e-09     
   0.001185       1.077416         -1.409653e-09     
   0.001185       1.152685         -1.535542e-09     
   0.001185       1.228890         -1.661824e-09     
   0.001185       1.305826         -1.786632e-09     
   0.001185       1.383286         -1.907920e-09     
   0.001185       1.461060         -2.023527e-09     
   0.001185       1.538940         -2.131252e-09     
   0.001185       1.616714         -2.228937e-09     
   0.001185       1.694174         -2.314557e-09     
   0.001185       1.771110         -2.386301e-09     
   0.001185       1.847315         -2.442656e-09     
   0.001185       1.922584         -2.482472e-09     
   0.001185       1.996714         -2.505009e-09     
   0.001185       2.069505         -2.509965e-09     
   0.001185       2.140761         -2.497485e-09     
   0.001185       2.210289         -2.468145e-09     
   0.001185       2.277902         -2.422912e-09     
   0.001185       2.343418         -2.363098e-09     
   0.001185       2.406661         -2.290285e-09     
   0.001185       2.467459         -2.206252e-09     
   0.001185       2.525649         -2.112893e-09     
   0.001185       2.581075         -2.012133e-09     
   0.001185       2.633586         -1.905849e-09     
   0.001185       2.683041         -1.795800e-09     
   0.001185       2.729306         -1.683559e-09     
   0.001185       2.772258         -1.570456e-09     
   0.001185       2.811780         -1.457531e-09     
   0.001185       2.847765         -1.345484e-09     
   0.001185       2.880118         -1.234627e-09     
   0.001185       2.908749         -1.124819e-09     
   0.001185       2.933583         -1.015361e-09     
   0.001185       2.954553         -9.048091e-10     
   0.001185       2.971601         -7.905917e-10     
   0.001185       2.984682         -6.680923e-10     
   0.001185       2.993761         -5.279707e-10     
   0.001185       2.998815         -3.442044e-10     
   0.001185       3.004739         -6.836112e-10     
   0.001185       3.024957         -1.017203e-09     
   0.001185       3.061273         -1.215968e-09     
   0.001185       3.113597         -1.318179e-09     
   0.001185       3.181789         -1.330713e-09     
   0.001185       3.265666         -1.253604e-09     
   0.001185       3.365002         -1.087544e-09     
   0.001185       3.479529         -8.392159e-10     
   0.001185       3.608938         -5.267814e-10     
   0.001185       3.752880         -1.853418e-10     
   0.001185       3.910968         1.304221e-10      
   0.001185       4.082775         -4.360782e-07     
   0.001185       4.267838         -3.732509e-07     
   0.001185       4.465657         -3.049994e-07     
   0.001185       4.675701         -2.377872e-07     
   0.001185       4.897402         -1.761245e-07     
   0.001185       5.130163         -1.226846e-07     
   0.001185       5.373356         -7.880680e-08     
   0.001185       5.626327         -4.478593e-08     
   0.001185       5.888392         -2.006547e-08     
   0.001185       6.158845         -3.469446e-09     
   0.001185       6.436958         6.530392e-09      
   0.001185       6.721980         1.156190e-08      
   0.001185       7.013143         1.315251e-08      
   0.001185       7.309662         1.259908e-08      
   0.001185       7.610739         1.090640e-08      
   0.001185       7.915560         8.783765e-09      
   0.001185       8.223305         6.679193e-09      
   0.001185       8.533144         4.835254e-09      
   0.001185       8.844241         3.348341e-09      
   0.001185       9.155759         2.223463e-09      
   0.001185       9.466856         1.416587e-09      
   0.001185       9.776695         8.644351e-10      
   0.001185       10.084440        5.028217e-10      
   0.001185       10.389261        2.759779e-10      
   0.001185       10.690338        1.399135e-10      
   0.001185       10.986857        6.229734e-11      
   0.001185       11.278020        2.068031e-11      
   0.001185       11.563042        2.429201e-13      
   0.001185       11.841155        -8.359943e-12     
   0.001185       12.111608        -1.078778e-11     
   0.001185       12.373673        -1.030863e-11     
   0.001185       12.626644        -8.672966e-12     
   0.001185       12.869837        -6.794524e-12     
   0.001185       13.102598        -5.071055e-12     
   0.001185       13.324299        -3.652127e-12     
   0.001185       13.534343        -2.550956e-12     
   0.001185       13.732162        -2.009489e-12     
   0.001185       13.917225        -1.313269e-12     
   0.001185       14.089032        -8.348942e-13     
   0.001185       14.247120        -5.105634e-13     
   0.001185       14.391062        -2.937286e-13     
   0.001185       14.520471        -1.512137e-13     
   0.001185       14.634998        -5.970231e-14     
   0.001185       14.734334        -2.964452e-15     
   0.001185       14.818211        3.008592e-14      
   0.001185       14.886403        4.699763e-14      
   0.001185       14.938727        5.298950e-14      
   0.001185       14.975043        5.326053e-14      
   0.001185       14.995261        -2.604961e-12     
   0.006239       0.001185         -2.146792e-12     
   0.006239       0.006239         1.000000e+00      
   0.006239       0.015318         -5.300064e-11     
   0.006239       0.028399         -1.145892e-10     
   0.006239       0.045447         -2.060443e-10     
   0.006239       0.066417         -3.306763e-10     
   0.006239       0.091251         -4.912614e-10     
   0.006239       0.119882         -6.901729e-10     
   0.006239       0.152235         -9.294868e-10     
   0.006239       0.188220         -1.211073e-09     
   0.006239       0.227742         -1.536673e-09     
   0.006239       0.270694         -1.907966e-09     
   0.006239       0.316959         -2.326606e-09     
   0.006239       0.366414         -2.794239e-09     
   0.006239       0.418925         -3.312471e-09     
   0.006239       0.474351         -3.882799e-09     
   0.006239       0.532541         -4.506487e-09     
   0.006239       0.593339         -5.184393e-09     
   0.006239       0.656582         -5.916747e-09     
   0.006239       0.722098         -6.702887e-09     
   0.006239       0.789711         -7.540974e-09     
   0.006239       0.859239         -8.427706e-09     
   0.006239       0.930495         -9.358045e-09     
   0.006239       1.003286         -1.032501e-08     
   0.006239       1.077416         -1.131953e-08     
   0.006239       1.152685         -1.233041e-08     
   0.006239       1.228890         -1.334446e-08     
   0.006239       1.305826         -1.434667e-08     
   0.006239       1.383286         -1.532061e-08     
   0.006239       1.461060         -1.624894e-08     
   0.006239       1.538940         -1.711397e-08     
   0.006239       1.616714         -1.789839e-08     
   0.006239       1.694174         -1.858591e-08     
   0.006239       1.771110         -1.916202e-08     
   0.006239       1.847315         -1.961456e-08     
   0.006239       1.922584         -1.993429e-08     
   0.006239       1.996714         -2.011526e-08     
   0.006239       2.069505         -2.015506e-08     
   0.006239       2.140761         -2.005485e-08     
   0.006239       2.210289         -1.981924e-08     
   0.006239       2.277902         -1.945603e-08     
   0.006239       2.343418         -1.897572e-08     
   0.006239       2.406661         -1.839103e-08     
   0.006239       2.467459         -1.771625e-08     
   0.006239       2.525649         -1.696657e-08     
   0.006239       2.581075         -1.615747e-08     
   0.006239       2.633586         -1.530401e-08     
   0.006239       2.683041         -1.442032e-08     
   0.006239       2.729306         -1.351902e-08     
   0.006239       2.772258         -1.261080e-08     
   0.006239       2.811780         -1.170401e-08     
   0.006239       2.847765         -1.080427e-08     
   0.006239       2.880118         -9.914091e-09     
   0.006239       2.908749         -9.032329e-09     
   0.006239       2.933583         -8.153374e-09     
   0.006239       2.954553         -7.265643e-09     
   0.006239       2.971601         -6.348474e-09     
   0.006239       2.984682         -5.364800e-09     
   0.006239       2.993761         -4.239620e-09     
   0.006239       2.998815         -2.763971e-09     
   0.006239       3.004739         -5.489418e-09     
   0.006239       3.024957         -8.168167e-09     
   0.006239       3.061273         -9.764260e-09     
   0.006239       3.113597         -1.058502e-08     
   0.006239       3.181789         -1.068567e-08     
   0.006239       3.265666         -1.006648e-08     
   0.006239       3.365002         -8.733023e-09     
   0.006239       3.479529         -6.738940e-09     
   0.006239       3.608938         -4.230083e-09     
   0.006239       3.752880         -1.488313e-09     
   0.006239       3.910968         1.047281e-09      
   0.006239       4.082775         -3.501694e-06     
   0.006239       4.267838         -2.997192e-06     
   0.006239       4.465657         -2.449135e-06     
