#       k             kp                  U           
   0.001185       0.001185         1.000000e+00      
   0.001185       0.006239         -1.510947e-11     
   0.001185       0.015318         -4.645319e-11     
   0.001185       0.028399         -1.004249e-10     
   0.001185       0.045447         -1.805416e-10     
   0.001185       0.066417         -2.896470e-10     
   0.001185       0.091251         -4.300581e-10     
   0.001185       0.119882         -6.036493e-10     
   0.001185       0.152235         -8.119075e-10     
   0.001185       0.188220         -1.055970e-09     
   0.001185       0.227742         -1.336650e-09     
   0.001185       0.270694         -1.654445e-09     
   0.001185       0.316959         -2.009534e-09     
   0.001185       0.366414         -2.401746e-09     
   0.001185       0.418925         -2.830512e-09     
   0.001185       0.474351         -3.294780e-09     
   0.001185       0.532541         -3.792913e-09     
   0.001185       0.593339         -4.322550e-09     
   0.001185       0.656582         -4.880457e-09     
   0.001185       0.722098         -5.462374e-09     
   0.001185       0.789711         -6.062870e-09     
   0.001185       0.859239         -6.675242e-09     
   0.001185       0.930495         -7.291480e-09     
   0.001185       1.003286         -7.902325e-09     
   0.001185       1.077416         -8.497457e-09     
   0.001185       1.152685         -9.065828e-09     
   0.001185       1.228890         -9.596165e-09     
   0.001185       1.305826         -1.007762e-08     
   0.001185       1.383286         -1.050058e-08     
   0.001185       1.461060         -1.085750e-08     
   0.001185       1.538940         -1.114384e-08     
   0.001185       1.616714         -1.135877e-08     
   0.001185       1.694174         -1.150566e-08     
   0.001185       1.771110         -1.159221e-08     
   0.001185       1.847315         -1.162990e-08     
   0.001185       1.922584         -1.163286e-08     
   0.001185       1.996714         -1.161607e-08     
   0.001185       2.069505         4.908561e-07      
   0.001185       2.140761         3.301648e-07      
   0.001185       2.210289         1.965161e-07      
   0.001185       2.277902         8.626851e-08      
   0.001185       2.343418         -4.014595e-09     
   0.001185       2.406661         -7.729498e-08     
   0.001185       2.467459         -1.360223e-07     
   0.001185       2.525649         -1.822138e-07     
   0.001185       2.581075         -2.175610e-07     
   0.001185       2.633586         -2.435181e-07     
   0.001185       2.683041         -2.613596e-07     
   0.001185       2.729306         -2.722094e-07     
   0.001185       2.772258         -2.770509e-07     
   0.001185       2.811780         -2.767276e-07     
   0.001185       2.847765         -2.719399e-07     
   0.001185       2.880118         -2.632395e-07     
   0.001185       2.908749         -2.510199e-07     
   0.001185       2.933583         -2.354985e-07     
   0.001185       2.954553         -2.166772e-07     
   0.001185       2.971601         -1.942538e-07     
   0.001185       2.984682         -1.674003e-07     
   0.001185       2.993761         -1.340929e-07     
   0.001185       2.998815         -8.807985e-08     
   0.001185       3.004739         -1.764777e-07     
   0.001185       3.024957         -2.705795e-07     
   0.001185       3.061273         -3.413125e-07     
   0.001185       3.113597         -4.001074e-07     
   0.001185       3.181789         -4.488982e-07     
   0.001185       3.265666         -4.866285e-07     
   0.001185       3.365002         -5.111897e-07     
   0.001185       3.479529         -5.205184e-07     
   0.001185       3.608938         -5.133565e-07     
   0.001185       3.752880         -4.897340e-07     
   0.001185       3.910968         -4.511582e-07     
   0.001185       4.082775         -4.005121e-07     
   0.001185       4.267838         -3.417024e-07     
   0.001185       4.465657         -2.791443e-07     
   0.001185       4.675701         -2.171913e-07     
   0.001185       4.897402         -1.596191e-07     
   0.001185       5.130163         -1.092514e-07     
   0.001185       5.373356         -6.777554e-08     
   0.001185       5.626327         -3.574896e-08     
   0.001185       5.888392         -1.276447e-08     
   0.001185       6.158845         2.285931e-09      
   0.001185       6.436958         1.091227e-08      
   0.001185       6.721980         1.474879e-08      
   0.001185       7.013143         1.533531e-08      
   0.001185       7.309662         1.397514e-08      
   0.001185       7.610739         1.166805e-08      
   0.001185       7.915560         9.106326e-09      
   0.001185       8.223305         6.711934e-09      
   0.001185       8.533144         4.696685e-09      
   0.001185       8.844241         3.125856e-09      
   0.001185       9.155759         1.976352e-09      
   0.001185       9.466856         1.181057e-09      
   0.001185       9.776695         6.593377e-10      
   0.001185       10.084440        3.350967e-10      
   0.001185       10.389261        1.452183e-10      
   0.001185       10.690338        4.181317e-11      
   0.001185       10.986857        -8.991595e-12     
   0.001185       11.278020        -2.974601e-11     
   0.001185       11.563042        -3.461258e-11     
   0.001185       11.841155        -3.197961e-11     
   0.001185       12.111608        -2.652297e-11     
   0.001185       12.373673        -2.063904e-11     
   0.001185       12.626644        -1.537075e-11     
   0.001185       12.869837        -1.109106e-11     
   0.001185       13.102598        -7.802356e-12     
   0.001185       13.324299        -5.375049e-12     
   0.001185       13.534343        -3.630569e-12     
   0.001185       13.732162        -2.682006e-12     
   0.001185       13.917225        -1.729909e-12     
   0.001185       14.089032        -1.091628e-12     
   0.001185       14.247120        -6.678900e-13     
   0.001185       14.391062        -3.895633e-13     
   0.001185       14.520471        -2.092306e-13     
   0.001185       14.634998        -9.647177e-14     
   0.001185       14.734334        -2.606096e-14     
   0.001185       14.818211        1.558330e-14      
   0.001185       14.886403        3.711443e-14      
   0.001185       14.938727        4.477694e-14      
   0.001185       14.975043        4.029877e-14      
   0.001185       14.995261        8.260422e-13      
   0.006239       0.001185         -1.510973e-11     
   0.006239       0.006239         1.000000e+00      
   0.006239       0.015318         -3.730205e-10     
   0.006239       0.028399         -8.064149e-10     
   0.006239       0.045447         -1.449754e-09     
   0.006239       0.066417         -2.325874e-09     
   0.006239       0.091251         -3.453379e-09     
   0.006239       0.119882         -4.847323e-09     
   0.006239       0.152235         -6.519643e-09     
   0.006239       0.188220         -8.479474e-09     
   0.006239       0.227742         -1.073334e-08     
   0.006239       0.270694         -1.328525e-08     
   0.006239       0.316959         -1.613663e-08     
   0.006239       0.366414         -1.928612e-08     
   0.006239       0.418925         -2.272914e-08     
   0.006239       0.474351         -2.645725e-08     
   0.006239       0.532541         -3.045730e-08     
   0.006239       0.593339         -3.471033e-08     
   0.006239       0.656582         -3.919040e-08     
   0.006239       0.722098         -4.386327e-08     
   0.006239       0.789711         -4.868534e-08     
   0.006239       0.859239         -5.360280e-08     
   0.006239       0.930495         -5.855131e-08     
   0.006239       1.003286         -6.345654e-08     
   0.006239       1.077416         -6.823560e-08     
   0.006239       1.152685         -7.279978e-08     
   0.006239       1.228890         -7.705856e-08     
   0.006239       1.305826         -8.092485e-08     
   0.006239       1.383286         -8.432135e-08     
   0.006239       1.461060         -8.718765e-08     
   0.006239       1.538940         -8.948714e-08     
