#       k             kp                  U           
   0.001185       0.001185         1.000000e+00      
   0.001185       0.006239         -1.523776e-11     
   0.001185       0.015318         -4.684749e-11     
   0.001185       0.028399         -1.012766e-10     
   0.001185       0.045447         -1.820701e-10     
   0.001185       0.066417         -2.920911e-10     
   0.001185       0.091251         -4.336669e-10     
   0.001185       0.119882         -6.086712e-10     
   0.001185       0.152235         -8.185766e-10     
   0.001185       0.188220         -1.064490e-09     
   0.001185       0.227742         -1.347174e-09     
   0.001185       0.270694         -1.667053e-09     
   0.001185       0.316959         -2.024206e-09     
   0.001185       0.366414         -2.418333e-09     
   0.001185       0.418925         -2.848705e-09     
   0.001185       0.474351         -3.314078e-09     
   0.001185       0.532541         -3.812584e-09     
   0.001185       0.593339         -4.341602e-09     
   0.001185       0.656582         -4.897603e-09     
   0.001185       0.722098         -5.475996e-09     
   0.001185       0.789711         -6.070993e-09     
   0.001185       0.859239         -6.675504e-09     
   0.001185       0.930495         -7.281106e-09     
   0.001185       1.003286         -7.878110e-09     
   0.001185       1.077416         -8.455757e-09     
   0.001185       1.152685         -9.002572e-09     
   0.001185       1.228890         -9.506895e-09     
   0.001185       1.305826         -9.957594e-09     
   0.001185       1.383286         -1.034496e-08     
   0.001185       1.461060         -1.066170e-08     
   0.001185       1.538940         -1.090405e-08     
   0.001185       1.616714         -1.107272e-08     
   0.001185       1.694174         -1.117365e-08     
   0.001185       1.771110         -1.121829e-08     
   0.001185       1.847315         -1.122309e-08     
   0.001185       1.922584         -1.120803e-08     
   0.001185       1.996714         -1.119414e-08     
   0.001185       2.069505         5.030446e-07      
   0.001185       2.140761         3.425736e-07      
   0.001185       2.210289         2.089882e-07      
   0.001185       2.277902         9.790528e-08      
   0.001185       2.343418         5.959553e-09      
   0.001185       2.406661         -6.942476e-08     
   0.001185       2.467459         -1.302978e-07     
   0.001185       2.525649         -1.783964e-07     
   0.001185       2.581075         -2.152751e-07     
   0.001185       2.633586         -2.423646e-07     
   0.001185       2.683041         -2.609850e-07     
   0.001185       2.729306         -2.723339e-07     
   0.001185       2.772258         -2.774711e-07     
   0.001185       2.811780         -2.773048e-07     
   0.001185       2.847765         -2.725844e-07     
   0.001185       2.880118         -2.638959e-07     
   0.001185       2.908749         -2.516548e-07     
   0.001185       2.933583         -2.360922e-07     
   0.001185       2.954553         -2.172175e-07     
   0.001185       2.971601         -1.947320e-07     
   0.001185       2.984682         -1.678074e-07     
   0.001185       2.993761         -1.344161e-07     
   0.001185       2.998815         -8.829099e-08     
   0.001185       3.004739         -1.768980e-07     
   0.001185       3.024957         -2.712089e-07     
   0.001185       3.061273         -3.420703e-07     
   0.001185       3.113597         -4.009351e-07     
   0.001185       3.181789         -4.497466e-07     
   0.001185       3.265666         -4.874605e-07     
   0.001185       3.365002         -5.119807e-07     
   0.001185       3.479529         -5.212529e-07     
   0.001185       3.608938         -5.140244e-07     
   0.001185       3.752880         -4.903291e-07     
   0.001185       3.910968         -4.516776e-07     
   0.001185       4.082775         -4.009556e-07     
   0.001185       4.267838         -3.420724e-07     
   0.001185       4.465657         -2.794456e-07     
   0.001185       4.675701         -2.174302e-07     
   0.001185       4.897402         -1.598031e-07     
   0.001185       5.130163         -1.093888e-07     
   0.001185       5.373356         -6.787438e-08     
   0.001185       5.626327         -3.581700e-08     
   0.001185       5.888392         -1.280874e-08     
   0.001185       6.158845         2.259354e-09      
   0.001185       6.436958         1.089829e-08      
   0.001185       6.721980         1.474330e-08      
   0.001185       7.013143         1.533515e-08      
   0.001185       7.309662         1.397797e-08      
   0.001185       7.610739         1.167222e-08      
   0.001185       7.915560         9.110780e-09      
   0.001185       8.223305         6.716046e-09      
   0.001185       8.533144         4.700152e-09      
   0.001185       8.844241         3.128587e-09      
   0.001185       9.155759         1.978388e-09      
   0.001185       9.466856         1.182501e-09      
   0.001185       9.776695         6.603161e-10      
   0.001185       10.084440        3.357296e-10      
   0.001185       10.389261        1.456081e-10      
   0.001185       10.690338        4.204024e-11      
   0.001185       10.986857        -8.868454e-12     
   0.001185       11.278020        -2.968600e-11     
   0.001185       11.563042        -3.458880e-11     
   0.001185       11.841155        -3.197517e-11     
   0.001185       12.111608        -2.652779e-11     
   0.001185       12.373673        -2.064744e-11     
   0.001185       12.626644        -1.537977e-11     
   0.001185       12.869837        -1.109930e-11     
   0.001185       13.102598        -7.809310e-12     
   0.001185       13.324299        -5.380648e-12     
   0.001185       13.534343        -3.634945e-12     
   0.001185       13.732162        -2.685360e-12     
   0.001185       13.917225        -1.732447e-12     
   0.001185       14.089032        -1.093533e-12     
   0.001185       14.247120        -6.693132e-13     
   0.001185       14.391062        -3.906222e-13     
   0.001185       14.520471        -2.100148e-13     
   0.001185       14.634998        -9.709636e-14     
   0.001185       14.734334        -2.655501e-14     
   0.001185       14.818211        1.521461e-14      
   0.001185       14.886403        3.689107e-14      
   0.001185       14.938727        4.472912e-14      
   0.001185       14.975043        4.063114e-14      
   0.001185       14.995261        6.619052e-13      
   0.006239       0.001185         -1.523803e-11     
   0.006239       0.006239         1.000000e+00      
   0.006239       0.015318         -3.761868e-10     
   0.006239       0.028399         -8.132544e-10     
   0.006239       0.045447         -1.462028e-09     
   0.006239       0.066417         -2.345500e-09     
   0.006239       0.091251         -3.482358e-09     
   0.006239       0.119882         -4.887648e-09     
   0.006239       0.152235         -6.573196e-09     
   0.006239       0.188220         -8.547890e-09     
   0.006239       0.227742         -1.081785e-08     
   0.006239       0.270694         -1.338650e-08     
   0.006239       0.316959         -1.625445e-08     
   0.006239       0.366414         -1.941932e-08     
   0.006239       0.418925         -2.287523e-08     
   0.006239       0.474351         -2.661221e-08     
   0.006239       0.532541         -3.061526e-08     
   0.006239       0.593339         -3.486333e-08     
   0.006239       0.656582         -3.932808e-08     
   0.006239       0.722098         -4.397266e-08     
   0.006239       0.789711         -4.875058e-08     
   0.006239       0.859239         -5.360491e-08     
   0.006239       0.930495         -5.846802e-08     
   0.006239       1.003286         -6.326210e-08     
   0.006239       1.077416         -6.790076e-08     
   0.006239       1.152685         -7.229185e-08     
   0.006239       1.228890         -7.634174e-08     
   0.006239       1.305826         -7.996105e-08     
   0.006239       1.383286         -8.307177e-08     
   0.006239       1.461060         -8.561543e-08     
   0.006239       1.538940         -8.756166e-08     
   0.006239       1.616714         -8.891620e-08     
   0.006239       1.694174         -8.972681e-08     
   0.006239       1.771110         -9.008539e-08     
   0.006239       1.847315         -9.012398e-08     
   0.006239       1.922584         -9.000309e-08     
   0.006239       1.996714         -8.989149e-08     
   0.006239       2.069505         4.039292e-06      
   0.006239       2.140761         2.750729e-06      
   0.006239       2.210289         1.678057e-06      
   0.006239       2.277902         7.860765e-07      
   0.006239       2.343418         4.776685e-08      
   0.006239       2.406661         -5.575560e-07     
   0.006239       2.467459         -1.046355e-06     
   0.006239       2.525649         -1.432577e-06     
   0.006239       2.581075         -1.728703e-06     
   0.006239       2.633586         -1.946225e-06     
   0.006239       2.683041         -2.095739e-06     
   0.006239       2.729306         -2.186866e-06     
   0.006239       2.772258         -2.228112e-06     
   0.006239       2.811780         -2.226773e-06     
   0.006239       2.847765         -2.188866e-06     
   0.006239       2.880118         -2.119094e-06     
   0.006239       2.908749         -2.020796e-06     
   0.006239       2.933583         -1.895826e-06     
   0.006239       2.954553         -1.744261e-06     
   0.006239       2.971601         -1.563702e-06     
   0.006239       2.984682         -1.347496e-06     
   0.006239       2.993761         -1.079363e-06     
   0.006239       2.998815         -7.089778e-07     
   0.006239       3.004739         -1.420493e-06     
