  0.0000000000000000  0.0053716294979563 -0.0095314184152455
  0.1000000000000000  0.0053735760104411 -0.0095213652186831
  0.2000000000000000  0.0053782877334160 -0.0094995128660796
  0.3000000000000000  0.0053857646668808 -0.0094658613574353
  0.4000000000000000  0.0053955071227302 -0.0094243551061368
  0.5000000000000000  0.0054069367245926 -0.0093801131684463
  0.6000000000000001  0.0054195015106184 -0.0093390607259664
  0.7000000000000001  0.0054327901324744 -0.0093075020498905
  0.8000000000000000  0.0054466427550726 -0.0092916655751787
  0.9000000000000000  0.0054612466695637 -0.0092972539652615
  1.0000000000000000  0.0054772063018382 -0.0093290320652304
  1.1000000000000001  0.0054955799964528 -0.0093904833981512
  1.2000000000000002  0.0055178793316892 -0.0094835614573066
  1.3000000000000000  0.0055460303571961 -0.0096085557091353
  1.4000000000000001  0.0055822996113086 -0.0097640842825913
  1.5000000000000000  0.0056291906859333 -0.0099472162226863
  1.6000000000000001  0.0056893191735389 -0.0101537164713895
  1.7000000000000002  0.0057652748950246 -0.0103783970391575
  1.8000000000000000  0.0058594803580081 -0.0106155488444728
  1.9000000000000001  0.0059740535626707 -0.0108594211590295
  2.0000000000000000  0.0061106818015307 -0.0111047102156847
  2.1000000000000001  0.0062705113061848 -0.0113470159421750
  2.2000000000000002  0.0064540558113036 -0.0115832264410498
  2.3000000000000003  0.0066611256296412 -0.0118117939731854
  2.4000000000000004  0.0068907778718786 -0.0120328737471630
  2.5000000000000000  0.0071412880941752 -0.0122483073629899
  2.6000000000000001  0.0074101438760215 -0.0124614455647702
  2.7000000000000002  0.0076940614615552 -0.0126768189902212
  2.8000000000000003  0.0079890273870283 -0.0128996796261628
  2.9000000000000004  0.0082903676663055 -0.0131354483619581
  3.0000000000000000  0.0085928473208778 -0.0133891141038533
  3.1000000000000001  0.0088908025834773 -0.0136646362942769
  3.2000000000000002  0.0091783068372060 -0.0139644046151996
  3.3000000000000003  0.0094493692644690 -0.0142888068017403
  3.4000000000000004  0.0096981623963235 -0.0146359479699429
  3.5000000000000000  0.0099192715207107 -0.0150015532440629
  3.6000000000000001  0.0101079555685351 -0.0153790707243940
  3.7000000000000002  0.0102604060421548 -0.0157599752356745
  3.8000000000000003  0.0103739881767959 -0.0161342562781461
  3.9000000000000004  0.0104474471819340 -0.0164910576388240
  4.0000000000000000  0.0104810623608099 -0.0168194225748968
  4.1000000000000005  0.0104767332998789 -0.0171090884974508
  4.2000000000000002  0.0104379851716797 -0.0173512694935089
  4.2999999999999998  0.0103698843853954 -0.0175393642921404
  4.4000000000000004  0.0102788611062434 -0.0176695314816351
  4.5000000000000000  0.0101724412013128 -0.0177410826149704
  4.6000000000000005  0.0100588965332205 -0.0177566566499782
  4.7000000000000002  0.0099468287475073 -0.0177221550173152
  4.8000000000000007  0.0098447073078223 -0.0176464343291545
  4.9000000000000004  0.0097603870700860 -0.0175407720259706
  5.0000000000000000  0.0097006337531872 -0.0174181377413284
  5.1000000000000005  0.0096706869443061 -0.0172923185116570
  5.2000000000000002  0.0096738895680958 -0.0171769579621467
  5.3000000000000007  0.0097114099805308 -0.0170845772710531
  5.4000000000000004  0.0097820780989263 -0.0170256483638776
  5.5000000000000000  0.0098823504831414 -0.0170077870970522
  5.6000000000000005  0.0100064114230629 -0.0170351262543842
  5.7000000000000002  0.0101464083797189 -0.0171079155250897
  5.8000000000000007  0.0102928111872605 -0.0172223791934102
  5.9000000000000004  0.0104348759211767 -0.0173708433247649
  6.0000000000000000  0.0105611869454674 -0.0175421243045569
  6.1000000000000005  0.0106602449795647 -0.0177221513088341
  6.2000000000000002  0.0107210655673046 -0.0178947782607244
  6.3000000000000007  0.0107337514077011 -0.0180427274644473
  6.4000000000000004  0.0106900037354070 -0.0181485984951486
  6.5000000000000000  0.0105835422064111 -0.0181958727099830
  6.6000000000000005  0.0104104092192072 -0.0181698460894936
  6.7000000000000002  0.0101691427569466 -0.0180584306666970
  6.8000000000000007  0.0098608109999238 -0.0178527767379153
  6.9000000000000004  0.0094889113764284 -0.0175476831847244
  7.0000000000000000  0.0090591456306549 -0.0171417801368459
  7.1000000000000005  0.0085790901899737 -0.0166374853449671
  7.2000000000000002  0.0080577870403403 -0.0160407515462058
  7.3000000000000007  0.0075052840770259 -0.0153606355324206
  7.4000000000000004  0.0069321553062729 -0.0146087296270899
  7.5000000000000000  0.0063490303662389 -0.0137985022805109
  7.6000000000000005  0.0057661598476619 -0.0129445963575166
  7.7000000000000002  0.0051930382265556 -0.0120621316597121
  7.8000000000000007  0.0046381003890433 -0.0111660528694232
  7.9000000000000004  0.0041085013058496 -0.0102705562408819
  8.0000000000000000  0.0036099819730230 -0.0093886189471998
  8.0999999999999996  0.0031468187926291 -0.0085316449979559
  8.2000000000000011  0.0027218485401696 -0.0077092319780162
  8.3000000000000007  0.0023365572446556 -0.0069290542779289
  8.4000000000000004  0.0019912188426914 -0.0061968515390428
  8.5000000000000000  0.0016850683724702 -0.0055165060415982
  8.5999999999999996  0.0014164946392382 -0.0048901898137986
  8.7000000000000011  0.0011832385082248 -0.0043185612262316
  8.8000000000000007  0.0009825850000066 -0.0038009914939032
  8.9000000000000004  0.0008115398846763 -0.0033358034684977
  9.0000000000000000  0.0006669842069192 -0.0029205079480779
  9.0999999999999996  0.0005458028665305 -0.0025520260435470
  9.2000000000000011  0.0004449858200849 -0.0022268895465642
  9.3000000000000007  0.0003617025120317 -0.0019414144393440
  9.4000000000000004  0.0002933517036046 -0.0016918454567473
  9.5000000000000000  0.0002375899212449 -0.0014744718289727
  9.6000000000000014  0.0001923423185094 -0.0012857159550385
  9.7000000000000011  0.0001557998999421 -0.0011221978067974
  9.8000000000000007  0.0001264068788885 -0.0009807784128447
  9.9000000000000004  0.0001028415304702 -0.0008585859225389
 10.0000000000000000  0.0000839933509331 -0.0007530276140040
 10.1000000000000014  0.0000689387296399 -0.0006617908933317
 10.2000000000000011  0.0000569167478591 -0.0005828359268628
 10.3000000000000007  0.0000473061876443 -0.0005143821246891
 10.4000000000000004  0.0000396043935946 -0.0004548902985434
 10.5000000000000000  0.0000334082919292 -0.0004030419766327
 10.6000000000000014  0.0000283976329869 -0.0003577170796332
 10.7000000000000011  0.0000243203731032 -0.0003179709413123
 10.8000000000000007  0.0000209800322332 -0.0002830114820675
 10.9000000000000004  0.0000182248350873 -0.0002521771994364
 11.0000000000000000  0.0000159384472038 -0.0002249165127638
 11.1000000000000014  0.0000140321374147 -0.0002007688795133
 11.2000000000000011  0.0000124382226293 -0.0001793479824438
 11.3000000000000007  0.0000111046720100 -0.0001603271687655
 11.4000000000000004  0.0000099907615611 -0.0001434272067623
 11.5000000000000000  0.0000090636761312 -0.0001284063169229
 11.6000000000000014  0.0000082959552365 -0.0001150523389528
