#       k             kp                 V11                    V12                    V21                    V22          
   0.000973       0.000973         -2.043466e+00          -3.723448e-06          -3.723448e-06          0.000000e+00      
   0.000973       0.005125         -2.043425e+00          -1.025360e-04          -3.722930e-06          4.864721e-07      
   0.000973       0.012579         -2.043152e+00          -6.174651e-04          -3.720746e-06          -3.130538e-13     
   0.000973       0.023314         -2.042376e+00          -2.119166e-03          -3.713392e-06          -1.075118e-12     
   0.000973       0.037292         -2.040651e+00          -5.412220e-03          -3.697692e-06          -2.746461e-12     
   0.000973       0.054469         -2.037461e+00          -1.150655e-02          -3.668497e-06          -5.840085e-12     
   0.000973       0.074787         -2.032177e+00          -2.156848e-02          -3.620674e-06          -1.094906e-11     
   0.000973       0.098178         -2.024120e+00          -3.684762e-02          -3.548772e-06          -1.870891e-11     
   0.000973       0.124565         -2.012587e+00          -5.857606e-02          -3.447992e-06          -2.974380e-11     
   0.000973       0.153859         -1.996908e+00          -8.784362e-02          -3.314955e-06          -4.459505e-11     
   0.000973       0.185965         -1.976498e+00          -1.254596e-01          -3.148476e-06          -6.363214e-11     
   0.000973       0.220775         -1.950913e+00          -1.718199e-01          -2.950152e-06          -8.694970e-11     
   0.000973       0.258173         -1.919897e+00          -2.268042e-01          -2.724543e-06          -1.142569e-10     
   0.000973       0.298036         -1.883403e+00          -2.897262e-01          -2.478823e-06          -1.447698e-10     
   0.000973       0.340231         -1.841602e+00          -3.593537e-01          -2.221961e-06          -1.771189e-10     
   0.000973       0.384617         -1.794852e+00          -4.339993e-01          -1.963434e-06          2.922036e-07      
   0.000973       0.431047         -1.743663e+00          -5.116680e-01          -1.712246e-06          3.195448e-07      
   0.000973       0.479368         -1.688635e+00          -5.902337e-01          -1.475778e-06          3.397905e-07      
   0.000973       0.529418         -1.630409e+00          -6.676140e-01          -1.259275e-06          3.524502e-07      
   0.000973       0.581031         -1.569618e+00          -7.419166e-01          -1.065734e-06          3.577100e-07      
   0.000973       0.634036         -1.506855e+00          -8.115407e-01          -8.960302e-07          3.563184e-07      
   0.000973       0.688256         -1.442658e+00          -8.752304e-01          -7.497220e-07          3.492728e-07      
