#        q                Q               total               1              \delta U         \delta U^2    

     0.000790          0.001762        1.062911e+09      1.063065e+09     -1.720086e+05      1.851008e+04   
     0.000790          0.009274        6.459595e+08      6.460800e+08     -1.377079e+05      1.719805e+04   
     0.000790          0.022740        4.194574e+08      4.195530e+08     -1.103247e+05      1.465301e+04   
     0.000790          0.042083        1.804859e+08      1.805361e+08     -6.058560e+04      1.037416e+04   
     0.000790          0.067187        1.282939e+08      1.283392e+08     -5.460221e+04      9.336299e+03   
     0.000790          0.097901        1.012578e+08      1.012972e+08     -4.797799e+04      8.517263e+03   
     0.000790          0.134040        7.915646e+07      7.919007e+07     -4.132903e+04      7.714685e+03   
     0.000790          0.175388        6.308447e+07      6.311373e+07     -3.638093e+04      7.122856e+03   
     0.000790          0.221694        5.205371e+07      5.208034e+07     -3.330814e+04      6.678519e+03   
     0.000790          0.272682        4.400387e+07      4.402892e+07     -3.135887e+04      6.311703e+03   
     0.000790          0.328043        3.700406e+07      3.702756e+07     -2.948718e+04      5.986647e+03   
     0.000790          0.387446        3.186779e+07      3.188980e+07     -2.769148e+04      5.681424e+03   
     0.000790          0.450533        2.800665e+07      2.802726e+07     -2.597021e+04      5.365033e+03   
     0.000790          0.516924        2.489491e+07      2.491495e+07     -2.513699e+04      5.104713e+03   
     0.000790          0.586221        2.189221e+07      2.191094e+07     -2.352440e+04      4.797482e+03   
     0.000790          0.658006        2.050791e+07      2.052610e+07     -2.274463e+04      4.550500e+03   
     0.000790          0.731848        1.858731e+07      1.860500e+07     -2.198229e+04      4.291715e+03   
     0.000790          0.807302        1.628266e+07      1.629917e+07     -2.050909e+04      3.996916e+03   
     0.000790          0.883916        1.516206e+07      1.517811e+07     -1.979784e+04      3.751153e+03   
     0.000790          0.961228        1.414454e+07      1.416012e+07     -1.910323e+04      3.524424e+03   
     0.000790          1.038772        1.318454e+07      1.319967e+07     -1.842506e+04      3.298957e+03   
     0.000790          1.116084        1.186143e+07      1.187611e+07     -1.776313e+04      3.076577e+03   
     0.000790          1.192698        1.102992e+07      1.104417e+07     -1.711724e+04      2.869342e+03   
     0.000790          1.268152        1.025062e+07      1.026444e+07     -1.648721e+04      2.669184e+03   
     0.000790          1.341994        9.517735e+06      9.531131e+06     -1.587283e+04      2.476431e+03   
     0.000790          1.413779        8.829024e+06      8.842004e+06     -1.527390e+04      2.293487e+03   
     0.000790          1.483076        8.491555e+06      8.504121e+06     -1.469023e+04      2.123543e+03   
     0.000790          1.549467        7.865555e+06      7.877709e+06     -1.412163e+04      1.968057e+03   
     0.000790          1.612554        7.278475e+06      7.290221e+06     -1.356789e+04      1.822094e+03   
     0.000790          1.671957        6.728367e+06      6.739699e+06     -1.302881e+04      1.696746e+03   
     0.000790          1.727318        6.473987e+06      6.485391e+06     -1.302881e+04      1.624342e+03   
     0.000790          1.778306        6.213282e+06      6.224258e+06     -1.250421e+04      1.527629e+03   
     0.000790          1.824612        5.731527e+06      5.742088e+06     -1.199388e+04      1.432938e+03   
     0.000790          1.865960        5.731530e+06      5.742088e+06     -1.199388e+04      1.435379e+03   
     0.000790          1.902099        5.281422e+06      5.291448e+06     -1.149763e+04      1.471473e+03   
     0.000790          1.932813        5.281489e+06      5.291448e+06     -1.149763e+04      1.538832e+03   
     0.000790          1.957917        4.861192e+06      4.870667e+06     -1.101526e+04      1.540720e+03   
     0.000790          1.977260        4.861230e+06      4.870667e+06     -1.101526e+04      1.578869e+03   
     0.000790          1.990726        4.861248e+06      4.870667e+06     -1.101526e+04      1.596308e+03   
     0.000790          1.998238        4.861245e+06      4.870667e+06     -1.101526e+04      1.593921e+03   
     0.004159          0.001762        6.725891e+08      6.727159e+08     -1.327789e+05      5.914556e+03   
     0.004159          0.009274        6.016543e+08      6.017685e+08     -1.197975e+05      5.638587e+03   
     0.004159          0.022740        4.100158e+08      4.101110e+08     -1.002645e+05      5.063003e+03   
     0.004159          0.042083        1.877888e+08      1.878436e+08     -5.921311e+04      4.399482e+03   
     0.004159          0.067187        1.274776e+08      1.275248e+08     -5.142023e+04      4.162138e+03   
     0.004159          0.097901        1.001258e+08      1.001671e+08     -4.523496e+04      3.944444e+03   
     0.004159          0.134040        7.845121e+07      7.848665e+07     -3.916979e+04      3.731093e+03   
     0.004159          0.175388        6.307754e+07      6.310875e+07     -3.476846e+04      3.559578e+03   
     0.004159          0.221694        5.185649e+07      5.188474e+07     -3.167048e+04      3.419170e+03   
     0.004159          0.272682        4.354991e+07      4.357616e+07     -2.952912e+04      3.281977e+03   
     0.004159          0.328043        3.704424e+07      3.706883e+07     -2.773449e+04      3.139220e+03   
     0.004159          0.387446        3.194845e+07      3.197169e+07     -2.622625e+04      2.992691e+03   
     0.004159          0.450533        2.779679e+07      2.781854e+07     -2.459605e+04      2.841096e+03   
     0.004159          0.516924        2.490874e+07      2.492982e+07     -2.376993e+04      2.688501e+03   
     0.004159          0.586221        2.192891e+07      2.194866e+07     -2.227966e+04      2.529299e+03   
     0.004159          0.658006        2.025540e+07      2.027456e+07     -2.154115e+04      2.372722e+03   
     0.004159          0.731848        1.846962e+07      1.848809e+07     -2.068832e+04      2.215131e+03   
     0.004159          0.807302        1.646647e+07      1.648383e+07     -1.942390e+04      2.054980e+03   
     0.004159          0.883916        1.516126e+07      1.517811e+07     -1.875028e+04      1.901245e+03   
     0.004159          0.961228        1.414378e+07      1.416012e+07     -1.809243e+04      1.754040e+03   
     0.004159          1.038772        1.317522e+07      1.319106e+07     -1.745014e+04      1.613860e+03   
     0.004159          1.116084        1.202792e+07      1.204326e+07     -1.682323e+04      1.479423e+03   
     0.004159          1.192698        1.104188e+07      1.105674e+07     -1.621152e+04      1.350519e+03   
     0.004159          1.268152        1.025006e+07      1.026444e+07     -1.561483e+04      1.230394e+03   
     0.004159          1.341994        9.517218e+06      9.531131e+06     -1.503295e+04      1.119775e+03   
     0.004159          1.413779        8.894586e+06      8.908033e+06     -1.446572e+04      1.018883e+03   
     0.004159          1.483076        8.400084e+06      8.413071e+06     -1.391293e+04      9.254939e+02   
     0.004159          1.549467        7.865175e+06      7.877709e+06     -1.337441e+04      8.407836e+02   
     0.004159          1.612554        7.278136e+06      7.290221e+06     -1.284997e+04      7.652537e+02   
     0.004159          1.671957        6.735102e+06      6.746754e+06     -1.235234e+04      7.003067e+02   
     0.004159          1.727318        6.534349e+06      6.546044e+06     -1.233942e+04      6.446414e+02   
     0.004159          1.778306        6.213012e+06      6.224258e+06     -1.184258e+04      5.959862e+02   
     0.004159          1.824612        5.731282e+06      5.742088e+06     -1.135925e+04      5.535639e+02   
     0.004159          1.865960        5.731258e+06      5.742088e+06     -1.135925e+04      5.289670e+02   
     0.004159          1.902099        5.281082e+06      5.291448e+06     -1.088926e+04      5.231253e+02   
     0.004159          1.932813        5.267803e+06      5.278145e+06     -1.086189e+04      5.198987e+02   
     0.004159          1.957917        4.920247e+06      4.930166e+06     -1.043242e+04      5.138219e+02   
     0.004159          1.977260        4.860744e+06      4.870667e+06     -1.043242e+04      5.101315e+02   
     0.004159          1.990726        4.860740e+06      4.870667e+06     -1.043242e+04      5.061806e+02   
     0.004159          1.998238        4.807725e+06      4.817540e+06     -1.031862e+04      5.037556e+02   
     0.010212          0.001762        4.473438e+08      4.474468e+08     -1.064948e+05      3.450357e+03   
     0.010212          0.009274        4.332060e+08      4.333035e+08     -1.009408e+05      3.407924e+03   
     0.010212          0.022740        3.275069e+08      3.275832e+08     -7.962629e+04      3.304589e+03   
     0.010212          0.042083        1.934075e+08      1.934623e+08     -5.797773e+04      3.137337e+03   
     0.010212          0.067187        1.268069e+08      1.268542e+08     -5.035297e+04      3.051227e+03   
     0.010212          0.097901        9.929858e+07      9.933998e+07     -4.436826e+04      2.964226e+03   
     0.010212          0.134040        7.828197e+07      7.831763e+07     -3.854427e+04      2.876531e+03   
     0.010212          0.175388        6.297072e+07      6.300213e+07     -3.421345e+04      2.800883e+03   
     0.010212          0.221694        5.184758e+07      5.187605e+07     -3.120264e+04      2.724494e+03   
     0.010212          0.272682        4.342731e+07      4.345364e+07     -2.897570e+04      2.636314e+03   
     0.010212          0.328043        3.679859e+07      3.682324e+07     -2.718359e+04      2.534708e+03   
     0.010212          0.387446        3.182031e+07      3.184357e+07     -2.567597e+04      2.421993e+03   
     0.010212          0.450533        2.792740e+07      2.794948e+07     -2.438639e+04      2.300104e+03   
     0.010212          0.516924        2.486953e+07      2.489057e+07     -2.321579e+04      2.172530e+03   
     0.010212          0.586221        2.223000e+07      2.225004e+07     -2.208015e+04      2.038789e+03   
     0.010212          0.658006        2.020907e+07      2.022840e+07     -2.122941e+04      1.903041e+03   
     0.010212          0.731848        1.834834e+07      1.836683e+07     -2.025519e+04      1.766977e+03   
