#        q                Q               total               1              \delta U         \delta U^2    

     0.000790          0.001762        5.107279e+07      5.110742e+07     -3.686015e+04      2.237699e+03   
     0.000790          0.009274        2.285216e+07      2.287346e+07     -2.325499e+04      1.948967e+03   
     0.000790          0.022740        8.176838e+06      8.186331e+06     -1.091792e+04      1.425140e+03   
     0.000790          0.042083        4.787518e+06      4.794733e+06     -8.324753e+03      1.110583e+03   
     0.000790          0.067187        2.757658e+06      2.763040e+06     -6.248757e+03      8.668188e+02   
     0.000790          0.097901        1.722623e+06      1.726948e+06     -5.024425e+03      6.998621e+02   
     0.000790          0.134040        1.144558e+06      1.148169e+06     -4.193408e+03      5.831222e+02   
     0.000790          0.175388        7.890452e+05      7.920638e+05     -3.516379e+03      4.977881e+02   
     0.000790          0.221694        5.260738e+05      5.285379e+05     -2.891267e+03      4.271949e+02   
     0.000790          0.272682        3.875740e+05      3.897197e+05     -2.518660e+03      3.728716e+02   
     0.000790          0.328043        2.808136e+05      2.826685e+05     -2.179525e+03      3.246670e+02   
     0.000790          0.387446        2.129728e+05      2.145600e+05     -1.872285e+03      2.850492e+02   
     0.000790          0.450533        1.727875e+05      1.742631e+05     -1.730133e+03      2.544428e+02   
     0.000790          0.516924        1.279404e+05      1.291863e+05     -1.467783e+03      2.218706e+02   
     0.000790          0.586221        1.018108e+05      1.029567e+05     -1.347190e+03      2.013334e+02   
     0.000790          0.658006        7.326167e+04      7.421235e+04     -1.126186e+03      1.755072e+02   
     0.000790          0.731848        6.169552e+04      6.256600e+04     -1.025381e+03      1.549041e+02   
     0.000790          0.807302        4.760299e+04      4.839351e+04     -9.307771e+02      1.402585e+02   
     0.000790          0.883916        3.956903e+04      4.028537e+04     -8.421786e+02      1.258408e+02   
     0.000790          0.961228        3.269374e+04      3.334066e+04     -7.593881e+02      1.124693e+02   
     0.000790          1.038772        2.445671e+04      2.503854e+04     -6.822090e+02      1.003808e+02   
     0.000790          1.116084        1.987782e+04      2.039917e+04     -6.104441e+02      8.910109e+01   
     0.000790          1.192698        1.603279e+04      1.649846e+04     -5.438967e+02      7.821953e+01   
     0.000790          1.268152        1.282615e+04      1.323932e+04     -4.823700e+02      6.919730e+01   
     0.000790          1.341994        1.016947e+04      1.053453e+04     -4.256669e+02      6.061250e+01   
     0.000790          1.413779        8.157386e+03      8.478518e+03     -3.735906e+02      5.245780e+01   
     0.000790          1.483076        6.967756e+03      7.246731e+03     -3.259443e+02      4.696886e+01   
     0.000790          1.549467        6.203269e+03      6.484413e+03     -3.259443e+02      4.480057e+01   
     0.000790          1.612554        4.764449e+03      5.007995e+03     -2.825310e+02      3.898430e+01   
     0.000790          1.671957        3.612740e+03      3.822458e+03     -2.431538e+02      3.343551e+01   
     0.000790          1.727318        3.611216e+03      3.822458e+03     -2.431538e+02      3.191168e+01   
     0.000790          1.778306        2.700935e+03      2.880129e+03     -2.076160e+02      2.842117e+01   
     0.000790          1.824612        2.286732e+03      2.437663e+03     -1.757205e+02      2.478936e+01   
     0.000790          1.865960        1.987978e+03      2.139438e+03     -1.757205e+02      2.426014e+01   
     0.000790          1.902099        1.667267e+03      1.793053e+03     -1.472705e+02      2.148501e+01   
     0.000790          1.932813        1.437500e+03      1.564374e+03     -1.472705e+02      2.039696e+01   
     0.000790          1.957917        1.437613e+03      1.564374e+03     -1.472705e+02      2.050982e+01   
     0.000790          1.977260        1.192949e+03      1.296673e+03     -1.220691e+02      1.834455e+01   
     0.000790          1.990726        1.019163e+03      1.123966e+03     -1.220691e+02      1.726586e+01   
     0.000790          1.998238        1.018989e+03      1.123966e+03     -1.220691e+02      1.709208e+01   
     0.004159          0.001762        2.506834e+07      2.509141e+07     -2.356915e+04      5.014708e+02   
     0.004159          0.009274        1.706160e+07      1.707794e+07     -1.678526e+04      4.500159e+02   
     0.004159          0.022740        8.008702e+06      8.018620e+06     -1.030189e+04      3.837181e+02   
     0.004159          0.042083        4.731694e+06      4.739211e+06     -7.841385e+03      3.240699e+02   
     0.004159          0.067187        2.786921e+06      2.792630e+06     -5.974957e+03      2.663735e+02   
     0.004159          0.097901        1.711236e+06      1.715750e+06     -4.736629e+03      2.226810e+02   
     0.004159          0.134040        1.118264e+06      1.121971e+06     -3.898371e+03      1.915078e+02   
     0.004159          0.175388        7.650477e+05      7.681671e+05     -3.287179e+03      1.677886e+02   
     0.004159          0.221694        5.419432e+05      5.445856e+05     -2.790915e+03      1.485262e+02   
     0.004159          0.272682        3.878647e+05      3.901179e+05     -2.385391e+03      1.322090e+02   
     0.004159          0.328043        2.848317e+05      2.867778e+05     -2.064200e+03      1.181086e+02   
     0.004159          0.387446        2.145276e+05      2.162090e+05     -1.786844e+03      1.055304e+02   
     0.004159          0.450533        1.685547e+05      1.700842e+05     -1.624316e+03      9.481200e+01   
     0.004159          0.516924        1.262390e+05      1.275447e+05     -1.390119e+03      8.450960e+01   
     0.004159          0.586221        1.017567e+05      1.029567e+05     -1.275907e+03      7.591718e+01   
     0.004159          0.658006        7.479027e+04      7.581252e+04     -1.089595e+03      6.734808e+01   
     0.004159          0.731848        6.102277e+04      6.193405e+04     -9.711251e+02      5.984811e+01   
     0.004159          0.807302        4.756535e+04      4.839351e+04     -8.815272e+02      5.337396e+01   
     0.004159          0.883916        3.953530e+04      4.028537e+04     -7.976167e+02      4.754162e+01   
     0.004159          0.961228        3.259343e+04      3.327049e+04     -7.192069e+02      4.213972e+01   
     0.004159          1.038772        2.515930e+04      2.576836e+04     -6.461114e+02      3.705088e+01   
     0.004159          1.116084        1.985383e+04      2.039917e+04     -5.781439e+02      3.281103e+01   
     0.004159          1.192698        1.601215e+04      1.649846e+04     -5.151177e+02      2.880509e+01   
     0.004159          1.268152        1.280764e+04      1.323932e+04     -4.568465e+02      2.516176e+01   
     0.004159          1.341994        1.015333e+04      1.053453e+04     -4.031437e+02      2.194691e+01   
     0.004159          1.413779        8.383354e+03      8.718088e+03     -3.538229e+02      1.908833e+01   
     0.004159          1.483076        7.056620e+03      7.353078e+03     -3.132279e+02      1.677033e+01   
     0.004159          1.549467        6.190769e+03      6.484413e+03     -3.086977e+02      1.505391e+01   
     0.004159          1.612554        4.753655e+03      5.007995e+03     -2.675815e+02      1.324150e+01   
     0.004159          1.671957        3.603570e+03      3.822458e+03     -2.302879e+02      1.140009e+01   
     0.004159          1.727318        3.442185e+03      3.651823e+03     -2.200078e+02      1.037050e+01   
     0.004159          1.778306        2.692787e+03      2.880129e+03     -1.966305e+02      9.287956e+00   
     0.004159          1.824612        2.183612e+03      2.341865e+03     -1.664226e+02      8.169773e+00   
