#        q                Q               total               1              \delta U         \delta U^2    

     0.000790          0.001762        8.887893e+08      8.889181e+08     -1.317697e+05      2.957751e+03   
     0.000790          0.009274        5.198344e+08      5.199357e+08     -1.040468e+05      2.761870e+03   
     0.000790          0.022740        2.974315e+08      2.975052e+08     -7.609504e+04      2.303531e+03   
     0.000790          0.042083        8.343242e+07      8.346272e+07     -3.204167e+04      1.743211e+03   
     0.000790          0.067187        4.832631e+07      4.835311e+07     -2.847860e+04      1.670405e+03   
     0.000790          0.097901        3.676387e+07      3.678779e+07     -2.551668e+04      1.601965e+03   
     0.000790          0.134040        2.823354e+07      2.825452e+07     -2.250319e+04      1.525556e+03   
     0.000790          0.175388        2.189265e+07      2.191094e+07     -1.973682e+04      1.444334e+03   
     0.000790          0.221694        1.678539e+07      1.680123e+07     -1.720700e+04      1.365138e+03   
     0.000790          0.272682        1.364326e+07      1.365743e+07     -1.545851e+04      1.290643e+03   
     0.000790          0.328043        1.142780e+07      1.144094e+07     -1.436126e+04      1.219342e+03   
     0.000790          0.387446        9.518964e+06      9.531131e+06     -1.331720e+04      1.149669e+03   
     0.000790          0.450533        8.183661e+06      8.194904e+06     -1.232501e+04      1.082264e+03   
     0.000790          0.516924        7.008184e+06      7.018557e+06     -1.138337e+04      1.010891e+03   
     0.000790          0.586221        6.227575e+06      6.237562e+06     -1.093109e+04      9.441131e+02   
     0.000790          0.658006        5.294198e+06      5.303387e+06     -1.006279e+04      8.731911e+02   
     0.000790          0.731848        4.873127e+06      4.881965e+06     -9.646443e+03      8.091272e+02   
     0.000790          0.807302        4.297126e+06      4.305623e+06     -9.241737e+03      7.447506e+02   
     0.000790          0.883916        3.773504e+06      3.781292e+06     -8.466602e+03      6.789849e+02   
     0.000790          0.961228        3.456534e+06      3.464013e+06     -8.095843e+03      6.169710e+02   
     0.000790          1.038772        3.158290e+06      3.165468e+06     -7.736068e+03      5.588973e+02   
     0.000790          1.116084        2.761975e+06      2.768858e+06     -7.387113e+03      5.043548e+02   
     0.000790          1.192698        2.518048e+06      2.524643e+06     -7.048812e+03      4.532586e+02   
     0.000790          1.268152        2.292333e+06      2.298648e+06     -6.721001e+03      4.056696e+02   
     0.000790          1.341994        2.083727e+06      2.089768e+06     -6.403513e+03      3.625874e+02   
     0.000790          1.413779        1.891178e+06      1.896950e+06     -6.096185e+03      3.234810e+02   
