#       k             kp                 O11                    O12                    O21                    O22          
   0.000973       0.000973         -5.830972e-33          -6.552616e-26          6.552616e-26           1.790855e-48      
   0.000973       0.005125         4.650393e-17           3.174460e-21           1.154278e-22           -1.791025e-23     
   0.000973       0.012579         8.849533e-16           3.679206e-19           2.187237e-21           -2.659508e-29     
   0.000973       0.023314         6.570892e-15           9.419168e-18           1.620752e-20           -1.911293e-28     
   0.000973       0.037292         3.010394e-14           1.106949e-16           7.400692e-20           -7.766080e-28     
   0.000973       0.054469         1.024348e-13           8.048401e-16           2.503080e-19           -1.990189e-27     
   0.000973       0.074787         2.845821e-13           4.217095e-15           6.885293e-19           -2.538382e-27     
   0.000973       0.098178         6.819603e-13           1.739729e-14           1.625147e-18           5.035589e-27      
   0.000973       0.124565         1.459346e-12           5.975228e-14           3.402882e-18           4.517635e-26      
   0.000973       0.153859         2.854298e-12           1.773625e-13           6.460986e-18           1.806843e-25      
   0.000973       0.185965         5.186454e-12           4.670723e-13           1.129300e-17           5.484783e-25      
   0.000973       0.220775         8.860132e-12           1.112273e-12           1.837037e-17           1.411105e-24      
   0.000973       0.258173         1.435826e-11           2.429906e-12           2.804339e-17           3.218628e-24      
   0.000973       0.298036         2.222674e-11           4.924632e-12           4.044380e-17           6.663852e-24      
   0.000973       0.340231         3.304990e-11           9.342268e-12           5.542048e-17           1.269747e-23      
   0.000973       0.384617         4.741893e-11           1.671192e-11           7.252777e-17           -1.110275e-17     
   0.000973       0.431047         6.589606e-11           2.836598e-11           9.108406e-17           -1.746666e-17     
   0.000973       0.479368         8.897747e-11           4.592957e-11           1.102685e-16           -2.604669e-17     
   0.000973       0.529418         1.170572e-10           7.127599e-11           1.292379e-16           -3.702806e-17     
   0.000973       0.581031         1.503941e-10           1.064498e-10           1.472290e-16           -5.044424e-17     
   0.000973       0.634036         1.890828e-10           1.535634e-10           1.636061e-16           -6.617729e-17     
   0.000973       0.688256         2.330304e-10           2.146776e-10           1.779422e-16           -8.395506e-17     
   0.000973       0.743512         2.819405e-10           2.916733e-10           1.899842e-16           -1.033920e-16     
   0.000973       0.799621         3.353053e-10           3.861269e-10           1.996275e-16           -1.240268e-16     
   0.000973       0.856395         3.924089e-10           4.991957e-10           2.068426e-16           -1.453762e-16     
   0.000973       0.913645         4.523414e-10           6.315196e-10           2.117880e-16           -5.864516e-22     
   0.000973       0.971183         5.140257e-10           7.831459e-10           2.146096e-16           -1.161894e-21     
   0.000973       1.028817         5.762548e-10           9.534791e-10           -9.123383e-22          -2.013092e-21     
   0.000973       1.086355         6.377385e-10           1.141259e-09           -1.547227e-21          -3.207734e-21     
   0.000973       1.143605         6.971564e-10           1.344565e-09           -2.313062e-21          -4.812482e-21     
   0.000973       1.200379         7.532138e-10           1.560855e-09           -3.202152e-21          -6.887759e-21     
   0.000973       1.256488         8.046961e-10           1.787019e-09           -4.199210e-21          -9.482194e-21     
   0.000973       1.311744         8.505182e-10           2.019465e-09           -5.281797e-21          -1.262723e-20     
   0.000973       1.365964         8.897659e-10           2.254218e-09           -6.421341e-21          -1.633235e-20     
   0.000973       1.418969         9.217260e-10           2.487027e-09           -7.584651e-21          -2.058126e-20     
   0.000973       1.470582         9.459045e-10           2.713488e-09           -8.735788e-21          -2.532952e-20     
   0.000973       1.520632         9.620313e-10           2.929156e-09           -9.838133e-21          -3.050360e-20     
   0.000973       1.568953         9.700532e-10           3.129653e-09           -1.085647e-20          -3.600158e-20     
   0.000973       1.615383         9.701142e-10           3.310771e-09           -1.175891e-20          -4.169539e-20     
   0.000973       1.659769         9.625283e-10           3.468543e-09           -1.251846e-20          -4.743442e-20     
   0.000973       1.701964         9.477434e-10           3.599313e-09           -1.311419e-20          -5.305023e-20     
   0.000973       1.741827         9.263006e-10           3.699760e-09           -1.353182e-20          -5.836201e-20     
   0.000973       1.779225         8.987909e-10           3.766914e-09           -1.376373e-20          -6.318243e-20     
   0.000973       1.814035         8.658095e-10           3.798128e-09           -1.380850e-20          -6.732334e-20     
   0.000973       1.846141         8.279095e-10           3.791023e-09           -1.366982e-20          -7.060094e-20     
   0.000973       1.875435         7.855539e-10           3.743388e-09           -1.335510e-20          -7.283981e-20     
   0.000973       1.901822         7.390631e-10           3.653022e-09           -1.287358e-20          -7.387524e-20     
   0.000973       1.925213         6.885532e-10           3.517478e-09           -1.223410e-20          -7.355269e-20     
   0.000973       1.945531         6.338491e-10           3.333658e-09           -1.144241e-20          -7.172279e-20     
   0.000973       1.962708         5.743471e-10           3.097066e-09           -1.049746e-20          -6.822799e-20     
   0.000973       1.976686         5.087502e-10           2.800349e-09           -9.385580e-21          -6.287162e-20     
   0.000973       1.987421         4.344643e-10           2.429904e-09           -8.068497e-21          -5.534176e-20     
   0.000973       1.994875         3.458438e-10           1.955962e-09           -6.450212e-21          -4.498469e-20     
   0.000973       1.999027         2.263582e-10           1.288203e-09           -4.230796e-21          -2.978294e-20     
   0.000973       2.001961         3.209775e-10           1.834854e-09           -6.011112e-21          -4.260201e-20     
   0.000973       2.010330         4.878726e-10           2.824740e-09           -9.186164e-21          -6.637710e-20     
   0.000973       2.025365         6.068906e-10           3.595913e-09           -1.152556e-20          -8.627212e-20     
   0.000973       2.047037         7.000666e-10           4.290347e-09           -1.343674e-20          -1.059832e-19     
   0.000973       2.075299         7.738821e-10           4.960753e-09           -1.501440e-20          -1.271838e-19     
   0.000973       2.110086         8.302789e-10           5.634316e-09           -1.623989e-20          -1.510331e-19     
   0.000973       2.151322         8.691136e-10           6.326875e-09           -1.701803e-20          -1.785213e-19     
   0.000973       2.198915         8.890278e-10           7.047578e-09           -1.718253e-20          -2.105853e-19     
   0.000973       2.252758         8.878842e-10           7.800650e-09           -1.649198e-20          -2.481459e-19     
   0.000973       2.312731         8.630768e-10           8.586041e-09           -1.462355e-20          -2.921056e-19     
   0.000973       2.378700         8.118202e-10           9.399613e-09           -1.116839e-20          -3.433203e-19     
   0.000973       2.450518         7.314564e-10           1.023314e-08           -5.631945e-21          -4.025460e-19     
   0.000973       2.528026         6.197951e-10           1.107432e-08           2.557238e-21           -4.703667e-19     
   0.000973       2.611049         4.754691e-10           1.190686e-08           1.402731e-20           -5.471032e-19     
   0.000973       2.699403         2.982954e-10           1.271086e-08           2.942894e-20           -6.327110e-19     
   0.000973       2.792891         8.959770e-11           1.346338e-08           4.938609e-20           -7.266761e-19     
   0.000973       2.891303         -1.475402e-10          1.413940e-08           7.443288e-20           -8.279194e-19     
   0.000973       2.994421         -4.081251e-10          1.471311e-08           1.049396e-19           -9.347272e-19     
   0.000973       3.102014         -6.852438e-10          1.515941e-08           1.410338e-19           -1.044721e-18     
   0.000973       3.213842         -9.702079e-10          1.545569e-08           1.825238e-19           -1.154886e-18     
   0.000973       3.329656         -1.252858e-09          1.558352e-08           2.288333e-19           -1.261662e-18     
   0.000973       3.449197         -1.522014e-09          1.553038e-08           2.789555e-19           -1.361110e-18     
   0.000973       3.572198         -1.766042e-09          1.529095e-08           3.314352e-19           -1.449145e-18     
   0.000973       3.698386         -1.973520e-09          1.486796e-08           3.843859e-19           -1.521822e-18     
   0.000973       3.827477         -2.133943e-09          1.427246e-08           4.355458e-19           -1.575645e-18     
   0.000973       3.959186         -2.238431e-09          1.352344e-08           4.823771e-19           -1.607881e-18     
   0.000973       4.093216         -2.280369e-09          1.264666e-08           5.222056e-19           -1.616824e-18     
   0.000973       4.229270         -2.255953e-09          1.167304e-08           5.523956e-19           -1.601989e-18     
   0.000973       4.367044         -2.164553e-09          1.063658e-08           5.705460e-19           -1.564187e-18     
   0.000973       4.506230         -2.008862e-09          9.571967e-09           5.746916e-19           -1.505491e-18     
   0.000973       4.646518         -1.794791e-09          8.512437e-09           5.634858e-19           -1.429064e-18     
   0.000973       4.787595         -1.531126e-09          7.487639e-09           5.363426e-19           -1.338891e-18     
   0.000973       4.929146         -1.228929e-09          6.522214e-09           4.935190e-19           -1.239436e-18     
   0.000973       5.070854         -9.007835e-10          5.634753e-09           4.361244e-19           -1.135271e-18     
   0.000973       5.212405         -5.599347e-10          4.837421e-09           3.660541e-19           -1.030719e-18     
   0.000973       5.353482         -2.194084e-10          4.136244e-09           2.858549e-19           -9.295608e-19     
   0.000973       5.493770         1.087836e-10           3.531730e-09           1.985369e-19           -8.348199e-19     
