 2   -118.5621521479   -116.9041632337   -101.3747390305
 3   -118.9506204100   -118.2898683535   -110.5698587904
 4   -119.4008708061   -120.6257027556   -114.4589238465
 5   -119.8651180902   -122.9007779029   -118.9205686656
 6   -120.5209806331   -124.4497570382   -122.4624740682
 7   -121.4795685959   -125.1769670179   -124.5026031195
 8   -122.6312243643   -125.3705057801   -125.2889032243
 9   -123.7303206175   -125.3956058059   -125.4442077229
10   -124.5658002008   -125.4580643260   -125.4684193932
11   -125.0710776997   -125.5789576907   -125.5496513487
12   -125.3181826946   -125.7017479728   -125.6697983943
13   -125.4427900507   -125.7903117065   -125.7718103207
14   -125.5563166584   -125.8517964335   -125.8408925207
