 2   -110.1662712192   -677.8723303517   -669.4376613607
 3   -203.3498682904   -707.1735772148   -709.8357879133
 4   -355.6323718779   -732.2160634946   -737.8449684438
 5   -488.7528057591   -745.8694215301   -757.7802525764
 6   -581.3793577081   -752.6244358088   -766.7548530095
 7   -641.8085785861   -759.5185237416   -769.6305857237
 8   -692.5625257262   -767.2943988089   -771.8580492699
 9   -736.7676805696   -772.6232861846   -774.2436028745
10   -762.6498298423   -774.6550711457   -775.6098574245
11   -772.0126801970   -775.2281293807   -776.0269018087
12   -774.0986372449   -775.7736176664   -776.2529589763
13   -775.2120114897   -776.3140676589   -776.5225868901
14   -776.2895208441   -776.6162634573   -776.7238862406
