#        q                Q               total               1              \delta U         \delta U^2    

     0.001185          0.001762        1.685406e+08      1.685523e+08     -4.278008e+04      3.111844e+04   
     0.001185          0.009274        6.909725e+07      6.909778e+07     -2.898687e+04      2.845548e+04   
     0.001185          0.022740        3.464125e+07      3.463771e+07     -2.102412e+04      2.456794e+04   
     0.001185          0.042083        2.076053e+07      2.075618e+07     -1.645681e+04      2.080976e+04   
     0.001185          0.067187        1.371225e+07      1.370800e+07     -1.351351e+04      1.776333e+04   
     0.001185          0.097901        9.552823e+06      9.548804e+06     -1.127861e+04      1.529789e+04   
     0.001185          0.134040        7.036661e+06      7.032969e+06     -9.679442e+03      1.337114e+04   
     0.001185          0.175388        5.535379e+06      5.532113e+06     -8.584727e+03      1.185014e+04   
     0.001185          0.221694        4.311225e+06      4.308224e+06     -7.575827e+03      1.057739e+04   
     0.001185          0.272682        3.321706e+06      3.318808e+06     -6.649241e+03      9.546506e+03   
     0.001185          0.328043        2.773415e+06      2.770795e+06     -6.075516e+03      8.695906e+03   
     0.001185          0.387446        2.302781e+06      2.300359e+06     -5.535780e+03      7.957704e+03   
     0.001185          0.450533        1.900743e+06      1.898456e+06     -5.028995e+03      7.316531e+03   
     0.001185          0.516924        1.722563e+06      1.720601e+06     -4.787635e+03      6.750141e+03   
     0.001185          0.586221        1.408308e+06      1.406303e+06     -4.328331e+03      6.332947e+03   
     0.001185          0.658006        1.269881e+06      1.268086e+06     -4.110127e+03      5.905684e+03   
     0.001185          0.731848        1.027173e+06      1.025403e+06     -3.695968e+03      5.465981e+03   
     0.001185          0.807302        9.211061e+05      9.194182e+05     -3.499754e+03      5.187637e+03   
     0.001185          0.883916        8.243332e+05      8.227238e+05     -3.310610e+03      4.920077e+03   
     0.001185          0.961228        7.361593e+05      7.346564e+05     -3.128406e+03      4.631315e+03   
     0.001185          1.038772        6.560188e+05      6.545890e+05     -2.953013e+03      4.382812e+03   
     0.001185          1.116084        5.833140e+05      5.819294e+05     -2.784301e+03      4.168895e+03   
     0.001185          1.192698        5.174273e+05      5.161189e+05     -2.622140e+03      3.930546e+03   
     0.001185          1.268152        4.578630e+05      4.566309e+05     -2.466401e+03      3.698454e+03   
     0.001185          1.341994        4.041187e+05      4.029699e+05     -2.316953e+03      3.465701e+03   
     0.001185          1.413779        3.557400e+05      3.546700e+05     -2.173668e+03      3.243597e+03   
     0.001185          1.483076        3.122771e+05      3.112940e+05     -2.036415e+03      3.019601e+03   
     0.001185          1.549467        3.121624e+05      3.112940e+05     -2.036415e+03      2.904855e+03   
     0.001185          1.612554        2.733120e+05      2.724317e+05     -1.905065e+03      2.785376e+03   
     0.001185          1.671957        2.385057e+05      2.376993e+05     -1.779488e+03      2.585862e+03   
     0.001185          1.727318        2.074695e+05      2.067381e+05     -1.659553e+03      2.390952e+03   
     0.001185          1.778306        2.074279e+05      2.067381e+05     -1.659553e+03      2.349295e+03   
     0.001185          1.824612        1.798554e+05      1.792131e+05     -1.545133e+03      2.187496e+03   
     0.001185          1.865960        1.797423e+05      1.792131e+05     -1.545133e+03      2.074402e+03   
     0.001185          1.902099        1.553811e+05      1.548121e+05     -1.436096e+03      2.005093e+03   
     0.001185          1.932813        1.553160e+05      1.548121e+05     -1.436096e+03      1.940013e+03   
     0.001185          1.957917        1.337519e+05      1.332449e+05     -1.332313e+03      1.839345e+03   
     0.001185          1.977260        1.337430e+05      1.332449e+05     -1.332313e+03      1.830441e+03   
     0.001185          1.990726        1.337386e+05      1.332449e+05     -1.332313e+03      1.826056e+03   
     0.001185          1.998238        1.337121e+05      1.332449e+05     -1.332313e+03      1.799496e+03   
     0.006239          0.001762        5.553070e+07      5.553300e+07     -9.780691e+03      7.478659e+03   
     0.006239          0.009274        5.158162e+07      5.158335e+07     -8.585780e+03      6.852451e+03   
     0.006239          0.022740        3.324100e+07      3.324194e+07     -7.024409e+03      6.078957e+03   
     0.006239          0.042083        2.043467e+07      2.043506e+07     -5.724107e+03      5.326673e+03   
     0.006239          0.067187        1.358549e+07      1.358560e+07     -4.767054e+03      4.654807e+03   
     0.006239          0.097901        9.620628e+06      9.620605e+06     -4.063653e+03      4.086246e+03   
     0.006239          0.134040        7.078282e+06      7.078179e+06     -3.509019e+03      3.612553e+03   
     0.006239          0.175388        5.411864e+06      5.411722e+06     -3.078615e+03      3.220981e+03   
     0.006239          0.221694        4.244058e+06      4.243903e+06     -2.743389e+03      2.898596e+03   
     0.006239          0.272682        3.423790e+06      3.423625e+06     -2.456083e+03      2.621169e+03   
     0.006239          0.328043        2.789197e+06      2.789050e+06     -2.244161e+03      2.391442e+03   
     0.006239          0.387446        2.300513e+06      2.300359e+06     -2.044795e+03      2.198180e+03   
     0.006239          0.450533        1.929525e+06      1.929360e+06     -1.857600e+03      2.023220e+03   
     0.006239          0.516924        1.671348e+06      1.671192e+06     -1.717663e+03      1.874573e+03   
     0.006239          0.586221        1.406457e+06      1.406303e+06     -1.598790e+03      1.753017e+03   
     0.006239          0.658006        1.258453e+06      1.258326e+06     -1.506506e+03      1.633706e+03   
     0.006239          0.731848        1.051685e+06      1.051525e+06     -1.365209e+03      1.524479e+03   
     0.006239          0.807302        9.195700e+05      9.194182e+05     -1.292732e+03      1.444482e+03   
     0.006239          0.883916        8.228628e+05      8.227238e+05     -1.222866e+03      1.361891e+03   
     0.006239          0.961228        7.347901e+05      7.346564e+05     -1.155564e+03      1.289274e+03   
     0.006239          1.038772        6.547117e+05      6.545890e+05     -1.090778e+03      1.213449e+03   
     0.006239          1.116084        5.820440e+05      5.819294e+05     -1.028459e+03      1.142988e+03   
     0.006239          1.192698        5.162347e+05      5.161189e+05     -9.685606e+02      1.084325e+03   
     0.006239          1.268152        4.567459e+05      4.566309e+05     -9.110340e+02      1.026019e+03   
     0.006239          1.341994        4.030780e+05      4.029699e+05     -8.558314e+02      9.639258e+02   
     0.006239          1.413779        3.547663e+05      3.546700e+05     -8.029050e+02      8.991294e+02   
     0.006239          1.483076        3.204619e+05      3.203690e+05     -7.522068e+02      8.450836e+02   
     0.006239          1.549467        3.068808e+05      3.068158e+05     -7.413859e+02      8.063046e+02   
     0.006239          1.612554        2.724959e+05      2.724317e+05     -7.036889e+02      7.679385e+02   
     0.006239          1.671957        2.377604e+05      2.376993e+05     -6.573034e+02      7.183517e+02   
     0.006239          1.727318        2.141450e+05      2.140841e+05     -6.130024e+02      6.738301e+02   
     0.006239          1.778306        2.067756e+05      2.067381e+05     -6.130024e+02      6.504961e+02   
     0.006239          1.824612        1.792578e+05      1.792131e+05     -5.707380e+02      6.154805e+02   
     0.006239          1.865960        1.735790e+05      1.735416e+05     -5.526761e+02      5.900800e+02   
     0.006239          1.902099        1.548503e+05      1.548121e+05     -5.304621e+02      5.686602e+02   
     0.006239          1.932813        1.535675e+05      1.535413e+05     -5.261076e+02      5.523153e+02   
     0.006239          1.957917        1.332866e+05      1.332449e+05     -4.921270e+02      5.338223e+02   
     0.006239          1.977260        1.332823e+05      1.332449e+05     -4.921270e+02      5.295048e+02   
     0.006239          1.990726        1.332758e+05      1.332449e+05     -4.921270e+02      5.230507e+02   
     0.006239          1.998238        1.332701e+05      1.332449e+05     -4.921270e+02      5.173050e+02   
     0.015318          0.001762        2.723740e+07      2.723889e+07     -3.855232e+03      2.361391e+03   
     0.015318          0.009274        2.676703e+07      2.676843e+07     -3.635769e+03      2.237483e+03   
     0.015318          0.022740        2.496401e+07      2.496524e+07     -3.272767e+03      2.048848e+03   
     0.015318          0.042083        1.905867e+07      1.905968e+07     -2.852220e+03      1.842089e+03   
     0.015318          0.067187        1.320121e+07      1.320202e+07     -2.463864e+03      1.647547e+03   
     0.015318          0.097901        9.471033e+06      9.471703e+06     -2.139000e+03      1.468714e+03   
     0.015318          0.134040        7.044609e+06      7.045173e+06     -1.879151e+03      1.315872e+03   
     0.015318          0.175388        5.397402e+06      5.397877e+06     -1.659503e+03      1.184316e+03   
     0.015318          0.221694        4.246506e+06      4.246923e+06     -1.486199e+03      1.070136e+03   
     0.015318          0.272682        3.408885e+06      3.409249e+06     -1.337783e+03      9.733278e+02   
     0.015318          0.328043        2.785546e+06      2.785870e+06     -1.216471e+03      8.924734e+02   
     0.015318          0.387446        2.317154e+06      2.317447e+06     -1.112966e+03      8.203746e+02   
     0.015318          0.450533        1.961916e+06      1.962186e+06     -1.028533e+03      7.585593e+02   
     0.015318          0.516924        1.648426e+06      1.648663e+06     -9.391621e+02      7.018950e+02   
     0.015318          0.586221        1.430760e+06      1.430989e+06     -8.848488e+02      6.562706e+02   
