#        q              total               1              \delta U         \delta U^2    

     0.001185        3.000307e+08      3.000301e+08     -3.902933e+02      9.179065e+02   
     0.006239        8.649439e+07      8.649445e+07     -7.562093e+01      1.005874e+01   
     0.015318        3.903776e+07      3.903781e+07     -4.744935e+01      3.102223e+00   
     0.028399        2.246539e+07      2.246543e+07     -3.511679e+01      1.053179e+00   
     0.045447        1.407976e+07      1.407979e+07     -2.786935e+01      3.442371e-01   
     0.066417        9.478221e+06      9.478244e+06     -2.287248e+01      1.106658e-01   
     0.091251        6.718673e+06      6.718693e+06     -1.940598e+01      3.767861e-02   
     0.119882        5.069434e+06      5.069451e+06     -1.706627e+01      1.437192e-02   
     0.152235        3.771749e+06      3.771764e+06     -1.493131e+01      6.322203e-03   
     0.188220        2.887673e+06      2.887686e+06     -1.298396e+01      3.120092e-03   
     0.227742        2.293508e+06      2.293520e+06     -1.177865e+01      1.700291e-03   
     0.270694        1.892427e+06      1.892438e+06     -1.064859e+01      9.982017e-04   
     0.316959        1.551572e+06      1.551581e+06     -9.591047e+00      6.305255e-04   
     0.366414        1.263479e+06      1.263488e+06     -8.603608e+00      4.254128e-04   
     0.418925        1.079761e+06      1.079769e+06     -8.123043e+00      3.084703e-04   
     0.474351        8.679322e+05      8.679395e+05     -7.235889e+00      2.381619e-04   
     0.532541        7.338501e+05      7.338569e+05     -6.802282e+00      1.961120e-04   
     0.593339        6.157618e+05      6.157679e+05     -6.011389e+00      1.706746e-04   
     0.656582        4.842468e+05      4.842521e+05     -5.282683e+00      1.560468e-04   
     0.722098        4.278407e+05      4.278457e+05     -4.925153e+00      1.484247e-04   
     0.789711        3.313290e+05      3.313333e+05     -4.286300e+00      1.467826e-04   
     0.859239        2.903490e+05      2.903530e+05     -3.972470e+00      1.500987e-04   
     0.930495        2.209566e+05      2.209600e+05     -3.419519e+00      1.586909e-04   
     1.003286        1.659694e+05      1.659723e+05     -2.920646e+00      1.733200e-04   
     1.077416        1.133168e+05      1.133191e+05     -2.280713e+00      1.950655e-04   
     1.152685        7.525645e+04      7.525820e+04     -1.743729e+00      2.253213e-04   
     1.228890        3.632405e+04      3.632512e+04     -1.060899e+00      2.663150e-04   
     1.305826        2.958989e+03      2.959100e+03     -1.112226e-01      3.214745e-04   
     1.383286        3.921919e-04      0.000000e+00      0.000000e+00      3.921919e-04   
     1.461060        4.786365e-04      0.000000e+00      0.000000e+00      4.786365e-04   
     1.538940        5.830759e-04      0.000000e+00      0.000000e+00      5.830759e-04   
     1.616714        7.079058e-04      0.000000e+00      0.000000e+00      7.079058e-04   
     1.694174        8.550312e-04      0.000000e+00      0.000000e+00      8.550312e-04   
     1.771110        1.025467e-03      0.000000e+00      0.000000e+00      1.025467e-03   
     1.847315        1.220242e-03      0.000000e+00      0.000000e+00      1.220242e-03   
     1.922584        1.439497e-03      0.000000e+00      0.000000e+00      1.439497e-03   
     1.996714        1.682678e-03      0.000000e+00      0.000000e+00      1.682678e-03   
     2.069505        1.948752e-03      0.000000e+00      0.000000e+00      1.948752e-03   
     2.140761        2.235617e-03      0.000000e+00      0.000000e+00      2.235617e-03   
     2.210289        2.541458e-03      0.000000e+00      0.000000e+00      2.541458e-03   
     2.277902        2.863091e-03      0.000000e+00      0.000000e+00      2.863091e-03   
