0	0
0.01	0.00488
0.02	0.00928
0.03	0.01325
0.04	0.01683
0.05	0.02008
0.06	0.02302
0.07	0.02568
0.08	0.0281
0.09	0.03029
0.1	0.03229
0.11	0.0341
0.12	0.03576
0.13	0.03726
0.14	0.03863
0.15	0.03988
0.16	0.04101
0.17	0.04205
0.18	0.04299
0.19	0.04384
0.2	0.04462
0.21	0.04532
0.22	0.04596
0.23	0.04654
0.24	0.04706
0.25	0.04753
0.26	0.04796
0.27	0.04834
0.28	0.04868
0.29	0.04898
0.3	0.04925
0.31	0.04948
0.32	0.04969
0.33	0.04987
0.34	0.05002
0.35	0.05015
0.36	0.05025
0.37	0.05034
0.38	0.05041
0.39	0.05046
0.4	0.05049
0.41	0.0505
0.42	0.05051
0.43	0.0505
0.44	0.05047
0.45	0.05044
0.46	0.05039
0.47	0.05034
0.48	0.05027
0.49	0.0502
0.5	0.05011
0.51	0.05002
0.52	0.04992
0.53	0.04982
0.54	0.04971
0.55	0.04959
0.56	0.04947
0.57	0.04935
0.58	0.04921
0.59	0.04908
0.6	0.04894
0.61	0.04879
0.62	0.04865
0.63	0.04849
0.64	0.04834
0.65	0.04818
0.66	0.04802
0.67	0.04786
0.68	0.0477
0.69	0.04753
0.7	0.04736
0.71	0.04719
0.72	0.04702
0.73	0.04684
0.74	0.04667
0.75	0.04649
0.76	0.04632
0.77	0.04614
0.78	0.04596
0.79	0.04578
0.8	0.0456
0.81	0.04542
0.82	0.04523
0.83	0.04505
0.84	0.04487
0.85	0.04469
0.86	0.0445
0.87	0.04432
0.88	0.04413
0.89	0.04395
0.9	0.04376
0.91	0.04358
0.92	0.04339
0.93	0.04321
0.94	0.04303
0.95	0.04284
0.96	0.04266
0.97	0.04247
0.98	0.04229
0.99	0.04211
1	0.04192
1.01	0.04174
1.02	0.04156
1.03	0.04138
1.04	0.04119
1.05	0.04101
1.06	0.04083
1.07	0.04065
1.08	0.04047
1.09	0.04029
1.1	0.04011
1.11	0.03993
1.12	0.03976
1.13	0.03958
1.14	0.0394
1.15	0.03923
1.16	0.03905
1.17	0.03888
1.18	0.0387
1.19	0.03853
1.2	0.03835
1.21	0.03818
1.22	0.03801
1.23	0.03784
1.24	0.03767
1.25	0.0375
1.26	0.03733
1.27	0.03716
1.28	0.03699
1.29	0.03682
1.3	0.03666
1.31	0.03649
1.32	0.03633
1.33	0.03616
1.34	0.036
1.35	0.03583
1.36	0.03567
1.37	0.03551
1.38	0.03535
1.39	0.03519
1.4	0.03503
1.41	0.03487
1.42	0.03471
1.43	0.03455
1.44	0.0344
1.45	0.03424
1.46	0.03408
1.47	0.03393
1.48	0.03377
1.49	0.03362
1.5	0.03347
1.51	0.03332
1.52	0.03317
1.53	0.03302
1.54	0.03287
1.55	0.03272
1.56	0.03257
1.57	0.03242
1.58	0.03227
1.59	0.03213
1.6	0.03198
1.61	0.03184
1.62	0.03169
1.63	0.03155
1.64	0.03141
1.65	0.03126
1.66	0.03112
1.67	0.03098
1.68	0.03084
1.69	0.0307
1.7	0.03056
1.71	0.03042
1.72	0.03028
1.73	0.03015
1.74	0.03001
1.75	0.02988
1.76	0.02974
1.77	0.02961
1.78	0.02947
1.79	0.02934
1.8	0.02921
1.81	0.02908
1.82	0.02894
1.83	0.02881
1.84	0.02868
1.85	0.02855
1.86	0.02843
1.87	0.0283
1.88	0.02817
1.89	0.02804
1.9	0.02792
1.91	0.02779
1.92	0.02767
1.93	0.02754
1.94	0.02742
1.95	0.0273
1.96	0.02717
1.97	0.02705
1.98	0.02693
1.99	0.02681

