  0.0000000000000000 -0.0140407999448378  0.0000000000100855
  0.1000000000000000 -0.0139991432699623  0.0000000000100686
  0.2000000000000000 -0.0138964685016258  0.0000000000100224
  0.3000000000000000 -0.0137327756398281  0.0000000000099471
  0.4000000000000000 -0.0135187925784162  0.0000000000098447
  0.5000000000000000 -0.0132687217858623  0.0000000000097185
  0.6000000000000001 -0.0129994757710951  0.0000000000095724
  0.7000000000000001 -0.0127297650997543  0.0000000000094110
  0.8000000000000000 -0.0124790865932198  0.0000000000092398
  0.9000000000000000 -0.0122666642212380  0.0000000000090644
  1.0000000000000000 -0.0121103973126025  0.0000000000088914
  1.1000000000000001 -0.0120258700435772  0.0000000000087271
  1.2000000000000002 -0.0120254728494308  0.0000000000085781
  1.3000000000000000 -0.0121176806842159  0.0000000000084509
  1.4000000000000001 -0.0123065252572421  0.0000000000083513
  1.5000000000000000 -0.0125912888915336  0.0000000000082845
  1.6000000000000001 -0.0129664369114632  0.0000000000082550
  1.7000000000000002 -0.0134217939347504  0.0000000000082655
  1.8000000000000000 -0.0139429576013731  0.0000000000083177
  1.9000000000000001 -0.0145119316184151  0.0000000000084115
  2.0000000000000000 -0.0151079490435965  0.0000000000085449
  2.1000000000000001 -0.0157084469744708  0.0000000000087141
  2.2000000000000002 -0.0162901457336434  0.0000000000089138
  2.3000000000000003 -0.0168301796715699  0.0000000000091366
  2.4000000000000004 -0.0173072231982559  0.0000000000093742
  2.5000000000000000 -0.0177025548493839  0.0000000000096171
  2.6000000000000001 -0.0180010042106637  0.0000000000098553
  2.7000000000000002 -0.0181917313471612  0.0000000000100788
  2.8000000000000003 -0.0182687958511225  0.0000000000102781
  2.9000000000000004 -0.0182314824374307  0.0000000000104450
  3.0000000000000000 -0.0180843617664120  0.0000000000105726
  3.1000000000000001 -0.0178370783459401  0.0000000000106561
  3.2000000000000002 -0.0175038713667543  0.0000000000106933
  3.3000000000000003 -0.0171028485058082  0.0000000000106843
  3.4000000000000004 -0.0166550464008255  0.0000000000106319
  3.5000000000000000 -0.0161833239411345  0.0000000000105415
  3.6000000000000001 -0.0157111450201058  0.0000000000104204
  3.7000000000000002 -0.0152613152646513  0.0000000000102779
  3.8000000000000003 -0.0148547418730884  0.0000000000101243
  3.9000000000000004 -0.0145092865423882  0.0000000000099702
  4.0000000000000000 -0.0142387782063513  0.0000000000098262
