#       k             kp                 U11                    U12                    U21                    U22          
   0.000790       0.000790         1.000000e+00           5.497217e-19           5.695253e-19           1.000000e+00      
   0.000790       0.004159         -6.193782e-11          1.224377e-16           4.574283e-18           -1.308014e-23     
   0.000790       0.010212         -1.904122e-10          2.271838e-15           1.407993e-17           -2.437038e-22     
   0.000790       0.018933         -4.115694e-10          1.694273e-14           3.054325e-17           -1.839206e-21     
   0.000790       0.030298         -7.396218e-10          7.862835e-14           5.532171e-17           -8.754297e-21     
   0.000790       0.044278         -1.185733e-09          2.733702e-13           8.997371e-17           -3.181598e-20     
   0.000790       0.060834         -1.758418e-09          7.846074e-13           1.365697e-16           -9.763619e-20     
   0.000790       0.079922         -2.463640e-09          1.969089e-12           1.980117e-16           -2.678802e-19     
   0.000790       0.101490         -3.304764e-09          4.483892e-12           2.783043e-16           -6.785849e-19     
   0.000790       0.125480         -4.282446e-09          9.494054e-12           3.826895e-16           -1.613451e-18     
   0.000790       0.151828         -5.394516e-09          1.898791e-11           5.175348e-16           -3.625692e-18     
   0.000790       0.180462         -6.635905e-09          3.623935e-11           6.898865e-16           -7.722448e-18     
   0.000790       0.211306         -7.998648e-09          6.651677e-11           9.066551e-16           -1.561804e-17     
   0.000790       0.244276         -9.471995e-09          1.179060e-10           1.173511e-15           -3.000962e-17     
   0.000790       0.279283         -1.104264e-08          2.022610e-10           1.493695e-15           -5.480859e-17     
   0.000790       0.316234         -1.269508e-08          3.362122e-10           1.867064e-15           -9.520955e-17     
   0.000790       0.355027         -1.441204e-08          5.420927e-10           2.289666e-15           -1.574568e-16     
   0.000790       0.395559         -1.617497e-08          8.486005e-10           2.754065e-15           -2.482208e-16     
   0.000790       0.437721         -1.796454e-08          1.291081e-09           3.250312e-15           -3.736482e-16     
   0.000790       0.481399         -1.976120e-08          1.911344e-09           3.767264e-15           -5.383644e-16     
   0.000790       0.526474         -2.154559e-08          2.756992e-09           4.293775e-15           -7.448644e-16     
   0.000790       0.572826         -2.329903e-08          3.880283e-09           4.819405e-15           -9.936714e-16     
   0.000790       0.620330         -2.500389e-08          5.336585e-09           5.334634e-15           -1.284270e-15     
   0.000790       0.668857         -2.664391e-08          7.182497e-09           5.830844e-15           -1.616272e-15     
   0.000790       0.718277         -2.820452e-08          9.473704e-09           6.300436e-15           -1.989925e-15     
   0.000790       0.768456         -2.967304e-08          1.226266e-08           6.737217e-15           -2.405365e-15     
   0.000790       0.819260         -3.103890e-08          1.559623e-08           7.136774e-15           -2.860895e-15     
   0.000790       0.870551         -3.229375e-08          1.951341e-08           7.496415e-15           -3.351591e-15     
   0.000790       0.922191         -3.343152e-08          2.404321e-08           7.814442e-15           -3.869622e-15     
   0.000790       0.974040         -3.444837e-08          2.920281e-08           8.089060e-15           -4.406645e-15     
   0.000790       1.025960         -3.534248e-08          3.499586e-08           8.317578e-15           -4.956926e-15     
   0.000790       1.077809         -3.611384e-08          4.141104e-08           8.496459e-15           -5.518963e-15     
   0.000790       1.129449         -3.676391e-08          4.842095e-08           8.622191e-15           -6.094183e-15     
   0.000790       1.180740         -3.729527e-08          5.598132e-08           8.692385e-15           -6.683402e-15     
   0.000790       1.231544         -3.771134e-08          6.403071e-08           8.706361e-15           -7.283492e-15     
   0.000790       1.281723         -3.801602e-08          7.249088e-08           8.664902e-15           -7.886629e-15     
   0.000790       1.331143         -3.821335e-08          8.126756e-08           8.569475e-15           -8.482567e-15     
   0.000790       1.379670         -3.830720e-08          9.025179e-08           8.421552e-15           -9.062244e-15     
   0.000790       1.427174         -3.830101e-08          9.932165e-08           8.222517e-15           -9.620181e-15     
   0.000790       1.473526         -3.819753e-08          1.083443e-07           7.974165e-15           -1.015421e-14     
   0.000790       1.518601         -3.799873e-08          1.171785e-07           7.679393e-15           -1.066304e-14     
   0.000790       1.562279         -3.770575e-08          1.256770e-07           7.342648e-15           -1.114338e-14     
   0.000790       1.604441         -3.731889e-08          1.336896e-07           6.969866e-15           -1.158843e-14     
   0.000790       1.644973         -3.683760e-08          1.410657e-07           6.568018e-15           -1.198830e-14     
   0.000790       1.683766         -3.626049e-08          1.476572e-07           6.144510e-15           -1.233169e-14     
   0.000790       1.720717         -3.558535e-08          1.533208e-07           5.706688e-15           -1.260780e-14     
   0.000790       1.755724         -3.480911e-08          1.579200e-07           5.261560e-15           -1.280745e-14     
   0.000790       1.788694         -3.392778e-08          1.613263e-07           4.815703e-15           -1.292331e-14     
   0.000790       1.819538         -3.293635e-08          1.634199e-07           4.375234e-15           -1.294925e-14     
   0.000790       1.848172         -3.182853e-08          1.640894e-07           3.945758e-15           -1.287963e-14     
   0.000790       1.874520         -3.059649e-08          1.632300e-07           3.532247e-15           -1.270849e-14     
   0.000790       1.898510         -2.923019e-08          1.607406e-07           3.138839e-15           -1.242917e-14     
   0.000790       1.920078         -2.771649e-08          1.565182e-07           2.768596e-15           -1.203388e-14     
   0.000790       1.939166         -2.603755e-08          1.504479e-07           2.423223e-15           -1.151325e-14     
   0.000790       1.955722         -2.416820e-08          1.423869e-07           2.102743e-15           -1.085536e-14     
   0.000790       1.969702         -2.207094e-08          1.321337e-07           1.805043e-15           -1.004366e-14     
   0.000790       1.981067         -1.968590e-08          1.193666e-07           1.525093e-15           -9.052429e-15     
   0.000790       1.989788         -1.690738e-08          1.034998e-07           1.253205e-15           -7.835955e-15     
   0.000790       1.995841         -1.351518e-08          8.326203e-08           9.700721e-16           -6.296686e-15     
   0.000790       1.999210         -8.867892e-09          5.480924e-08           6.248614e-16           -4.142449e-15     
   0.000790       2.003160         -1.775003e-08          1.103586e-07           1.223339e-15           -8.334418e-15     
   0.000790       2.016638         -2.713516e-08          1.717360e-07           1.725690e-15           -1.293789e-14     
   0.000790       2.040848         -3.412885e-08          2.224551e-07           1.836969e-15           -1.669153e-14     
   0.000790       2.075731         -4.004292e-08          2.717094e-07           1.573813e-15           -2.028248e-14     
   0.000790       2.121193         -4.533988e-08          3.233084e-07           8.906962e-16           -2.399341e-14     
   0.000790       2.177111         -5.024729e-08          3.794887e-07           -2.809424e-16          -2.798929e-14     
   0.000790       2.243335         -5.489403e-08          4.417042e-07           -2.024595e-15          -3.238838e-14     
   0.000790       2.319686         -5.935505e-08          5.107956e-07           -4.433681e-15          -3.730186e-14     
   0.000790       2.405959         -6.366914e-08          5.869320e-07           -7.597008e-15          -4.283073e-14     
   0.000790       2.501920         -6.784843e-08          6.694319e-07           -1.157097e-14          -4.897879e-14     
   0.000790       2.607312         -7.188707e-08          7.565165e-07           -1.636250e-14          -5.560432e-14     
   0.000790       2.721850         -7.577224e-08          8.450491e-07           -2.193121e-14          -6.257695e-14     
   0.000790       2.845225         -7.950471e-08          9.303245e-07           -2.814125e-14          -6.974998e-14     
   0.000790       2.977105         -8.313544e-08          1.006007e-06           -3.468823e-14          -7.657056e-14     
   0.000790       3.117134         -8.680653e-08          1.064344e-06           -4.115322e-14          -8.241182e-14     
   0.000790       3.264935         -9.079197e-08          1.096728e-06           -4.699907e-14          -8.680840e-14     
   0.000790       3.420109         -9.553522e-08          1.094663e-06           -5.151210e-14          -8.874883e-14     
   0.000790       3.582238         -1.016335e-07          1.051077e-06           -5.401807e-14          -8.765050e-14     
   0.000790       3.750884         -1.097676e-07          9.617765e-07           -5.387755e-14          -8.302859e-14     
   0.000790       3.925594         -1.205572e-07          8.267586e-07           -5.065013e-14          -7.445333e-14     
   0.000790       4.105897         -1.343362e-07          6.510496e-07           -4.427330e-14          -6.243162e-14     
   0.000790       4.291305         -1.509304e-07          4.447541e-07           -3.501297e-14          -4.727655e-14     
   0.000790       4.481320         -1.694651e-07          2.222134e-07           -2.363822e-14          -3.043977e-14     
   0.000790       4.675429         -1.883402e-07          2.564693e-10           -1.114869e-14          -1.295637e-14     
   0.000790       4.873108         -2.053734e-07          -2.041208e-07          1.200145e-15           3.362938e-15      
   0.000790       5.073826         -2.181646e-07          -3.762486e-07          1.229009e-14           1.750286e-14      
   0.000790       5.277040         -2.245550e-07          -5.058078e-07          2.115317e-14           2.818633e-14      
   0.000790       5.482203         -2.231015e-07          -5.879687e-07          2.725654e-14           3.518681e-14      
   0.000790       5.688763         -2.133820e-07          -6.233798e-07          3.040232e-14           3.825239e-14      
   0.000790       5.896161         -1.960774e-07          -6.172065e-07          3.081890e-14           3.802720e-14      
   0.000790       6.103839         -1.727833e-07          -5.775809e-07          2.894767e-14           3.502809e-14      
   0.000790       6.311237         -1.456578e-07          -5.139783e-07          2.540688e-14           3.023129e-14      
   0.000790       6.517797         -1.169966e-07          -4.358359e-07          2.082355e-14           2.434108e-14      
   0.000790       6.722960         -8.888056e-08          -3.515910e-07          1.580183e-14           1.815744e-14      
   0.000790       6.926174         -6.294425e-08          -2.681225e-07          1.083120e-14           1.219372e-14      
   0.000790       7.126892         -4.028817e-08          -1.905420e-07          6.275316e-15           6.874996e-15      
   0.000790       7.324571         -2.149463e-08          -1.222298e-07          2.372968e-15           2.423125e-15      
   0.000790       7.518680         -6.710835e-09          -6.502332e-08          -7.499200e-16          -1.051794e-15     
   0.000790       7.708695         4.243938e-09           -1.948639e-08          -3.065481e-15          -3.563023e-15     
   0.000790       7.894103         1.177009e-08           1.478554e-08           -4.623964e-15          -5.183967e-15     
   0.000790       8.074406         1.639436e-08           3.886130e-08           -5.520909e-15          -6.065958e-15     
   0.000790       8.249116         1.869133e-08           5.420206e-08           -5.868406e-15          -6.323256e-15     
   0.000790       8.417762         1.922623e-08           6.243862e-08           -5.797540e-15          -6.158704e-15     
   0.000790       8.579891         1.851239e-08           6.519584e-08           -5.426116e-15          -5.655691e-15     
   0.000790       8.735065         1.699018e-08           6.397187e-08           -4.872305e-15          -4.997545e-15     
   0.000790       8.882866         1.501468e-08           6.006136e-08           -4.218609e-15          -4.238639e-15     
   0.000790       9.022895         1.285698e-08           5.452535e-08           -3.533817e-15          -3.463456e-15     
   0.000790       9.154775         1.071081e-08           4.818895e-08           -2.869333e-15          -2.744397e-15     
   0.000790       9.278150         8.703094e-09           4.165847e-08           -2.255182e-15          -2.080745e-15     
   0.000790       9.392688         6.908292e-09           3.535177e-08           -1.713828e-15          -1.504916e-15     
   0.000790       9.498080         5.360991e-09           2.953195e-08           -1.255235e-15          -1.035991e-15     
   0.000790       9.594041         4.067279e-09           2.434207e-08           -8.773037e-16          -6.554806e-16     
   0.000790       9.680314         3.014902e-09           1.983746e-08           -5.745372e-16          -3.519959e-16     
   0.000790       9.756665         2.180931e-09           1.601227e-08           -3.404937e-16          -1.249454e-16     
   0.000790       9.822889         1.537187e-09           1.281967e-08           -1.670920e-16          3.252270e-17      
   0.000790       9.878807         1.054007e-09           1.018610e-08           -4.553343e-17          1.332171e-16      
   0.000790       9.924269         7.025031e-10           8.018790e-09           3.232641e-17           1.884429e-16      
   0.000790       9.959152         4.552887e-10           6.204606e-09           7.337991e-17           2.053836e-16      
   0.000790       9.983362         2.853076e-10           4.589951e-09           8.295736e-17           1.874567e-16      
   0.000790       9.996840         1.593022e-10           2.878739e-09           6.307195e-17           1.313004e-16      
   0.004159       0.000790         -6.193842e-11          4.413123e-18           1.267880e-16           -1.305307e-23     
   0.004159       0.004159         1.000000e+00           9.829201e-16           1.018329e-15           1.000000e+00      
   0.004159       0.010212         -1.528992e-09          1.823814e-14           3.134482e-15           -5.421031e-20     
   0.004159       0.018933         -3.304864e-09          1.360150e-13           6.799562e-15           -4.091256e-19     
   0.004159       0.030298         -5.939094e-09          6.312238e-13           1.231579e-14           -1.947433e-18     
   0.004159       0.044278         -9.521324e-09          2.194606e-12           2.003015e-14           -7.078026e-18     
   0.004159       0.060834         -1.411993e-08          6.298830e-12           3.040366e-14           -2.172270e-17     
   0.004159       0.079922         -1.978280e-08          1.580796e-11           4.408251e-14           -5.960575e-17     
   0.004159       0.101490         -2.653695e-08          3.599726e-11           6.195852e-14           -1.510081e-16     
   0.004159       0.125480         -3.438764e-08          7.622033e-11           8.519895e-14           -3.590865e-16     
   0.004159       0.151828         -4.331746e-08          1.524410e-10           1.152218e-13           -8.070056e-16     
   0.004159       0.180462         -5.328570e-08          2.909450e-10           1.535963e-13           -1.719002e-15     
   0.004159       0.211306         -6.422840e-08          5.340326e-10           2.018613e-13           -3.476781e-15     
   0.004159       0.244276         -7.605923e-08          9.466268e-10           2.612795e-13           -6.680896e-15     
   0.004159       0.279283         -8.867137e-08          1.623906e-09           3.325732e-13           -1.220228e-14     
   0.004159       0.316234         -1.019403e-07          2.699404e-09           4.157100e-13           -2.119763e-14     
   0.004159       0.355027         -1.157273e-07          4.352446e-09           5.098106e-13           -3.505739e-14     
   0.004159       0.395559         -1.298834e-07          6.813465e-09           6.132186e-13           -5.526688e-14     
   0.004159       0.437721         -1.442535e-07          1.036627e-08           7.237190e-13           -8.319490e-14     
   0.004159       0.481399         -1.586804e-07          1.534660e-08           8.388306e-13           -1.198714e-13     
   0.004159       0.526474         -1.730089e-07          2.213669e-08           9.560710e-13           -1.658521e-13     
   0.004159       0.572826         -1.870888e-07          3.115616e-08           1.073116e-12           -2.212535e-13     
   0.004159       0.620330         -2.007786e-07          4.284962e-08           1.187845e-12           -2.859609e-13     
   0.004159       0.668857         -2.139477e-07          5.767157e-08           1.298338e-12           -3.598877e-13     
   0.004159       0.718277         -2.264791e-07          7.606915e-08           1.402906e-12           -4.430893e-13     
   0.004159       0.768456         -2.382711e-07          9.846357e-08           1.500167e-12           -5.355956e-13     
   0.004159       0.819260         -2.492387e-07          1.252312e-07           1.589139e-12           -6.370292e-13     
   0.004159       0.870551         -2.593149e-07          1.566851e-07           1.669223e-12           -7.462933e-13     
   0.004159       0.922191         -2.684511e-07          1.930583e-07           1.740040e-12           -8.616444e-13     
   0.004159       0.974040         -2.766161e-07          2.344888e-07           1.801192e-12           -9.812244e-13     
   0.004159       1.025960         -2.837957e-07          2.810057e-07           1.852078e-12           -1.103757e-12     
   0.004159       1.077809         -2.899895e-07          3.325184e-07           1.891912e-12           -1.228907e-12     
