#       k             kp                 U11                    U12                    U21                    U22          
   0.000790       0.000790         1.000000e+00           8.399870e-18           9.029831e-18           1.000000e+00      
   0.000790       0.004159         -1.132324e-09          1.871865e-15           7.255981e-17           -2.748795e-22     
   0.000790       0.010212         -3.480213e-09          3.482824e-14           2.238899e-16           -5.158974e-21     
   0.000790       0.018933         -7.517202e-09          2.618135e-13           4.891003e-16           -3.974534e-20     
   0.000790       0.030298         -1.348868e-08          1.235943e-12           8.992318e-16           -1.972547e-19     
   0.000790       0.044278         -2.156420e-08          4.429462e-12           1.501496e-15           -7.665308e-19     
   0.000790       0.060834         -3.183076e-08          1.332014e-11           2.372518e-15           -2.570364e-18     
   0.000790       0.079922         -4.427721e-08          3.559287e-11           3.632313e-15           -7.787580e-18     
   0.000790       0.101490         -5.877357e-08          8.751852e-11           5.455920e-15           -2.173891e-17     
   0.000790       0.125480         -7.504833e-08          2.020526e-10           8.078248e-15           -5.633847e-17     
   0.000790       0.151828         -9.266644e-08          4.423633e-10           1.178703e-14           -1.359994e-16     
   0.000790       0.180462         -1.110111e-07          9.227978e-10           1.689973e-14           -3.066441e-16     
   0.000790       0.211306         -1.292727e-07          1.838740e-09           2.372309e-14           -6.477559e-16     
   0.000790       0.244276         -1.464468e-07          3.504476e-09           3.249938e-14           -1.285746e-15     
   0.000790       0.279283         -1.613450e-07          6.397156e-09           4.334933e-14           -2.404893e-15     
   0.000790       0.316234         -1.726190e-07          1.120138e-08           5.622668e-14           -4.249615e-15     
   0.000790       0.355027         -1.787989e-07          1.884728e-08           7.089918e-14           -7.111005e-15     
   0.000790       0.395559         -1.783464e-07          3.053365e-08           8.696473e-14           -1.129320e-14     
   0.000790       0.437721         -1.697219e-07          4.772841e-08           1.038993e-13           -1.706283e-14     
   0.000790       0.481399         -1.514643e-07          7.214101e-08           1.211209e-13           -2.459582e-14     
   0.000790       0.526474         -1.222829e-07          1.056644e-07           1.380470e-13           -3.394400e-14     
   0.000790       0.572826         -8.115780e-08          1.502871e-07           1.541308e-13           -4.504102e-14     
   0.000790       0.620330         -2.744418e-08          2.079774e-07           1.688734e-13           -5.774793e-14     
   0.000790       0.668857         3.902476e-08           2.805449e-07           1.818271e-13           -7.191067e-14     
   0.000790       0.718277         1.178461e-07           3.694852e-07           1.926076e-13           -8.738495e-14     
   0.000790       0.768456         2.079760e-07           4.758169e-07           2.009187e-13           -1.039990e-13     
   0.000790       0.819260         3.076911e-07           5.999248e-07           2.065788e-13           -1.214724e-13     
   0.000790       0.870551         4.145934e-07           7.414256e-07           2.095245e-13           -1.393571e-13     
   0.000790       0.922191         5.256701e-07           8.990710e-07           2.097827e-13           -1.570695e-13     
   0.000790       0.974040         6.374138e-07           1.070702e-06           2.074255e-13           -1.740237e-13     
   0.000790       1.025960         7.460014e-07           1.253265e-06           2.025392e-13           -1.897911e-13     
   0.000790       1.077809         8.475223e-07           1.442895e-06           1.952313e-13           -2.041755e-13     
   0.000790       1.129449         9.382359e-07           1.635073e-06           1.856704e-13           -2.171448e-13     
   0.000790       1.180740         1.014833e-06           1.824844e-06           1.741256e-13           -2.286695e-13     
   0.000790       1.231544         1.074670e-06           2.007099e-06           1.609744e-13           -2.385919e-13     
   0.000790       1.281723         1.115956e-06           2.176885e-06           1.466659e-13           -2.466245e-13     
   0.000790       1.331143         1.137861e-06           2.329712e-06           1.316629e-13           -2.524730e-13     
   0.000790       1.379670         1.140540e-06           2.461824e-06           1.163923e-13           -2.559874e-13     
   0.000790       1.427174         1.125068e-06           2.570407e-06           1.012237e-13           -2.572346e-13     
   0.000790       1.473526         1.093300e-06           2.653698e-06           8.647289e-14           -2.564531e-13     
   0.000790       1.518601         1.047669e-06           2.711008e-06           7.241340e-14           -2.539396e-13     
   0.000790       1.562279         9.909629e-07           2.742643e-06           5.927947e-14           -2.499440e-13     
   0.000790       1.604441         9.261003e-07           2.749762e-06           4.725799e-14           -2.446308e-13     
   0.000790       1.644973         8.559284e-07           2.734175e-06           3.647608e-14           -2.381037e-13     
   0.000790       1.683766         7.830648e-07           2.698122e-06           2.699406e-14           -2.304577e-13     
   0.000790       1.720717         7.097884e-07           2.644052e-06           1.880885e-14           -2.218197e-13     
   0.000790       1.755724         6.379785e-07           2.574423e-06           1.186684e-14           -2.123573e-13     
   0.000790       1.788694         5.690963e-07           2.491536e-06           6.081144e-15           -2.022610e-13     
   0.000790       1.819538         5.042001e-07           2.397409e-06           1.348145e-15           -1.917151e-13     
   0.000790       1.848172         4.439818e-07           2.293686e-06           -2.439706e-15          -1.808711e-13     
   0.000790       1.874520         3.888148e-07           2.181578e-06           -5.385663e-15          -1.698328e-13     
   0.000790       1.898510         3.388042e-07           2.061809e-06           -7.584138e-15          -1.586497e-13     
   0.000790       1.920078         2.938327e-07           1.934569e-06           -9.118508e-15          -1.473176e-13     
   0.000790       1.939166         2.535942e-07           1.799431e-06           -1.006002e-14          -1.357777e-13     
   0.000790       1.955722         2.176122e-07           1.655202e-06           -1.046682e-14          -1.239106e-13     
   0.000790       1.969702         1.852315e-07           1.499622e-06           -1.038214e-14          -1.115172e-13     
   0.000790       1.981067         1.555626e-07           1.328719e-06           -9.830038e-15          -9.827279e-14     
   0.000790       1.989788         1.273195e-07           1.135258e-06           -8.804217e-15          -8.361292e-14     
   0.000790       1.995841         9.831930e-08           9.041684e-07           -7.232968e-15          -6.639681e-14     
   0.000790       1.999210         6.325818e-08           5.920449e-07           -4.816035e-15          -4.340252e-14     
   0.000790       2.003160         1.236641e-07           1.182160e-06           -9.799413e-15          -8.652931e-14     
   0.000790       2.016638         1.738591e-07           1.791970e-06           -1.578938e-14          -1.304074e-13     
   0.000790       2.040848         1.852675e-07           2.218558e-06           -2.155546e-14          -1.596986e-13     
   0.000790       2.075731         1.633333e-07           2.541712e-06           -2.782500e-14          -1.800015e-13     
   0.000790       2.121193         1.102070e-07           2.785332e-06           -3.463713e-14          -1.929089e-13     
   0.000790       2.177111         2.902868e-08           2.959026e-06           -4.176083e-14          -1.990713e-13     
   0.000790       2.243335         -7.526466e-08          3.068026e-06           -4.888773e-14          -1.991094e-13     
   0.000790       2.319686         -1.960967e-07          3.116633e-06           -5.575416e-14          -1.941090e-13     
   0.000790       2.405959         -3.258556e-07          3.109190e-06           -6.212945e-14          -1.855013e-13     
   0.000790       2.501920         -4.565857e-07          3.049997e-06           -6.771988e-14          -1.743072e-13     
   0.000790       2.607312         -5.805395e-07          2.943135e-06           -7.222424e-14          -1.610672e-13     
   0.000790       2.721850         -6.906169e-07          2.792656e-06           -7.548988e-14          -1.469182e-13     
   0.000790       2.845225         -7.808467e-07          2.602933e-06           -7.734636e-14          -1.330420e-13     
   0.000790       2.977105         -8.468831e-07          2.378894e-06           -7.745913e-14          -1.190586e-13     
   0.000790       3.117134         -8.862891e-07          2.126163e-06           -7.571067e-14          -1.049704e-13     
   0.000790       3.264935         -8.985518e-07          1.851119e-06           -7.211356e-14          -9.152533e-14     
   0.000790       3.420109         -8.849244e-07          1.560898e-06           -6.657540e-14          -7.795374e-14     
   0.000790       3.582238         -8.480995e-07          1.263346e-06           -5.934199e-14          -6.466559e-14     
   0.000790       3.750884         -7.918489e-07          9.667566e-07           -5.067353e-14          -5.183531e-14     
   0.000790       3.925594         -7.206357e-07          6.795501e-07           -4.094373e-14          -3.926089e-14     
   0.000790       4.105897         -6.392044e-07          4.098622e-07           -3.069440e-14          -2.769617e-14     
   0.000790       4.291305         -5.522470e-07          1.650782e-07           -2.038396e-14          -1.686645e-14     
