#        q                Q               total               1              \delta U         \delta U^2    

     0.001185          0.002524        2.067706e+08      2.067712e+08     -1.173469e+03      5.852104e+02   
     0.001185          0.013281        2.067706e+08      2.067712e+08     -1.173469e+03      5.405560e+02   
     0.001185          0.032566        9.648351e+07      9.648398e+07     -7.976494e+02      3.271361e+02   
     0.001185          0.060268        2.687812e+07      2.687834e+07     -4.185270e+02      1.914091e+02   
     0.001185          0.096220        1.480731e+07      1.480748e+07     -3.095397e+02      1.418912e+02   
     0.001185          0.140206        7.901920e+06      7.902038e+06     -2.294014e+02      1.114149e+02   
     0.001185          0.191961        4.888234e+06      4.888328e+06     -1.804291e+02      8.681220e+01   
     0.001185          0.251175        3.173931e+06      3.174005e+06     -1.453886e+02      7.089315e+01   
     0.001185          0.317492        1.992913e+06      1.992970e+06     -1.152065e+02      5.744915e+01   
     0.001185          0.390511        1.353180e+06      1.353226e+06     -9.431522e+01      4.785080e+01   
     0.001185          0.469795        9.060893e+05      9.061274e+05     -7.611568e+01      3.805925e+01   
     0.001185          0.554867        6.173364e+05      6.173689e+05     -6.412079e+01      3.154402e+01   
     0.001185          0.645214        4.290748e+05      4.291018e+05     -5.345726e+01      2.644483e+01   
     0.001185          0.740294        2.913010e+05      2.913232e+05     -4.404676e+01      2.186505e+01   
     0.001185          0.839535        1.925487e+05      1.925661e+05     -3.581100e+01      1.835939e+01   
     0.001185          0.942339        1.436762e+05      1.436916e+05     -3.093444e+01      1.555624e+01   
     0.001185          1.048089        1.056093e+05      1.056230e+05     -2.652196e+01      1.284666e+01   
     0.001185          1.156149        6.447155e+04      6.448196e+04     -2.072266e+01      1.032093e+01   
     0.001185          1.265868        4.529060e+04      4.529929e+04     -1.736890e+01      8.677057e+00   
     0.001185          1.376587        3.765337e+04      3.766127e+04     -1.583704e+01      7.931298e+00   
     0.001185          1.487640        2.556137e+04      2.556780e+04     -1.304888e+01      6.611505e+00   
     0.001185          1.598360        1.689432e+04      1.689968e+04     -1.060879e+01      5.247728e+00   
     0.001185          1.708079        1.358137e+04      1.358601e+04     -9.512013e+00      4.872509e+00   
     0.001185          1.816138        8.556737e+03      8.560512e+03     -7.550511e+00      3.775124e+00   
     0.001185          1.921888        6.697097e+03      6.700352e+03     -6.679982e+00      3.425054e+00   
     0.001185          2.024693        3.972222e+03      3.974610e+03     -5.144862e+00      2.756819e+00   
     0.001185          2.123933        3.003974e+03      3.006287e+03     -4.474471e+00      2.161475e+00   
     0.001185          2.219013        2.241160e+03      2.243077e+03     -3.864992e+00      1.947987e+00   
     0.001185          2.309361        1.646864e+03      1.648645e+03     -3.313523e+00      1.533141e+00   
     0.001185          2.394432        8.442800e+02      8.455690e+02     -2.373018e+00      1.084012e+00   
     0.001185          2.473716        5.866290e+02      5.875955e+02     -1.978180e+00      1.011683e+00   
     0.001185          2.546736        3.980117e+02      3.988312e+02     -1.629750e+00      8.102172e-01   
     0.001185          2.613053        1.849556e+02      1.854743e+02     -1.060516e+00      5.417918e-01   
     0.001185          2.672267        1.039227e+02      1.044204e+02     -8.339100e-01      3.361836e-01   
     0.001185          2.724022        3.469231e+01      3.491669e+01     -4.822175e-01      2.578378e-01   
     0.001185          2.768008        1.836563e+01      1.853435e+01     -3.513299e-01      1.826096e-01   
     0.001185          2.803960        2.228734e+00      2.289794e+00     -1.036949e-01      4.263472e-02   
     0.001185          2.831661        1.191192e+00      1.253519e+00     -9.136753e-02      2.904079e-02   
     0.001185          2.850947        3.799881e-02      4.825577e-02     -1.776591e-02      7.508951e-03   
     0.001185          2.861704        3.123709e-02      4.739384e-02     -1.776591e-02      1.609163e-03   
     0.006239          0.002524        2.067706e+08      2.067712e+08     -7.404085e+02      1.050534e+02   
     0.006239          0.013281        1.896441e+08      1.896447e+08     -6.790816e+02      8.217694e+01   
     0.006239          0.032566        9.531163e+07      9.531201e+07     -4.429715e+02      6.930965e+01   
     0.006239          0.060268        2.754782e+07      2.754801e+07     -2.541793e+02      5.721122e+01   
     0.006239          0.096220        1.437325e+07      1.437339e+07     -1.841378e+02      4.376781e+01   
     0.006239          0.140206        7.890217e+06      7.890323e+06     -1.405314e+02      3.426245e+01   
     0.006239          0.191961        4.871065e+06      4.871149e+06     -1.121100e+02      2.802578e+01   
     0.006239          0.251175        3.087462e+06      3.087529e+06     -8.923467e+01      2.245236e+01   
     0.006239          0.317492        1.993295e+06      1.993349e+06     -7.225573e+01      1.828053e+01   
     0.006239          0.390511        1.394847e+06      1.394892e+06     -5.950886e+01      1.485477e+01   
     0.006239          0.469795        9.138627e+05      9.138984e+05     -4.791196e+01      1.221584e+01   
     0.006239          0.554867        6.109138e+05      6.109435e+05     -4.003640e+01      1.035171e+01   
     0.006239          0.645214        4.247457e+05      4.247705e+05     -3.338878e+01      8.560213e+00   
     0.006239          0.740294        2.913026e+05      2.913232e+05     -2.779162e+01      7.194380e+00   
     0.006239          0.839535        1.991581e+05      1.991749e+05     -2.259520e+01      5.822997e+00   
     0.006239          0.942339        1.436771e+05      1.436916e+05     -1.951830e+01      4.957812e+00   
     0.006239          1.048089        1.020783e+05      1.020903e+05     -1.617452e+01      4.206531e+00   
     0.006239          1.156149        6.785595e+04      6.786549e+04     -1.307511e+01      3.537945e+00   
     0.006239          1.265868        4.777579e+04      4.778379e+04     -1.095903e+01      2.962228e+00   
     0.006239          1.376587        3.657583e+04      3.658313e+04     -9.706434e+00      2.411130e+00   
     0.006239          1.487640        2.556172e+04      2.556780e+04     -8.233284e+00      2.145120e+00   
     0.006239          1.598360        1.689481e+04      1.689968e+04     -6.693689e+00      1.825424e+00   
     0.006239          1.708079        1.358147e+04      1.358601e+04     -6.001673e+00      1.461080e+00   
     0.006239          1.816138        8.557037e+03      8.560512e+03     -4.764049e+00      1.288596e+00   
     0.006239          1.921888        6.697207e+03      6.700352e+03     -4.214782e+00      1.070208e+00   
     0.006239          2.024693        4.327111e+03      4.329540e+03     -3.246188e+00      8.171685e-01   
     0.006239          2.123933        3.004250e+03      3.006287e+03     -2.823200e+00      7.857603e-01   
     0.006239          2.219013        2.241273e+03      2.243077e+03     -2.438644e+00      6.349115e-01   
     0.006239          2.309361        1.459552e+03      1.460943e+03     -1.852662e+00      4.613086e-01   
     0.006239          2.394432        8.700566e+02      8.711231e+02     -1.497273e+00      4.307758e-01   
     0.006239          2.473716        5.866617e+02      5.875955e+02     -1.248147e+00      3.143231e-01   
     0.006239          2.546736        3.862077e+02      3.869841e+02     -9.977572e-01      2.214338e-01   
     0.006239          2.613053        2.055237e+02      2.060329e+02     -6.691402e-01      1.599795e-01   
     0.006239          2.672267        8.933158e+01      8.966765e+01     -4.518242e-01      1.157559e-01   
     0.006239          2.724022        4.293269e+01      4.317055e+01     -3.042586e-01      6.639367e-02   
     0.006239          2.768008        1.835043e+01      1.853435e+01     -2.216741e-01      3.776160e-02   
     0.006239          2.803960        2.419718e+00      2.467168e+00     -6.424282e-02      1.679248e-02   
