#        q              total               1              \delta U         \delta U^2    

     0.001185        3.528649e+04      3.528840e+04     -1.913452e+00      1.328267e-03   
     0.006239        2.130452e+04      2.130643e+04     -1.910012e+00      1.217407e-03   
     0.015318        1.616473e+04      1.616664e+04     -1.909019e+00      6.424679e-04   
     0.028399        1.290602e+04      1.290792e+04     -1.908663e+00      4.997306e-05   
     0.045447        1.099706e+04      1.099897e+04     -1.908287e+00      4.511607e-04   
     0.066417        9.558086e+03      9.559992e+03     -1.906658e+00      3.408442e-04   
     0.091251        8.501759e+03      8.503663e+03     -1.904444e+00      8.939668e-04   
     0.119882        7.762733e+03      7.764635e+03     -1.901388e+00     -1.328405e-05   
     0.152235        7.067817e+03      7.069714e+03     -1.897044e+00     -1.633667e-04   
     0.188220        6.415656e+03      6.417545e+03     -1.890100e+00      9.439436e-04   
     0.227742        6.003964e+03      6.005846e+03     -1.882097e+00      6.703069e-04   
     0.270694        5.610269e+03      5.612141e+03     -1.872160e+00      6.145379e-05   
     0.316959        5.234172e+03      5.236030e+03     -1.857957e+00      1.667769e-04   
     0.366414        4.875270e+03      4.877109e+03     -1.839406e+00      6.403588e-04   
     0.418925        4.533162e+03      4.534977e+03     -1.815511e+00      6.846548e-04   
     0.474351        4.368285e+03      4.370081e+03     -1.796562e+00      4.985914e-04   
     0.532541        4.050617e+03      4.052378e+03     -1.761382e+00      5.682290e-04   
     0.593339        3.748742e+03      3.750458e+03     -1.717270e+00      7.543812e-04   
     0.656582        3.603608e+03      3.605292e+03     -1.684771e+00      8.901514e-04   
     0.722098        3.324669e+03      3.326293e+03     -1.624882e+00      1.016527e-03   
     0.789711        3.060519e+03      3.062073e+03     -1.554903e+00      1.200488e-03   
     0.859239        2.933872e+03      2.935379e+03     -1.507822e+00      1.448145e-03   
     0.930495        2.574972e+03      2.576357e+03     -1.386663e+00      1.745864e-03   
     1.003286        2.352769e+03      2.354058e+03     -1.291683e+00      2.103863e-03   
     1.077416        2.044029e+03      2.045177e+03     -1.150110e+00      2.533582e-03   
     1.152685        1.676123e+03      1.677083e+03     -9.631827e-01      3.043171e-03   
     1.228890        3.347001e+02      3.348938e+02     -1.972976e-01      3.638483e-03   
     1.305826        1.385899e+00      1.382301e+00     -7.254178e-04      4.323239e-03   
     1.383286        5.098788e-03      0.000000e+00      0.000000e+00      5.098788e-03   
     1.461060        5.963504e-03      0.000000e+00      0.000000e+00      5.963504e-03   
     1.538940        6.911057e-03      0.000000e+00      0.000000e+00      6.911057e-03   
     1.616714        7.931752e-03      0.000000e+00      0.000000e+00      7.931752e-03   
     1.694174        9.011315e-03      0.000000e+00      0.000000e+00      9.011315e-03   
     1.771110        1.013171e-02      0.000000e+00      0.000000e+00      1.013171e-02   
     1.847315        1.127166e-02      0.000000e+00      0.000000e+00      1.127166e-02   
     1.922584        1.240773e-02      0.000000e+00      0.000000e+00      1.240773e-02   
     1.996714        1.351560e-02      0.000000e+00      0.000000e+00      1.351560e-02   
