   1      1s1/2   -35.39600602
   2      1p3/2   -18.58283317
   3      1p1/2   -12.53399834
   4      1d5/2    -1.92729527
   5      2s1/2     3.05291670
   6      1d3/2     7.34425995
   7      1f7/2    12.63059686
   8      2p3/2    16.77168404
   9      1f5/2    23.54541735
  10      3s1/2    24.34901170
  11      2p1/2    24.38662926
  12      2d5/2    25.80929492
  13      1g9/2    27.22964529
  14      4s1/2    30.68331713
  15      2d3/2    31.30979758
  16      3p3/2    34.62630333
  17      2f7/2    34.98805009
  18      4p3/2    35.69161577
  19      3p1/2    35.72120811
  20      3d5/2    37.42405778
  21      1g7/2    38.11138068
  22      3f7/2    38.81334693
  23      4p1/2    39.24442133
  24      4d5/2    39.90376151
