#       k             kp                 O11                    O12                    O21                    O22          
   0.001947       0.001947         -3.479971e-19          -2.536947e-13          2.536947e-13           -6.595250e-34     
   0.001947       0.010250         6.874726e-08           -5.649526e-11          2.031921e-12           -4.495468e-21     
   0.001947       0.025159         1.301492e-06           -1.049201e-09          6.169545e-12           -5.166390e-19     
   0.001947       0.046627         9.462923e-06           -7.853014e-09          1.287015e-11           -1.318884e-17     
   0.001947       0.074585         4.125044e-05           -3.671783e-08          2.141186e-11           -1.542857e-16     
   0.001947       0.108938         1.277212e-04           -1.288954e-07          2.979460e-11           -1.111233e-15     
   0.001947       0.149573         3.033463e-04           -3.717825e-07          3.507723e-11           -5.714315e-15     
   0.001947       0.196355         5.737794e-04           -9.221389e-07          3.495404e-11           -2.276341e-14     
   0.001947       0.249129         8.827824e-04           -2.014078e-06          2.985051e-11           -7.359994e-14     
   0.001947       0.307719         1.126022e-03           -3.939923e-06          2.325366e-11           -1.985177e-13     
   0.001947       0.371930         1.225322e-03           -7.032513e-06          1.899248e-11           -4.546664e-13     
   0.001947       0.441550         1.190530e-03           -1.169444e-05          1.804782e-11           -8.961900e-13     
   0.001947       0.516347         1.094182e-03           -1.844518e-05          1.853075e-11           -1.536937e-12     
   0.001947       0.596072         9.998893e-04           -2.790049e-05          1.812063e-11           -2.308542e-12     
   0.001947       0.680461         9.314434e-04           -4.067429e-05          1.558166e-11           -3.029413e-12     
   0.001947       0.769234         8.881689e-04           -5.725429e-05          1.057278e-11           -3.396461e-12     
   0.001947       0.862094         8.637295e-04           -7.785070e-05          3.124259e-12           -3.010888e-12     
   0.001947       0.958735         8.524685e-04           -1.021864e-04          -6.524608e-12          -1.450729e-12     
   0.001947       1.058835         8.495670e-04           -1.292404e-04          -1.786437e-11          1.602438e-12      
   0.001947       1.162061         8.503026e-04           -1.570304e-04          -3.002931e-11          6.197177e-12      
   0.001947       1.268071         8.497626e-04           -1.826028e-04          -4.179832e-11          1.196375e-11      
   0.001947       1.376513         8.432413e-04           -2.024345e-04          -5.176363e-11          1.808426e-11      
   0.001947       1.487025         8.272724e-04           -2.133410e-04          -5.868426e-11          2.347361e-11      
   0.001947       1.599241         8.008452e-04           -2.136482e-04          -6.191082e-11          2.715637e-11      
   0.001947       1.712789         7.659520e-04           -2.039963e-04          -6.164539e-11          2.865766e-11      
   0.001947       1.827291         7.267689e-04           -1.871246e-04          -5.883068e-11          2.815340e-11      
   0.001947       1.942367         6.877325e-04           -1.666244e-04          -5.469989e-11          2.627582e-11      
   0.001947       2.057633         6.517682e-04           -1.454820e-04          -5.027951e-11          2.373923e-11      
   0.001947       2.172709         6.197869e-04           -1.253593e-04          -4.614659e-11          2.106155e-11      
   0.001947       2.287211         5.913670e-04           -1.067945e-04          -4.248888e-11          1.850628e-11      
   0.001947       2.400759         5.656841e-04           -8.977768e-05          -3.929183e-11          1.616537e-11      
   0.001947       2.512975         5.420237e-04           -7.416713e-05          -3.648277e-11          1.405413e-11      
   0.001947       2.623487         5.198743e-04           -5.983865e-05          -3.399110e-11          1.216331e-11      
   0.001947       2.731929         4.988681e-04           -4.669830e-05          -3.175994e-11          1.047715e-11      
   0.001947       2.837939         4.787255e-04           -3.467078e-05          -2.974385e-11          8.978147e-12      
   0.001947       2.941165         4.592295e-04           -2.369485e-05          -2.790603e-11          7.648649e-12      
   0.001947       3.041265         4.402144e-04           -1.372291e-05          -2.621650e-11          6.471868e-12      
   0.001947       3.137906         4.215566e-04           -4.720078e-06          -2.465091e-11          5.432469e-12      
   0.001947       3.230766         4.031641e-04           3.338337e-06           -2.318941e-11          4.516780e-12      
   0.001947       3.319539         3.849670e-04           1.046975e-05           -2.181567e-11          3.712754e-12      
   0.001947       3.403928         3.669085e-04           1.668706e-05           -2.051597e-11          3.009817e-12      
   0.001947       3.483653         3.489366e-04           2.200081e-05           -1.927846e-11          2.398669e-12      
   0.001947       3.558450         3.309970e-04           2.642062e-05           -1.809247e-11          1.871091e-12      
   0.001947       3.628070         3.130264e-04           2.995590e-05           -1.694799e-11          1.419772e-12      
   0.001947       3.692281         2.949453e-04           3.261605e-05           -1.583511e-11          1.038159e-12      
   0.001947       3.750871         2.766504e-04           3.440984e-05           -1.474346e-11          7.203254e-13      
   0.001947       3.803645         2.580041e-04           3.534425e-05           -1.366159e-11          4.608687e-13      
   0.001947       3.850427         2.388199e-04           3.542213e-05           -1.257604e-11          2.548151e-13      
   0.001947       3.891062         2.188370e-04           3.463817e-05           -1.147003e-11          9.754677e-14      
   0.001947       3.925415         1.976768e-04           3.297127e-05           -1.032102e-11          -1.525293e-14     
   0.001947       3.953373         1.747532e-04           3.036898e-05           -9.096064e-12          -8.761265e-14     
   0.001947       3.974841         1.490655e-04           2.671059e-05           -7.740931e-12          -1.231791e-13     
   0.001947       3.989750         1.185946e-04           2.169811e-05           -6.148736e-12          -1.247240e-13     
   0.001947       3.998053         7.761164e-05           1.436351e-05           -4.020346e-12          -9.135397e-14     
   0.001947       4.008499         1.617215e-04           3.035984e-05           -8.368034e-12          -2.158484e-13     
   0.001947       4.044761         2.442339e-04           4.812087e-05           -1.258972e-11          -4.594014e-13     
   0.001947       4.109915         3.005442e-04           6.431412e-05           -1.539049e-11          -8.594882e-13     
   0.001947       4.203828         3.416454e-04           8.167393e-05           -1.733735e-11          -1.457937e-12     
   0.001947       4.326294         3.710980e-04           1.012568e-04           -1.862478e-11          -2.264057e-12     
