   1      1s1/2   -53.24456908
   2      1p3/2   -39.43412745
   3      1p1/2   -36.59907679
   4      1d5/2   -24.75875572
   5      2s1/2   -20.70753122
   6      1d3/2   -19.22141324
   7      1f7/2   -11.15306782
   8      2p3/2    -5.66550545
   9      2p1/2    -3.16209414
  10      1f5/2    -2.14998422
  11      1g9/2     2.12598947
  12      2d5/2     7.22648574
  13      3s1/2     8.61109476
  14      2d3/2    10.14195618
  15      1g7/2    13.60745471
  16     1h11/2    15.07041080
  17      3p3/2    18.02710828
  18      2f7/2    18.50256064
  19      3p1/2    20.03290332
  20      2f5/2    22.61368212
  21      3d5/2    25.28119204
  22      3d3/2    25.47982183
  23      4s1/2    25.78119382
  24      4p1/2    26.10874691
  25      2g7/2    26.16957644
  26      2g9/2    26.21677018
  27      4p3/2    26.27083281
  28      5s1/2    26.71353359
  29      3f7/2    27.81191196
  30      3f5/2    27.84130730
  31      4d5/2    27.93119143
  32     1i13/2    28.13022166
  33      1h9/2    28.85896488
  34     2i13/2    29.82304698
  35      3g9/2    30.00989093
  36      4d3/2    30.19098172
  37     1i11/2    30.24841831
  38     2h11/2    31.01360115
  39      2h9/2    31.91366868
  40      5p3/2    32.71440755
  41      5d5/2    34.12871386
  42      4f7/2    34.56546937
  43      5d3/2    34.84052104
  44      6s1/2    35.05023161
  45      5p1/2    35.14466115
  46      4g9/2    35.43032046
  47      3g7/2    35.77024921
  48      6p3/2    35.79602231
  49      7s1/2    36.58074056
  50      4g7/2    36.68783612
  51      5f7/2    37.22476623
  52      6p1/2    37.23707605
  53      6d5/2    37.47724747
  54      4f5/2    38.76877619
  55     1k17/2    38.81076596
  56      5f5/2    39.22578425
  57     3h11/2    39.30910397
  58     1k15/2    39.42302887
  59      6d3/2    39.61245975
