#        q              proton           neutron      

     0.001185        1.606732e+04      1.606712e+04   
     0.006239        8.152262e+03      7.905744e+03   
     0.015318        6.530379e+03      6.530189e+03   
     0.028399        5.322002e+03      5.135911e+03   
     0.045447        3.952478e+03      3.799361e+03   
     0.066417        3.092579e+03      2.962092e+03   
     0.091251        2.592876e+03      2.476470e+03   
     0.119882        2.148329e+03      2.148130e+03   
     0.152235        1.849318e+03      1.849131e+03   
     0.188220        1.578241e+03      1.578063e+03   
     0.227742        1.412522e+03      1.333681e+03   
     0.270694        1.185266e+03      1.185135e+03   
     0.316959        1.047723e+03      1.047608e+03   
     0.366414        9.208665e+02      9.207815e+02   
     0.418925        8.044122e+02      8.043697e+02   
     0.474351        7.504512e+02      7.504374e+02   
     0.532541        6.491899e+02      6.492454e+02   
     0.593339        6.028322e+02      5.578190e+02   
     0.656582        5.161660e+02      5.163426e+02   
     0.722098        4.770757e+02      4.390928e+02   
     0.789711        4.042867e+02      4.046258e+02   
     0.859239        3.720145e+02      3.406615e+02   
     0.930495        3.120965e+02      3.126118e+02   
     1.003286        2.600266e+02      2.606469e+02   
     1.077416        2.151336e+02      2.158367e+02   
     1.152685        1.766910e+02      1.774443e+02   
     1.228890        1.433446e+02      1.447167e+02   
     1.305826        8.636277e+01      8.987217e+01   
     1.383286        7.890809e+00      7.895588e+00   
     1.461060        7.801134e+00      7.805740e+00   
     1.538940        7.631970e+00      7.636733e+00   
     1.616714        7.383199e+00      7.388332e+00   
     1.694174        7.061046e+00      7.066633e+00   
     1.771110        6.677209e+00      6.683215e+00   
     1.847315        6.247317e+00      6.253619e+00   
     1.922584        5.789003e+00      5.795428e+00   
     1.996714        5.320004e+00      5.326369e+00   
     2.069505        4.856513e+00      4.862660e+00   
     2.140761        4.411977e+00      4.417794e+00   
     2.210289        3.996390e+00      4.001818e+00   
     2.277902        3.616153e+00      3.621180e+00   
     2.343418        3.274366e+00      3.279018e+00   
     2.406661        2.971432e+00      2.975758e+00   
     2.467459        2.705791e+00      2.709848e+00   
     2.525649        2.474647e+00      2.478495e+00   
     2.581075        2.274575e+00      2.278267e+00   
     2.633586        2.101962e+00      2.105543e+00   
     2.683041        1.953337e+00      1.956840e+00   
     2.729306        1.825535e+00      1.828984e+00   
     2.772258        1.715791e+00      1.719204e+00   
     2.811780        1.621739e+00      1.625126e+00   
     2.847765        1.541408e+00      1.544776e+00   
     2.880118        1.473178e+00      1.476530e+00   
     2.908749        1.415717e+00      1.419057e+00   
     2.933583        1.367966e+00      1.371294e+00   
     2.954553        1.329075e+00      1.332393e+00   
     2.971601        1.298372e+00      1.301682e+00   
     2.984682        1.275352e+00      1.278655e+00   
     2.993761        1.259641e+00      1.262939e+00   
     2.998815        1.250987e+00      1.254283e+00   
     3.004739        1.240928e+00      1.244220e+00   
     3.024957        1.207258e+00      1.210538e+00   
     3.061273        1.149234e+00      1.152490e+00   
     3.113597        1.070768e+00      1.073982e+00   
     3.181789        9.766977e-01      9.798453e-01   
     3.265666        8.721673e-01      8.752127e-01   
     3.365002        7.621761e-01      7.650749e-01   
     3.479529        6.513187e-01      6.540213e-01   
     3.608938        5.436581e-01      5.461161e-01   
     3.752880        4.426376e-01      4.448113e-01   
     3.910968        3.509791e-01      3.528432e-01   
     4.082775        2.705772e-01      2.721242e-01   
     4.267838        2.024402e-01      2.036805e-01   
     4.465657        1.467063e-01      1.476658e-01   
     4.675701        1.027532e-01      1.034680e-01   
     4.897402        6.937681e-02      6.988893e-02   
     5.130163        4.501278e-02      4.536476e-02   
     5.373356        2.795224e-02      2.818364e-02   
     5.626327        1.652581e-02      1.667075e-02   
     5.888392        9.235148e-03      9.321184e-03   
     6.158845        4.828813e-03      4.876849e-03   
     6.436958        2.327522e-03      2.352486e-03   
     6.721980        1.011538e-03      1.023439e-03   
     7.013143        3.843332e-04      3.894434e-04   
     7.309662        1.254886e-04      1.274446e-04   
     7.610739        4.305015e-05      4.377020e-05   
     7.915560        3.177368e-05      3.214646e-05   
     8.223305        4.032815e-05      4.068488e-05   
     8.533144        4.788798e-05      4.829715e-05   
     8.844241        4.892798e-05      4.936039e-05   
     9.155759        4.429753e-05      4.470652e-05   
     9.466856        3.659010e-05      3.694238e-05   
     9.776695        2.813908e-05      2.842059e-05   
    10.084440        2.042684e-05      2.063852e-05   
    10.389261        1.413215e-05      1.428348e-05   
    10.690338        9.382576e-06      9.486231e-06   
    10.986857        6.007956e-06      6.076370e-06   
    11.278020        3.724161e-06      3.767862e-06   
    11.563042        2.240734e-06      2.267839e-06   
    11.841155        1.311069e-06      1.327433e-06   
    12.111608        7.469278e-07      7.565594e-07   
    12.373673        4.147208e-07      4.202537e-07   
    12.626644        2.246943e-07      2.277974e-07   
    12.869837        1.191477e-07      1.208464e-07   
    13.102598        6.234117e-08      6.324840e-08   
    13.324299        3.284549e-08      3.331830e-08   
    13.534343        1.819085e-08      1.843213e-08   
    13.732162        1.132672e-08      1.144884e-08   
    13.917225        8.382823e-09      8.446380e-09   
    14.089032        7.303140e-09      7.339787e-09   
    14.247120        7.039276e-09      7.064940e-09   
    14.391062        7.085446e-09      7.107731e-09   
    14.520471        7.214940e-09      7.237180e-09   
    14.634998        7.340545e-09      7.364001e-09   
    14.734334        7.438624e-09      7.463587e-09   
    14.818211        7.506864e-09      7.533206e-09   
    14.886403        7.549139e-09      7.576584e-09   
    14.938727        7.571768e-09      7.600014e-09   
    14.975043        7.582886e-09      7.611663e-09   
    14.995261        7.590740e-09      7.619801e-09   
