#        q              proton           neutron      

     0.001185        1.007581e+04      9.530138e+03   
     0.006239        5.961835e+03      6.817503e+03   
     0.015318        3.855571e+03      5.205866e+03   
     0.028399        2.891498e+03      4.178918e+03   
     0.045447        2.204024e+03      3.295794e+03   
     0.066417        1.633346e+03      2.545684e+03   
     0.091251        1.312427e+03      1.917757e+03   
     0.119882        1.100755e+03      1.561664e+03   
     0.152235        9.125031e+02      1.251902e+03   
     0.188220        7.463424e+02      1.048049e+03   
     0.227742        6.472630e+02      8.671301e+02   
     0.270694        5.570954e+02      7.586387e+02   
     0.316959        4.754839e+02      6.593829e+02   
     0.366414        4.020833e+02      5.268902e+02   
     0.418925        3.365585e+02      4.870830e+02   
     0.474351        3.068334e+02      4.133079e+02   
     0.532541        2.525187e+02      3.473071e+02   
     0.593339        2.282546e+02      2.887328e+02   
     0.656582        1.843314e+02      2.623371e+02   
     0.722098        1.467984e+02      2.142521e+02   
     0.789711        1.305583e+02      1.929249e+02   
     0.859239        1.016857e+02      1.544315e+02   
     0.930495        7.789127e+01      1.376681e+02   
     1.003286        5.858140e+01      1.077193e+02   
     1.077416        4.315886e+01      8.282817e+01   
     1.152685        3.105229e+01      6.245375e+01   
     1.228890        1.789130e+01      4.604858e+01   
     1.305826        6.148251e+00      2.763839e+01   
     1.383286        2.277336e+00      8.008864e+00   
     1.461060        2.250748e+00      2.325990e+00   
     1.538940        2.194981e+00      2.263070e+00   
     1.616714        2.111979e+00      2.172979e+00   
     1.694174        2.005546e+00      2.059617e+00   
     1.771110        1.880778e+00      1.928223e+00   
     1.847315        1.743760e+00      1.785123e+00   
     1.922584        1.601152e+00      1.637175e+00   
     1.996714        1.458761e+00      1.490255e+00   
     2.069505        1.321182e+00      1.349000e+00   
     2.140761        1.191853e+00      1.216842e+00   
     2.210289        1.073067e+00      1.096019e+00   
     2.277902        9.660586e-01      9.876680e-01   
     2.343418        8.711313e-01      8.919611e-01   
     2.406661        7.880274e-01      8.085000e-01   
     2.467459        7.158365e-01      7.362390e-01   
     2.525649        6.534317e-01      6.739414e-01   
     2.581075        5.996655e-01      6.203733e-01   
     2.633586        5.534250e-01      5.743604e-01   
     2.683041        5.137273e-01      5.348750e-01   
     2.729306        4.796524e-01      5.009743e-01   
     2.772258        4.504079e-01      4.718575e-01   
     2.811780        4.253553e-01      4.468839e-01   
     2.847765        4.039724e-01      4.255344e-01   
     2.880118        3.858080e-01      4.073684e-01   
     2.908749        3.705182e-01      3.920493e-01   
     2.933583        3.578109e-01      3.792963e-01   
     2.954553        3.474655e-01      3.688964e-01   
     2.971601        3.392971e-01      3.606740e-01   
     2.984682        3.331754e-01      3.545046e-01   
     2.993761        3.289986e-01      3.502914e-01   
     2.998815        3.266969e-01      3.479684e-01   
     3.004739        3.240220e-01      3.452676e-01   
     3.024957        3.150697e-01      3.362191e-01   
     3.061273        2.996469e-01      3.205929e-01   
     3.113597        2.788018e-01      2.993901e-01   
     3.181789        2.538379e-01      2.738563e-01   
     3.265666        2.261549e-01      2.453354e-01   
     3.365002        1.971059e-01      2.151446e-01   
     3.479529        1.679304e-01      1.845205e-01   
     3.608938        1.397159e-01      1.545875e-01   
     3.752880        1.133708e-01      1.263283e-01   
     3.910968        8.959006e-02      1.005385e-01   
     4.082775        6.883325e-02      7.778746e-02   
     4.267838        5.132598e-02      5.840191e-02   
     4.465657        3.707155e-02      4.246493e-02   
     4.675701        2.587995e-02      2.983755e-02   
     4.897402        1.741774e-02      2.020716e-02   
     5.130163        1.126556e-02      1.314862e-02   
     5.373356        6.974173e-03      8.187187e-03   
     5.626327        4.110655e-03      4.852540e-03   
     5.888392        2.290114e-03      2.717939e-03   
     6.158845        1.193666e-03      1.424015e-03   
     6.436958        5.734033e-04      6.875507e-04   
     6.721980        2.482497e-04      2.992336e-04   
     7.013143        9.389437e-05      1.138664e-04   
     7.309662        3.051087e-05      3.733384e-05   
     7.610739        1.049152e-05      1.302396e-05   
     7.915560        7.857557e-06      9.793159e-06   
     8.223305        1.000285e-05      1.240853e-05   
     8.533144        1.184888e-05      1.467903e-05   
     8.844241        1.207247e-05      1.496698e-05   
     9.155759        1.090294e-05      1.353771e-05   
     9.466856        8.986130e-06      1.117799e-05   
     9.776695        6.896662e-06      8.595167e-06   
    10.084440        4.996745e-06      6.239113e-06   
    10.389261        3.450299e-06      4.316101e-06   
    10.690338        2.286185e-06      2.864954e-06   
    10.986857        1.460862e-06      1.833816e-06   
    11.278020        9.035093e-07      1.136022e-06   
    11.563042        5.422700e-07      6.828695e-07   
    11.841155        3.164132e-07      3.990111e-07   
    12.111608        1.797087e-07      2.268813e-07   
    12.373673        9.944280e-08      1.256267e-07   
    12.626644        5.368542e-08      6.779187e-08   
    12.869837        2.837580e-08      3.573426e-08   
    13.102598        1.482390e-08      1.852825e-08   
    13.324299        7.834243e-09      9.629144e-09   
    13.534343        4.392690e-09      5.233171e-09   
    13.732162        2.802183e-09      3.194101e-09   
    13.917225        2.135023e-09      2.335752e-09   
    14.089032        1.900998e-09      2.034523e-09   
    14.247120        1.851883e-09      1.973305e-09   
    14.391062        1.869422e-09      2.000047e-09   
    14.520471        1.902105e-09      2.047711e-09   
    14.634998        1.931008e-09      2.090968e-09   
    14.734334        1.952038e-09      2.123669e-09   
    14.818211        1.965785e-09      2.146148e-09   
    14.886403        1.973669e-09      2.160196e-09   
    14.938727        1.977306e-09      2.167938e-09   
    14.975043        1.978632e-09      2.171790e-09   
    14.995261        1.979807e-09      2.174275e-09   
