#       k             kp                 O11                    O12                    O21                    O22          
   0.001947       0.001947         3.069904e-22           -1.185248e-15          1.185248e-15           -1.689918e-36     
   0.001947       0.010250         1.406713e-11           -2.618365e-13          9.583638e-15           -7.396762e-21     
   0.001947       0.025159         2.647228e-10           -4.659947e-12          3.053186e-14           -8.486036e-19     
   0.001947       0.046627         1.942389e-09           -3.052877e-11          7.260861e-14           -2.155560e-17     
   0.001947       0.074585         8.786880e-09           -9.980872e-11          1.556468e-13           -2.495257e-16     
   0.001947       0.108938         2.949243e-08           -8.896935e-11          3.200359e-13           -1.765126e-15     
   0.001947       0.149573         8.071605e-08           8.848247e-10           6.327604e-13           -8.843744e-15     
   0.001947       0.196355         1.902447e-07           6.125275e-09           1.182423e-12           -3.412240e-14     
   0.001947       0.249129         3.996549e-07           2.478245e-08           2.057019e-12           -1.067693e-13     
   0.001947       0.307719         7.656024e-07           7.744748e-08           3.307266e-12           -2.804749e-13     
   0.001947       0.371930         1.358708e-06           2.033431e-07           4.911184e-12           -6.343752e-13     
   0.001947       0.441550         2.258778e-06           4.670516e-07           6.760446e-12           -1.260334e-12     
   0.001947       0.516347         3.544646e-06           9.613143e-07           8.677100e-12           -2.236743e-12     
   0.001947       0.596072         5.276342e-06           1.801719e-06           1.044900e-11           -3.597741e-12     
   0.001947       0.680461         7.467228e-06           3.109392e-06           1.186315e-11           -5.309996e-12     
   0.001947       0.769234         1.004569e-05           4.979453e-06           1.272575e-11           -7.264961e-12     
   0.001947       0.862094         1.281191e-05           7.437159e-06           1.287573e-11           -9.288107e-12     
   0.001947       0.958735         1.540601e-05           1.039182e-05           1.220836e-11           -1.116296e-11     
   0.001947       1.058835         1.731452e-05           1.361036e-05           1.071999e-11           -1.266663e-11     
   0.001947       1.162061         1.793992e-05           1.674055e-05           8.562809e-12           -1.361184e-11     
   0.001947       1.268071         1.672504e-05           1.940348e-05           6.069691e-12           -1.388700e-11     
   0.001947       1.376513         1.326454e-05           2.133251e-05           3.699258e-12           -1.348291e-11     
   0.001947       1.487025         7.260241e-06           2.247840e-05           1.887602e-12           -1.249510e-11     
   0.001947       1.599241         -2.460901e-06          2.298918e-05           9.172205e-13           -1.109743e-11     
   0.001947       1.712789         -2.100545e-05          2.306227e-05           1.278873e-12           -9.493429e-12     
   0.001947       1.827291         -1.319738e-05          2.279497e-05           -1.742989e-12          -7.865453e-12     
   0.001947       1.942367         -1.272238e-05          2.216946e-05           -2.239870e-12          -6.344572e-12     
   0.001947       2.057633         -1.274537e-05          2.116054e-05           -2.529395e-12          -5.007642e-12     
   0.001947       2.172709         -1.251277e-05          1.982956e-05           -2.769193e-12          -3.888006e-12     
   0.001947       2.287211         -1.194083e-05          1.831162e-05           -2.953048e-12          -2.986228e-12     
   0.001947       2.400759         -1.110284e-05          1.674226e-05           -3.056543e-12          -2.280297e-12     
   0.001947       2.512975         -1.011996e-05          1.521389e-05           -3.074144e-12          -1.737506e-12     
   0.001947       2.623487         -9.108265e-06          1.377696e-05           -3.018738e-12          -1.324405e-12     
   0.001947       2.731929         -8.144294e-06          1.245386e-05           -2.910957e-12          -1.011733e-12     
   0.001947       2.837939         -7.261828e-06          1.124976e-05           -2.770563e-12          -7.756441e-13     
   0.001947       2.941165         -6.468386e-06          1.016058e-05           -2.613029e-12          -5.973977e-13     
   0.001947       3.041265         -5.760591e-06          9.178108e-06           -2.449313e-12          -4.626078e-13     
   0.001947       3.137906         -5.131619e-06          8.292710e-06           -2.286668e-12          -3.604011e-13     
   0.001947       3.230766         -4.573769e-06          7.494631e-06           -2.129550e-12          -2.826306e-13     
   0.001947       3.319539         -4.079345e-06          6.774562e-06           -1.980423e-12          -2.232116e-13     
   0.001947       3.403928         -3.641062e-06          6.123886e-06           -1.840403e-12          -1.775993e-13     
   0.001947       3.483653         -3.252233e-06          5.534740e-06           -1.709729e-12          -1.423965e-13     
   0.001947       3.558450         -2.906759e-06          4.999957e-06           -1.588079e-12          -1.150824e-13     
   0.001947       3.628070         -2.598950e-06          4.512958e-06           -1.474722e-12          -9.386449e-14     
   0.001947       3.692281         -2.323357e-06          4.067707e-06           -1.368466e-12          -7.762817e-14     
   0.001947       3.750871         -2.074877e-06          3.658804e-06           -1.267522e-12          -6.583886e-14     
   0.001947       3.803645         -1.849110e-06          3.281500e-06           -1.169530e-12          -5.820317e-14     
   0.001947       3.850427         -1.642440e-06          2.931248e-06           -1.071948e-12          -5.414327e-14     
   0.001947       3.891062         -1.451399e-06          2.602760e-06           -9.725358e-13          -5.246360e-14     
   0.001947       3.925415         -1.271605e-06          2.288954e-06           -8.694434e-13          -5.149360e-14     
   0.001947       3.953373         -1.096830e-06          1.979893e-06           -7.606067e-13          -4.954158e-14     
   0.001947       3.974841         -9.179853e-07          1.660826e-06           -6.424064e-13          -4.525394e-14     
   0.001947       3.989750         -7.200471e-07          1.305896e-06           -5.067320e-13          -3.758891e-14     
   0.001947       3.998053         -4.664362e-07          8.487866e-07           -3.294389e-13          -2.494229e-14     
   0.001947       4.008499         -9.842434e-07          1.758872e-06           -6.912632e-13          -5.814520e-14     
   0.001947       4.044761         -1.516651e-06          2.602914e-06           -1.052097e-12          -1.146197e-13     
   0.001947       4.109915         -1.908569e-06          3.101937e-06           -1.286811e-12          -1.986388e-13     
   0.001947       4.203828         -2.249911e-06          3.405689e-06           -1.416189e-12          -3.127986e-13     
   0.001947       4.326294         -2.579691e-06          3.571192e-06           -1.439294e-12          -4.293733e-13     
   0.001947       4.477040         -2.872057e-06          3.610221e-06           -1.375895e-12          -5.204138e-13     
   0.001947       4.655730         -3.065156e-06          3.535252e-06           -1.257721e-12          -5.795093e-13     
   0.001947       4.861964         -3.108437e-06          3.356613e-06           -1.116189e-12          -6.127318e-13     
   0.001947       5.095283         -2.987654e-06          3.077096e-06           -9.745736e-13          -6.292443e-13     
   0.001947       5.355166         -2.726470e-06          2.702426e-06           -8.454150e-13          -6.384227e-13     
   0.001947       5.641033         -2.367750e-06          2.248033e-06           -7.324388e-13          -6.485507e-13     
   0.001947       5.952247         -1.956206e-06          1.736095e-06           -6.346794e-13          -6.650666e-13     
   0.001947       6.288112         -1.531075e-06          1.190261e-06           -5.504312e-13          -6.899911e-13     
   0.001947       6.647880         -1.125712e-06          6.361691e-07           -4.785061e-13          -7.227206e-13     
   0.001947       7.030747         -7.692976e-07          1.070226e-07           -4.170504e-13          -7.610192e-13     
   0.001947       7.435859         -4.848223e-07          -3.484022e-07          -3.620945e-13          -8.019237e-13     
   0.001947       7.862313         -2.812835e-07          -6.416791e-07          -3.077690e-13          -8.448867e-13     
   0.001947       8.309157         -1.454578e-07          -5.067485e-07          -2.488988e-13          -9.082276e-13     
   0.001947       8.775393         -3.319466e-08          2.086845e-06           -1.871993e-13          -1.171516e-12     
   0.001947       9.259982         -1.333506e-08          -1.414039e-06          -9.388126e-14          -1.666764e-13     
   0.001947       9.761842         2.812002e-09           -8.708262e-07          -4.518082e-14          -5.594715e-14     
   0.001947       10.279853        7.747820e-09           -4.118280e-07          -1.660945e-14          -6.758643e-15     
   0.001947       10.812859        4.739115e-09           -1.377532e-07          -4.132592e-15          5.406645e-15      
   0.001947       11.359671        1.606764e-09           -3.241010e-08          -6.616198e-16          3.503544e-15      
   0.001947       11.919069        -5.161665e-10          7.716439e-09           7.978763e-17           -1.559334e-15     
   0.001947       12.489804        -1.087376e-12          1.298711e-11           -1.244201e-21          -4.117207e-18     
   0.001947       13.070603        -1.452258e-15          1.371569e-14           -1.810229e-22          -6.621243e-21     
   0.001947       13.660171        -2.346356e-19          1.738024e-18           -5.278986e-26          -1.253445e-24     
