#       k             kp                 O11                    O12                    O21                    O22          
   0.001947       0.001947         2.214666e-23           -1.405825e-15          1.405825e-15           -1.369373e-35     
   0.001947       0.010250         1.409856e-11           -3.109235e-13          1.135455e-14           -7.393081e-21     
   0.001947       0.025159         2.656212e-10           -5.568370e-12          3.597689e-14           -8.481801e-19     
   0.001947       0.046627         1.951308e-09           -3.726113e-11          8.439419e-14           -2.154475e-17     
   0.001947       0.074585         8.837863e-09           -1.306622e-10          1.769149e-13           -2.493979e-16     
   0.001947       0.108938         2.969912e-08           -1.938876e-10          3.544445e-13           -1.764192e-15     
   0.001947       0.149573         8.137745e-08           5.942199e-10           6.846400e-13           -8.838814e-15     
   0.001947       0.196355         1.920218e-07           5.433658e-09           1.257051e-12           -3.410180e-14     
   0.001947       0.249129         4.038220e-07           2.332138e-08           2.160972e-12           -1.066973e-13     
   0.001947       0.307719         7.743432e-07           7.465242e-08           3.448771e-12           -2.802559e-13     
   0.001947       0.371930         1.375361e-06           1.984476e-07           5.100356e-12           -6.337802e-13     
   0.001947       0.441550         2.287803e-06           4.591776e-07           7.009288e-12           -1.258861e-12     
   0.001947       0.516347         3.590823e-06           9.497632e-07           8.999066e-12           -2.233377e-12     
   0.001947       0.596072         5.342229e-06           1.786629e-06           1.085779e-11           -3.590569e-12     
   0.001947       0.680461         7.547025e-06           3.092981e-06           1.237013e-11           -5.295664e-12     
   0.001947       0.769234         1.011232e-05           4.968074e-06           1.333536e-11           -7.238005e-12     
   0.001947       0.862094         1.279251e-05           7.444150e-06           1.357843e-11           -9.240342e-12     
   0.001947       0.958735         1.514007e-05           1.044043e-05           1.297233e-11           -1.108326e-11     
   0.001947       1.058835         1.649230e-05           1.373453e-05           1.148609e-11           -1.254162e-11     
   0.001947       1.162061         1.603302e-05           1.697906e-05           9.252461e-12           -1.342776e-11     
   0.001947       1.268071         1.295498e-05           1.978146e-05           6.616080e-12           -1.363262e-11     
   0.001947       1.376513         6.686824e-06           2.182722e-05           4.088664e-12           -1.315223e-11     
   0.001947       1.487025         -3.145833e-06          2.297922e-05           2.136616e-12           -1.208890e-11     
   0.001947       1.599241         -2.056570e-05          2.328495e-05           7.690388e-13           -1.062386e-11     
   0.001947       1.712789         -1.006346e-05          2.290161e-05           3.354967e-12           -8.969974e-12     
   0.001947       1.827291         -2.596843e-05          2.202732e-05           -4.011218e-12          -7.322803e-12     
   0.001947       1.942367         -1.611543e-05          2.088033e-05           -3.810269e-12          -5.826972e-12     
   0.001947       2.057633         -1.377587e-05          1.966144e-05           -3.949868e-12          -4.561950e-12     
   0.001947       2.172709         -1.338147e-05          1.847720e-05           -4.026059e-12          -3.543973e-12     
   0.001947       2.287211         -1.335237e-05          1.732166e-05           -4.011871e-12          -2.743968e-12     
   0.001947       2.400759         -1.301735e-05          1.615187e-05           -3.912192e-12          -2.115793e-12     
   0.001947       2.512975         -1.226244e-05          1.495715e-05           -3.754003e-12          -1.618962e-12     
   0.001947       2.623487         -1.126015e-05          1.375957e-05           -3.569095e-12          -1.225665e-12     
   0.001947       2.731929         -1.019131e-05          1.258735e-05           -3.376149e-12          -9.169996e-13     
   0.001947       2.837939         -9.152287e-06          1.146259e-05           -3.181734e-12          -6.780814e-13     
   0.001947       2.941165         -8.184169e-06          1.040084e-05           -2.988506e-12          -4.958646e-13     
   0.001947       3.041265         -7.304411e-06          9.412098e-06           -2.798998e-12          -3.588233e-13     
   0.001947       3.137906         -6.518286e-06          8.501295e-06           -2.615708e-12          -2.570777e-13     
   0.001947       3.230766         -5.823148e-06          7.669107e-06           -2.440565e-12          -1.824236e-13     
   0.001947       3.319539         -5.211674e-06          6.912996e-06           -2.274749e-12          -1.282259e-13     
   0.001947       3.403928         -4.674510e-06          6.228309e-06           -2.118782e-12          -8.924342e-14     
