16 0.8018477340E-03
17 0.7155068658E-03
18 -0.5642227592E+01
19 -0.3021284265E+01
20 -0.6485531257E+01
21 -0.3270590840E+00
22 -0.3496991390E+01
23 0.9064209928E-03
24 -0.9603683552E-01
25 0.3779758603E-05
26 -0.4584804272E+01
27 -0.9487272358E-02
28 -0.2899757110E+01
