16 -0.1081937299E-05
17 -0.5508303198E-07
18 -0.5659510885E+01
19 -0.3037264200E+01
20 -0.6533389462E+01
21 -0.3916554298E+00
22 -0.3591456029E+01
23 -0.5009750107E-04
24 -0.4046176371E-02
25 -0.1419879997E-04
26 -0.4733443028E+01
27 -0.2799869043E-04
28 -0.2346211487E+01
