#       k             kp                 U11                    U12                    U21                    U22          
   0.001185       0.001185         1.000000e+00           4.890942e-18           5.639455e-18           1.000000e+00      
   0.001185       0.006239         -5.310154e-10          1.092259e-15           4.539742e-17           -1.546406e-22     
   0.001185       0.015318         -1.631820e-09          2.054854e-14           1.413745e-16           -3.299294e-21     
   0.001185       0.028399         -3.523012e-09          1.593404e-13           3.169060e-16           -3.390109e-20     
   0.001185       0.045447         -6.314956e-09          8.007569e-13           6.136726e-16           -2.502988e-19     
   0.001185       0.066417         -1.007601e-08          3.168858e-12           1.112743e-15           -1.448357e-18     
   0.001185       0.091251         -1.482515e-08          1.084293e-11           1.958215e-15           -6.737126e-18     
   0.001185       0.119882         -2.052000e-08          3.344561e-11           3.375834e-15           -2.584855e-17     
   0.001185       0.152235         -2.704289e-08          9.448176e-11           5.674768e-15           -8.400083e-17     
   0.001185       0.188220         -3.418752e-08          2.458559e-10           9.220123e-15           -2.366222e-16     
   0.001185       0.227742         -4.164895e-08          5.913894e-10           1.437015e-14           -5.887471e-16     
   0.001185       0.270694         -4.901938e-08          1.320166e-09           2.138629e-14           -1.313570e-15     
   0.001185       0.316959         -5.579181e-08          2.747659e-09           3.034137e-14           -2.660716e-15     
   0.001185       0.366414         -6.137239e-08          5.359016e-09           4.106030e-14           -4.944442e-15     
   0.001185       0.418925         -6.510157e-08          9.845948e-09           5.312031e-14           -8.507856e-15     
   0.001185       0.474351         -6.628344e-08          1.712788e-08           6.591353e-14           -1.366907e-14     
   0.001185       0.532541         -6.422237e-08          2.834982e-08           7.874881e-14           -2.066413e-14     
   0.001185       0.593339         -5.826638e-08          4.485335e-08           9.095639e-14           -2.960315e-14     
   0.001185       0.656582         -4.785654e-08          6.812126e-08           1.019646e-13           -4.045043e-14     
   0.001185       0.722098         -3.258094e-08          9.969989e-08           1.113372e-13           -5.302991e-14     
   0.001185       0.789711         -1.223059e-08          1.411050e-07           1.187750e-13           -6.704990e-14     
   0.001185       0.859239         1.314712e-08           1.937175e-07           1.240978e-13           -8.213761e-14     
   0.001185       0.930495         4.320311e-08           2.586754e-07           1.272198e-13           -9.787499e-14     
   0.001185       1.003286         7.725610e-08           3.367681e-07           1.281286e-13           -1.138301e-13     
   0.001185       1.077416         1.142837e-07           4.283397e-07           1.268716e-13           -1.295825e-13     
   0.001185       1.152685         1.529402e-07           5.332078e-07           1.235498e-13           -1.447422e-13     
   0.001185       1.228890         1.916050e-07           6.506043e-07           1.183146e-13           -1.589637e-13     
   0.001185       1.305826         2.284611e-07           7.791463e-07           1.113666e-13           -1.719515e-13     
   0.001185       1.383286         2.616008e-07           9.168409e-07           1.029526e-13           -1.834689e-13     
   0.001185       1.461060         2.891513e-07           1.061129e-06           9.335961e-14           -1.933365e-13     
   0.001185       1.538940         3.094088e-07           1.208972e-06           8.290750e-14           -2.014386e-13     
   0.001185       1.616714         3.209691e-07           1.356968e-06           7.193000e-14           -2.077115e-13     
   0.001185       1.694174         3.228400e-07           1.501517e-06           6.076995e-14           -2.121506e-13     
   0.001185       1.771110         3.145238e-07           1.638987e-06           4.975188e-14           -2.148003e-13     
   0.001185       1.847315         2.960596e-07           1.765910e-06           3.917240e-14           -2.157417e-13     
   0.001185       1.922584         2.680205e-07           1.879159e-06           2.928620e-14           -2.150908e-13     
   0.001185       1.996714         2.314666e-07           1.976108e-06           2.029437e-14           -2.129938e-13     
   0.001185       2.069505         1.878584e-07           2.054757e-06           1.233723e-14           -2.096044e-13     
   0.001185       2.140761         1.389429e-07           2.113813e-06           5.497803e-15           -2.050941e-13     
   0.001185       2.210289         8.662409e-08           2.152712e-06           -2.029393e-16          -1.996298e-13     
   0.001185       2.277902         3.283245e-08           2.171598e-06           -4.790993e-15          -1.933744e-13     
   0.001185       2.343418         -2.059297e-08          2.171251e-06           -8.340054e-15          -1.864819e-13     
   0.001185       2.406661         -7.200034e-08          2.152973e-06           -1.094370e-14          -1.790988e-13     
   0.001185       2.467459         -1.199923e-07          2.118463e-06           -1.272655e-14          -1.713509e-13     
   0.001185       2.525649         -1.634630e-07          2.069667e-06           -1.381577e-14          -1.633508e-13     
   0.001185       2.581075         -2.016057e-07          2.008639e-06           -1.433565e-14          -1.551969e-13     
   0.001185       2.633586         -2.338974e-07          1.937415e-06           -1.441229e-14          -1.469741e-13     
   0.001185       2.683041         -2.600648e-07          1.857899e-06           -1.414791e-14          -1.387353e-13     
   0.001185       2.729306         -2.800390e-07          1.771776e-06           -1.363842e-14          -1.305380e-13     
   0.001185       2.772258         -2.939045e-07          1.680447e-06           -1.296159e-14          -1.223939e-13     
   0.001185       2.811780         -3.018478e-07          1.584974e-06           -1.217224e-14          -1.143297e-13     
   0.001185       2.847765         -3.041070e-07          1.486042e-06           -1.131611e-14          -1.063231e-13     
   0.001185       2.880118         -3.009243e-07          1.383918e-06           -1.042604e-14          -9.834600e-14     
   0.001185       2.908749         -2.924979e-07          1.278383e-06           -9.516164e-15          -9.033252e-14     
   0.001185       2.933583         -2.789291e-07          1.168636e-06           -8.596839e-15          -8.220074e-14     
   0.001185       2.954553         -2.601475e-07          1.053073e-06           -7.660656e-15          -7.379705e-14     
   0.001185       2.971601         -2.357825e-07          9.288488e-07           -6.691612e-15          -6.490176e-14     
   0.001185       2.984682         -2.048752e-07          7.907930e-07           -5.653302e-15          -5.513526e-14     
   0.001185       2.993761         -1.650450e-07          6.282353e-07           -4.466522e-15          -4.373543e-14     
   0.001185       2.998815         -1.087477e-07          4.107718e-07           -2.911534e-15          -2.857133e-14     
   0.001185       3.004739         -2.187513e-07          8.189809e-07           -5.779880e-15          -5.693002e-14     
   0.001185       3.024957         -3.397877e-07          1.234732e-06           -8.586697e-15          -8.562656e-14     
   0.001185       3.061273         -4.384271e-07          1.512954e-06           -1.023354e-14          -1.044678e-13     
   0.001185       3.113597         -5.304183e-07          1.705990e-06           -1.105953e-14          -1.171387e-13     
   0.001185       3.181789         -6.190779e-07          1.828037e-06           -1.116907e-14          -1.247481e-13     
   0.001185       3.265666         -7.030572e-07          1.884283e-06           -1.068364e-14          -1.278597e-13     
   0.001185       3.365002         -7.785577e-07          1.878444e-06           -9.809779e-15          -1.269505e-13     
   0.001185       3.479529         -8.407772e-07          1.815951e-06           -8.816819e-15          -1.226159e-13     
   0.001185       3.608938         -8.851872e-07          1.705154e-06           -8.019925e-15          -1.156659e-13     
   0.001185       3.752880         -9.085156e-07          1.556991e-06           -7.649205e-15          -1.070490e-13     
   0.001185       3.910968         -9.092318e-07          1.383619e-06           -7.814886e-15          -9.774578e-14     
   0.001185       4.082775         -8.875663e-07          1.196816e-06           -8.469276e-15          -8.857020e-14     
   0.001185       4.267838         -8.453104e-07          1.006878e-06           -9.454751e-15          -8.003925e-14     
   0.001185       4.465657         -7.855795e-07          8.222016e-07           -1.058238e-14          -7.234739e-14     
   0.001185       4.675701         -7.124985e-07          6.492599e-07           -1.166264e-14          -6.543883e-14     
   0.001185       4.897402         -6.307396e-07          4.926686e-07           -1.253445e-14          -5.914979e-14     
   0.001185       5.130163         -5.449949e-07          3.553076e-07           -1.308261e-14          -5.327968e-14     
   0.001185       5.373356         -4.595324e-07          2.385266e-07           -1.324510e-14          -4.768809e-14     
   0.001185       5.626327         -3.778995e-07          1.424069e-07           -1.300905e-14          -4.228230e-14     
   0.001185       5.888392         -3.027665e-07          6.603040e-08           -1.240389e-14          -3.704184e-14     
   0.001185       6.158845         -2.358902e-07          7.738645e-09           -1.149324e-14          -3.199333e-14     
   0.001185       6.436958         -1.781747e-07          -3.461938e-08          -1.036291e-14          -2.719501e-14     
   0.001185       6.721980         -1.297988e-07          -6.345768e-08          -9.095471e-15          -2.271588e-14     
   0.001185       7.013143         -9.037976e-08          -8.125361e-08          -7.778944e-15          -1.861597e-14     
   0.001185       7.309662         -5.914560e-08          -9.038755e-08          -6.482287e-15          -1.494952e-14     
   0.001185       7.610739         -3.509396e-08          -9.302671e-08          -5.270551e-15          -1.174534e-14     
   0.001185       7.915560         -1.712591e-08          -9.105275e-08          -4.168593e-15          -8.995028e-15     
   0.001185       8.223305         -4.147873e-09          -8.602850e-08          -3.205891e-15          -6.690436e-15     
   0.001185       8.533144         4.858166e-09           -7.919632e-08          -2.383322e-15          -4.799826e-15     
   0.001185       8.844241         1.079287e-08           -7.149961e-08          -1.709323e-15          -3.283920e-15     
   0.001185       9.155759         1.442066e-08           -6.361889e-08          -1.169248e-15          -2.097913e-15     
   0.001185       9.466856         1.636756e-08           -5.601513e-08          -7.530120e-16          -1.197271e-15     
   0.001185       9.776695         1.713023e-08           -4.897456e-08          -4.335536e-16          -5.232041e-16     
   0.001185       10.084440        1.709125e-08           -4.265073e-08          -2.088928e-16          -4.221401e-17     
   0.001185       10.389261        1.653710e-08           -3.710148e-08          -4.674081e-17          2.901822e-16      
   0.001185       10.690338        1.567625e-08           -3.231957e-08          6.111035e-17           5.107234e-16      
   0.001185       10.986857        1.465593e-08           -2.825678e-08          1.204072e-16           6.353027e-16      
   0.001185       11.278020        1.357657e-08           -2.484198e-08          1.532726e-16           7.025631e-16      
   0.001185       11.563042        1.250381e-08           -2.199400e-08          1.645473e-16           7.207052e-16      
   0.001185       11.841155        1.147804e-08           -1.963033e-08          1.604739e-16           7.103034e-16      
   0.001185       12.111608        1.052187e-08           -1.767245e-08          1.508997e-16           6.848659e-16      
   0.001185       12.373673        9.645601e-09           -1.604892e-08          1.306542e-16           6.410266e-16      
   0.001185       12.626644        8.851412e-09           -1.469672e-08          1.121738e-16           5.954640e-16      
   0.001185       12.869837        8.136277e-09           -1.356153e-08          8.936555e-17           5.433412e-16      
   0.001185       13.102598        7.494082e-09           -1.259736e-08          6.819270e-17           4.940391e-16      
   0.001185       13.324299        6.917067e-09           -1.176581e-08          4.886198e-17           4.471240e-16      
   0.001185       13.534343        6.396817e-09           -1.103515e-08          3.129529e-17           4.028945e-16      
   0.001185       13.732162        5.924883e-09           -1.037933e-08          1.832803e-17           3.647066e-16      
   0.001185       13.917225        5.493163e-09           -9.777032e-09          4.250669e-18           3.261826e-16      
   0.001185       14.089032        5.094077e-09           -9.210769e-09          -5.207773e-18          2.949748e-16      
   0.001185       14.247120        4.720607e-09           -8.666015e-09          -1.608100e-17          2.614732e-16      
   0.001185       14.391062        4.366211e-09           -8.130386e-09          -2.078333e-17          2.357870e-16      
   0.001185       14.520471        4.024641e-09           -7.592821e-09          -2.356729e-17          2.131408e-16      
   0.001185       14.634998        3.689637e-09           -7.042686e-09          -2.842365e-17          1.884332e-16      
   0.001185       14.734334        3.354468e-09           -6.468662e-09          -2.836641e-17          1.680369e-16      
   0.001185       14.818211        3.011155e-09           -5.857115e-09          -2.987682e-17          1.466231e-16      
   0.001185       14.886403        2.649030e-09           -5.189188e-09          -2.629071e-17          1.282788e-16      
   0.001185       14.938727        2.251514e-09           -4.434428e-09          -2.554556e-17          1.061339e-16      
   0.001185       14.975043        1.786924e-09           -3.532647e-09          -2.093073e-17          8.393810e-17      
   0.001185       14.995261        1.167858e-09           -2.313621e-09          -1.374750e-17          5.445993e-17      
   0.006239       0.001185         -5.310962e-10          3.915918e-17           1.252560e-15           -1.456203e-22     
   0.006239       0.006239         1.000000e+00           8.745210e-15           1.008313e-14           1.000000e+00      
   0.006239       0.015318         -1.310417e-08          1.645295e-13           3.140147e-14           -7.161213e-19     
   0.006239       0.028399         -2.829119e-08          1.275966e-12           7.039634e-14           -7.410732e-18     
   0.006239       0.045447         -5.071163e-08          6.413725e-12           1.363437e-13           -5.510235e-17     
   0.006239       0.066417         -8.091440e-08          2.538949e-11           2.472925e-13           -3.203380e-16     
   0.006239       0.091251         -1.190520e-07          8.690875e-11           4.353298e-13           -1.494075e-15     
   0.006239       0.119882         -1.647842e-07          2.681745e-10           7.507272e-13           -5.741073e-15     
   0.006239       0.152235         -2.171660e-07          7.578168e-10           1.262338e-12           -1.867306e-14     
   0.006239       0.188220         -2.745409e-07          1.972449e-09           2.051477e-12           -5.262778e-14     
   0.006239       0.227742         -3.344602e-07          4.745487e-09           3.197941e-12           -1.309866e-13     
   0.006239       0.270694         -3.936495e-07          1.059491e-08           4.759976e-12           -2.923094e-13     
   0.006239       0.316959         -4.480373e-07          2.205350e-08           6.753823e-12           -5.921764e-13     
   0.006239       0.366414         -4.928550e-07          4.301647e-08           9.140520e-12           -1.100565e-12     
   0.006239       0.418925         -5.228065e-07          7.903773e-08           1.182594e-11           -1.893878e-12     
   0.006239       0.474351         -5.323034e-07          1.374998e-07           1.467472e-11           -3.042963e-12     
   0.006239       0.532541         -5.157598e-07          2.275968e-07           1.753294e-11           -4.600396e-12     
   0.006239       0.593339         -4.679404e-07          3.601014e-07           2.025145e-11           -6.590709e-12     
   0.006239       0.656582         -3.843569e-07          5.469204e-07           2.270292e-11           -9.005958e-12     
   0.006239       0.722098         -2.617017e-07          8.004713e-07           2.479020e-11           -1.180696e-11     
   0.006239       0.789711         -9.829637e-08          1.132926e-06           2.644664e-11           -1.492876e-11     
   0.006239       0.859239         1.054785e-07           1.555373e-06           2.763211e-11           -1.828836e-11     
   0.006239       0.930495         3.468198e-07           2.076952e-06           2.832748e-11           -2.179261e-11     
   0.006239       1.003286         6.202573e-07           2.704002e-06           2.853001e-11           -2.534537e-11     
