#       k             kp                 U11                    U12                    U21                    U22          
   0.001185       0.001185         1.000000e+00           5.280503e-20           5.649382e-20           1.000000e+00      
   0.001185       0.006239         -1.299341e-11          1.185415e-17           4.570758e-19           -3.061286e-24     
   0.001185       0.015318         -3.993320e-11          2.289559e-16           1.460076e-18           -6.971835e-23     
   0.001185       0.028399         -8.623991e-11          1.902334e-15           3.500010e-18           -7.992112e-22     
   0.001185       0.045447         -1.546873e-10          1.078792e-14           7.633837e-18           -6.502147e-21     
   0.001185       0.066417         -2.471227e-10          4.981568e-14           1.616941e-17           -3.997672e-20     
   0.001185       0.091251         -3.643591e-10          1.989197e-13           3.339133e-17           -1.922713e-19     
   0.001185       0.119882         -5.059742e-10          6.989269e-13           6.614654e-17           -7.512586e-19     
   0.001185       0.152235         -6.700839e-10          2.179597e-12           1.239262e-16           -2.466624e-18     
   0.001185       0.188220         -8.531519e-10          6.088976e-12           2.180588e-16           -6.990661e-18     
   0.001185       0.227742         -1.049900e-09          1.539575e-11           3.598196e-16           -1.745984e-17     
   0.001185       0.270694         -1.253375e-09          3.559250e-11           5.576962e-16           -3.905292e-17     
   0.001185       0.316959         -1.455211e-09          7.594272e-11           8.145735e-16           -7.924446e-17     
   0.001185       0.366414         -1.646074e-09          1.508087e-10           1.125898e-15           -1.474621e-16     
   0.001185       0.418925         -1.816284e-09          2.808122e-10           1.479649e-15           -2.540327e-16     
   0.001185       0.474351         -1.956528e-09          4.935564e-10           1.858230e-15           -4.085950e-16     
   0.001185       0.532541         -2.058654e-09          8.236977e-10           2.241561e-15           -6.184217e-16     
   0.001185       0.593339         -2.116472e-09          1.312271e-09           2.610271e-15           -8.871438e-16     
   0.001185       0.656582         -2.126560e-09          2.005301e-09           2.948030e-15           -1.214188e-15     
   0.001185       0.722098         -2.089044e-09          2.951833e-09           3.242654e-15           -1.594973e-15     
   0.001185       0.789711         -2.008312e-09          4.201567e-09           3.486097e-15           -2.021662e-15     
   0.001185       0.859239         -1.893601e-09          5.802280e-09           3.673813e-15           -2.484202e-15     
   0.001185       0.930495         -1.759396e-09          7.797211e-09           3.803905e-15           -2.971370e-15     
   0.001185       1.003286         -1.625543e-09          1.022256e-08           3.876364e-15           -3.471669e-15     
   0.001185       1.077416         -1.517026e-09          1.310520e-08           3.892530e-15           -3.974026e-15     
   0.001185       1.152685         -1.463347e-09          1.646080e-08           3.854813e-15           -4.468271e-15     
   0.001185       1.228890         -1.497519e-09          2.029233e-08           3.766512e-15           -4.945463e-15     
   0.001185       1.305826         -1.654673e-09          2.458910e-08           3.631735e-15           -5.397964e-15     
