#        q                Q               total               1              \delta U         \delta U^2    

     0.001185          0.001762        6.532584e+07      6.532882e+07     -3.017366e+03      3.941546e+01   
     0.001185          0.009274        3.425213e+07      3.425430e+07     -2.207513e+03      3.774487e+01   
     0.001185          0.022740        1.128032e+07      1.128160e+07     -1.315791e+03      3.588419e+01   
     0.001185          0.042083        8.124920e+06      8.126009e+06     -1.121811e+03      3.340992e+01   
     0.001185          0.067187        5.382771e+06      5.383646e+06     -9.054584e+02      3.047806e+01   
     0.001185          0.097901        3.288243e+06      3.288929e+06     -7.141689e+02      2.766966e+01   
     0.001185          0.134040        2.090827e+06      2.091374e+06     -5.720755e+02      2.544339e+01   
     0.001185          0.175388        1.470739e+06      1.471184e+06     -4.691125e+02      2.358001e+01   
     0.001185          0.221694        1.103227e+06      1.103613e+06     -4.086387e+02      2.190588e+01   
     0.001185          0.272682        8.223853e+05      8.227238e+05     -3.588100e+02      2.033703e+01   
     0.001185          0.328043        6.464951e+05      6.467925e+05     -3.162410e+02      1.878002e+01   
     0.001185          0.387446        4.563809e+05      4.566309e+05     -2.673131e+02      1.730909e+01   
     0.001185          0.450533        3.544503e+05      3.546700e+05     -2.355862e+02      1.588442e+01   
     0.001185          0.516924        3.110877e+05      3.112940e+05     -2.207104e+02      1.449187e+01   
     0.001185          0.586221        2.375197e+05      2.376993e+05     -1.928642e+02      1.323365e+01   
     0.001185          0.658006        1.790575e+05      1.792131e+05     -1.674643e+02      1.190220e+01   
     0.001185          0.731848        1.546672e+05      1.548121e+05     -1.556467e+02      1.073132e+01   
     0.001185          0.807302        1.331101e+05      1.332449e+05     -1.443985e+02      9.620043e+00   
     0.001185          0.883916        1.141166e+05      1.142418e+05     -1.337057e+02      8.510800e+00   
     0.001185          0.961228        8.843758e+04      8.854401e+04     -1.139300e+02      7.498351e+00   
     0.001185          1.038772        7.011275e+04      7.021098e+04     -1.048190e+02      6.593790e+00   
     0.001185          1.116084        5.905744e+04      5.914790e+04     -9.620711e+01      5.751604e+00   
     0.001185          1.192698        5.466758e+04      5.475164e+04     -8.905636e+01      4.995503e+00   
     0.001185          1.268152        4.949356e+04      4.957726e+04     -8.808030e+01      4.376717e+00   
     0.001185          1.341994        4.125685e+04      4.133346e+04     -8.042451e+01      3.817515e+00   
     0.001185          1.413779        3.419514e+04      3.426507e+04     -7.322567e+01      3.293466e+00   
     0.001185          1.483076        2.817038e+04      2.823402e+04     -6.646973e+01      2.825613e+00   
     0.001185          1.549467        2.305705e+04      2.311478e+04     -6.014263e+01      2.417337e+00   
     0.001185          1.612554        2.305677e+04      2.311478e+04     -6.014263e+01      2.134042e+00   
     0.001185          1.671957        1.874117e+04      1.879356e+04     -5.423030e+01      1.845251e+00   
     0.001185          1.727318        1.512045e+04      1.516758e+04     -4.871869e+01      1.590985e+00   
     0.001185          1.778306        1.512029e+04      1.516758e+04     -4.871869e+01      1.429946e+00   
     0.001185          1.824612        1.210197e+04      1.214432e+04     -4.359374e+01      1.245884e+00   
     0.001185          1.865960        1.210187e+04      1.214432e+04     -4.359374e+01      1.141535e+00   
     0.001185          1.902099        9.602998e+03      9.640827e+03     -3.884138e+01      1.012031e+00   
     0.001185          1.932813        9.602935e+03      9.640827e+03     -3.884138e+01      9.491555e-01   
     0.001185          1.957917        9.602875e+03      9.640827e+03     -3.884138e+01      8.890838e-01   
     0.001185          1.977260        7.549386e+03      7.583014e+03     -3.444756e+01      8.186358e-01   
     0.001185          1.990726        7.549363e+03      7.583014e+03     -3.444756e+01      7.957615e-01   
     0.001185          1.998238        7.549348e+03      7.583014e+03     -3.444756e+01      7.809654e-01   
     0.006239          0.001762        1.993321e+07      1.993471e+07     -1.525299e+03      2.524630e+01   
     0.006239          0.009274        1.812322e+07      1.812456e+07     -1.373568e+03      2.448808e+01   
     0.006239          0.022740        1.134874e+07      1.134995e+07     -1.228879e+03      2.378760e+01   
     0.006239          0.042083        7.966379e+06      7.967410e+06     -1.054751e+03      2.294187e+01   
     0.006239          0.067187        5.309144e+06      5.309981e+06     -8.590449e+02      2.191551e+01   
     0.006239          0.097901        3.248788e+06      3.249443e+06     -6.761601e+02      2.085677e+01   
     0.006239          0.134040        2.089520e+06      2.090052e+06     -5.518213e+02      1.984803e+01   
     0.006239          0.175388        1.475091e+06      1.475539e+06     -4.660273e+02      1.884137e+01   
     0.006239          0.221694        1.083977e+06      1.084358e+06     -3.988683e+02      1.781370e+01   
     0.006239          0.272682        8.153386e+05      8.156739e+05     -3.520919e+02      1.676240e+01   
     0.006239          0.328043        6.218400e+05      6.221266e+05     -3.021804e+02      1.566986e+01   
     0.006239          0.387446        4.774289e+05      4.776799e+05     -2.655550e+02      1.456864e+01   
     0.006239          0.450533        3.709122e+05      3.711328e+05     -2.340368e+02      1.345363e+01   
     0.006239          0.516924        2.960520e+05      2.962484e+05     -2.086616e+02      1.234043e+01   
     0.006239          0.586221        2.375190e+05      2.376993e+05     -1.915957e+02      1.124461e+01   
     0.006239          0.658006        1.888507e+05      1.890069e+05     -1.663630e+02      1.016111e+01   
     0.006239          0.731848        1.546666e+05      1.548121e+05     -1.546231e+02      9.126216e+00   
     0.006239          0.807302        1.331096e+05      1.332449e+05     -1.434489e+02      8.128624e+00   
     0.006239          0.883916        1.103375e+05      1.104587e+05     -1.284279e+02      7.183174e+00   
     0.006239          0.961228        8.953559e+04      8.964247e+04     -1.131807e+02      6.296723e+00   
     0.006239          1.038772        7.411455e+04      7.421319e+04     -1.041296e+02      5.488025e+00   
     0.006239          1.116084        6.262857e+04      6.271940e+04     -9.557439e+01      4.747426e+00   
     0.006239          1.192698        5.415675e+04      5.424032e+04     -8.764445e+01      4.079218e+00   
     0.006239          1.268152        4.814590e+04      4.822753e+04     -8.511883e+01      3.491666e+00   
     0.006239          1.341994        4.125654e+04      4.133346e+04     -7.989558e+01      2.974824e+00   
     0.006239          1.413779        3.419485e+04      3.426507e+04     -7.274409e+01      2.520730e+00   
     0.006239          1.483076        2.817012e+04      2.823402e+04     -6.603258e+01      2.124328e+00   
     0.006239          1.549467        2.351385e+04      2.357181e+04     -5.974709e+01      1.789198e+00   
     0.006239          1.612554        2.305654e+04      2.311478e+04     -5.974709e+01      1.511721e+00   
     0.006239          1.671957        1.874096e+04      1.879356e+04     -5.387365e+01      1.279332e+00   
     0.006239          1.727318        1.542867e+04      1.547598e+04     -4.839828e+01      1.081018e+00   
     0.006239          1.778306        1.512010e+04      1.516758e+04     -4.839828e+01      9.265224e-01   
     0.006239          1.824612        1.210181e+04      1.214432e+04     -4.330704e+01      7.975075e-01   
     0.006239          1.865960        1.210171e+04      1.214432e+04     -4.330704e+01      6.955248e-01   
     0.006239          1.902099        9.686482e+03      9.724456e+03     -3.858593e+01      6.118626e-01   
     0.006239          1.932813        9.602794e+03      9.640827e+03     -3.858593e+01      5.530443e-01   
     0.006239          1.957917        9.602744e+03      9.640827e+03     -3.858593e+01      5.026015e-01   
     0.006239          1.977260        8.258747e+03      8.292502e+03     -3.422101e+01      4.655652e-01   
     0.006239          1.990726        7.549239e+03      7.583014e+03     -3.422101e+01      4.454461e-01   
     0.006239          1.998238        7.549229e+03      7.583014e+03     -3.422101e+01      4.351885e-01   
     0.015318          0.001762        9.773982e+06      9.775172e+06     -1.211467e+03      2.165376e+01   
     0.015318          0.009274        9.670192e+06      9.671346e+06     -1.175078e+03      2.142255e+01   
     0.015318          0.022740        9.354787e+06      9.355849e+06     -1.083105e+03      2.106465e+01   
     0.015318          0.042083        7.267244e+06      7.268167e+06     -9.442022e+02      2.056710e+01   
     0.015318          0.067187        4.981186e+06      4.981942e+06     -7.765219e+02      1.995005e+01   
     0.015318          0.097901        3.182994e+06      3.183604e+06     -6.294166e+02      1.925439e+01   
     0.015318          0.134040        2.081635e+06      2.082141e+06     -5.246054e+02      1.850279e+01   
     0.015318          0.175388        1.471440e+06      1.471872e+06     -4.502048e+02      1.768719e+01   
     0.015318          0.221694        1.079023e+06      1.079395e+06     -3.884155e+02      1.680847e+01   
     0.015318          0.272682        8.148130e+05      8.151384e+05     -3.413143e+02      1.587549e+01   
     0.015318          0.328043        6.228390e+05      6.231218e+05     -2.977720e+02      1.489653e+01   
     0.015318          0.387446        4.773639e+05      4.776129e+05     -2.628875e+02      1.388339e+01   
     0.015318          0.450533        3.743485e+05      3.745692e+05     -2.334798e+02      1.284394e+01   
     0.015318          0.516924        2.925751e+05      2.927690e+05     -2.057201e+02      1.179245e+01   
     0.015318          0.586221        2.345975e+05      2.347732e+05     -1.864878e+02      1.075169e+01   
     0.015318          0.658006        1.906539e+05      1.908102e+05     -1.659671e+02      9.719403e+00   
     0.015318          0.731848        1.569823e+05      1.571278e+05     -1.542551e+02      8.718646e+00   
     0.015318          0.807302        1.289899e+05      1.291208e+05     -1.386782e+02      7.760135e+00   
     0.015318          0.883916        1.073170e+05      1.074347e+05     -1.246147e+02      6.845870e+00   
     0.015318          0.961228        8.962711e+04      8.973402e+04     -1.129114e+02      5.993020e+00   
     0.015318          1.038772        7.528448e+04      7.538315e+04     -1.038818e+02      5.207661e+00   
     0.015318          1.116084        6.358918e+04      6.368004e+04     -9.534693e+01      4.489317e+00   
     0.015318          1.192698        5.405220e+04      5.413565e+04     -8.729278e+01      3.841913e+00   
     0.015318          1.268152        4.635160e+04      4.643008e+04     -8.175140e+01      3.269320e+00   
     0.015318          1.341994        4.005273e+04      4.012735e+04     -7.737962e+01      2.764826e+00   
     0.015318          1.413779        3.419483e+04      3.426507e+04     -7.257096e+01      2.326043e+00   
     0.015318          1.483076        2.817010e+04      2.823402e+04     -6.587543e+01      1.949101e+00   
     0.015318          1.549467        2.466416e+04      2.472214e+04     -5.960490e+01      1.627877e+00   
     0.015318          1.612554        2.194833e+04      2.200371e+04     -5.673984e+01      1.360042e+00   
