#        q              total               1              \delta U         \delta U^2    

     0.001185        3.516385e+04      3.528840e+04     -1.250113e+02      4.596701e-01   
     0.006239        2.118209e+04      2.130643e+04     -1.247999e+02      4.597699e-01   
     0.015318        1.604238e+04      1.616664e+04     -1.247200e+02      4.602810e-01   
     0.028399        1.278367e+04      1.290792e+04     -1.247134e+02      4.608373e-01   
     0.045447        1.087475e+04      1.099897e+04     -1.246766e+02      4.601291e-01   
     0.066417        9.435863e+03      9.559992e+03     -1.245889e+02      4.599196e-01   
     0.091251        8.379655e+03      8.503663e+03     -1.244665e+02      4.588837e-01   
     0.119882        7.640806e+03      7.764635e+03     -1.242870e+02      4.587615e-01   
     0.152235        6.946134e+03      7.069714e+03     -1.240379e+02      4.578300e-01   
     0.188220        6.294361e+03      6.417545e+03     -1.236390e+02      4.554470e-01   
     0.227742        5.883118e+03      6.005846e+03     -1.231814e+02      4.540396e-01   
     0.270694        5.489981e+03      5.612141e+03     -1.226126e+02      4.527609e-01   
     0.316959        5.114690e+03      5.236030e+03     -1.217903e+02      4.508814e-01   
     0.366414        4.756850e+03      4.877109e+03     -1.207079e+02      4.490472e-01   
     0.418925        4.416125e+03      4.534977e+03     -1.193005e+02      4.483724e-01   
     0.474351        4.252312e+03      4.370081e+03     -1.182188e+02      4.492744e-01   
     0.532541        3.936711e+03      4.052378e+03     -1.161189e+02      4.521866e-01   
     0.593339        3.637461e+03      3.750458e+03     -1.134556e+02      4.582946e-01   
     0.656582        3.494212e+03      3.605292e+03     -1.115488e+02      4.689875e-01   
     0.722098        3.218899e+03      3.326293e+03     -1.078802e+02      4.857336e-01   
     0.789711        2.959034e+03      3.062073e+03     -1.035492e+02      5.102222e-01   
     0.859239        2.835210e+03      2.935379e+03     -1.007129e+02      5.443467e-01   
     0.930495        2.483962e+03      2.576357e+03     -9.298507e+01      5.901000e-01   
     1.003286        2.267762e+03      2.354058e+03     -8.694567e+01      6.494691e-01   
     1.077416        1.968157e+03      2.045177e+03     -7.774377e+01      7.243445e-01   
     1.152685        1.612509e+03      1.677083e+03     -6.539014e+01      8.163914e-01   
     1.228890        3.223604e+02      3.348938e+02     -1.346029e+01      9.268839e-01   
     1.305826        2.388168e+00      1.382301e+00     -5.065874e-02      1.056526e+00   
     1.383286        1.205332e+00      0.000000e+00      0.000000e+00      1.205332e+00   
     1.461060        1.372532e+00      0.000000e+00      0.000000e+00      1.372532e+00   
     1.538940        1.556531e+00      0.000000e+00      0.000000e+00      1.556531e+00   
     1.616714        1.754912e+00      0.000000e+00      0.000000e+00      1.754912e+00   
     1.694174        1.964460e+00      0.000000e+00      0.000000e+00      1.964460e+00   
